state	year	county	cd	ld	sd	countyprecinct_code	precinct_code	precinct	g2006_USS_dv	g2006_USS_rv	g2006_USS_tv	g2006_USH_rv	g2006_USH_dv	g2006_USH_tv	cd2	g2006_USH_rv2	g2006_USH_dv2	g2006_USH_tv2
"MS"	2006	"MARSHALL"	1	5	2	"093-4CHU"	"4CHU"	"Chulahoma 4"	239	34	279	38	235	273				
"MS"	2006	"MARSHALL"	1	5	2	"093-4LAH"	"4LAH"	"Laws Hill 4"	80	67	148	66	79	145				
"MS"	2006	"MARSHALL"	1	5	2	"093-4MAR"	"4-Mar"	"Marianna 4"	140	71	222	88	131	219				
"MS"	2006	"MARSHALL"	1	5	2	"093-4VIC"	"4VIC"	"Victoria 4"	169	57	230	52	177	229				
"MS"	2006	"MARSHALL"	1	5	2	"093-4WAR"	"4WAR"	"Warsaw 4"	117	52	177	49	124	173				
"MS"	2006	"MARSHALL"	1	5	2	"093-4WAT"	"4WAT"	"Watson 4"	93	95	193	102	90	192				
"MS"	2006	"MARSHALL"	1	5	2	"093-4WHL"	"4WHL"	"Wall Hill 4"	230	52	289	63	222	285				
"MS"	2006	"MARSHALL"	1	13	2	"093-5BTH"	"5BTH"	"Bethlehem 5"	48	152	202	154	50	204				
"MS"	2006	"MARSHALL"	1	13	2	"093-5COR"	"5COR"	"Cornersville 5"	14	78	92	75	16	91				
"MS"	2006	"MARSHALL"	1	13	2	"093-5PTC"	"5PTC"	"Potts Camp 5"	142	288	440	290	142	432				
"MS"	2006	"MARSHALL"	1	5	2	"093-5SHS"	"5SHS"	"Holly Sprs S 5"	369	440	826	459	338	797				
"MS"	2006	"MARSHALL"	1	13	2	"093-5WFD"	"5WFD"	"Waterford 5"	113	155	279	160	116	276				
"MS"	2006	"MONROE"	1	20	7	"095-1F1"	"1F1"	"Armory First 101"	46	357	409	350	57	407				
"MS"	2006	"MONROE"	1	21	7	"095-1F2"	"1F2"	"Bigbee 102"	20	49	70	50	21	71				
"MS"	2006	"MONROE"	1	21	7	"095-1F3"	"1F3"	"Boyds 103"	34	97	131	94	36	130				
"MS"	2006	"MONROE"	1	20	7	"095-1F4"	"1F4"	"Hatley 104"	101	428	536	422	107	529				
"MS"	2006	"MONROE"	1	20	7	"095-1F5"	"1F5"	"Parham 105"	27	78	106	80	25	105				
"MS"	2006	"MONROE"	1	21	7	"095-1F6"	"1F6"	"Smithville 106"	92	253	347	245	102	347				
"MS"	2006	"MONROE"	1	20	7	"095-2F1"	"2F1"	"Armory Second 201"	188	511	705	513	192	705				
"MS"	2006	"MONROE"	1	20	7	"095-2F2"	"2F2"	"Becker 202"	100	398	507	399	106	505				
"MS"	2006	"MONROE"	1	20	7	"095-2F3"	"2F3"	"Greenwood Sprs 203"	36	167	206	169	36	205				
"MS"	2006	"MONROE"	1	20	7	"095-2F4"	"2F4"	"Williams 204"	22	23	45	24	23	47				
"MS"	2006	"MONROE"	1	20	7	"095-3F1"	"3F1"	"Aberdeen 3 301"	79	319	400	306	96	402				
"MS"	2006	"MONROE"	1	20	7	"095-3F2"	"3F2"	"Athens 302"	22	99	122	99	21	120				
"MS"	2006	"MONROE"	1	20	7	"095-3F3"	"3F3"	"Bartahatchie 303"	34	81	118	82	33	115				
"MS"	2006	"MONROE"	1	20	7	"095-3F4"	"3F4"	"Hamilton 304"	109	371	486	365	122	487				
"MS"	2006	"MONROE"	1	20	7	"095-3F5"	"3F5"	"Lackey 305"	48	305	364	307	59	366				
"MS"	2006	"MONROE"	1	21	7	"095-4F1"	"4F1"	"Aberdeen N 401"	191	232	425	226	198	424				
"MS"	2006	"MONROE"	1	36	7	"095-4F2"	"4F2"	"Aberdeen S 402"	265	110	378	113	256	369				
"MS"	2006	"MONROE"	1	20	7	"095-4F3"	"4F3"	"Darracott 403"	11	53	64	52	12	64				
"MS"	2006	"MONROE"	1	36	7	"095-4F4"	"4F4"	"Gibson 404"	136	38	174	38	134	172				
"MS"	2006	"MONROE"	1	36	7	"095-4F5"	"4F5"	"Prairie 405"	227	34	261	39	219	258				
"MS"	2006	"MONROE"	1	20	7	"095-5F1"	"5F1"	"Armory 5 501"	249	11	262	18	243	261				
"MS"	2006	"MONROE"	1	36	7	"095-5F2"	"5F2"	"Central Grove 502"	83	56	142	56	88	144				
"MS"	2006	"MONROE"	1	21	7	"095-5F3"	"5F3"	"Nettleton 503"	149	121	274	131	141	272				
"MS"	2006	"MONROE"	1	21	7	"095-5F4"	"5F4"	"Willis 504"	211	63	277	67	210	277				
"MS"	2006	"MONROE"	1	21	7	"095-5F5"	"5F5"	"Wren 505"	87	294	388	299	88	387				
"MS"	2006	"PANOLA"	1	11	10	"107-101"	"101"	"Como"	257	183	443	177	258	435				
"MS"	2006	"PANOLA"	1	11	10	"107-102"	"102"	"Pleasant Mound"	97	71	168	73	93	166				
"MS"	2006	"PANOLA"	1	10	10	"107-103"	"103"	"E Sardis"	42	155	198	161	36	197				
"MS"	2006	"PANOLA"	1	11	10	"107-104"	"104"	"W Sardis"	229	37	270	40	228	268				
"MS"	2006	"PANOLA"	1	10	10	"107-105"	"105"	"Cold Springs"	65	11	76	10	66	76				
"MS"	2006	"PANOLA"	1	11	10	"107-206"	"206"	"Sardis S"	261	170	438	174	257	431				
"MS"	2006	"PANOLA"	1	11	10	"107-208"	"208"	"Pleasant Grove"	37	54	93	54	37	91				
"MS"	2006	"PANOLA"	1	9	10	"107-209"	"209"	"Longtown"	81	43	125	41	84	125				
"MS"	2006	"PANOLA"	1	9	10	"107-210"	"210"	"Crenshaw"	135	62	197	60	130	190				
"MS"	2006	"PANOLA"	1	11	10	"107-211"	"211"	"Curtis"	147	71	220	65	152	217				
"MS"	2006	"PANOLA"	1	11	10	"107-212"	"212"	"Macedonia"	110	12	123	11	111	122				
"MS"	2006	"PANOLA"	1	10	10	"107-313"	"313"	"Batesville 3"	48	273	324	274	48	322				
"MS"	2006	"PANOLA"	1	11	10	"107-314"	"314"	"Courtland"	259	162	430	157	265	422				
"MS"	2006	"PANOLA"	1	10	10	"107-315"	"315"	"Pope"	106	189	302	181	115	296				
"MS"	2006	"PANOLA"	1	10	10	"107-316"	"316"	"Tocowa"	77	314	401	313	82	395				
"MS"	2006	"PANOLA"	1	10	10	"107-418"	"418"	"Batesville E 4"	39	249	289	241	46	287				
"MS"	2006	"PANOLA"	1	10	10	"107-419"	"419"	"Eureka"	83	275	361	276	82	358				
"MS"	2006	"PANOLA"	1	10	10	"107-420"	"420"	"North Springport"	98	172	273	175	94	269				
"MS"	2006	"PANOLA"	1	10	10	"107-421"	"421"	"South Springport"	130	235	370	224	137	361				
"MS"	2006	"PANOLA"	1	10	10	"107-422"	"422"	"Cole's Point"	34	111	147	109	34	143				
"MS"	2006	"PANOLA"	1	10	10	"107-524"	"524"	"Batesville E"	59	454	519	449	67	516				
"MS"	2006	"PANOLA"	1	11	10	"107-525"	"525"	"Batesville N A"	107	309	423	305	115	420				
"MS"	2006	"PANOLA"	1	11	10	"107-526"	"526"	"Batesville N B"	341	84	432	79	343	422				
"MS"	2006	"PANOLA"	1	11	10	"107-527"	"527"	"Enon"	16	51	68	48	18	66				
"MS"	2006	"PONTOTOC"	1	15	3	"115-AL"	"AL"	"Algoma AL"	70	229	301	234	62	296				
"MS"	2006	"PONTOTOC"	1	15	3	"115-BA"	"BA"	"Bankhead BA"	92	120	215	127	83	210				
"MS"	2006	"PONTOTOC"	1	15	6	"115-BE"	"BE"	"Bethel Endville BE"	44	190	236	190	41	231				
"MS"	2006	"PONTOTOC"	1	15	3	"115-BEC"	"BEC"	"Beckham BEC"	58	170	231	172	63	235				
"MS"	2006	"PONTOTOC"	1	15	3	"115-BU"	"BU"	"Buchanan BU"	24	122	146	116	28	144				
"MS"	2006	"PONTOTOC"	1	15	3	"115-CC"	"CC"	"Cherry Creek CC"	29	143	176	144	34	178				
"MS"	2006	"PONTOTOC"	1	15	3	"115-EC"	"EC"	"Ecru EC"	53	162	218	159	55	214				
"MS"	2006	"PONTOTOC"	1	15	3	"115-FR"	"FR"	"Friendship FR"	17	133	152	131	21	152				
"MS"	2006	"PONTOTOC"	1	15	3	"115-HO"	"HO"	"Hoyle HO"	86	131	222	138	80	218				
"MS"	2006	"PONTOTOC"	1	15	3	"115-HU"	"HU"	"Hurricane HU"	20	146	166	145	20	165				
"MS"	2006	"PONTOTOC"	1	22	3	"115-JU"	"JU"	"Judah JU"	17	111	128	109	18	127				
"MS"	2006	"PONTOTOC"	1	15	6	"115-LO"	"LO"	"Longview LO"	43	78	121	79	46	125				
"MS"	2006	"PONTOTOC"	1	15	3	"115-NR"	"NR"	"N Randolph NR"	17	105	124	104	21	125				
"MS"	2006	"PONTOTOC"	1	15	3	"115-OH"	"OH"	"Oakhill OH"	21	96	119	95	24	119				
"MS"	2006	"PONTOTOC"	1	15	3	"115-P1"	"P1"	"Pontotoc 1 P1"	42	177	221	179	34	213				
"MS"	2006	"PONTOTOC"	1	15	3	"115-P2"	"P2"	"Pontotoc 2 P2"	52	208	263	212	52	264				
"MS"	2006	"PONTOTOC"	1	15	3	"115-P3"	"P3"	"Pontotoc 3 P3"	39	248	290	244	36	280				
"MS"	2006	"PONTOTOC"	1	15	3	"115-P4"	"P4"	"Pontotoc 4 P4"	44	170	215	174	43	217				
"MS"	2006	"PONTOTOC"	1	15	3	"115-P5"	"P5"	"Pontotoc 5 P5"	93	381	479	378	94	472				
"MS"	2006	"PONTOTOC"	1	22	3	"115-RO"	"RO"	"Robbs RO"	8	85	99	87	12	99				
"MS"	2006	"PONTOTOC"	1	15	6	"115-SH"	"SH"	"Sherman SH"	43	110	157	110	44	154				
"MS"	2006	"PONTOTOC"	1	15	3	"115-SP"	"SP"	"Springville SP"	52	201	254	200	56	256				
"MS"	2006	"PONTOTOC"	1	22	3	"115-SR"	"SR"	"S Randolph SR"	14	108	122	111	13	124				
"MS"	2006	"PONTOTOC"	1	15	3	"115-TH"	"TH"	"Thaxton TH"	22	183	209	183	26	209				
"MS"	2006	"PONTOTOC"	1	15	3	"115-TO"	"TO"	"Toccopola TO"	29	99	130	104	26	130				
"MS"	2006	"PONTOTOC"	1	15	3	"115-TR"	"TR"	"Troy TR"	51	179	236	172	62	234				
"MS"	2006	"PONTOTOC"	1	15	3	"115-TU"	"TU"	"Turnpike TU"	14	139	156	141	19	160				
"MS"	2006	"PONTOTOC"	1	15	3	"115-WO"	"WO"	"Woodside WO"	20	64	85	65	18	83				
"MS"	2006	"PONTOTOC"	1	15	3	"115-Z"	"Z"	"Zion Z"	50	123	175	128	45	173				
"MS"	2006	"PRENTISS"	1	18	5	"117-2BLD"	"2BLD"	"Baldwyn"	203	292	508	297	203	500				
"MS"	2006	"PRENTISS"	1	3	5	"117-2BLK"	"2BLK"	"Blackland"	68	157	228	162	63	225				
"MS"	2006	"PRENTISS"	1	3	5	"117-2BOO"	"2BOO"	"Booneville"	144	520	674	508	155	663				
"MS"	2006	"PRENTISS"	1	3	5	"117-2CR"	"2CR"	"Cross Roads"	99	207	311	190	113	303				
"MS"	2006	"PRENTISS"	1	3	5	"117-2EB"	"2EB"	"Booneville E"	120	303	433	297	134	431				
"MS"	2006	"PRENTISS"	1	3	5	"117-2HC/NH"	"2HC/NH"	"Hillsi Chapel"	98	332	441	321	111	432				
"MS"	2006	"PRENTISS"	1	18	5	"117-2ING"	"2ING"	"Ingram"	17	95	113	99	16	115				
"MS"	2006	"PRENTISS"	1	3	5	"117-2MAR"	"2-Mar"	"Marietta"	135	252	396	253	138	391				
"MS"	2006	"PRENTISS"	1	3	5	"117-2NB"	"2NB"	"Booneville N"	134	111	252	124	123	247				
"MS"	2006	"PRENTISS"	1	3	5	"117-2NS"	"2NS"	"New Site"	108	198	314	200	114	314				
"MS"	2006	"PRENTISS"	1	3	5	"117-2OH"	"2OH"	"Odom Hill"	66	101	171	102	65	167				
"MS"	2006	"PRENTISS"	1	3	5	"117-2THR"	"2THR"	"Thrasher"	95	192	297	191	100	291				
"MS"	2006	"PRENTISS"	1	3	5	"117-2TUS/NC"	"2TUS/NC"	"Tuscumbia"	91	202	294	201	92	293				
"MS"	2006	"PRENTISS"	1	3	5	"117-2WB"	"2WB"	"Booneville W"	196	900	1105	875	233	1108				
"MS"	2006	"PRENTISS"	1	18	5	"117-2WH"	"2WH"	"Wheeler"	102	306	415	300	115	415				
"MS"	2006	"TATE"	1	9	11	"137-ARK"	"ARK"	"Arkahurta"	129	182	317	179	131	310				
"MS"	2006	"TATE"	1	9	10	"137-CW3"	"CW3"	"Coldwater 3"	367	204	588	204	375	579				
"MS"	2006	"TATE"	1	9	11	"137-EVN"	"EVN"	"Evansville"	19	57	76	53	22	75				
"MS"	2006	"TATE"	1	8	10	"137-IND"	"IND"	"Independence"	225	436	671	419	239	658				
"MS"	2006	"TATE"	1	8	10	"137-LOX"	"LOX"	"Looxahoma"	126	224	356	225	127	352				
"MS"	2006	"TATE"	1	8	10	"137-PAL"	"PAL"	"Palestine"	20	114	139	108	29	137				
"MS"	2006	"TATE"	1	8	10	"137-PG5"	"PG5"	"Poagville 5"	53	176	237	179	53	232				
"MS"	2006	"TATE"	1	8	10	"137-PVL"	"PVL"	"Poagville 4"	65	75	142	72	67	139				
"MS"	2006	"TATE"	1	8	10	"137-SAR"	"SAR"	"Sarah"	9	32	41	33	7	40				
"MS"	2006	"TATE"	1	8	10	"137-SHD"	"SHD"	"Sherrod"	13	109	123	105	16	121				
"MS"	2006	"TATE"	1	11	10	"137-SN1"	"SN1"	"Senatobia 1"	177	701	897	693	197	890				
"MS"	2006	"TATE"	1	8	10	"137-SN2"	"SN2"	"Senatobia 2"	96	388	491	390	99	489				
"MS"	2006	"TATE"	1	11	10	"137-SN3"	"SN3"	"Senatobia 3"	159	35	198	37	157	194				
"MS"	2006	"TATE"	1	8	10	"137-SN4"	"SN4"	"Senatobia 4"	63	296	363	289	68	357				
"MS"	2006	"TATE"	1	8	11	"137-STR"	"STR"	"Strayhorn"	63	190	260	188	70	258				
"MS"	2006	"TATE"	1	9	10	"137-TAY"	"TAY"	"Taylorsville"	91	52	146	54	93	147				
"MS"	2006	"TATE"	1	8	10	"137-THY"	"THY"	"Thyatira"	46	95	145	94	50	144				
"MS"	2006	"TATE"	1	11	10	"137-TYR"	"TYR"	"Tyro"	92	51	144	53	92	145				
"MS"	2006	"TATE"	1	11	10	"137-WYT"	"WYT"	"Wyatte"	32	78	113	78	34	112				
"MS"	2006	"TIPPAH"	1	4	2	"139-0001"	"1"	"Threeforks"	35	121	156	108	49	157				
"MS"	2006	"TIPPAH"	1	4	2	"139-0002"	"2"	"Brownfield"	15	45	61	40	21	61				
"MS"	2006	"TIPPAH"	1	4	2	"139-0003"	"3"	"Walnut"	60	168	234	160	72	232				
"MS"	2006	"TIPPAH"	1	4	2	"139-0004"	"4"	"Chalybeate"	71	141	212	125	83	208				
"MS"	2006	"TIPPAH"	1	4	2	"139-0005"	"5"	"Tiplersville"	70	86	157	80	73	153				
"MS"	2006	"TIPPAH"	1	4	2	"139-0006"	"6"	"N Falkner"	26	67	95	64	30	94				
"MS"	2006	"TIPPAH"	1	4	4	"139-0007"	"7"	"Falkner"	54	269	332	263	71	334				
"MS"	2006	"TIPPAH"	1	4	4	"139-0008"	"8"	"N Ripley"	169	375	559	357	191	548				
"MS"	2006	"TIPPAH"	1	4	2	"139-0009"	"9"	"Blue Mtn"	134	264	408	258	139	397				
"MS"	2006	"TIPPAH"	1	4	2	"139-0010"	"10"	"Cotton Plant"	64	46	115	55	61	116				
"MS"	2006	"TIPPAH"	1	4	2	"139-0011"	"11"	"New Hope"	27	163	193	158	36	194				
"MS"	2006	"TIPPAH"	1	4	2	"139-0012"	"12"	"Clarysville"	2	70	72	66	6	72				
"MS"	2006	"TIPPAH"	1	4	2	"139-0013"	"13"	"Palmer"	45	186	233	182	49	231				
"MS"	2006	"TIPPAH"	1	4	2	"139-0014"	"14"	"Shady Grove"	13	84	98	84	16	100				
"MS"	2006	"TIPPAH"	1	4	2	"139-0015"	"15"	"Mitchell"	18	66	85	59	23	82				
"MS"	2006	"TIPPAH"	1	4	2	"139-0016"	"16"	"Pine Grove"	8	66	75	63	11	74				
"MS"	2006	"TIPPAH"	1	4	2	"139-0017"	"17"	"Dumas"	44	172	220	165	51	216				
"MS"	2006	"TIPPAH"	1	4	2	"139-0018"	"18"	"Dry Creek"	25	93	119	92	24	116				
"MS"	2006	"TIPPAH"	1	4	4	"139-0019"	"19"	"SW Ripley"	144	444	597	450	145	595				
"MS"	2006	"TIPPAH"	1	4	4	"139-0020"	"20"	"Chapman"	53	137	193	119	69	188				
"MS"	2006	"TIPPAH"	1	4	4	"139-0021"	"21"	"Spout Springs"	24	73	97	63	35	98				
"MS"	2006	"TIPPAH"	1	4	4	"139-0022"	"22"	"Peoples"	13	79	95	63	34	97				
"MS"	2006	"TIPPAH"	1	4	2	"139-0023"	"23"	"Providence"	21	72	94	60	34	94				
"MS"	2006	"TIPPAH"	1	4	4	"139-0024"	"24"	"Ripley"	120	338	475	326	134	460				
"MS"	2006	"TISHOMINGO"	1	1	4	"141-1HS"	"1HS"	"Hubbard Salem"	25	44	70	42	26	68				
"MS"	2006	"TISHOMINGO"	1	1	4	"141-1IUK"	"1IUK"	"Iuka"	155	291	456	293	157	450				
"MS"	2006	"TISHOMINGO"	1	1	4	"141-1NI"	"1NI"	"Iuka N"	212	276	499	281	210	491				
"MS"	2006	"TISHOMINGO"	1	1	4	"141-2B"	"2B"	"Burnsville"	38	69	117	66	49	115				
"MS"	2006	"TISHOMINGO"	1	1	4	"141-2CM"	"2CM"	"Coles Mills"	80	133	218	134	82	216				
"MS"	2006	"TISHOMINGO"	1	1	4	"141-2NB"	"2NB"	"Burnsville N"	94	114	216	114	101	215				
"MS"	2006	"TISHOMINGO"	1	1	4	"141-2WB"	"2WB"	"Burnsville W"	91	136	231	137	93	230				
"MS"	2006	"TISHOMINGO"	1	1	5	"141-3EI"	"3EI"	"Iuka E"	213	368	590	372	217	589				
"MS"	2006	"TISHOMINGO"	1	1	5	"141-3MW"	"3MW"	"Springhill"	108	144	257	139	114	253				
"MS"	2006	"TISHOMINGO"	1	1	4	"141-3WI"	"3WI"	"Iuka W"	61	88	153	84	65	149				
"MS"	2006	"TISHOMINGO"	1	19	5	"141-4DNS"	"4DNS"	"Dennis"	25	64	90	71	19	90				
"MS"	2006	"TISHOMINGO"	1	19	5	"141-4NBM"	"4NBM"	"Belmont N"	38	101	141	100	38	138				
"MS"	2006	"TISHOMINGO"	1	1	5	"141-4PDN"	"4PDN"	"Paden"	40	76	118	68	49	117				
"MS"	2006	"TISHOMINGO"	1	19	5	"141-4TIS"	"4TIS"	"Tishomingo"	168	173	348	172	174	346				
"MS"	2006	"TISHOMINGO"	1	1	5	"141-4WT"	"4WT"	"Tishomingo W"	44	121	167	122	45	167				
"MS"	2006	"TISHOMINGO"	1	1	5	"141-5BEL"	"5BEL"	"Belmont"	71	162	236	171	61	232				
"MS"	2006	"TISHOMINGO"	1	1	5	"141-5CS"	"5CS"	"Cotton Sprs"	7	49	60	44	12	56				
"MS"	2006	"TISHOMINGO"	1	19	5	"141-5EB"	"5EB"	"Belmont E"	40	88	130	92	38	130				
"MS"	2006	"TISHOMINGO"	1	19	5	"141-5GL"	"5GL"	"Golden"	88	139	230	147	81	228				
"MS"	2006	"UNION"	1	13	3	"145-101"	"101"	"Macedonia"	27	91	120	95	23	118				
"MS"	2006	"UNION"	1	13	3	"145-102"	"102"	"Blythe"	22	75	97	77	22	99				
"MS"	2006	"UNION"	1	14	3	"145-103"	"103"	"Myrtle"	78	248	331	239	81	320				
"MS"	2006	"UNION"	1	14	3	"145-104"	"104"	"Glenfield"	49	180	232	174	54	228				
"MS"	2006	"UNION"	1	14	3	"145-201"	"201"	"Pinedale"	25	133	158	131	23	154				
"MS"	2006	"UNION"	1	14	3	"145-202"	"202"	"West Union"	34	202	237	203	35	238				
"MS"	2006	"UNION"	1	14	3	"145-203"	"203"	"Sportsplex"	120	224	347	220	123	343				
"MS"	2006	"UNION"	1	14	3	"145-204"	"204"	"Ingomar"	69	188	261	184	76	260				
"MS"	2006	"UNION"	1	14	3	"145-301"	"301"	"Kings Chapel"	37	119	158	114	40	154				
"MS"	2006	"UNION"	1	14	3	"145-302"	"302"	"Courthouse"	54	232	290	230	59	289				
"MS"	2006	"UNION"	1	14	3	"145-303"	"303"	"Central Maint"	57	292	359	286	71	357				
"MS"	2006	"UNION"	1	14	3	"145-304"	"304"	"Beacon Hill"	89	181	275	176	97	273				
"MS"	2006	"UNION"	1	14	3	"145-401"	"401"	"Blue Springs"	59	204	273	205	65	270				
"MS"	2006	"UNION"	1	14	3	"145-402"	"402"	"B F Ford"	122	192	319	205	116	321				
"MS"	2006	"UNION"	1	14	3	"145-403"	"403"	"Center"	20	134	155	135	21	156				
"MS"	2006	"UNION"	1	14	3	"145-404"	"404"	"East Union"	116	200	320	198	124	322				
"MS"	2006	"UNION"	1	14	3	"145-501"	"501"	"NE CC"	109	338	453	332	109	441				
"MS"	2006	"UNION"	1	14	3	"145-502"	"502"	"Keownville"	33	144	180	139	39	178				
"MS"	2006	"UNION"	1	4	3	"145-503"	"503"	"Pleasant Ridge"	30	69	102	70	32	102				
"MS"	2006	"UNION"	1	4	3	"145-504"	"504"	"Jericho"	53	95	150	89	55	144				
"MS"	2006	"WEBSTER"	1	35	15	"155-11"	"11"	"Eupora 1"	147	233	386	238	149	387				
"MS"	2006	"WEBSTER"	1	35	15	"155-12"	"12"	"Bluff Springs"	32	36	69	37	32	69				
"MS"	2006	"WEBSTER"	1	35	15	"155-21"	"21"	"Eupora 2"	28	121	149	113	34	147				
"MS"	2006	"WEBSTER"	1	35	15	"155-22"	"22"	"Walthall"	23	134	158	133	23	156				
"MS"	2006	"WEBSTER"	1	23	15	"155-23"	"23"	"Bellefontaine"	12	101	114	100	13	113				
"MS"	2006	"WEBSTER"	1	35	15	"155-24"	"24"	"Cadaretta"	7	53	60	50	10	60				
"MS"	2006	"WEBSTER"	1	35	15	"155-31"	"31"	"Eupora 3"	44	129	175	132	44	176				
"MS"	2006	"WEBSTER"	1	35	15	"155-32"	"32"	"Grady"	32	87	120	87	33	120				
"MS"	2006	"WEBSTER"	1	35	15	"155-33"	"33"	"Tomnolen"	27	173	204	172	33	205				
"MS"	2006	"WEBSTER"	1	35	15	"155-34"	"34"	"Fay"	8	68	77	65	12	77				
"MS"	2006	"WEBSTER"	1	35	15	"155-41"	"41"	"Mathiston"	46	206	254	204	51	255				
"MS"	2006	"WEBSTER"	1	35	15	"155-43"	"43"	"Big Black"	20	128	150	126	23	149				
"MS"	2006	"WEBSTER"	1	35	15	"155-51"	"51"	"Fame"	27	107	134	104	28	132				
"MS"	2006	"WEBSTER"	1	35	15	"155-52"	"52"	"Clarkson"	6	137	147	136	7	143				
"MS"	2006	"WEBSTER"	1	35	15	"155-53"	"53"	"Cumberland"	22	132	156	134	22	156				
"MS"	2006	"WEBSTER"	1	35	15	"155-54"	"54"	"Mantee"	40	180	224	177	45	222				
"MS"	2006	"YALOBUSHA"	1	33	9	"161-1NO"	"1NO"	"1 N"	97	358	464	353	111	464				
"MS"	2006	"YALOBUSHA"	1	33	9	"161-1SO"	"1SO"	"1 S"	79	104	184	102	82	184				
"MS"	2006	"YALOBUSHA"	1	33	9	"161-2 WV"	"2 WV"	"Water Valley 2"	247	165	418	174	241	415				
"MS"	2006	"YALOBUSHA"	1	33	9	"161-3NW"	"3NW"	"3 NW"	87	237	327	234	92	326				
"MS"	2006	"YALOBUSHA"	1	33	9	"161-3SR"	"3SR"	"Sylvia Rena 3"	60	155	217	151	65	216				
"MS"	2006	"YALOBUSHA"	1	33	9	"161-4CF"	"4CF"	"Coffeeville 4"	179	60	244	48	197	245				
"MS"	2006	"YALOBUSHA"	1	33	9	"161-4OK"	"4OK"	"Oakland 4"	249	186	443	178	265	443				
"MS"	2006	"YALOBUSHA"	1	24	9	"161-5CF"	"5CF"	"Coffeeville 5"	108	262	373	263	109	372				
"MS"	2006	"YALOBUSHA"	1	24	9	"161-5SB"	"5SB"	"Scobey 5"	36	62	102	62	41	103				
"MS"	2006	"YALOBUSHA"	1	24	9	"161-5SVM"	"5SVM"	"Scuna Vann's Mill 5"	29	50	79	49	30	79				
"MS"	2006	"YALOBUSHA"	1	24	9	"161-5TL"	"5TL"	"Tillatoba 5"	34	99	135	94	41	135				
"MS"	2006	"DE SOTO"	1						74	233	312	237	73	310				
"MS"	2006	"LAFAYETTE"	1						49	112	163	111	53	164				
"MS"	2006	"ATTALA"	2	48	14	"007-10"	"10"	"S Central"	159	293	454	254	202	456				
"MS"	2006	"ATTALA"	2	48	14	"007-11"	"11"	"Williamsville"	187	406	599	356	238	594				
"MS"	2006	"ATTALA"	2	27	14	"007-20"	"20"	"North East"	347	224	577	178	407	585				
"MS"	2006	"ATTALA"	2	46	15	"007-22"	"22"	"Mccool"	72	87	163	70	90	160				
"MS"	2006	"ATTALA"	2	48	15	"007-24"	"24"	"Liberty Chapel"	44	78	124	68	54	122				
"MS"	2006	"ATTALA"	2	46	15	"007-25"	"25"	"Berea"	12	55	68	45	21	66				
"MS"	2006	"ATTALA"	2	48	14	"007-30"	"30"	"North West"	109	161	274	139	126	265				
"MS"	2006	"ATTALA"	2	48	14	"007-31"	"31"	"N Central"	16	129	149	102	37	139				
"MS"	2006	"ATTALA"	2	48	21	"007-32"	"32"	"Aponaug"	16	97	113	76	32	108				
"MS"	2006	"ATTALA"	2	48	14	"007-33"	"33"	"Carnack"	23	142	166	111	49	160				
"MS"	2006	"ATTALA"	2	48	14	"007-34"	"34"	"Possumneck"	51	81	134	71	64	135				
"MS"	2006	"ATTALA"	2	48	14	"007-36"	"36"	"Hesterville"	20	89	109	69	35	104				
"MS"	2006	"ATTALA"	2	27	21	"007-40"	"40"	"South West"	87	40	128	32	96	128				
"MS"	2006	"ATTALA"	2	27	21	"007-42"	"42"	"Newport"	64	83	148	68	78	146				
"MS"	2006	"ATTALA"	2	27	21	"007-43"	"43"	"Sallis"	364	164	530	126	412	538				
"MS"	2006	"ATTALA"	2	27	21	"007-44"	"44"	"Mcadams"	86	80	167	59	105	164				
"MS"	2006	"ATTALA"	2	48	14	"007-50"	"50"	"East"	55	434	492	404	82	486				
"MS"	2006	"ATTALA"	2	48	14	"007-51"	"51"	"Providence"	7	123	131	107	24	131				
"MS"	2006	"ATTALA"	2	48	14	"007-52"	"52"	"Zema"	47	89	137	75	58	133				
"MS"	2006	"ATTALA"	2	48	15	"007-53"	"53"	"Thompson"	8	71	79	50	24	74				
"MS"	2006	"ATTALA"	2	48	15	"007-54"	"54"	"Ethel"	43	122	168	81	78	159				
"MS"	2006	"BOLIVAR"	2	29	12	"011-BL"	"BL"	"Beulah"	95	23	119	18	106	124				
"MS"	2006	"BOLIVAR"	2	29	12	"011-BN"	"BN"	"Benoit"	75	96	174	68	129	197				
"MS"	2006	"BOLIVAR"	2	28	13	"011-BY"	"BY"	"Boyle"	93	463	561	398	156	554				
"MS"	2006	"BOLIVAR"	2	28	12	"011-CH"	"CH"	"Cleveland Cthouse"	25	161	187	143	44	187				
"MS"	2006	"BOLIVAR"	2	28	22	"011-CTW"	"CTW"	"Choctaw"	82	37	119	18	101	119				
"MS"	2006	"BOLIVAR"	2	30	12	"011-DA"	"DA"	"Duncan Alligator"	59	63	123	40	81	121				
"MS"	2006	"BOLIVAR"	2	29	12	"011-EC"	"EC"	"E Central Cleveland"	184	9	193	6	187	193				
"MS"	2006	"BOLIVAR"	2	29	13	"011-EG"	"EG"	"Eastgate"	168	24	196	8	201	209				
"MS"	2006	"BOLIVAR"	2	29	12	"011-ER"	"ER"	"E Rosedale"	157	26	186	8	209	217				
