state	year	county_name	town_name	county	town	ward	cd	precinct	g2004_BALL_tv	g2004_USP_dv	g2004_USP_rv	g2004_USP_tv	g2004_USH_dv	g2004_USH_rv	g2004_USH_tv
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	12	13	4	338	313	18	333	297	14	324
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	12	13	5	370	345	14	361	330	14	353
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	12	13	8	479	445	18	466	418	20	451
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	12	13	9	249	219	23	244	211	15	239
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	12	13	12	287	269	7	277	262	7	275
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	12	13	15	234	212	13	228	204	9	221
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	12	13	17	188	177	5	184	166	3	178
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	12	13	19	563	517	26	547	474	23	531
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	12	13	22	394	362	21	384	344	16	373
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	12	13	28	434	405	22	430	376	26	420
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	12	13	32	462	440	13	457	416	11	440
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	12	13	36	525	479	26	512	454	23	504
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	12	13	38	271	256	8	266	247	12	264
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	12	13	39	186	181	5	186	165	7	182
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	12	13	42	309	283	20	304	275	16	301
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	12	13	43	188	181	4	186	172	2	181
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	12	13	44	374	355	15	371	326	18	356
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	12	13	45	146	136	5	144	127	4	141
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	13	14	1	394	372	21	394	363	15	387
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	13	14	2	183	178	3	181	177	0	179
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	13	14	6	353	335	13	350	327	5	342
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	13	14	8	256	245	6	251	240	7	247
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	13	14	10	238	219	12	232	213	5	224
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	13	14	11	346	334	11	345	329	4	339
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	13	14	12	626	586	15	603	565	12	590
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	13	13	13	587	550	27	580	535	20	567
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	13	14	14	595	541	28	570	550	14	566
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	13	14	16	462	451	10	461	436	3	447
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	13	14	17	291	277	10	288	278	6	288
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	13	13	18	203	191	10	201	186	8	197
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	13	13	19	293	283	8	292	269	5	281
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	13	13	20	208	203	4	207	186	6	197
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	13	13	21	787	736	34	777	698	27	749
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	13	14	22	440	405	21	433	397	12	423
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	13	14	23	400	387	9	397	378	5	388
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	13	14	24	337	317	12	330	312	7	327
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	13	14	25	381	360	9	369	334	10	354
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	13	14	27	563	520	28	549	508	18	534
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	13	14	31	560	530	15	547	520	12	539
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	13	14	32	448	422	23	445	421	14	439
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	13	13	33	463	445	13	459	429	13	451
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	13	13	34	526	507	17	524	475	15	505
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	13	13	36	346	325	9	335	303	15	326
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	13	13	37	645	610	24	638	587	23	627
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	13	13	38	590	556	21	579	524	16	555
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	13	13	40	552	524	24	550	502	18	533
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	13	13	42	502	474	24	498	453	23	487
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	13	13	43	415	401	11	413	365	19	399
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	13	13	44	415	366	16	383	356	10	374
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	13	13	45	250	234	12	247	229	6	241
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	13	13	47	357	332	15	347	318	16	341
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	14	14	1	438	392	37	431	392	20	425
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	14	14	2	231	210	13	224	201	14	221
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	14	14	6	392	363	24	387	360	19	388
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	14	14	8	535	499	30	532	496	17	522
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	14	14	9	512	474	32	510	465	25	493
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	14	14	10	575	508	54	565	513	32	552
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	14	14	11	276	260	13	273	257	6	267
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	14	14	18	468	436	22	460	426	14	454
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	14	14	19	374	355	12	369	348	10	366
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	14	14	21	292	274	9	288	271	5	279
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	14	14	22	467	426	35	462	420	25	452
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	14	14	23	424	390	25	420	391	10	407
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	14	14	24	475	443	29	474	442	13	462
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	14	14	25	364	338	21	360	332	12	355
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	14	14	26	293	272	9	282	265	10	275
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	14	14	27	221	208	6	215	202	5	210
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	14	14	28	364	343	13	357	336	8	349
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	14	14	29	342	330	10	340	327	5	335
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	14	14	30	348	329	8	337	321	5	332
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	14	14	31	184	175	6	183	175	5	183
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	14	14	32	334	314	16	331	313	9	326
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	14	14	33	274	270	7	278	271	2	276
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	14	14	35	344	313	14	329	319	3	325
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	14	14	36	653	619	22	645	603	15	631
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	14	14	38	358	338	16	354	341	9	351
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	14	14	39	263	249	9	259	240	7	254
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	14	14	40	387	357	16	377	355	10	369
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	14	14	41	458	437	6	446	421	5	431
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	14	14	42	498	485	9	494	472	9	485
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	14	13	46	661	622	27	649	596	22	629
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	15	14	1	355	342	9	351	326	6	339
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	15	14	2	296	282	11	295	282	8	293
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	15	14	3	377	360	9	370	360	4	367
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	15	14	4	294	280	8	288	271	5	279
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	15	14	5	346	323	19	342	319	5	332
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	15	14	6	426	404	16	423	398	6	409
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	15	14	7	348	317	28	348	320	23	344
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	15	14	8	420	402	17	420	397	9	414
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	15	14	9	256	246	3	250	246	2	249
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	15	14	10	356	332	15	349	329	7	339
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	15	14	11	301	287	11	298	289	4	295
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	15	14	12	489	460	19	480	456	6	470
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	15	14	13	299	276	13	290	278	4	283
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	15	14	14	331	312	11	324	308	7	321
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	15	14	15	363	338	20	361	342	9	352
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	15	14	16	457	420	31	452	425	13	443
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	15	14	17	559	520	29	549	519	16	538
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	15	14	18	403	378	19	398	380	3	388
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	15	14	19	410	395	12	408	392	5	401
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	15	14	20	461	436	19	456	434	8	449
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	15	14	22	202	186	9	195	186	6	195
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	15	14	24	626	586	26	619	593	10	606
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	15	14	25	457	431	22	454	435	7	449
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	15	14	26	419	393	22	416	390	14	409
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	15	14	27	446	424	19	445	418	9	436
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	15	14	28	511	489	14	503	479	7	488
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	15	14	29	348	337	7	345	336	2	341
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	15	14	32	345	305	20	326	309	5	319
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	15	14	36	326	313	6	320	306	4	313
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	15	14	37	323	310	12	322	307	7	318
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	15	14	38	489	453	32	485	460	13	480
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	15	14	39	464	444	17	462	439	4	447
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	15	14	40	463	446	11	460	440	4	450
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	15	14	41	427	407	17	425	411	9	421
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	15	14	42	369	336	27	365	338	8	354
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	15	14	43	413	379	19	401	373	11	387
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	15	14	44	375	354	14	370	355	8	365
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	15	14	45	598	566	24	592	560	11	582
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	15	14	46	403	386	11	398	385	7	397
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	15	14	47	373	355	9	366	348	4	355
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	15	14	48	220	210	6	217	206	4	213
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	15	14	49	499	472	11	486	469	9	481
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	15	14	50	528	510	15	526	496	6	512
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	15	14	51	448	415	26	442	415	9	431
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	15	14	52	499	481	16	499	475	6	488
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	15	14	53	140	137	3	140	136	0	136
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	15	14	54	331	318	10	328	312	9	322
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	15	14	55	408	382	23	406	386	6	398
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	15	14	56	188	180	7	187	180	5	187
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	15	14	71	370	345	10	355	346	5	355
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	15	14	72	484	433	16	450	430	7	441
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	15	14	73	706	664	35	699	659	20	683
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	15	14	74	557	520	32	556	528	10	544
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	15	14	75	528	500	21	522	490	7	509
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	16	14	1	414	353	58	413	346	38	389
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	16	14	2	660	557	93	654	549	61	633
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	16	14	3	496	464	28	493	464	10	483
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	16	14	4	466	414	47	463	411	29	455
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	16	14	5	552	521	29	550	524	12	541
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	16	14	6	310	293	15	309	294	6	305
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	16	14	7	446	408	35	445	408	19	434
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	16	14	8	422	382	34	421	378	23	411
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	16	14	9	314	278	25	305	280	13	295
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	16	14	10	624	562	43	608	565	25	596
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	16	14	11	449	435	12	448	432	4	440
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	16	14	12	661	619	26	647	615	9	633
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	16	14	13	395	379	10	391	376	7	387
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	16	14	14	372	344	23	369	348	11	363
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	16	14	15	571	539	26	565	535	11	550
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	16	14	16	459	446	10	457	439	5	447
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	16	14	17	494	479	22	501	475	14	490
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	16	14	18	396	382	10	392	368	6	378
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	16	14	20	478	449	18	469	443	15	465
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	16	14	21	543	516	21	538	508	9	525
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	16	14	22	534	504	27	533	509	9	522
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	16	14	25	666	632	20	652	625	8	637
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	16	14	26	513	492	17	510	493	6	507
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	16	14	27	339	306	23	331	320	6	326
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	16	14	28	605	573	17	594	569	11	586
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	16	14	29	474	461	16	477	458	8	470
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	16	14	30	648	615	31	647	607	13	630
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	16	14	31	695	653	37	691	647	17	678
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	16	14	33	316	303	12	316	298	6	307
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	16	14	35	450	426	19	447	421	13	439
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	16	14	37	722	699	19	718	683	10	702
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	16	14	38	727	699	17	716	680	11	698
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	16	14	40	519	490	19	513	485	10	501
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	16	14	43	462	447	8	457	439	4	450
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	16	14	45	599	572	27	601	566	12	584
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	16	14	46	712	687	19	708	664	17	688
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	16	14	47	432	396	22	419	394	9	408
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	16	14	48	406	390	15	407	389	7	403
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	16	14	71	462	431	27	461	431	11	448
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	16	14	72	545	520	18	542	516	9	534
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	16	14	73	716	663	39	706	670	22	698
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	17	14	1	396	317	75	394	301	56	377
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	17	14	2	436	373	59	434	371	38	423
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	17	14	3	582	454	120	579	459	87	562
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	17	14	5	525	466	53	524	449	36	507
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	17	14	6	450	415	27	444	400	11	426
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	17	14	8	212	178	29	210	176	18	206
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	17	14	9	566	530	32	563	519	22	550
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	17	14	11	722	671	38	713	658	22	697
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	17	14	12	780	741	31	774	736	16	755
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	17	14	13	359	334	21	356	332	10	344
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	17	14	14	396	343	22	366	333	13	356
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	17	14	15	528	475	50	526	471	30	513
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	17	14	16	525	470	47	520	468	22	507
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	17	14	17	477	427	42	474	438	20	467
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	17	14	18	471	429	35	465	417	19	445
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	17	14	19	381	348	31	379	349	17	376
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	17	14	20	353	323	24	348	326	12	342
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	17	14	21	782	712	40	753	709	17	738
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	17	14	22	411	397	8	406	396	4	404
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	17	14	23	406	383	21	406	380	10	398
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	17	14	24	357	341	15	357	338	8	351
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	17	14	25	463	432	17	449	428	10	441
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	17	14	26	348	333	11	347	324	7	338
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	17	14	27	427	405	16	422	400	8	413
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	17	14	28	367	340	22	362	338	11	353
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	17	14	29	386	357	16	375	360	6	370
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	17	14	30	370	346	16	363	332	10	350
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	17	14	31	389	374	13	387	363	8	379
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	17	14	32	506	485	14	499	471	13	493
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	17	14	33	498	483	9	493	469	9	484
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	17	14	34	483	457	21	478	457	5	470
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	17	14	36	615	578	26	604	566	18	594
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	17	14	38	331	316	10	326	313	6	321
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	17	14	44	501	463	32	498	455	25	484
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	17	14	45	428	403	21	425	400	11	418
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	17	14	46	436	390	29	423	383	19	411
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	17	14	47	505	453	45	501	453	27	485
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	17	14	48	850	803	55	862	793	36	846
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	17	14	71	455	420	30	451	413	19	440
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	17	14	72	495	452	36	490	449	19	476
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	17	14	73	584	559	19	579	553	8	569
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	17	14	81	34	31	0	31	29	0	29
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	17	14	82	83	81	2	83	78	1	80
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	17	14	83	328	307	11	323	303	9	317
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	18	14	1	176	167	6	175	157	4	164
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	18	14	2	1024	983	31	1015	966	13	993
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	18	14	4	653	605	38	644	603	19	637
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	18	14	5	629	593	31	626	579	23	615
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	18	14	6	313	286	21	308	275	14	295
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	18	14	7	328	287	38	325	288	23	315
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	18	14	8	480	371	101	478	346	84	447
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	18	14	10	635	505	117	627	487	92	598
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	18	14	14	333	285	44	331	281	38	327
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	18	14	15	353	299	50	351	287	36	332
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	18	14	16	331	288	37	325	277	28	314
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	18	14	17	434	388	41	432	386	23	415
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	18	14	18	342	254	81	339	251	62	327
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	18	14	19	332	238	87	328	237	65	315
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	18	14	20	407	341	57	403	334	45	391
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	18	14	21	415	387	22	410	383	16	404
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	18	14	22	356	343	12	356	327	12	343
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	18	14	24	435	409	22	433	412	12	429
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	18	14	25	439	407	29	436	404	14	425
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	18	14	26	525	488	34	523	491	24	524
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	18	14	28	897	834	50	887	824	24	863
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	18	14	29	471	449	21	471	448	9	465
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	18	14	30	855	814	33	851	795	23	833
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	18	14	31	475	445	25	470	442	11	459
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	18	14	32	842	757	67	826	741	45	809
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	18	14	37	353	319	26	346	316	15	338
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	18	14	38	290	257	24	281	258	12	273
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	18	14	39	611	543	44	588	536	27	574
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	18	14	41	872	790	62	854	784	41	839
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	18	14	43	362	317	33	353	318	17	345
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	18	14	44	737	679	47	729	655	40	715
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	18	14	71	838	649	171	829	613	145	790
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	19	14	1	507	482	18	501	474	9	492
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	19	14	2	316	305	11	316	298	5	308
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	19	14	5	552	524	16	540	500	13	529
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	19	14	7	693	657	28	687	638	21	672
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	19	14	9	639	611	22	633	592	13	613
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	19	14	14	690	644	34	683	650	15	671
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	19	14	15	775	728	37	767	726	19	754
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	19	14	18	374	351	19	372	344	10	361
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	19	14	19	797	758	21	784	738	16	765
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	19	14	22	434	411	15	427	407	9	420
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	19	14	23	581	563	14	580	550	11	569
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	19	14	24	597	570	17	588	557	11	576
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	19	14	28	598	574	21	598	565	17	587
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	19	14	29	614	592	12	605	580	7	593
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	19	14	30	411	379	19	400	385	11	400
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	19	14	31	432	410	14	426	398	7	411
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	19	14	32	608	584	15	600	571	10	588
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	19	14	34	638	613	21	637	603	11	618
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	19	14	35	358	326	14	340	314	10	332
"MI"	2004	"WAYNE"	"DETROIT CITY"	82	57	19	14	36	593	576	17	593	570	6	580
