state	year	county_name	town_name	county	town	ward	cd	precinct	g2004_BALL_tv	g2004_USP_dv	g2004_USP_rv	g2004_USP_tv	g2004_USH_dv	g2004_USH_rv	g2004_USH_tv
"MI"	2004	"MACOMB"	"ST. CLAIR SHORES CITY"	50	68	0	12	13	589	310	272	588	334	202	556
"MI"	2004	"MACOMB"	"ST. CLAIR SHORES CITY"	50	68	0	12	14	659	341	305	659	369	237	621
"MI"	2004	"MACOMB"	"ST. CLAIR SHORES CITY"	50	68	0	12	15	1339	670	648	1338	748	463	1246
"MI"	2004	"MACOMB"	"ST. CLAIR SHORES CITY"	50	68	0	12	16	1255	622	612	1253	711	427	1167
"MI"	2004	"MACOMB"	"ST. CLAIR SHORES CITY"	50	68	0	12	17	1384	681	682	1378	782	470	1283
"MI"	2004	"MACOMB"	"ST. CLAIR SHORES CITY"	50	68	0	12	18	1107	557	530	1101	623	365	1016
"MI"	2004	"MACOMB"	"ST. CLAIR SHORES CITY"	50	68	0	12	19	898	441	447	897	503	285	816
"MI"	2004	"MACOMB"	"ST. CLAIR SHORES CITY"	50	68	0	12	20	663	321	331	661	371	234	620
"MI"	2004	"MACOMB"	"ST. CLAIR SHORES CITY"	50	68	0	12	21	1019	562	447	1018	636	285	946
"MI"	2004	"MACOMB"	"ST. CLAIR SHORES CITY"	50	68	0	12	22	871	406	449	866	471	314	801
"MI"	2004	"MACOMB"	"ST. CLAIR SHORES CITY"	50	68	0	12	23	1182	595	565	1180	670	403	1092
"MI"	2004	"MACOMB"	"ST. CLAIR SHORES CITY"	50	68	0	12	24	1223	668	537	1220	745	349	1121
"MI"	2004	"MACOMB"	"ST. CLAIR SHORES CITY"	50	68	0	12	901	5253	2586	2566	5206	3001	1997	5065
"MI"	2004	"MACOMB"	"ST. CLAIR SHORES CITY"	50	68	0	12	902	5320	2652	2571	5272	3153	1888	5092
"MI"	2004	"MACOMB"	"STERLING HEIGHTS CITY"	50	70	0	12	1	907	496	402	906	564	289	862
"MI"	2004	"MACOMB"	"STERLING HEIGHTS CITY"	50	70	0	12	2	1058	546	502	1056	629	331	982
"MI"	2004	"MACOMB"	"STERLING HEIGHTS CITY"	50	70	0	12	3	1015	551	454	1014	624	319	958
"MI"	2004	"MACOMB"	"STERLING HEIGHTS CITY"	50	70	0	12	4	1477	795	668	1472	912	445	1379
"MI"	2004	"MACOMB"	"STERLING HEIGHTS CITY"	50	70	0	12	5	974	494	465	968	574	336	929
"MI"	2004	"MACOMB"	"STERLING HEIGHTS CITY"	50	70	0	12	6	1149	551	592	1149	621	431	1069
"MI"	2004	"MACOMB"	"STERLING HEIGHTS CITY"	50	70	0	12	8	521	214	297	519	262	220	493
"MI"	2004	"MACOMB"	"STERLING HEIGHTS CITY"	50	70	0	12	9	1017	459	552	1015	536	419	971
"MI"	2004	"MACOMB"	"STERLING HEIGHTS CITY"	50	70	0	12	10	984	471	496	982	558	340	928
"MI"	2004	"MACOMB"	"STERLING HEIGHTS CITY"	50	70	0	10	11	940	460	469	939	302	571	893
"MI"	2004	"MACOMB"	"STERLING HEIGHTS CITY"	50	70	0	10	12	732	334	393	732	217	475	703
"MI"	2004	"MACOMB"	"STERLING HEIGHTS CITY"	50	70	0	12	13	324	144	170	323	181	114	299
"MI"	2004	"MACOMB"	"STERLING HEIGHTS CITY"	50	70	0	10	14	268	105	158	266	63	194	260
"MI"	2004	"MACOMB"	"STERLING HEIGHTS CITY"	50	70	0	12	15	962	485	463	959	555	346	919
"MI"	2004	"MACOMB"	"STERLING HEIGHTS CITY"	50	70	0	12	16	816	467	343	816	483	255	755
"MI"	2004	"MACOMB"	"STERLING HEIGHTS CITY"	50	70	0	10	17	816	378	423	813	256	490	776
"MI"	2004	"MACOMB"	"STERLING HEIGHTS CITY"	50	70	0	10	18	894	436	445	891	294	539	849
"MI"	2004	"MACOMB"	"STERLING HEIGHTS CITY"	50	70	0	10	19	824	391	424	823	274	505	794
"MI"	2004	"MACOMB"	"STERLING HEIGHTS CITY"	50	70	0	10	20	1099	513	574	1094	348	674	1049
"MI"	2004	"MACOMB"	"STERLING HEIGHTS CITY"	50	70	0	10	21	644	344	287	644	249	354	615
"MI"	2004	"MACOMB"	"STERLING HEIGHTS CITY"	50	70	0	10	22	618	275	335	617	176	392	581
"MI"	2004	"MACOMB"	"STERLING HEIGHTS CITY"	50	70	0	10	23	606	258	336	604	179	388	586
"MI"	2004	"MACOMB"	"STERLING HEIGHTS CITY"	50	70	0	10	24	721	363	346	719	232	428	686
"MI"	2004	"MACOMB"	"STERLING HEIGHTS CITY"	50	70	0	10	25	1093	526	554	1090	346	659	1030
"MI"	2004	"MACOMB"	"STERLING HEIGHTS CITY"	50	70	0	10	26	975	446	520	975	312	605	933
"MI"	2004	"MACOMB"	"STERLING HEIGHTS CITY"	50	70	0	10	27	1077	498	563	1075	357	656	1030
"MI"	2004	"MACOMB"	"STERLING HEIGHTS CITY"	50	70	0	10	28	986	487	487	982	350	570	947
"MI"	2004	"MACOMB"	"STERLING HEIGHTS CITY"	50	70	0	10	29	756	345	400	755	216	476	717
"MI"	2004	"MACOMB"	"STERLING HEIGHTS CITY"	50	70	0	10	30	1018	341	661	1014	219	733	971
"MI"	2004	"MACOMB"	"STERLING HEIGHTS CITY"	50	70	0	10	31	1021	490	525	1021	310	641	968
"MI"	2004	"MACOMB"	"STERLING HEIGHTS CITY"	50	70	0	10	32	1230	505	716	1228	322	820	1158
"MI"	2004	"MACOMB"	"STERLING HEIGHTS CITY"	50	70	0	10	33	998	466	519	993	279	642	944
"MI"	2004	"MACOMB"	"STERLING HEIGHTS CITY"	50	70	0	10	34	1086	490	572	1085	333	676	1041
"MI"	2004	"MACOMB"	"STERLING HEIGHTS CITY"	50	70	0	10	35	661	375	275	655	252	362	631
"MI"	2004	"MACOMB"	"STERLING HEIGHTS CITY"	50	70	0	10	36	590	334	247	589	214	336	568
"MI"	2004	"MACOMB"	"STERLING HEIGHTS CITY"	50	70	0	10	37	757	338	414	756	205	501	715
"MI"	2004	"MACOMB"	"STERLING HEIGHTS CITY"	50	70	0	10	38	1057	484	562	1055	298	680	997
"MI"	2004	"MACOMB"	"STERLING HEIGHTS CITY"	50	70	0	10	39	910	461	430	905	324	518	872
"MI"	2004	"MACOMB"	"STERLING HEIGHTS CITY"	50	70	0	10	40	1205	513	678	1203	306	802	1126
"MI"	2004	"MACOMB"	"STERLING HEIGHTS CITY"	50	70	0	10	41	1356	585	758	1354	370	883	1275
"MI"	2004	"MACOMB"	"STERLING HEIGHTS CITY"	50	70	0	10	42	455	267	187	455	189	239	439
"MI"	2004	"MACOMB"	"STERLING HEIGHTS CITY"	50	70	0	10	43	1142	566	558	1141	372	687	1096
"MI"	2004	"MACOMB"	"STERLING HEIGHTS CITY"	50	70	0	10	44	691	332	347	690	211	414	637
"MI"	2004	"MACOMB"	"STERLING HEIGHTS CITY"	50	70	0	10	45	803	361	424	800	242	490	758
"MI"	2004	"MACOMB"	"STERLING HEIGHTS CITY"	50	70	0	12	46	1082	592	478	1078	643	345	1015
"MI"	2004	"MACOMB"	"STERLING HEIGHTS CITY"	50	70	0	12	47	602	335	257	599	360	182	553
"MI"	2004	"MACOMB"	"STERLING HEIGHTS CITY"	50	70	0	10	48	763	363	387	762	241	475	730
"MI"	2004	"MACOMB"	"STERLING HEIGHTS CITY"	50	70	0	10	49	852	357	483	850	244	548	814
"MI"	2004	"MACOMB"	"STERLING HEIGHTS CITY"	50	70	0	10	50	1472	619	826	1467	393	985	1406
"MI"	2004	"MACOMB"	"STERLING HEIGHTS CITY"	50	70	0	10	51	850	368	473	847	264	519	800
"MI"	2004	"MACOMB"	"STERLING HEIGHTS CITY"	50	70	0	10	52	768	356	408	767	244	476	729
"MI"	2004	"MACOMB"	"STERLING HEIGHTS CITY"	50	70	0	12	901	1496	768	706	1486	885	543	1448
"MI"	2004	"MACOMB"	"STERLING HEIGHTS CITY"	50	70	0	12	902	336	164	165	334	196	125	326
"MI"	2004	"MACOMB"	"STERLING HEIGHTS CITY"	50	70	0	12	903	131	68	60	129	86	34	124
"MI"	2004	"MACOMB"	"STERLING HEIGHTS CITY"	50	70	0	10	904	134	72	60	132	50	79	130
"MI"	2004	"MACOMB"	"STERLING HEIGHTS CITY"	50	70	0	10	905	240	115	121	240	92	139	233
"MI"	2004	"MACOMB"	"STERLING HEIGHTS CITY"	50	70	0	10	906	3491	1623	1816	3474	1239	2087	3373
"MI"	2004	"MACOMB"	"STERLING HEIGHTS CITY"	50	70	0	12	907	2588	1208	1330	2569	1474	1012	2520
"MI"	2004	"MACOMB"	"STERLING HEIGHTS CITY"	50	70	0	10	908	3087	1496	1533	3063	1106	1864	2999
"MI"	2004	"MACOMB"	"STERLING HEIGHTS CITY"	50	70	0	10	909	3310	1453	1791	3284	1071	2098	3205
"MI"	2004	"MACOMB"	"UTICA CITY"	50	72	0	10	1	361	189	168	359	128	208	348
"MI"	2004	"MACOMB"	"UTICA CITY"	50	72	0	10	2	758	314	430	755	198	501	718
"MI"	2004	"MACOMB"	"UTICA CITY"	50	72	0	10	3	609	321	280	608	211	351	579
"MI"	2004	"MACOMB"	"UTICA CITY"	50	72	0	10	901	529	253	269	526	211	298	511
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	1	509	437	63	501	415	44	462
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	2	650	422	204	641	397	151	559
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	3	503	337	154	496	331	108	442
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	4	879	575	289	873	581	203	789
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	6	461	289	163	457	298	91	390
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	8	538	332	194	534	335	147	488
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	10	730	481	239	727	483	179	672
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	11	420	251	160	417	243	102	350
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	12	544	316	216	543	325	151	483
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	13	693	409	269	689	424	172	608
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	15	390	260	116	383	269	81	357
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	16	466	321	134	464	311	96	413
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	17	470	324	132	465	328	99	431
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	18	428	266	152	419	268	104	375
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	20	421	268	146	418	287	98	388
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	21	369	245	120	369	243	77	324
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	22	343	232	98	334	234	68	303
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	23	439	300	131	436	293	96	396
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	24	684	410	258	678	425	182	620
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	26	465	287	170	462	300	115	418
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	27	285	160	122	282	153	92	248
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	28	341	190	143	334	200	96	301
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	29	1023	668	345	1023	675	250	928
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	32	552	359	185	551	344	136	486
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	33	411	242	159	408	260	109	372
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	34	695	436	241	690	431	171	612
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	36	699	409	280	694	426	189	623
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	37	510	320	184	510	159	70	234
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	38	438	282	146	435	279	100	383
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	39	391	223	166	391	232	119	351
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	40	459	236	217	456	249	153	408
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	41	469	261	195	467	255	127	387
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	42	763	422	324	761	439	219	667
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	43	145	77	66	145	85	43	130
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	45	536	313	214	533	301	144	449
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	46	719	371	337	714	393	222	621
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	47	287	149	131	285	163	86	254
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	48	675	393	269	672	402	199	605
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	49	439	225	210	439	243	140	385
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	50	710	363	332	705	362	246	620
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	52	569	386	180	569	371	140	514
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	53	794	410	372	790	432	261	695
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	55	461	221	232	457	230	156	390
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	56	570	270	287	567	303	196	507
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	58	842	522	305	835	542	180	729
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	60	603	290	294	600	296	193	498
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	61	688	394	282	683	411	187	603
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	62	572	309	256	571	330	176	510
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	63	533	280	244	531	288	168	465
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	64	597	242	218	466	233	176	415
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	66	506	249	250	504	266	155	423
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	67	715	311	387	709	338	278	623
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	68	655	365	279	651	364	187	559
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	69	637	380	243	630	388	159	553
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	70	768	434	325	766	428	213	649
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	71	498	247	244	497	258	159	419
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	72	448	186	260	447	212	178	391
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	72	478	393	72	470	378	56	438
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	73	601	293	295	596	291	220	515
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	74	958	495	453	954	520	305	832
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	76	700	416	270	696	422	172	599
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	78	539	281	249	535	296	167	471
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	80	583	274	302	578	301	181	487
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	81	365	213	111	325	246	76	324
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	82	605	248	302	555	295	203	502
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	84	840	493	334	836	494	227	731
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	85	680	323	346	678	341	231	581
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	86	873	416	448	870	436	303	741
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	88	461	250	196	459	255	154	412
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	90	554	292	257	553	299	179	483
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	92	401	185	210	399	99	144	246
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	93	785	406	362	779	424	227	662
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	94	749	374	364	745	415	226	649
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	96	469	234	230	467	244	145	391
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	97	555	212	316	530	252	206	464
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	98	427	191	227	426	206	146	355
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	99	307	168	129	305	174	90	269
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	99	533	233	293	532	250	183	437
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	100	468	235	221	465	245	152	403
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	101	538	249	277	535	265	188	463
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	102	485	234	243	479	267	155	425
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	103	584	303	279	583	321	189	513
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	105	735	241	388	641	344	287	639
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	106	633	288	340	630	298	216	518
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	108	830	401	420	830	414	273	693
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	109	740	398	326	733	427	201	631
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	110	763	368	382	758	398	245	647
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	901	1858	1102	723	1850	1272	518	1818
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	902	622	371	240	621	416	171	596
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	903	221	139	79	219	164	44	211
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	904	1202	656	529	1197	770	384	1172
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	905	2613	1327	1229	2586	1640	862	2541
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	906	1356	767	554	1341	903	382	1306
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	907	3046	1534	1458	3017	1875	1067	2973
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	908	1860	959	870	1846	1187	622	1825
"MI"	2004	"MACOMB"	"WARREN CITY"	50	74	0	12	909	723	378	335	717	465	229	704
"MI"	2004	"MANISTEE"	"ARCADIA TOWNSHIP"	51	2	0	2	1	432	130	156	287	90	174	264
"MI"	2004	"MANISTEE"	"ARCADIA TOWNSHIP"	51	2	0	2	901	0	61	78	140	39	88	129
"MI"	2004	"MANISTEE"	"BEAR LAKE TOWNSHIP"	51	4	0	2	1	699	302	386	697	201	412	619
"MI"	2004	"MANISTEE"	"BEAR LAKE TOWNSHIP"	51	4	0	2	901	179	87	90	178	68	100	168
"MI"	2004	"MANISTEE"	"BROWN TOWNSHIP"	51	6	0	2	1	426	178	232	421	123	265	392
"MI"	2004	"MANISTEE"	"CLEON TOWNSHIP"	51	8	0	2	1	373	181	255	439	139	247	391
"MI"	2004	"MANISTEE"	"DICKSON TOWNSHIP"	51	10	0	2	1	504	264	225	500	199	271	479
"MI"	2004	"MANISTEE"	"FILER TOWNSHIP"	51	12	0	2	1	1329	725	586	1317	457	814	1279
"MI"	2004	"MANISTEE"	"MANISTEE TOWNSHIP"	51	14	0	2	4	192	129	61	192	76	99	185
"MI"	2004	"MANISTEE"	"MANISTEE TOWNSHIP"	51	14	0	2	5	1053	505	531	1049	317	681	1018
"MI"	2004	"MANISTEE"	"MANISTEE TOWNSHIP"	51	14	0	2	901	424	216	195	420	146	255	408
"MI"	2004	"MANISTEE"	"MAPLE GROVE TOWNSHIP"	51	16	0	2	1	583	257	304	574	206	334	557
"MI"	2004	"MANISTEE"	"MARILLA TOWNSHIP"	51	18	0	2	1	215	83	124	210	64	121	189
"MI"	2004	"MANISTEE"	"NORMAN TOWNSHIP"	51	20	0	2	1	826	405	367	786	290	417	747
"MI"	2004	"MANISTEE"	"ONEKAMA TOWNSHIP"	51	22	0	2	1	307	122	182	305	81	194	276
"MI"	2004	"MANISTEE"	"ONEKAMA TOWNSHIP"	51	22	0	2	5	342	158	180	341	104	199	303
"MI"	2004	"MANISTEE"	"ONEKAMA TOWNSHIP"	51	22	0	2	901	306	129	169	302	104	187	292
"MI"	2004	"MANISTEE"	"PLEASANTON TOWNSHIP"	51	24	0	2	1	485	164	312	480	126	328	455
"MI"	2004	"MANISTEE"	"SPRINGDALE TOWNSHIP"	51	26	0	2	1	402	210	186	401	146	220	379
"MI"	2004	"MANISTEE"	"STRONACH TOWNSHIP"	51	28	0	2	1	499	247	235	490	169	279	463
"MI"	2004	"MANISTEE"	"MANISTEE CITY"	51	52	0	2	1	392	196	186	390	111	238	353
"MI"	2004	"MANISTEE"	"MANISTEE CITY"	51	52	0	2	2	460	251	197	453	179	223	406
"MI"	2004	"MANISTEE"	"MANISTEE CITY"	51	52	0	2	3	397	207	182	394	125	221	346
"MI"	2004	"MANISTEE"	"MANISTEE CITY"	51	52	0	2	4	280	156	114	275	104	130	235
"MI"	2004	"MANISTEE"	"MANISTEE CITY"	51	52	0	2	5	326	148	167	323	101	183	289
"MI"	2004	"MANISTEE"	"MANISTEE CITY"	51	52	0	2	6	382	216	142	368	97	171	274
"MI"	2004	"MANISTEE"	"MANISTEE CITY"	51	52	0	2	7	222	144	72	219	106	89	199
"MI"	2004	"MANISTEE"	"MANISTEE CITY"	51	52	0	2	901	149	57	89	148	36	109	146
"MI"	2004	"MANISTEE"	"MANISTEE CITY"	51	52	0	2	902	178	96	78	176	77	99	177
"MI"	2004	"MANISTEE"	"MANISTEE CITY"	51	52	0	2	903	181	81	98	180	56	117	175
"MI"	2004	"MANISTEE"	"MANISTEE CITY"	51	52	0	2	904	62	31	28	61	26	34	62
"MI"	2004	"MANISTEE"	"MANISTEE CITY"	51	52	0	2	905	88	44	41	85	25	59	85
"MI"	2004	"MANISTEE"	"MANISTEE CITY"	51	52	0	2	906	91	63	28	91	39	47	86
"MI"	2004	"MANISTEE"	"MANISTEE CITY"	51	52	0	2	907	49	29	19	48	18	27	46
"MI"	2004	"MARQUETTE"	"CHAMPION TOWNSHIP"	52	2	0	1	1	185	110	70	184	136	43	182
"MI"	2004	"MARQUETTE"	"CHOCOLAY TOWNSHIP"	52	4	0	1	1	1317	603	698	1314	886	391	1300
"MI"	2004	"MARQUETTE"	"CHOCOLAY TOWNSHIP"	52	4	0	1	2	1207	559	631	1205	825	334	1185
"MI"	2004	"MARQUETTE"	"CHOCOLAY TOWNSHIP"	52	4	0	1	901	930	414	502	923	601	299	915
"MI"	2004	"MARQUETTE"	"ELY TOWNSHIP"	52	6	0	1	1	1009	554	442	1003	743	250	1001
"MI"	2004	"MARQUETTE"	"EWING TOWNSHIP"	52	8	0	1	1	86	39	39	86	52	33	86
"MI"	2004	"MARQUETTE"	"FORSYTH TOWNSHIP"	52	10	0	1	1	1685	819	842	1674	1201	439	1656
"MI"	2004	"MARQUETTE"	"FORSYTH TOWNSHIP"	52	10	0	1	2	563	247	304	561	363	174	550
"MI"	2004	"MARQUETTE"	"FORSYTH TOWNSHIP"	52	10	0	1	3	526	267	252	524	403	109	517
"MI"	2004	"MARQUETTE"	"HUMBOLDT TOWNSHIP"	52	12	0	1	1	281	131	142	280	172	96	271
"MI"	2004	"MARQUETTE"	"ISHPEMING TOWNSHIP"	52	14	0	1	1	1871	1010	845	1864	1397	423	1837
"MI"	2004	"MARQUETTE"	"MARQUETTE TOWNSHIP"	52	16	0	1	1	1887	969	898	1880	1386	442	1852
"MI"	2004	"MARQUETTE"	"MICHIGAMME TOWNSHIP"	52	18	0	1	1	235	124	106	232	169	62	232
"MI"	2004	"MARQUETTE"	"NEGAUNEE TOWNSHIP"	52	20	0	1	1	1557	837	707	1553	1197	326	1538
"MI"	2004	"MARQUETTE"	"POWELL TOWNSHIP"	52	22	0	1	1	361	185	169	356	258	84	351
"MI"	2004	"MARQUETTE"	"POWELL TOWNSHIP"	52	22	0	1	2	158	79	75	158	113	37	153
"MI"	2004	"MARQUETTE"	"REPUBLIC TOWNSHIP"	52	24	0	1	1	711	389	301	705	493	195	695
"MI"	2004	"MARQUETTE"	"RICHMOND TOWNSHIP"	52	26	0	1	1	458	317	135	456	386	59	450
"MI"	2004	"MARQUETTE"	"SANDS TOWNSHIP"	52	28	0	1	1	691	267	407	687	445	225	679
"MI"	2004	"MARQUETTE"	"SANDS TOWNSHIP"	52	28	0	1	2	530	240	288	529	363	155	524
"MI"	2004	"MARQUETTE"	"SKANDIA TOWNSHIP"	52	30	0	1	1	456	180	264	452	273	167	448
"MI"	2004	"MARQUETTE"	"TILDEN TOWNSHIP"	52	32	0	1	1	581	347	225	577	440	130	575
"MI"	2004	"MARQUETTE"	"TURIN TOWNSHIP"	52	34	0	1	1	91	46	44	91	71	17	91
"MI"	2004	"MARQUETTE"	"WELLS TOWNSHIP"	52	36	0	1	1	140	52	86	139	96	43	139
"MI"	2004	"MARQUETTE"	"WEST BRANCH TOWNSHIP"	52	38	0	1	1	705	269	425	703	432	235	684
"MI"	2004	"MARQUETTE"	"ISHPEMING CITY"	52	52	0	1	1	1258	718	518	1258	934	291	1240
"MI"	2004	"MARQUETTE"	"ISHPEMING CITY"	52	52	0	1	2	1253	783	446	1253	992	229	1240
"MI"	2004	"MARQUETTE"	"ISHPEMING CITY"	52	52	0	1	901	694	371	312	688	481	196	681
"MI"	2004	"MARQUETTE"	"MARQUETTE CITY"	52	54	0	1	1	1002	511	482	1002	717	246	977
"MI"	2004	"MARQUETTE"	"MARQUETTE CITY"	52	54	0	1	2	999	583	395	999	785	185	983
"MI"	2004	"MARQUETTE"	"MARQUETTE CITY"	52	54	0	1	3	919	480	425	916	709	174	898
"MI"	2004	"MARQUETTE"	"MARQUETTE CITY"	52	54	0	1	4	978	564	397	972	735	203	956
"MI"	2004	"MARQUETTE"	"MARQUETTE CITY"	52	54	0	1	5	1000	655	320	997	783	145	977
"MI"	2004	"MARQUETTE"	"MARQUETTE CITY"	52	54	0	1	6	859	550	295	857	670	135	833
"MI"	2004	"MARQUETTE"	"MARQUETTE CITY"	52	54	0	1	7	1232	797	411	1227	959	209	1206
"MI"	2004	"MARQUETTE"	"MARQUETTE CITY"	52	54	0	1	901	470	261	199	463	352	103	460
"MI"	2004	"MARQUETTE"	"MARQUETTE CITY"	52	54	0	1	902	883	467	396	879	642	210	867
"MI"	2004	"MARQUETTE"	"MARQUETTE CITY"	52	54	0	1	903	581	292	277	574	420	142	568
"MI"	2004	"MARQUETTE"	"NEGAUNEE CITY"	52	56	0	1	1	1081	645	416	1073	838	207	1064
"MI"	2004	"MARQUETTE"	"NEGAUNEE CITY"	52	56	0	1	2	1198	681	504	1194	919	246	1186
"MI"	2004	"MASON"	"AMBER TOWNSHIP"	53	2	0	2	1	941	369	548	928	274	599	887
"MI"	2004	"MASON"	"AMBER TOWNSHIP"	53	2	0	2	2	247	95	150	247	72	165	239
"MI"	2004	"MASON"	"BRANCH TOWNSHIP"	53	4	0	2	1	564	250	297	553	203	311	526
"MI"	2004	"MASON"	"CUSTER TOWNSHIP"	53	6	0	2	1	664	295	354	657	224	413	646
"MI"	2004	"MASON"	"EDEN TOWNSHIP"	53	8	0	2	1	280	124	151	277	104	160	267
