state	year	county	ed	precinct	cd	g2008_USH_dv	g2008_USH_rv	g2008_USH_tv	g2008_USP_dv	g2008_USP_rv	g2008_USP_tv
"MD"	2008	"3"	"25"	"11"	2	204	70	289	153	142	310
"MD"	2008	"3"	"25"	"12"	2	425	125	584	367	233	616
"MD"	2008	"3"	"25"	"13"	2	227	44	280	193	110	310
"MD"	2008	"3"	"25"	"14"	2	345	43	397	376	55	436
"MD"	2008	"3"	"25"	"15"	2	344	47	408	340	103	454
"MD"	2008	"3"	"25"	"16"	2	373	113	511	339	195	551
"MD"	2008	"3"	"25"	"2"	7	1082	25	1120	1106	39	1152
"MD"	2008	"3"	"25"	"3"	3	652	242	898	604	477	1104
"MD"	2008	"3"	"25"	"4"	3	601	210	815	466	494	993
"MD"	2008	"3"	"25"	"5"	2	855	78	962	898	140	1044
"MD"	2008	"3"	"25"	"6"	2	465	20	495	559	6	567
"MD"	2008	"3"	"25"	"7"	2	207	22	232	228	23	253
"MD"	2008	"3"	"25"	"8"	2	1009	34	1056	1177	14	1195
"MD"	2008	"3"	"25"	"9"	2	561	20	592	660	2	667
"MD"	2008	"3"	"26"	"1"	2	118	29	156	88	72	166
"MD"	2008	"3"	"26"	"10"	3	596	117	715	649	234	909
"MD"	2008	"3"	"26"	"11"	3	244	60	304	205	144	361
"MD"	2008	"3"	"26"	"12"	7	268	8	276	282	11	295
"MD"	2008	"3"	"26"	"13"	3	234	70	306	165	208	387
"MD"	2008	"3"	"26"	"14"	3	202	67	270	176	161	349
"MD"	2008	"3"	"26"	"15"	2	589	29	636	666	22	689
"MD"	2008	"3"	"26"	"16"	2	734	19	764	834	12	848
"MD"	2008	"3"	"26"	"17"	2	85	11	98	103	8	112
"MD"	2008	"3"	"26"	"18"	2	1385	57	1472	1567	55	1627
"MD"	2008	"3"	"26"	"19"	3	620	30	652	772	41	817
"MD"	2008	"3"	"26"	"2"	2	542	75	635	548	145	702
"MD"	2008	"3"	"26"	"20"	3	314	11	325	380	11	392
"MD"	2008	"3"	"26"	"21"	2	1268	61	1368	1408	57	1473
"MD"	2008	"3"	"26"	"22"	2	357	18	385	391	25	417
"MD"	2008	"3"	"26"	"23"	2	546	26	579	593	35	633
"MD"	2008	"3"	"26"	"24"	2	1056	44	1123	1196	33	1232
"MD"	2008	"3"	"26"	"25"	2	728	32	777	832	19	856
"MD"	2008	"3"	"26"	"26"	2	740	85	868	788	111	915
"MD"	2008	"3"	"26"	"27"	2	618	52	712	681	79	766
"MD"	2008	"3"	"26"	"28"	2	550	21	606	624	36	662
"MD"	2008	"3"	"26"	"29"	2	1955	84	2170	2190	116	2316
"MD"	2008	"3"	"26"	"3"	3	358	120	479	277	271	566
"MD"	2008	"3"	"26"	"30"	2	395	59	476	376	113	500
"MD"	2008	"3"	"26"	"31"	3	274	79	356	256	145	408
"MD"	2008	"3"	"26"	"4"	3	311	99	410	244	232	494
"MD"	2008	"3"	"26"	"5"	3	168	56	224	135	107	253
"MD"	2008	"3"	"26"	"6"	3	292	43	336	272	138	418
"MD"	2008	"3"	"26"	"7"	3	210	36	246	190	100	294
"MD"	2008	"3"	"26"	"8"	3	216	103	320	210	131	355
"MD"	2008	"3"	"26"	"9"	3	834	343	1184	753	595	1386
"MD"	2008	"3"	"27"	"1"	2	1009	110	1170	1075	156	1243
"MD"	2008	"3"	"27"	"10"	3	240	112	353	215	193	416
"MD"	2008	"3"	"27"	"11"	3	871	290	1164	810	517	1357
"MD"	2008	"3"	"27"	"12"	3	203	66	269	204	104	321
"MD"	2008	"3"	"27"	"13"	2	1227	163	1442	1296	227	1546
"MD"	2008	"3"	"27"	"14"	3	1011	243	1262	1046	364	1441
"MD"	2008	"3"	"27"	"15"	2	962	79	1069	1040	99	1153
"MD"	2008	"3"	"27"	"16"	3	314	38	352	329	59	398
"MD"	2008	"3"	"27"	"17"	7	619	54	689	622	80	716
"MD"	2008	"3"	"27"	"18"	7	869	90	985	890	107	1024
"MD"	2008	"3"	"27"	"19"	2	385	12	407	423	13	442
"MD"	2008	"3"	"27"	"2"	3	331	47	380	339	72	420
"MD"	2008	"3"	"27"	"20"	2	1312	71	1410	1435	82	1525
"MD"	2008	"3"	"27"	"21"	2	1332	40	1391	1470	40	1516
"MD"	2008	"3"	"27"	"22"	2	1405	45	1471	1580	38	1625
"MD"	2008	"3"	"27"	"23"	3	304	10	314	359	13	374
"MD"	2008	"3"	"27"	"24"	7	382	4	392	387	7	397
"MD"	2008	"3"	"27"	"25"	7	837	18	864	870	15	886
"MD"	2008	"3"	"27"	"26"	7	511	27	547	532	21	556
"MD"	2008	"3"	"27"	"27"	7	1079	10	1097	1115	8	1129
"MD"	2008	"3"	"27"	"28"	7	816	7	831	834	10	849
"MD"	2008	"3"	"27"	"29"	3	426	11	437	600	3	603
"MD"	2008	"3"	"27"	"3"	3	339	31	370	342	61	414
"MD"	2008	"3"	"27"	"30"	2	817	14	851	916	7	926
"MD"	2008	"3"	"27"	"31"	2	1222	47	1294	1365	37	1407
"MD"	2008	"3"	"27"	"32"	2	1127	98	1278	1231	129	1383
"MD"	2008	"3"	"27"	"33"	2	1274	74	1401	1405	90	1509
"MD"	2008	"3"	"27"	"34"	3	765	26	792	951	23	982
"MD"	2008	"3"	"27"	"35"	7	1697	27	1747	1763	25	1797
"MD"	2008	"3"	"27"	"36"	7	589	8	604	604	12	620
"MD"	2008	"3"	"27"	"37"	3	302	100	403	305	130	444
"MD"	2008	"3"	"27"	"38"	3	617	85	706	686	124	829
"MD"	2008	"3"	"27"	"39"	3	433	102	535	429	147	580
"MD"	2008	"3"	"27"	"4"	3	231	51	282	251	73	331
"MD"	2008	"3"	"27"	"40"	3	713	225	941	691	322	1025
"MD"	2008	"3"	"27"	"41"	3	782	234	1019	798	324	1144
"MD"	2008	"3"	"27"	"42"	3	738	216	955	752	282	1050
"MD"	2008	"3"	"27"	"43"	3	396	57	454	392	105	501
"MD"	2008	"3"	"27"	"44"	3	602	140	743	593	173	785
"MD"	2008	"3"	"27"	"45"	3	872	166	1042	890	210	1120
"MD"	2008	"3"	"27"	"46"	3	429	89	521	432	124	565
"MD"	2008	"3"	"27"	"47"	3	449	108	557	432	196	641
"MD"	2008	"3"	"27"	"48"	3	466	23	490	569	31	605
"MD"	2008	"3"	"27"	"49"	3	1374	194	1572	1390	292	1712
"MD"	2008	"3"	"27"	"5"	3	946	189	1140	995	275	1306
"MD"	2008	"3"	"27"	"50"	3	697	44	743	737	70	815
"MD"	2008	"3"	"27"	"51"	3	84	7	91	100	9	111
"MD"	2008	"3"	"27"	"52"	7	1568	20	1598	1613	16	1633
"MD"	2008	"3"	"27"	"53"	7	896	8	911	926	7	935
"MD"	2008	"3"	"27"	"54"	7	305	4	313	320	3	324
"MD"	2008	"3"	"27"	"55"	7	452	9	462	463	6	470
"MD"	2008	"3"	"27"	"56"	7	615	12	634	651	3	655
"MD"	2008	"3"	"27"	"57"	7	951	15	973	993	4	1001
"MD"	2008	"3"	"27"	"58"	7	352	3	358	368	3	372
"MD"	2008	"3"	"27"	"59"	7	512	8	525	539	6	545
"MD"	2008	"3"	"27"	"6"	2	1427	134	1612	1487	225	1728
"MD"	2008	"3"	"27"	"60"	3	445	19	464	488	48	540
"MD"	2008	"3"	"27"	"61"	3	545	78	626	586	170	761
"MD"	2008	"3"	"27"	"62"	3	863	162	1027	826	433	1267
"MD"	2008	"3"	"27"	"63"	3	653	170	827	580	384	967
"MD"	2008	"3"	"27"	"64"	3	657	208	869	475	505	999
"MD"	2008	"3"	"27"	"65"	3	1171	328	1503	856	929	1807
"MD"	2008	"3"	"27"	"66"	3	826	207	1035	605	618	1242
"MD"	2008	"3"	"27"	"67"	3	844	138	984	860	333	1200
"MD"	2008	"3"	"27"	"7"	2	578	47	644	594	93	692
"MD"	2008	"3"	"27"	"8"	2	1095	172	1324	1055	332	1410
"MD"	2008	"3"	"27"	"9"	3	568	130	700	564	227	812
"MD"	2008	"3"	"28"	"1"	7	772	15	789	781	34	819
"MD"	2008	"3"	"28"	"10"	7	1256	46	1321	1273	62	1353
"MD"	2008	"3"	"28"	"11"	7	1239	30	1286	1268	35	1314
"MD"	2008	"3"	"28"	"12"	7	225	10	238	233	9	242
"MD"	2008	"3"	"28"	"13"	7	738	18	761	772	13	789
"MD"	2008	"3"	"28"	"14"	7	344	10	356	354	14	369
"MD"	2008	"3"	"28"	"15"	7	1331	251	1616	1389	250	1662
"MD"	2008	"3"	"28"	"2"	7	1333	10	1360	1390	21	1415
"MD"	2008	"3"	"28"	"3"	7	268	1	274	270	4	275
"MD"	2008	"3"	"28"	"4"	7	390	6	403	411	3	416
"MD"	2008	"3"	"28"	"5"	7	1004	6	1015	1027	8	1037
"MD"	2008	"3"	"28"	"6"	7	1404	13	1433	1441	17	1462
"MD"	2008	"3"	"28"	"7"	7	768	5	783	785	4	792
"MD"	2008	"3"	"28"	"8"	7	830	9	851	853	12	872
"MD"	2008	"3"	"28"	"9"	7	1055	43	1112	1096	37	1142
"MD"	2008	"3"	"3"	"1"	7	671	16	698	705	16	726
"MD"	2008	"3"	"3"	"2"	7	258	31	296	285	33	319
"MD"	2008	"3"	"3"	"3"	3	471	156	628	469	247	736
"MD"	2008	"3"	"4"	"1"	7	392	78	493	442	79	533
"MD"	2008	"3"	"4"	"2"	7	574	108	703	629	126	770
"MD"	2008	"3"	"4"	"3"	7	325	2	331	332	6	339
"MD"	2008	"3"	"5"	"1"	7	658	16	684	702	13	717
"MD"	2008	"3"	"5"	"2"	7	151	5	159	160	2	166
"MD"	2008	"3"	"6"	"1"	7	551	15	569	567	26	595
"MD"	2008	"3"	"6"	"2"	7	238	10	255	257	9	268
"MD"	2008	"3"	"6"	"3"	7	205	2	211	212	2	215
"MD"	2008	"3"	"6"	"4"	7	493	62	575	522	72	605
"MD"	2008	"3"	"6"	"5"	3	844	133	978	967	182	1175
"MD"	2008	"3"	"7"	"1"	7	466	10	480	498	6	505
"MD"	2008	"3"	"7"	"2"	7	141	5	148	149	1	151
"MD"	2008	"3"	"7"	"3"	7	1015	14	1038	1070	9	1084
"MD"	2008	"3"	"7"	"4"	7	1093	23	1122	1148	22	1175
"MD"	2008	"3"	"8"	"1"	3	534	98	634	533	173	722
"MD"	2008	"3"	"8"	"10"	7	1880	24	1917	1965	12	1987
"MD"	2008	"3"	"8"	"11"	7	289	5	298	301	4	306
"MD"	2008	"3"	"8"	"2"	3	561	37	600	718	37	758
"MD"	2008	"3"	"8"	"3"	7	948	20	978	1001	15	1018
"MD"	2008	"3"	"8"	"4"	7	197	1	200	202	2	204
"MD"	2008	"3"	"8"	"5"	7	946	13	967	989	6	998
"MD"	2008	"3"	"8"	"6"	7	960	13	985	1006	9	1017
"MD"	2008	"3"	"8"	"7"	7	234	4	243	241	2	244
"MD"	2008	"3"	"8"	"8"	7	416	7	426	430	6	437
"MD"	2008	"3"	"8"	"9"	7	556	4	565	569	4	575
"MD"	2008	"3"	"9"	"1"	7	366	9	377	380	11	393
"MD"	2008	"3"	"9"	"10"	7	617	10	633	629	15	650
"MD"	2008	"3"	"9"	"11"	7	146	2	150	156	1	157
"MD"	2008	"3"	"9"	"12"	7	808	4	815	852	1	859
"MD"	2008	"3"	"9"	"13"	7	501	10	514	522	2	524
"MD"	2008	"3"	"9"	"14"	7	757	12	773	783	7	791
"MD"	2008	"3"	"9"	"15"	7	896	12	912	912	9	924
"MD"	2008	"3"	"9"	"2"	7	482	14	504	501	14	523
"MD"	2008	"3"	"9"	"3"	7	781	24	824	791	35	836
"MD"	2008	"3"	"9"	"4"	7	1049	37	1115	1073	53	1137
"MD"	2008	"3"	"9"	"5"	7	961	41	1016	992	43	1047
"MD"	2008	"3"	"9"	"6"	7	1256	24	1295	1278	28	1310
"MD"	2008	"3"	"9"	"7"	7	1006	19	1041	1041	15	1066
"MD"	2008	"3"	"9"	"8"	7	797	9	811	847	1	851
"MD"	2008	"3"	"9"	"9"	7	515	11	533	537	15	556
"MD"	2008	"4"	"1"	"1"	7	2389	165	2595	2402	200	2636
"MD"	2008	"4"	"1"	"10"	7	1211	760	2019	1174	859	2094
"MD"	2008	"4"	"1"	"11"	7	878	731	1659	797	887	1731
"MD"	2008	"4"	"1"	"12"	7	1154	1057	2266	1083	1221	2356
"MD"	2008	"4"	"1"	"13"	7	944	811	1812	909	900	1883
"MD"	2008	"4"	"1"	"14"	7	880	917	1854	828	1030	1917
"MD"	2008	"4"	"1"	"15"	7	1143	747	1941	1072	882	2018
"MD"	2008	"4"	"1"	"16"	7	818	499	1333	678	780	1492
"MD"	2008	"4"	"1"	"17"	7	2199	167	2394	2272	170	2461
"MD"	2008	"4"	"1"	"2"	7	1056	110	1182	1045	167	1226
"MD"	2008	"4"	"1"	"3"	7	1663	446	2160	1647	533	2225
"MD"	2008	"4"	"1"	"4"	7	1500	417	1946	1456	544	2028
"MD"	2008	"4"	"1"	"5"	7	1969	344	2368	1880	503	2428
"MD"	2008	"4"	"1"	"6"	7	2266	198	2497	2245	279	2549
"MD"	2008	"4"	"1"	"7"	7	795	347	1171	814	370	1210
"MD"	2008	"4"	"1"	"8"	7	1511	884	2466	1517	986	2580
"MD"	2008	"4"	"1"	"9"	7	1475	412	1942	1449	497	1981
"MD"	2008	"4"	"10"	"1"	6	704	1420	2198	851	1417	2327
"MD"	2008	"4"	"10"	"2"	1	424	677	1126	398	722	1150
"MD"	2008	"4"	"10"	"3"	1	386	662	1076	350	734	1107
"MD"	2008	"4"	"10"	"4"	1	467	944	1446	455	988	1479
"MD"	2008	"4"	"10"	"5"	1	83	123	211	56	149	214
"MD"	2008	"4"	"11"	"1"	1	657	1078	1796	601	1191	1850
"MD"	2008	"4"	"11"	"10"	2	1167	587	1817	908	980	1937
"MD"	2008	"4"	"11"	"11"	2	1257	726	2050	956	1204	2194
"MD"	2008	"4"	"11"	"12"	1	1074	1141	2285	910	1386	2366
"MD"	2008	"4"	"11"	"13"	2	379	192	581	280	320	619
"MD"	2008	"4"	"11"	"14"	1	806	1024	1881	673	1218	1934
"MD"	2008	"4"	"11"	"15"	2	914	403	1333	507	928	1462
"MD"	2008	"4"	"11"	"16"	2	739	269	1044	672	416	1125
"MD"	2008	"4"	"11"	"17"	1	974	1068	2098	858	1265	2181
"MD"	2008	"4"	"11"	"18"	1	552	664	1266	492	778	1305
"MD"	2008	"4"	"11"	"19"	2	1023	509	1596	786	879	1699
"MD"	2008	"4"	"11"	"2"	1	734	1495	2284	610	1660	2337
"MD"	2008	"4"	"11"	"20"	1	45	74	122	35	88	125
"MD"	2008	"4"	"11"	"21"	2	238	119	377	191	189	393
"MD"	2008	"4"	"11"	"22"	1	814	1019	1870	698	1198	1932
"MD"	2008	"4"	"11"	"3"	1	903	1865	2829	714	2124	2907
"MD"	2008	"4"	"11"	"4"	2	722	464	1229	482	783	1298
"MD"	2008	"4"	"11"	"5"	1	596	882	1512	487	1044	1568
"MD"	2008	"4"	"11"	"6"	1	572	773	1373	458	912	1420
"MD"	2008	"4"	"11"	"7"	1	646	778	1463	575	912	1533
"MD"	2008	"4"	"11"	"8"	2	980	688	1736	660	1118	1834
"MD"	2008	"4"	"11"	"9"	2	1019	465	1531	744	843	1623
"MD"	2008	"4"	"12"	"1"	2	813	330	1186	524	722	1286
"MD"	2008	"4"	"12"	"10"	2	874	330	1257	570	679	1312
"MD"	2008	"4"	"12"	"11"	2	1089	498	1647	828	856	1734
"MD"	2008	"4"	"12"	"12"	2	699	330	1074	417	696	1139
"MD"	2008	"4"	"12"	"13"	2	1044	29	1086	1135	16	1153
"MD"	2008	"4"	"12"	"2"	2	863	381	1282	527	793	1351
"MD"	2008	"4"	"12"	"3"	2	1124	515	1692	720	1059	1824
"MD"	2008	"4"	"12"	"4"	2	1272	564	1903	776	1199	2022
"MD"	2008	"4"	"12"	"5"	2	1042	434	1520	605	965	1613
"MD"	2008	"4"	"12"	"6"	2	896	306	1254	639	650	1325
"MD"	2008	"4"	"12"	"7"	2	1344	528	1947	860	1138	2080
"MD"	2008	"4"	"12"	"8"	2	785	335	1173	492	727	1254
"MD"	2008	"4"	"12"	"9"	2	344	137	508	229	284	537
"MD"	2008	"4"	"13"	"1"	3	872	320	1197	818	517	1386
"MD"	2008	"4"	"13"	"2"	3	751	558	1313	556	918	1522
"MD"	2008	"4"	"13"	"3"	3	902	658	1565	708	1054	1814
"MD"	2008	"4"	"13"	"4"	3	913	656	1574	693	1061	1811
"MD"	2008	"4"	"13"	"5"	3	777	587	1371	631	914	1585
"MD"	2008	"4"	"13"	"6"	3	295	175	472	241	313	567
"MD"	2008	"4"	"13"	"7"	3	673	169	842	662	317	993
"MD"	2008	"4"	"13"	"8"	3	524	349	878	331	684	1042
"MD"	2008	"4"	"13"	"9"	3	1198	516	1719	995	1001	2052
"MD"	2008	"4"	"14"	"1"	3	662	516	1180	500	825	1384
"MD"	2008	"4"	"14"	"10"	2	997	453	1477	710	828	1572
"MD"	2008	"4"	"14"	"11"	2	966	339	1342	708	699	1440
"MD"	2008	"4"	"14"	"12"	3	631	506	1142	486	795	1335
"MD"	2008	"4"	"14"	"13"	2	1280	588	1925	1058	994	2081
"MD"	2008	"4"	"14"	"14"	3	197	94	294	190	155	353
"MD"	2008	"4"	"14"	"2"	3	1188	658	1849	1025	1054	2124
"MD"	2008	"4"	"14"	"3"	2	861	291	1202	751	499	1286
"MD"	2008	"4"	"14"	"4"	2	147	64	220	109	119	233
"MD"	2008	"4"	"14"	"5"	2	289	89	389	279	123	409
"MD"	2008	"4"	"14"	"6"	3	1105	744	1855	865	1218	2148
"MD"	2008	"4"	"14"	"7"	3	937	442	1381	796	767	1611
"MD"	2008	"4"	"14"	"8"	2	1757	343	2164	1659	612	2293
"MD"	2008	"4"	"14"	"9"	2	1499	379	1947	1385	623	2061
"MD"	2008	"4"	"15"	"1"	2	594	186	806	456	368	852
"MD"	2008	"4"	"15"	"10"	2	993	372	1410	727	742	1515
"MD"	2008	"4"	"15"	"11"	2	885	374	1313	610	741	1393
"MD"	2008	"4"	"15"	"12"	2	663	357	1044	341	730	1108
"MD"	2008	"4"	"15"	"13"	2	623	336	996	321	675	1036
"MD"	2008	"4"	"15"	"14"	2	323	181	520	186	355	555
"MD"	2008	"4"	"15"	"15"	2	752	350	1146	449	721	1205
"MD"	2008	"4"	"15"	"16"	2	810	343	1199	572	676	1283
"MD"	2008	"4"	"15"	"17"	2	1536	256	1834	1432	468	1925
"MD"	2008	"4"	"15"	"18"	2	981	424	1452	692	798	1531
"MD"	2008	"4"	"15"	"19"	2	1195	812	2068	680	1447	2176
"MD"	2008	"4"	"15"	"2"	2	846	491	1384	495	932	1474
"MD"	2008	"4"	"15"	"20"	2	1408	563	2098	856	1308	2216
"MD"	2008	"4"	"15"	"21"	2	1485	664	2212	826	1465	2337
"MD"	2008	"4"	"15"	"22"	2	1176	596	1841	608	1270	1935
"MD"	2008	"4"	"15"	"23"	2	1698	198	1955	1732	320	2077
"MD"	2008	"4"	"15"	"24"	2	314	143	473	242	249	503
"MD"	2008	"4"	"15"	"25"	2	651	472	1162	354	857	1240
"MD"	2008	"4"	"15"	"3"	2	820	465	1319	501	879	1414
"MD"	2008	"4"	"15"	"4"	2	1668	663	2424	1316	1234	2598
"MD"	2008	"4"	"15"	"5"	2	1456	371	1896	1293	674	1995
"MD"	2008	"4"	"15"	"6"	2	925	607	1587	510	1126	1676
"MD"	2008	"4"	"15"	"7"	2	1200	390	1633	898	802	1735
"MD"	2008	"4"	"15"	"8"	2	1668	1033	2777	1059	1829	2941
"MD"	2008	"4"	"15"	"9"	2	477	267	772	272	505	800
"MD"	2008	"4"	"2"	"1"	7	1209	31	1256	1249	31	1282
"MD"	2008	"4"	"2"	"10"	2	2272	118	2440	2439	135	2584
"MD"	2008	"4"	"2"	"11"	7	2528	248	2812	2588	275	2878
"MD"	2008	"4"	"2"	"12"	2	2373	184	2610	2496	222	2736
"MD"	2008	"4"	"2"	"13"	2	2049	137	2226	2122	213	2344
"MD"	2008	"4"	"2"	"14"	2	2464	108	2624	2604	128	2749
"MD"	2008	"4"	"2"	"15"	2	2025	247	2332	2192	280	2492
"MD"	2008	"4"	"2"	"16"	2	901	76	995	921	99	1027
"MD"	2008	"4"	"2"	"17"	2	1656	108	1817	1779	116	1906
"MD"	2008	"4"	"2"	"18"	7	906	105	1018	918	105	1034
"MD"	2008	"4"	"2"	"19"	7	390	363	763	409	364	797
"MD"	2008	"4"	"2"	"2"	7	2183	48	2247	2216	50	2274
"MD"	2008	"4"	"2"	"20"	2	439	83	537	453	97	555
"MD"	2008	"4"	"2"	"21"	2	383	263	673	327	371	715
"MD"	2008	"4"	"2"	"22"	7	11	2	13	10	4	14
"MD"	2008	"4"	"2"	"23"	3	315	17	334	309	64	378
"MD"	2008	"4"	"2"	"24"	2	1692	92	1827	1793	111	1910
"MD"	2008	"4"	"2"	"25"	3	392	56	448	342	126	475
"MD"	2008	"4"	"2"	"26"	3	1091	267	1360	1119	371	1513
"MD"	2008	"4"	"2"	"27"	2	1134	149	1315	1201	156	1366
"MD"	2008	"4"	"2"	"28"	2	131	5	141	147	4	153
"MD"	2008	"4"	"2"	"29"	3	1353	248	1602	1513	315	1850
"MD"	2008	"4"	"2"	"3"	7	1667	136	1827	1696	153	1863
"MD"	2008	"4"	"2"	"4"	7	2119	59	2195	2154	62	2224
"MD"	2008	"4"	"2"	"5"	7	1442	33	1485	1459	42	1509
"MD"	2008	"4"	"2"	"6"	7	2162	94	2278	2201	102	2317
"MD"	2008	"4"	"2"	"7"	2	1430	56	1513	1548	54	1614
"MD"	2008	"4"	"2"	"8"	2	1939	103	2082	2008	150	2169
"MD"	2008	"4"	"2"	"9"	7	1259	46	1313	1271	54	1331
"MD"	2008	"4"	"3"	"1"	7	2273	146	2434	2306	170	2489
"MD"	2008	"4"	"3"	"10"	3	1619	394	2016	1295	915	2247
"MD"	2008	"4"	"3"	"11"	3	1522	355	1878	1379	737	2145
"MD"	2008	"4"	"3"	"12"	3	1091	256	1350	1129	380	1531
"MD"	2008	"4"	"3"	"13"	3	975	460	1440	864	690	1572
"MD"	2008	"4"	"3"	"14"	3	634	147	784	404	469	889
"MD"	2008	"4"	"3"	"2"	3	1189	153	1343	1238	368	1632
"MD"	2008	"4"	"3"	"3"	7	1576	114	1721	1579	160	1757
"MD"	2008	"4"	"3"	"4"	3	896	197	1097	935	281	1245
"MD"	2008	"4"	"3"	"5"	3	1487	255	1745	1438	509	1986
"MD"	2008	"4"	"3"	"6"	3	1375	337	1716	1064	798	1879
"MD"	2008	"4"	"3"	"7"	3	1429	535	1972	941	1258	2238
"MD"	2008	"4"	"3"	"8"	3	1373	456	1832	1218	825	2077
"MD"	2008	"4"	"3"	"9"	3	1461	386	1855	1409	686	2134
"MD"	2008	"4"	"4"	"1"	3	1668	436	2108	1710	683	2435
"MD"	2008	"4"	"4"	"10"	2	842	297	1169	831	410	1261
"MD"	2008	"4"	"4"	"11"	2	171	106	286	134	164	302
"MD"	2008	"4"	"4"	"12"	3	1268	394	1668	1272	580	1885
"MD"	2008	"4"	"4"	"13"	2	205	134	355	172	202	383
"MD"	2008	"4"	"4"	"14"	3	1548	191	1742	1673	277	1974
"MD"	2008	"4"	"4"	"2"	3	1517	375	1893	1560	548	2147
"MD"	2008	"4"	"4"	"3"	3	1432	508	1944	1204	918	2152
"MD"	2008	"4"	"4"	"4"	3	1769	606	2381	1591	986	2641
"MD"	2008	"4"	"4"	"5"	3	1092	460	1554	1015	717	1768
"MD"	2008	"4"	"4"	"6"	3	1103	394	1498	1074	656	1765
"MD"	2008	"4"	"4"	"7"	2	1488	709	2298	1367	1016	2437
"MD"	2008	"4"	"4"	"8"	3	1481	850	2340	1388	1174	2619
"MD"	2008	"4"	"4"	"9"	6	399	682	1117	448	739	1226
"MD"	2008	"4"	"5"	"1"	6	684	1439	2208	788	1547	2403
"MD"	2008	"4"	"6"	"1"	6	839	1732	2693	934	1881	2934
"MD"	2008	"4"	"7"	"1"	6	602	1297	1964	649	1398	2119
"MD"	2008	"4"	"7"	"2"	6	211	431	683	238	466	735
"MD"	2008	"4"	"7"	"3"	6	551	1082	1704	668	1128	1847
"MD"	2008	"4"	"8"	"1"	6	1029	1543	2665	1203	1609	2883
"MD"	2008	"4"	"8"	"10"	2	952	661	1667	679	1055	1764
"MD"	2008	"4"	"8"	"11"	2	859	436	1356	775	621	1438
"MD"	2008	"4"	"8"	"12"	2	1176	708	1929	786	1191	2016
"MD"	2008	"4"	"8"	"13"	2	988	689	1743	695	1090	1831
"MD"	2008	"4"	"8"	"14"	2	759	428	1258	596	685	1319
"MD"	2008	"4"	"8"	"15"	2	654	467	1172	513	691	1229
"MD"	2008	"4"	"8"	"16"	2	243	135	395	185	211	409
"MD"	2008	"4"	"8"	"17"	3	869	741	1616	781	990	1821
"MD"	2008	"4"	"8"	"18"	2	430	243	707	314	407	731
"MD"	2008	"4"	"8"	"19"	1	719	941	1696	680	1036	1741
"MD"	2008	"4"	"8"	"2"	1	910	1379	2330	876	1512	2424
"MD"	2008	"4"	"8"	"20"	1	471	538	1033	465	574	1063
"MD"	2008	"4"	"8"	"21"	1	123	230	357	109	245	361
"MD"	2008	"4"	"8"	"22"	6	565	730	1333	675	763	1462
"MD"	2008	"4"	"8"	"23"	2	312	187	511	243	277	536
"MD"	2008	"4"	"8"	"24"	1	287	485	790	299	496	809
"MD"	2008	"4"	"8"	"3"	1	532	513	1089	483	606	1126
"MD"	2008	"4"	"8"	"4"	2	1118	614	1801	767	1053	1859
"MD"	2008	"4"	"8"	"5"	2	1272	403	1750	1293	550	1877
"MD"	2008	"4"	"8"	"6"	2	568	241	841	590	302	909
"MD"	2008	"4"	"8"	"7"	2	634	297	978	539	467	1033
"MD"	2008	"4"	"8"	"8"	2	896	507	1459	702	788	1516
"MD"	2008	"4"	"8"	"9"	2	1059	679	1790	801	1047	1885
"MD"	2008	"4"	"9"	"1"	3	1079	660	1743	995	854	1887
"MD"	2008	"4"	"9"	"10"	2	1258	556	1884	1084	860	1999
"MD"	2008	"4"	"9"	"11"	2	929	338	1357	899	511	1458
"MD"	2008	"4"	"9"	"12"	3	809	371	1181	770	496	1304
"MD"	2008	"4"	"9"	"13"	3	1081	574	1656	1031	707	1785
"MD"	2008	"4"	"9"	"14"	2	1134	315	1523	1097	465	1612
"MD"	2008	"4"	"9"	"15"	2	1264	318	1631	1182	519	1731
"MD"	2008	"4"	"9"	"16"	2	464	234	736	368	385	773
"MD"	2008	"4"	"9"	"17"	2	651	201	890	568	356	955
"MD"	2008	"4"	"9"	"18"	2	919	403	1388	721	694	1468
"MD"	2008	"4"	"9"	"19"	3	906	382	1292	866	588	1495
"MD"	2008	"4"	"9"	"2"	3	605	470	1075	559	601	1174
"MD"	2008	"4"	"9"	"20"	2	1659	102	1796	1773	120	1900
"MD"	2008	"4"	"9"	"21"	3	1262	811	2079	1031	1252	2366
"MD"	2008	"4"	"9"	"22"	3	1175	675	1852	1019	1105	2188
"MD"	2008	"4"	"9"	"23"	2	1243	547	1858	962	961	1977
"MD"	2008	"4"	"9"	"24"	2	1421	782	2288	1111	1239	2423
"MD"	2008	"4"	"9"	"25"	2	916	477	1469	768	766	1580
"MD"	2008	"4"	"9"	"26"	2	445	267	738	338	413	774
"MD"	2008	"4"	"9"	"27"	2	8	6	14	7	7	14
"MD"	2008	"4"	"9"	"28"	2	1074	161	1270	1087	237	1341
"MD"	2008	"4"	"9"	"3"	3	1429	660	2096	1390	848	2298
"MD"	2008	"4"	"9"	"4"	3	1062	477	1543	1077	638	1756
"MD"	2008	"4"	"9"	"5"	3	1154	745	1902	1082	1006	2153
"MD"	2008	"4"	"9"	"6"	2	926	468	1474	862	678	1586
