state	year	county	precinct	g2008_USP_dv	g2008_USP_rv	g2008_USP_tv
"UT"	2008	"Washington"	"Washington WA61"	165	605	795
"UT"	2008	"Washington"	"Washington WA62"	131	472	622
"UT"	2008	"Washington"	"Washington WA63"	163	600	789
"UT"	2008	"Washington"	"Washington WA64"	206	536	778
"UT"	2008	"Washington"	"Washington WA65"	150	878	1056
"UT"	2008	"Washington"	"Washington WA66"	214	475	711
"UT"	2008	"Washington"	"Washington WA67"	138	687	855
"UT"	2008	"Washington"	"Winchester Hills WH98"	86	379	473
"UT"	2008	"Washington"	"Zion Park SPR95.03"	27	4	33
"UT"	2008	"Wayne"	"Bicknell"	51	190	244
"UT"	2008	"Wayne"	"Fremont"	16	98	118
"UT"	2008	"Wayne"	"Handsville73"	21	98	123
"UT"	2008	"Wayne"	"Hanksville69"	2	0	2
"UT"	2008	"Wayne"	"Loa"	35	263	306
"UT"	2008	"Wayne"	"Lyman"	13	113	131
"UT"	2008	"Wayne"	"Teasdale"	77	89	173
"UT"	2008	"Wayne"	"Torrey"	120	89	221
"UT"	2008	"Weber"	"CYN001"	52	53	112
"UT"	2008	"Weber"	"FRW001"	149	333	499
"UT"	2008	"Weber"	"FRW002"	161	620	795
"UT"	2008	"Weber"	"FRW003"	58	241	317
"UT"	2008	"Weber"	"FRW004"	107	427	553
"UT"	2008	"Weber"	"HPR001"	154	566	737
"UT"	2008	"Weber"	"HPR002"	140	562	725
"UT"	2008	"Weber"	"HPR003"	183	668	874
"UT"	2008	"Weber"	"HPR004"	4	3	7
"UT"	2008	"Weber"	"HSV001"	152	416	586
"UT"	2008	"Weber"	"HSV002"	214	580	818
"UT"	2008	"Weber"	"HSV003"	110	297	422
"UT"	2008	"Weber"	"HTV001"	95	203	322
"UT"	2008	"Weber"	"HTV002"	269	530	832
"UT"	2008	"Weber"	"MSC001"	134	403	549
"UT"	2008	"Weber"	"MSC002"	49	119	172
"UT"	2008	"Weber"	"NOG001"	131	350	511
"UT"	2008	"Weber"	"NOG002"	113	388	540
"UT"	2008	"Weber"	"NOG003"	263	605	890
"UT"	2008	"Weber"	"NOG004"	135	479	638
"UT"	2008	"Weber"	"NOG005"	144	393	566
"UT"	2008	"Weber"	"NOG006"	133	432	590
"UT"	2008	"Weber"	"NOG007"	149	392	563
"UT"	2008	"Weber"	"NOG008"	163	499	680
"UT"	2008	"Weber"	"NOG009"	123	375	511
"UT"	2008	"Weber"	"NOG010"	244	437	695
"UT"	2008	"Weber"	"NOG011"	168	511	693
"UT"	2008	"Weber"	"NOG012"	167	414	601
"UT"	2008	"Weber"	"OGD001"	226	228	477
"UT"	2008	"Weber"	"OGD002"	272	428	717
"UT"	2008	"Weber"	"OGD003"	291	318	641
"UT"	2008	"Weber"	"OGD004"	188	221	424
"UT"	2008	"Weber"	"OGD005"	149	153	317
"UT"	2008	"Weber"	"OGD006"	197	218	425
"UT"	2008	"Weber"	"OGD007"	201	288	505
"UT"	2008	"Weber"	"OGD008"	206	213	432
"UT"	2008	"Weber"	"OGD009"	303	292	618
"UT"	2008	"Weber"	"OGD010"	203	150	371
"UT"	2008	"Weber"	"OGD011"	152	194	357
"UT"	2008	"Weber"	"OGD012"	250	212	482
"UT"	2008	"Weber"	"OGD013"	169	187	368
"UT"	2008	"Weber"	"OGD014"	190	185	380
"UT"	2008	"Weber"	"OGD015"	201	264	488
"UT"	2008	"Weber"	"OGD016"	193	211	425
"UT"	2008	"Weber"	"OGD017"	186	208	410
"UT"	2008	"Weber"	"OGD018"	237	195	446
"UT"	2008	"Weber"	"OGD019"	191	191	395
"UT"	2008	"Weber"	"OGD020"	279	236	537
"UT"	2008	"Weber"	"OGD021"	233	261	509
"UT"	2008	"Weber"	"OGD022"	277	264	563
"UT"	2008	"Weber"	"OGD023"	199	208	425
"UT"	2008	"Weber"	"OGD024"	334	306	672
"UT"	2008	"Weber"	"OGD025"	170	156	349
"UT"	2008	"Weber"	"OGD026"	121	100	234
"UT"	2008	"Weber"	"OGD027"	160	128	299
"UT"	2008	"Weber"	"OGD028"	127	86	233
"UT"	2008	"Weber"	"OGD029"	113	83	203
"UT"	2008	"Weber"	"OGD030"	136	125	270
"UT"	2008	"Weber"	"OGD031"	141	97	251
"UT"	2008	"Weber"	"OGD032"	155	126	296
"UT"	2008	"Weber"	"OGD033"	148	69	234
"UT"	2008	"Weber"	"OGD034"	121	90	220
"UT"	2008	"Weber"	"OGD035"	109	73	191
"UT"	2008	"Weber"	"OGD036"	218	151	379
"UT"	2008	"Weber"	"OGD037"	159	133	308
"UT"	2008	"Weber"	"OGD038"	165	49	227
"UT"	2008	"Weber"	"OGD039"	94	63	166
"UT"	2008	"Weber"	"OGD040"	211	227	452
"UT"	2008	"Weber"	"OGD041"	220	267	503
"UT"	2008	"Weber"	"OGD042"	175	200	399
"UT"	2008	"Weber"	"OGD043"	164	151	321
"UT"	2008	"Weber"	"OGD044"	114	148	270
"UT"	2008	"Weber"	"OGD045"	133	214	362
"UT"	2008	"Weber"	"OGD046"	124	187	323
"UT"	2008	"Weber"	"OGD047"	140	218	370
"UT"	2008	"Weber"	"OGD048"	218	299	529
"UT"	2008	"Weber"	"OGD049"	207	264	487
"UT"	2008	"Weber"	"OGD050"	179	302	497
"UT"	2008	"Weber"	"OGD051"	280	427	722
"UT"	2008	"Weber"	"OGD052"	202	381	603
"UT"	2008	"Weber"	"PLC001"	145	549	709
"UT"	2008	"Weber"	"PLC002"	160	573	759
"UT"	2008	"Weber"	"PLC003"	129	437	586
"UT"	2008	"Weber"	"PLV001"	97	467	579
"UT"	2008	"Weber"	"PLV002"	211	677	907
"UT"	2008	"Weber"	"PLV003"	66	86	159
"UT"	2008	"Weber"	"PLV004"	144	482	646
"UT"	2008	"Weber"	"PLV005"	179	566	780
"UT"	2008	"Weber"	"RIV001"	261	504	792
"UT"	2008	"Weber"	"RIV002"	185	309	515
"UT"	2008	"Weber"	"RIV003"	209	334	561
"UT"	2008	"Weber"	"RIV004"	173	362	556
"UT"	2008	"Weber"	"RIV005"	149	231	390
"UT"	2008	"Weber"	"ROY001"	297	551	863
"UT"	2008	"Weber"	"ROY002"	295	478	798
"UT"	2008	"Weber"	"ROY003"	196	435	656
"UT"	2008	"Weber"	"ROY004"	212	478	705
"UT"	2008	"Weber"	"ROY005"	209	352	579
"UT"	2008	"Weber"	"ROY006"	184	241	438
"UT"	2008	"Weber"	"ROY007"	174	305	496
"UT"	2008	"Weber"	"ROY008"	180	374	570
"UT"	2008	"Weber"	"ROY009"	160	343	519
"UT"	2008	"Weber"	"ROY010"	213	348	579
"UT"	2008	"Weber"	"ROY011"	190	409	615
"UT"	2008	"Weber"	"ROY012"	166	305	480
"UT"	2008	"Weber"	"ROY013"	182	268	468
"UT"	2008	"Weber"	"ROY014"	105	212	329
"UT"	2008	"Weber"	"ROY015"	137	182	340
"UT"	2008	"Weber"	"ROY016"	160	273	451
"UT"	2008	"Weber"	"ROY017"	151	246	408
"UT"	2008	"Weber"	"ROY018"	165	314	493
"UT"	2008	"Weber"	"ROY019"	170	268	457
"UT"	2008	"Weber"	"ROY020"	69	88	161
"UT"	2008	"Weber"	"ROY021"	105	135	250
"UT"	2008	"Weber"	"ROY022"	180	305	499
"UT"	2008	"Weber"	"ROY023"	147	208	363
"UT"	2008	"Weber"	"ROY024"	2	20	23
"UT"	2008	"Weber"	"SOG001"	156	191	364
"UT"	2008	"Weber"	"SOG002"	192	225	433
"UT"	2008	"Weber"	"SOG003"	116	212	349
"UT"	2008	"Weber"	"SOG004"	156	232	406
"UT"	2008	"Weber"	"SOG005"	204	229	446
"UT"	2008	"Weber"	"SOG006"	163	327	503
"UT"	2008	"Weber"	"SOG007"	186	317	518
"UT"	2008	"Weber"	"SOG008"	219	337	572
"UT"	2008	"Weber"	"SOG009"	229	282	530
"UT"	2008	"Weber"	"SOG010"	177	259	450
"UT"	2008	"Weber"	"SOG011"	237	414	661
"UT"	2008	"Weber"	"SOG012"	276	494	789
"UT"	2008	"Weber"	"TAY001"	149	601	765
"UT"	2008	"Weber"	"UIN001"	123	403	546
"UT"	2008	"Weber"	"VLY001"	197	406	612
"UT"	2008	"Weber"	"VLY002"	249	507	769
"UT"	2008	"Weber"	"VLY003"	125	363	502
"UT"	2008	"Weber"	"WAR001"	79	259	343
"UT"	2008	"Weber"	"WAT001"	121	196	327
"UT"	2008	"Weber"	"WAT002"	154	239	416
"UT"	2008	"Weber"	"WAT003"	156	239	407
"UT"	2008	"Weber"	"WAT004"	145	241	410
"UT"	2008	"Weber"	"WAT005"	168	270	450
"UT"	2008	"Weber"	"WAT006"	293	498	820
"UT"	2008	"Weber"	"WAT007"	131	167	302
"UT"	2008	"Weber"	"WCO001"	8	0	8
"UT"	2008	"Weber"	"WCP001"	22	85	111
"UT"	2008	"Weber"	"WCR001"	62	160	237
"UT"	2008	"Weber"	"WCR002"	3	4	7
"UT"	2008	"Weber"	"WCU001"	213	375	602
"UT"	2008	"Weber"	"WCU002"	178	447	637
"UT"	2008	"Weber"	"WCU003"	10	17	28
"UT"	2008	"Weber"	"WHV001"	244	812	1081
"UT"	2008	"Weber"	"WHV002"	169	459	645
"UT"	2008	"Weber"	"WHV003"	258	600	881
"UT"	2008	"Weber"	"WNO001"	10	40	52
"UT"	2008	"Weber"	"WWB001"	136	522	684
