state	year	county	precinct	g2004_USP_rv	g2004_USP_dv	g2004_USP_tv	g2004_USS_rv	g2004_USS_dv	g2004_USS_tv
"SC"	2004	"BERKELEY"	"GOOSE CREEK 3"	173	93	271	157	97	263
"SC"	2004	"BERKELEY"	"HANAHAN 1"	883	248	1144	843	258	1120
"SC"	2004	"BERKELEY"	"HANAHAN 2"	525	209	750	483	232	733
"SC"	2004	"BERKELEY"	"HANAHAN 3"	952	223	1196	890	247	1166
"SC"	2004	"BERKELEY"	"HANAHAN 4"	825	337	1170	747	370	1148
"SC"	2004	"BERKELEY"	"HILTON CROSS RD"	287	507	800	266	503	783
"SC"	2004	"BERKELEY"	"HOWE HALL"	846	603	1468	774	619	1442
"SC"	2004	"BERKELEY"	"HUGER"	153	370	531	153	369	533
"SC"	2004	"BERKELEY"	"JAMESTOWN"	120	182	306	110	187	304
"SC"	2004	"BERKELEY"	"LEBANON"	237	86	326	217	98	321
"SC"	2004	"BERKELEY"	"MACEDONIA"	729	113	859	692	131	849
"SC"	2004	"BERKELEY"	"MCBETH"	298	248	552	277	254	540
"SC"	2004	"BERKELEY"	"MONCKS CORNER 1"	524	342	883	478	358	866
"SC"	2004	"BERKELEY"	"MONCKS CORNER 2"	426	425	874	391	452	863
"SC"	2004	"BERKELEY"	"MONCKS CORNER 3"	370	429	813	339	440	801
"SC"	2004	"BERKELEY"	"MONCKS CORNER 4"	951	319	1288	887	358	1274
"SC"	2004	"BERKELEY"	"PIMLICO"	542	170	719	499	195	709
"SC"	2004	"BERKELEY"	"PINOPOLIS"	781	211	1006	734	232	991
"SC"	2004	"BERKELEY"	"PROVISIONAL BALLOT"	4	4	8	7	3	10
"SC"	2004	"BERKELEY"	"RUSSELLVILLE"	109	649	768	101	644	755
"SC"	2004	"BERKELEY"	"SANGAREE 1"	611	332	965	557	352	943
"SC"	2004	"BERKELEY"	"SANGAREE 2"	758	433	1206	716	448	1190
"SC"	2004	"BERKELEY"	"SANGAREE 3"	814	421	1245	744	469	1234
"SC"	2004	"BERKELEY"	"SHULERVILLE"	92	111	209	89	115	208
"SC"	2004	"BERKELEY"	"ST. STEPHEN"	526	1096	1647	501	1076	1612
"SC"	2004	"BERKELEY"	"STRATFORD 1"	961	492	1473	874	530	1451
"SC"	2004	"BERKELEY"	"STRATFORD 2"	884	221	1113	807	264	1095
"SC"	2004	"BERKELEY"	"STRATFORD 3"	133	88	225	114	104	223
"SC"	2004	"BERKELEY"	"STRATFORD 4"	1031	458	1505	948	496	1485
"SC"	2004	"BERKELEY"	"WASSAMASSAW 1"	143	394	537	134	390	526
"SC"	2004	"BERKELEY"	"WASSAMASSAW 2"	518	280	810	490	292	804
"SC"	2004	"BERKELEY"	"WESTVIEW 1"	896	319	1222	840	357	1212
"SC"	2004	"BERKELEY"	"WESTVIEW 2"	1144	453	1621	1069	499	1605
"SC"	2004	"BERKELEY"	"WESTVIEW 3"	735	243	992	679	276	975
"SC"	2004	"BERKELEY"	"WHITESVILLE"	574	330	919	520	360	903
"SC"	2004	"CALHOUN"	"ABSENTEE TOTAL"	442	504	957	405	534	958
"SC"	2004	"CALHOUN"	"BETHEL"	351	165	519	306	195	510
"SC"	2004	"CALHOUN"	"CAMERON"	226	220	448	210	218	438
"SC"	2004	"CALHOUN"	"CENTER HILL"	232	295	531	213	301	523
"SC"	2004	"CALHOUN"	"CRESTON"	78	61	141	75	62	140
"SC"	2004	"CALHOUN"	"CURBSIDE/EMERGENCY"			0			0
"SC"	2004	"CALHOUN"	"County Totals"	3448	3393	6919	3118	3562	6806
"SC"	2004	"CALHOUN"	"DIXIE"	267	776	1063	238	790	1045
"SC"	2004	"CALHOUN"	"FAIL SAFE"	3	15	18	2	16	18
"SC"	2004	"CALHOUN"	"FAIL SAFE CHALLENGE"	1	2	3	1	2	3
"SC"	2004	"CALHOUN"	"FALL BRANCH"	135	125	261	122	131	257
"SC"	2004	"CALHOUN"	"FORT MOTTE"	90	79	173	77	85	166
"SC"	2004	"CALHOUN"	"LONE STAR"	234	304	544	218	305	531
"SC"	2004	"CALHOUN"	"MIDWAY"	155	43	199	144	49	195
"SC"	2004	"CALHOUN"	"MURPH MILL"	105	161	270	89	169	264
"SC"	2004	"CALHOUN"	"PROVISIONAL BALLOT"		1	1			1
"SC"	2004	"CALHOUN"	"SANDY RUN"	654	245	908	593	272	887
"SC"	2004	"CALHOUN"	"ST. MATTHEWS"	475	397	883	425	433	870
"SC"	2004	"CHARLESTON"	"ABSENTEE TOTAL"	6087	5175	11348	5853	5140	11214
"SC"	2004	"CHARLESTON"	"AWENDAW"	300	365	675	292	366	667
"SC"	2004	"CHARLESTON"	"CHARLESTON 1"	371	157	532	344	175	524
"SC"	2004	"CHARLESTON"	"CHARLESTON 10"	171	395	585	140	399	569
"SC"	2004	"CHARLESTON"	"CHARLESTON 11A"	120	368	493	98	373	479
"SC"	2004	"CHARLESTON"	"CHARLESTON 12A"	219	295	523	211	296	515
"SC"	2004	"CHARLESTON"	"CHARLESTON 13A"	20	471	502	19	453	485
"SC"	2004	"CHARLESTON"	"CHARLESTON 17"	37	486	536	36	457	512
"SC"	2004	"CHARLESTON"	"CHARLESTON 18A"	128	544	685	115	534	666
"SC"	2004	"CHARLESTON"	"CHARLESTON 2"	354	169	526	329	187	520
"SC"	2004	"CHARLESTON"	"CHARLESTON 20"	118	557	696	96	548	671
"SC"	2004	"CHARLESTON"	"CHARLESTON 21"	30	424	469	30	406	453
"SC"	2004	"CHARLESTON"	"CHARLESTON 22A"	15	379	398	13	373	393
"SC"	2004	"CHARLESTON"	"CHARLESTON 24"	6	107	118	6	98	110
"SC"	2004	"CHARLESTON"	"CHARLESTON 25A"	32	558	610	27	524	572
"SC"	2004	"CHARLESTON"	"CHARLESTON 27"	38	406	461	30	401	447
"SC"	2004	"CHARLESTON"	"CHARLESTON 28A"	92	510	628	77	505	604
"SC"	2004	"CHARLESTON"	"CHARLESTON 30"	38	537	583	38	518	567
"SC"	2004	"CHARLESTON"	"CHARLESTON 3A"	412	253	675	372	287	668
"SC"	2004	"CHARLESTON"	"CHARLESTON 3B"	264	284	555	234	296	544
"SC"	2004	"CHARLESTON"	"CHARLESTON 4A"	273	368	660	230	400	648
"SC"	2004	"CHARLESTON"	"CHARLESTON 6"	136	208	352	119	220	350
"SC"	2004	"CHARLESTON"	"CHARLESTON 7"	246	215	465	229	225	460
"SC"	2004	"CHARLESTON"	"CHARLESTON 8"	155	269	437	155	263	430
"SC"	2004	"CHARLESTON"	"CHARLESTON 9A"	83	544	651	83	530	631
"SC"	2004	"CHARLESTON"	"CHRIST CHURCH 1A"	289	88	382	273	97	372
"SC"	2004	"CHARLESTON"	"CHRIST CHURCH 1B"	405	334	748	382	342	736
"SC"	2004	"CHARLESTON"	"CHRIST CHURCH 2A"	1798	591	2418	1657	688	2386
"SC"	2004	"CHARLESTON"	"CHRIST CHURCH 2B"	700	491	1208	613	549	1182
"SC"	2004	"CHARLESTON"	"CHRIST CHURCH 3"	715	388	1114	644	439	1096
"SC"	2004	"CHARLESTON"	"CHRIST CHURCH 4"	189	250	446	182	241	434
"SC"	2004	"CHARLESTON"	"CHRIST CHURCH 5"	1075	873	1978	984	894	1930
"SC"	2004	"CHARLESTON"	"CHRIST CHURCH 6"	2398	924	3361	2251	1004	3299
"SC"	2004	"CHARLESTON"	"CHRIST CHURCH 7A"	826	309	1144	768	343	1124
"SC"	2004	"CHARLESTON"	"CHRIST CHURCH 7B"	911	272	1196	860	306	1182
"SC"	2004	"CHARLESTON"	"CHRIST CHURCH 7C"	846	620	1490	799	626	1457
"SC"	2004	"CHARLESTON"	"CHRIST CHURCH 8A"	313	156	475	307	161	473
"SC"	2004	"CHARLESTON"	"CHRIST CHURCH 8B"	517	199	727	493	213	714
"SC"	2004	"CHARLESTON"	"CHRIST CHURCH 8C"	580	364	965	532	381	939
"SC"	2004	"CHARLESTON"	"CHRIST CHURCH 8D"	808	256	1074	750	288	1053
"SC"	2004	"CHARLESTON"	"CHRIST CHURCH 9A"	939	556	1518	876	585	1484
"SC"	2004	"CHARLESTON"	"CHRIST CHURCH 9B"	357	229	596	323	249	589
"SC"	2004	"CHARLESTON"	"CURBSIDE/EMERGENCY"	68	73	141	61	74	135
"SC"	2004	"CHARLESTON"	"County Totals"	70297	63758	136316	65088	65197	133526
"SC"	2004	"CHARLESTON"	"DEER PARK 1A"	192	227	420	182	229	416
"SC"	2004	"CHARLESTON"	"DEER PARK 1B"	509	252	770	492	239	751
"SC"	2004	"CHARLESTON"	"DEER PARK 2A"	461	265	736	420	286	724
"SC"	2004	"CHARLESTON"	"DEER PARK 2B"	306	263	579	288	267	564
"SC"	2004	"CHARLESTON"	"DEER PARK 2C"	389	185	588	364	197	577
"SC"	2004	"CHARLESTON"	"DEER PARK 3"	261	260	529	239	259	511
"SC"	2004	"CHARLESTON"	"EDISTO ISLAND"	257	413	680	243	418	671
"SC"	2004	"CHARLESTON"	"FAIL SAFE"	6	17	23	6	18	24
"SC"	2004	"CHARLESTON"	"FOLLY BEACH 1"	336	327	677	332	316	666
"SC"	2004	"CHARLESTON"	"FOLLY BEACH 2"	454	379	844	433	375	826
"SC"	2004	"CHARLESTON"	"ISLE OF PALMS 1A"	443	226	683	421	236	671
"SC"	2004	"CHARLESTON"	"ISLE OF PALMS 1B"	781	391	1188	740	398	1162
"SC"	2004	"CHARLESTON"	"ISLE OF PALMS 1C"	429	128	558	396	146	545
"SC"	2004	"CHARLESTON"	"JAMES ISLAND 10"	568	324	909	522	333	889
"SC"	2004	"CHARLESTON"	"JAMES ISLAND 11"	709	303	1029	647	327	1003
"SC"	2004	"CHARLESTON"	"JAMES ISLAND 12"	580	249	842	509	283	813
"SC"	2004	"CHARLESTON"	"JAMES ISLAND 13"	606	283	900	558	308	885
"SC"	2004	"CHARLESTON"	"JAMES ISLAND 14"	342	156	510	322	170	506
"SC"	2004	"CHARLESTON"	"JAMES ISLAND 15"	492	431	938	444	432	907
"SC"	2004	"CHARLESTON"	"JAMES ISLAND 17"	470	328	808	431	348	790
"SC"	2004	"CHARLESTON"	"JAMES ISLAND 19"	426	338	780	389	349	764
"SC"	2004	"CHARLESTON"	"JAMES ISLAND 1A"	476	799	1305	433	790	1267
"SC"	2004	"CHARLESTON"	"JAMES ISLAND 20"	349	308	668	315	316	647
"SC"	2004	"CHARLESTON"	"JAMES ISLAND 22"	525	333	876	483	347	853
"SC"	2004	"CHARLESTON"	"JAMES ISLAND 3"	64	471	551	55	455	530
"SC"	2004	"CHARLESTON"	"JAMES ISLAND 5A"	600	253	861	553	285	855
"SC"	2004	"CHARLESTON"	"JAMES ISLAND 5B"	274	109	391	259	113	383
"SC"	2004	"CHARLESTON"	"JAMES ISLAND 6"	463	405	880	434	416	864
"SC"	2004	"CHARLESTON"	"JAMES ISLAND 7"	552	410	974	507	418	951
"SC"	2004	"CHARLESTON"	"JAMES ISLAND 8"	915	724	1681	828	751	1640
"SC"	2004	"CHARLESTON"	"JAMES ISLAND 9"	318	251	583	288	262	563
"SC"	2004	"CHARLESTON"	"JOHNS ISLAND 1A"	570	318	905	548	313	888
"SC"	2004	"CHARLESTON"	"JOHNS ISLAND 1B"	291	352	661	274	346	645
"SC"	2004	"CHARLESTON"	"JOHNS ISLAND 2"	497	357	869	461	366	849
"SC"	2004	"CHARLESTON"	"JOHNS ISLAND 3A"	440	325	779	416	326	761
"SC"	2004	"CHARLESTON"	"JOHNS ISLAND 3B"	259	379	652	238	378	638
"SC"	2004	"CHARLESTON"	"JOHNS ISLAND 4"	284	364	663	273	367	652
"SC"	2004	"CHARLESTON"	"KIAWAH ISLAND"	602	216	825	571	237	817
"SC"	2004	"CHARLESTON"	"LADSON"	304	418	735	278	409	713
"SC"	2004	"CHARLESTON"	"LINCOLNVILLE"	139	219	367	125	215	352
"SC"	2004	"CHARLESTON"	"MCCLELLANVILLE"	237	655	911	233	654	903
"SC"	2004	"CHARLESTON"	"MT. PLEASANT 1"	392	208	606	365	223	596
"SC"	2004	"CHARLESTON"	"MT. PLEASANT 10"	414	141	560	386	160	551
"SC"	2004	"CHARLESTON"	"MT. PLEASANT 11"	337	163	505	309	176	495
"SC"	2004	"CHARLESTON"	"MT. PLEASANT 2"	547	321	886	505	345	868
"SC"	2004	"CHARLESTON"	"MT. PLEASANT 3"	355	189	556	328	201	544
"SC"	2004	"CHARLESTON"	"MT. PLEASANT 4"	299	140	447	280	152	443
"SC"	2004	"CHARLESTON"	"MT. PLEASANT 5"	481	291	790	454	304	772
"SC"	2004	"CHARLESTON"	"MT. PLEASANT 6"	485	255	755	453	250	730
"SC"	2004	"CHARLESTON"	"MT. PLEASANT 7"	289	201	502	261	210	489
"SC"	2004	"CHARLESTON"	"MT. PLEASANT 8"	275	156	441	241	169	427
"SC"	2004	"CHARLESTON"	"MT. PLEASANT 9B"	231	165	396	219	157	384
"SC"	2004	"CHARLESTON"	"MT. PLEASANT 9C"	335	133	474	292	163	465
"SC"	2004	"CHARLESTON"	"MT. PLEASANT 9D"	277	114	400	253	130	390
"SC"	2004	"CHARLESTON"	"N. CHARLESTON 10A"	151	163	322	140	166	316
"SC"	2004	"CHARLESTON"	"N. CHARLESTON 10B"	125	352	487	115	338	474
"SC"	2004	"CHARLESTON"	"N. CHARLESTON 11"	56	355	424	52	344	411
"SC"	2004	"CHARLESTON"	"N. CHARLESTON 12A"	120	447	576	103	443	564
"SC"	2004	"CHARLESTON"	"N. CHARLESTON 12C"	324	502	840	285	509	819
"SC"	2004	"CHARLESTON"	"N. CHARLESTON 13B"	381	261	656	356	264	636
"SC"	2004	"CHARLESTON"	"N. CHARLESTON 14A"	294	380	679	263	377	661
"SC"	2004	"CHARLESTON"	"N. CHARLESTON 14B"	117	230	361	108	223	348
"SC"	2004	"CHARLESTON"	"N. CHARLESTON 15A"	418	474	905	377	485	887
"SC"	2004	"CHARLESTON"	"N. CHARLESTON 16"	62	247	315	51	246	302
"SC"	2004	"CHARLESTON"	"N. CHARLESTON 17"	50	306	370	38	309	362
"SC"	2004	"CHARLESTON"	"N. CHARLESTON 19"	143	150	304	120	150	287
"SC"	2004	"CHARLESTON"	"N. CHARLESTON 1A"	21	330	355	15	321	345
"SC"	2004	"CHARLESTON"	"N. CHARLESTON 1B"	33	296	334	40	282	330
"SC"	2004	"CHARLESTON"	"N. CHARLESTON 20A"	320	282	621	275	304	604
"SC"	2004	"CHARLESTON"	"N. CHARLESTON 23"	363	138	509	333	146	494
"SC"	2004	"CHARLESTON"	"N. CHARLESTON 24"	164	98	264	143	111	256
"SC"	2004	"CHARLESTON"	"N. CHARLESTON 25A"	152	352	515	143	343	502
"SC"	2004	"CHARLESTON"	"N. CHARLESTON 27"	3	149	154	5	147	154
"SC"	2004	"CHARLESTON"	"N. CHARLESTON 28A"	247	320	573	218	299	539
"SC"	2004	"CHARLESTON"	"N. CHARLESTON 2A"	53	514	575	34	524	568
"SC"	2004	"CHARLESTON"	"N. CHARLESTON 30"	81	168	257	74	168	252
"SC"	2004	"CHARLESTON"	"N. CHARLESTON 31"	221	208	436	201	198	418
"SC"	2004	"CHARLESTON"	"N. CHARLESTON 32"	347	630	991	319	622	960
"SC"	2004	"CHARLESTON"	"N. CHARLESTON 33B"	312	350	677	271	371	663
"SC"	2004	"CHARLESTON"	"N. CHARLESTON 3C"	125	705	854	113	688	826
"SC"	2004	"CHARLESTON"	"N. CHARLESTON 5"	33	240	281	35	231	276
"SC"	2004	"CHARLESTON"	"N. CHARLESTON 6"	451	210	668	422	212	651
"SC"	2004	"CHARLESTON"	"N. CHARLESTON 7"	136	445	596	122	423	563
"SC"	2004	"CHARLESTON"	"N. CHARLESTON 8"	34	231	272	33	225	266
"SC"	2004	"CHARLESTON"	"N. CHARLESTON 9C"	30	210	248	26	207	243
"SC"	2004	"CHARLESTON"	"PROVISIONAL BALLOT"	1957	1244	3231	1901	1367	3337
"SC"	2004	"CHARLESTON"	"ST. ANDREWS 1"	158	261	427	143	265	418
"SC"	2004	"CHARLESTON"	"ST. ANDREWS 10"	199	171	382	187	169	375
"SC"	2004	"CHARLESTON"	"ST. ANDREWS 11"	99	408	517	95	388	499
"SC"	2004	"CHARLESTON"	"ST. ANDREWS 12"	77	581	673	64	566	648
"SC"	2004	"CHARLESTON"	"ST. ANDREWS 13"	153	458	632	152	435	615
"SC"	2004	"CHARLESTON"	"ST. ANDREWS 14"	382	500	895	342	523	884
"SC"	2004	"CHARLESTON"	"ST. ANDREWS 15"	312	116	437	286	131	426
"SC"	2004	"CHARLESTON"	"ST. ANDREWS 16"	442	242	697	391	280	680
"SC"	2004	"CHARLESTON"	"ST. ANDREWS 17"	390	253	658	362	266	645
"SC"	2004	"CHARLESTON"	"ST. ANDREWS 18"	312	205	521	283	223	515
"SC"	2004	"CHARLESTON"	"ST. ANDREWS 19"	418	300	722	362	310	692
"SC"	2004	"CHARLESTON"	"ST. ANDREWS 2"	298	538	847	245	557	821
"SC"	2004	"CHARLESTON"	"ST. ANDREWS 20B"	102	246	357	86	254	353
"SC"	2004	"CHARLESTON"	"ST. ANDREWS 21"	100	344	461	86	340	446
"SC"	2004	"CHARLESTON"	"ST. ANDREWS 22"	87	173	262	83	169	255
"SC"	2004	"CHARLESTON"	"ST. ANDREWS 23"	586	297	898	557	301	881
"SC"	2004	"CHARLESTON"	"ST. ANDREWS 24"	519	659	1196	476	657	1165
"SC"	2004	"CHARLESTON"	"ST. ANDREWS 25"	93	270	374	85	274	372
"SC"	2004	"CHARLESTON"	"ST. ANDREWS 26"	442	149	598	399	178	588
"SC"	2004	"CHARLESTON"	"ST. ANDREWS 27A"	437	224	674	422	228	665
"SC"	2004	"CHARLESTON"	"ST. ANDREWS 27B"	231	257	498	226	250	490
"SC"	2004	"CHARLESTON"	"ST. ANDREWS 28"	760	383	1165	692	418	1137
"SC"	2004	"CHARLESTON"	"ST. ANDREWS 29A"	269	125	400	235	154	398
"SC"	2004	"CHARLESTON"	"ST. ANDREWS 29B"	371	344	719	332	364	710
"SC"	2004	"CHARLESTON"	"ST. ANDREWS 3"	54	270	334	46	256	321
"SC"	2004	"CHARLESTON"	"ST. ANDREWS 30A"	294	414	725	279	401	703
"SC"	2004	"CHARLESTON"	"ST. ANDREWS 31A"	485	583	1087	436	583	1058
"SC"	2004	"CHARLESTON"	"ST. ANDREWS 31B"	421	223	655	377	243	641
"SC"	2004	"CHARLESTON"	"ST. ANDREWS 31C"	463	429	910	425	438	890
"SC"	2004	"CHARLESTON"	"ST. ANDREWS 32A"	463	209	677	436	215	662
"SC"	2004	"CHARLESTON"	"ST. ANDREWS 32C"	1566	749	2341	1431	817	2297
"SC"	2004	"CHARLESTON"	"ST. ANDREWS 32D"	303	128	439	277	138	426
"SC"	2004	"CHARLESTON"	"ST. ANDREWS 4"	567	272	853	522	292	832
"SC"	2004	"CHARLESTON"	"ST. ANDREWS 5"	413	294	720	343	350	706
"SC"	2004	"CHARLESTON"	"ST. ANDREWS 6"	589	201	808	529	242	786
"SC"	2004	"CHARLESTON"	"ST. ANDREWS 8"	443	181	634	414	188	619
"SC"	2004	"CHARLESTON"	"ST. ANDREWS 9"	390	247	645	354	264	636
"SC"	2004	"CHARLESTON"	"ST. PAULS 1"	102	322	433	89	325	426
"SC"	2004	"CHARLESTON"	"ST. PAULS 2A"	194	227	438	167	242	428
"SC"	2004	"CHARLESTON"	"ST. PAULS 2B"	160	472	648	140	476	637
"SC"	2004	"CHARLESTON"	"ST. PAULS 3"	533	197	738	519	197	730
"SC"	2004	"CHARLESTON"	"ST. PAULS 4"	482	747	1242	454	752	1220
"SC"	2004	"CHARLESTON"	"ST. PAULS 5"	270	277	558	242	285	542
"SC"	2004	"CHARLESTON"	"ST. PAULS 6"	439	427	889	424	408	859
"SC"	2004	"CHARLESTON"	"SULLIVANS ISLAND"	623	417	1060	571	461	1043
"SC"	2004	"CHARLESTON"	"TOWN OF SEABROOK"	662	266	938	637	272	921
"SC"	2004	"CHARLESTON"	"WADMALAW ISLAND 1"	237	309	561	226	313	551
"SC"	2004	"CHARLESTON"	"WADMALAW ISLAND 2"	211	501	733	201	504	726
"SC"	2004	"CHEROKEE"	"99/CHEROKEE FALLS"	387	120	511	352	133	498
"SC"	2004	"CHEROKEE"	"ABSENTEE TOTAL"	961	663	1635	848	735	1617
"SC"	2004	"CHEROKEE"	"ALLENS"	462	111	576	410	136	562
"SC"	2004	"CHEROKEE"	"ALMA MILL"	396	406	811	342	409	786
"SC"	2004	"CHEROKEE"	"ANTIOCH/KINGS CK"	443	153	608	408	159	584
"SC"	2004	"CHEROKEE"	"ASHWORTH"	431	106	538	375	140	532
"SC"	2004	"CHEROKEE"	"BLACKSBURG WARD 1"	223	135	362	206	144	357
"SC"	2004	"CHEROKEE"	"BLACKSBURG WARD 2"	51	58	109	42	66	109
"SC"	2004	"CHEROKEE"	"BLACKSBURG WARD 3"	152	62	218	127	67	208
"SC"	2004	"CHEROKEE"	"BLACKSBURG WARD 4"	392	79	480	328	110	455
"SC"	2004	"CHEROKEE"	"CENTRAL"	189	142	332	173	149	327
"SC"	2004	"CHEROKEE"	"CURBSIDE/EMERGENCY"			0			0
"SC"	2004	"CHEROKEE"	"County Totals"	12090	6466	18714	10658	7167	18335
"SC"	2004	"CHEROKEE"	"DRAYTONVILLE"	604	231	840	519	290	832
"SC"	2004	"CHEROKEE"	"EZELLS/BUTLER"	521	168	696	467	206	691
"SC"	2004	"CHEROKEE"	"FAIL SAFE"	59	65	126	50	71	122
"SC"	2004	"CHEROKEE"	"FAIL SAFE CHALLENGE"	25	19	44	20	24	44
"SC"	2004	"CHEROKEE"	"GAFFNEY WARD 1"	122	186	308	90	195	297
"SC"	2004	"CHEROKEE"	"GAFFNEY WARD 2"	159	452	614	148	433	599
"SC"	2004	"CHEROKEE"	"GAFFNEY WARD 3"	108	470	579	92	463	568
"SC"	2004	"CHEROKEE"	"GAFFNEY WARD 4"	377	288	675	347	309	668
"SC"	2004	"CHEROKEE"	"GAFFNEY WARD 5"	216	101	318	176	123	312
"SC"	2004	"CHEROKEE"	"GAFFNEY WARD 6"	525	234	770	452	262	743
"SC"	2004	"CHEROKEE"	"GOUCHER/THICKETTY"	412	113	528	371	142	519
"SC"	2004	"CHEROKEE"	"GRASSY POND"	835	197	1038	751	255	1031
"SC"	2004	"CHEROKEE"	"H.GROVE/BUFFALO"	461	146	609	415	159	595
"SC"	2004	"CHEROKEE"	"L'JOHNS/SARRATT"	189	57	247	179	56	240
"SC"	2004	"CHEROKEE"	"LIMESTONE MILL"	224	181	416	192	195	404
"SC"	2004	"CHEROKEE"	"MACEDONIA"	506	184	696	457	204	679
"SC"	2004	"CHEROKEE"	"MORGAN"	446	112	560	398	138	552
"SC"	2004	"CHEROKEE"	"MUSGROVE"	451	271	728	407	296	718
"SC"	2004	"CHEROKEE"	"PLEASANT GROVE"	217	263	482	194	270	475
"SC"	2004	"CHEROKEE"	"PLEASANT MEADOWS"	128	321	450	109	323	439
"SC"	2004	"CHEROKEE"	"PROVISIONAL BALLOT"			0			0
"SC"	2004	"CHEROKEE"	"RAVENNA/B. MILL"	188	74	266	169	87	264
"SC"	2004	"CHEROKEE"	"TIMBER RIDGE"	403	84	488	341	121	471
"SC"	2004	"CHEROKEE"	"WHITE PLAINS"	258	101	367	221	121	361
"SC"	2004	"CHEROKEE"	"WILKINS./METCALF"	245	51	298	206	76	290
"SC"	2004	"CHEROKEE"	"WOODS"	324	62	391	276	100	386
"SC"	2004	"CHESTER"	"ABSENTEE TOTAL"	593		608			0
"SC"	2004	"CHESTER"	"BALDWIN MILL"	260	316	582	194	325	530
"SC"	2004	"CHESTER"	"BATON ROUGE"	280	135	419	230	153	393
"SC"	2004	"CHESTER"	"BECKHAMVILLE"	213	301	528	179	308	496
"SC"	2004	"CHESTER"	"BLACKSTOCK"	204	114	321	184	116	306
"SC"	2004	"CHESTER"	"CHESTER WARD 1"	227	505	739	196	479	694
"SC"	2004	"CHESTER"	"CHESTER WARD 2"	143	304	449	112	311	434
"SC"	2004	"CHESTER"	"CHESTER WARD 3"	661	521	1193	535	566	1124
"SC"	2004	"CHESTER"	"CHESTER WARD 4"	145	405	556	123	394	526
"SC"	2004	"CHESTER"	"County Totals"	5798	5790	11729	4944	5977	11162
"SC"	2004	"CHESTER"	"EDGEMOOR"	319	177	505	286	197	490
"SC"	2004	"CHESTER"	"EUREKA MILL"	298	437	747	254	430	703
"SC"	2004	"CHESTER"	"FORT LAWN"	321	288	617	294	283	588
"SC"	2004	"CHESTER"	"GREAT FALLS 1 & 2"	95	95	191	72	104	178
"SC"	2004	"CHESTER"	"GREAT FALLS 3"	137	217	356	114	214	338
"SC"	2004	"CHESTER"	"HALSELLVILLE"	45	78	124	40	75	117
"SC"	2004	"CHESTER"	"HAZELWOOD"	207	104	319	179	122	311
"SC"	2004	"CHESTER"	"LANDO"	70	36	107	62	38	102
"SC"	2004	"CHESTER"	"LANSFORD"	221	153	378	201	161	367
"SC"	2004	"CHESTER"	"LOWRYS"	348	182	537	295	215	524
"SC"	2004	"CHESTER"	"PROVISIONAL BALLOT"		590	590	502	607	1129
"SC"	2004	"CHESTER"	"RICHBURG"	342	278	630	297	298	613
"SC"	2004	"CHESTER"	"RODMAN"	365	240	612	317	262	594
"SC"	2004	"CHESTER"	"ROSSVILLE"	168	73	242	156	81	240
"SC"	2004	"CHESTER"	"WILKSBURG"	136	241	379	122	238	365
"SC"	2004	"CHESTERFIELD"	"ABSENTEE TOTAL"	323	334	660	267	384	664
"SC"	2004	"CHESTERFIELD"	"ANGELUS-CATARRH"	115	62	181	108	70	183
"SC"	2004	"CHESTERFIELD"	"BAY SPRINGS"	78	52	131	71	57	132
"SC"	2004	"CHESTERFIELD"	"BLACK CREEK"	43	78	121	45	79	127
"SC"	2004	"CHESTERFIELD"	"BROCKS MILL"	250	452	706	222	490	725
"SC"	2004	"CHESTERFIELD"	"CASH"	185	320	509	160	345	514
"SC"	2004	"CHESTERFIELD"	"CAT POND"	100	26	127	70	51	124
"SC"	2004	"CHESTERFIELD"	"CENTER GROVE-WINZO"	184	300	484	177	314	495
"SC"	2004	"CHESTERFIELD"	"CENTER POINT"	41	42	86	32	51	85
"SC"	2004	"CHESTERFIELD"	"CHERAW NO. 1"	496	353	853	410	450	876
"SC"	2004	"CHESTERFIELD"	"CHERAW NO. 2"	835	981	1824	691	1112	1838
"SC"	2004	"CHESTERFIELD"	"CHERAW NO. 3"	165	325	493	146	340	492
"SC"	2004	"CHESTERFIELD"	"COURTHOUSE"	602	527	1134	462	641	1137
"SC"	2004	"CHESTERFIELD"	"CROSS ROADS"	51	38	89	45	47	94
"SC"	2004	"CHESTERFIELD"	"County Totals"			0			0
"SC"	2004	"CHESTERFIELD"	"DUDLEY-MANGUM"	239	101	342	214	119	343
"SC"	2004	"CHESTERFIELD"	"FAIL SAFE"	10	10	20	9	10	19
"SC"	2004	"CHESTERFIELD"	"FAIL SAFE CHALLENGE"	12	7	19	2	12	14
"SC"	2004	"CHESTERFIELD"	"GRANTS MILL"	369	275	649	326	305	653
"SC"	2004	"CHESTERFIELD"	"JEFFERSON"	429	337	767	375	375	771
"SC"	2004	"CHESTERFIELD"	"MCBEE"	458	360	821	416	414	846
"SC"	2004	"CHESTERFIELD"	"MIDDENDORF"	115	41	156	100	49	156
"SC"	2004	"CHESTERFIELD"	"MT. CROGHAN"	114	59	174	90	88	182
"SC"	2004	"CHESTERFIELD"	"OUSLEYDALE"	190	95	286	161	121	287
"SC"	2004	"CHESTERFIELD"	"PAGELAND"	868	747	1624	792	809	1626
"SC"	2004	"CHESTERFIELD"	"PATRICK"	175	174	350	133	210	352
"SC"	2004	"CHESTERFIELD"	"PEE DEE"	103	43	146	80	63	143
