state	year	county	cd	ld	sd	countyprecinct_code	precinct_code	precinct	g2004_USP_rv	g2004_USP_dv	g2004_USP_tv	g2004_USH_dv	g2004_USH_rv	g2004_USH_tv
"MS"	2004	"LINCOLN"	3	53	39	"085-41"	"41"	"Arlington"						
"MS"	2004	"LINCOLN"	3	92	39	"085-21"	"21"	"Big Springs"						
"MS"	2004	"LINCOLN"	3	53	39	"085-31"	"31"	"Big Chitto"						
"MS"	2004	"LINCOLN"	3	53	39	"085-22"	"22"	"Brignal"						
"MS"	2004	"LINCOLN"	3	92	39	"085-51"	"51"	"Caseyville"						
"MS"	2004	"LINCOLN"	3	92	39	"085-32"	"32"	"City Hall"						
"MS"	2004	"LINCOLN"	3	53	39	"085-12"	"12"	"Lincoln E"						
"MS"	2004	"LINCOLN"	3	53	39	"085-33"	"33"	"Enterprise"						
"MS"	2004	"LINCOLN"	3	92	39	"085-13"	"13"	"Fair River"						
"MS"	2004	"LINCOLN"	3	53	39	"085-14"	"14"	"Forestry"						
"MS"	2004	"LINCOLN"	3	53	39	"085-15"	"15"	"Government"						
"MS"	2004	"LINCOLN"	3	92	39	"085-42"	"42"	"Halbert Heights"						
"MS"	2004	"LINCOLN"	3	92	39	"085-23"	"23"	"Luecks Retreat"						
"MS"	2004	"LINCOLN"	3	53	39	"085-16"	"16"	"High School"						
"MS"	2004	"LINCOLN"	3	53	39	"085-43"	"43"	"Johnson"						
"MS"	2004	"LINCOLN"	3	92	39	"085-44"	"44"	"Johnson Grove"						
"MS"	2004	"LINCOLN"	3	92	39	"085-52"	"52"	"Lipsey"						
"MS"	2004	"LINCOLN"	3	92	39	"085-24"	"24"	"Little Bahala"						
"MS"	2004	"LINCOLN"	3	92	39	"085-53"	"53"	"Loyd Star"						
"MS"	2004	"LINCOLN"	3	92	39	"085-25"	"25"	"Montgomery"						
"MS"	2004	"LINCOLN"	3	92	39	"085-26"	"26"	"New Sight"						
"MS"	2004	"LINCOLN"	3	53	39	"085-34"	"34"	"Norfield"						
"MS"	2004	"LINCOLN"	3	92	39	"085-45"	"45"	"Brookhaven NW"						
"MS"	2004	"LINCOLN"	3	92	39	"085-35"	"35"	"Old Brook"						
"MS"	2004	"LINCOLN"	3	92	39	"085-54"	"54"	"Old Red Star"						
"MS"	2004	"LINCOLN"	3	53	39	"085-27"	"27"	"Pearhaven"						
"MS"	2004	"LINCOLN"	3	92	39	"085-28"	"28"	"Rogers Circle"						
"MS"	2004	"LINCOLN"	3	53	39	"085-36"	"36"	"Ruth"						
"MS"	2004	"LINCOLN"	3	92	39	"085-55"	"55"	"Vaughn"						
"MS"	2004	"LINCOLN"	3	92	39	"085-46"	"46"	"Lincoln W"						
"MS"	2004	"LINCOLN"	3	92	39	"085-56"	"56"	"Zetus"						
"MS"	2004	"LOWNDES"	1	20	17	"087-07"	"7"	"Airbase"						
"MS"	2004	"LOWNDES"	1	38	16	"087-18"	"18"	"Artesia"						
"MS"	2004	"LOWNDES"	1	39	17	"087-08"	"8"	"Brandon"						
"MS"	2004	"LOWNDES"	1	39	17	"087-01"	"1"	"Caledonia"						
"MS"	2004	"LOWNDES"	1	41	17	"087-13"	"13"	"Coleman"						
"MS"	2004	"LOWNDES"	1	41	17	"087-02"	"2"	"Columbus High"						
"MS"	2004	"LOWNDES"	1	38	16	"087-14"	"14"	"Crawford"						
"MS"	2004	"LOWNDES"	1	41	17	"087-15"	"15"	"Fairgrounds"						
"MS"	2004	"LOWNDES"	1	41	16	"087-20"	"20"	"Hunt"						
"MS"	2004	"LOWNDES"	1	39	17	"087-06"	"6"	"Immanuel"						
"MS"	2004	"LOWNDES"	1	39	17	"087-09"	"9"	"Lee Middle"						
"MS"	2004	"LOWNDES"	1	41	17	"087-16"	"16"	"Mitchell"						
"MS"	2004	"LOWNDES"	1	39	17	"087-10"	"10"	"New Hope"						
"MS"	2004	"LOWNDES"	1	38	16	"087-17"	"17"	"Plum Grove"						
"MS"	2004	"LOWNDES"	1	41	17	"087-21"	"21"	"Propst Park"						
"MS"	2004	"LOWNDES"	1	39	17	"087-11"	"11"	"Rural Hill"						
"MS"	2004	"LOWNDES"	1	41	17	"087-12"	"12"	"Sale"						
"MS"	2004	"LOWNDES"	1	39	17	"087-04"	"4"	"Steens"						
"MS"	2004	"LOWNDES"	1	41	17	"087-05"	"5"	"Trinity"						
"MS"	2004	"LOWNDES"	1	39	17	"087-22"	"22"	"Union Academy"						
"MS"	2004	"LOWNDES"	1	41	17	"087-23"	"23"	"University"						
"MS"	2004	"LOWNDES"	1	39	17	"087-24"	"24"	"W Lowndes"						
"MS"	2004	"MADISON"	3	57	25	"089-408"	"408"	"Bear Creek"						
"MS"	2004	"MADISON"	2	57	21	"089-524"	"524"	"Bible Church"						
"MS"	2004	"MADISON"	2	27	21	"089-517"	"517"	"Camden"						
"MS"	2004	"MADISON"	2	27	21	"089-518"	"518"	"Cameron"						
"MS"	2004	"MADISON"	2	57	21	"089-521"	"521"	"Canton 1"						
"MS"	2004	"MADISON"	2	57	21	"089-527"	"527"	"Canton 2"						
"MS"	2004	"MADISON"	2	57	21	"089-419"	"419"	"Canton 3"						
"MS"	2004	"MADISON"	2	57	21	"089-522"	"522"	"Canton 4"						
"MS"	2004	"MADISON"	2	57	21	"089-416"	"416"	"Canton 5"						
"MS"	2004	"MADISON"	2	57	21	"089-407"	"407"	"Canton 7"						
"MS"	2004	"MADISON"	3	74	20	"089-525"	"525"	"Cedar Grove Baptist"						
"MS"	2004	"MADISON"	2	27	21	"089-519"	"519"	"Couparie"						
"MS"	2004	"MADISON"	3	57	21	"089-412"	"412"	"Flora"						
"MS"	2004	"MADISON"	2	56	25	"089-409"	"409"	"Gluckstadt"						
"MS"	2004	"MADISON"	2	57	21	"089-406"	"406"	"Mt Levi Full Gospel"						
"MS"	2004	"MADISON"	3	74	25	"089-315"	"315"	"Highland Colony Bapt"						
"MS"	2004	"MADISON"	2	27	21	"089-523"	"523"	"Luther Branson"						
"MS"	2004	"MADISON"	2	57	21	"089-418"	"418"	"Baptist Family Life"						
"MS"	2004	"MADISON"	3	58	20	"089-209"	"209"	"Madison 1"						
"MS"	2004	"MADISON"	3	58	20	"089-210"	"210"	"Madison 2"						
"MS"	2004	"MADISON"	3	58	20	"089-207"	"207"	"Madison 3"						
"MS"	2004	"MADISON"	2	57	21	"089-414"	"414"	"Magnolia Hts"						
"MS"	2004	"MADISON"	2	57	21	"089-417"	"417"	"New Industrial Park"						
"MS"	2004	"MADISON"	3	58	20	"089-106"	"106"	"Northbay"						
"MS"	2004	"MADISON"	2	56	25	"089-316"	"316"	"Parkway"						
"MS"	2004	"MADISON"	3	65	25	"089-312"	"312"	"Ridgeland 1"						
"MS"	2004	"MADISON"	3	58	25	"089-111"	"111"	"Ridgeland 4"						
"MS"	2004	"MADISON"	3	64	25	"089-107"	"107"	"Ridgeland Rec"						
"MS"	2004	"MADISON"	3	74	25	"089-310"	"310"	"Ridgeland 1st Meth"						
"MS"	2004	"MADISON"	2	27	21	"089-520"	"520"	"Sharon"						
"MS"	2004	"MADISON"	3	56	21	"089-413"	"413"	"Smith School"						
"MS"	2004	"MADISON"	3	74	25	"089-113"	"113"	"Sunnybrook"						
"MS"	2004	"MADISON"	2	72	25	"089-313"	"313"	"Tougaloo"						
"MS"	2004	"MADISON"	3	58	20	"089-105"	"105"	"Trace Harbor"						
"MS"	2004	"MADISON"	3	58	25	"089-208"	"208"	"Trace Ridge Baptist"						
"MS"	2004	"MADISON"	3	56	26	"089-311"	"311"	"Twin Lakes Baptist"						
"MS"	2004	"MADISON"	3	58	20	"089-109"	"109"	"Victory Baptist"						
"MS"	2004	"MADISON"	3	58	25	"089-214"	"214"	"Victory Christian"						
"MS"	2004	"MADISON"	2	57	21	"089-415"	"415"	"Virilia"						
"MS"	2004	"MADISON"	3	56	25	"089-325"	"325"	"Whisper Lane"						
"MS"	2004	"MADISON"	3	74	25	"089-112"	"112"	"Yandell Baptist"						
"MS"	2004	"MADISON"	3	74	21	"089-526"	"526"	"Pleas Gift Baptist"						
"MS"	2004	"MADISON"	3											
"MS"	2004	"MADISON"	3											
"MS"	2004	"MADISON"	3											
"MS"	2004	"MADISON"	3											
"MS"	2004	"MADISON"	2											
"MS"	2004	"MARION"	4	99	40	"091-402"	"402"	"Balls Mills"						
"MS"	2004	"MARION"	3	100	41	"091-202"	"202"	"Carley"						
"MS"	2004	"MARION"	3	100	41	"091-203"	"203"	"Cedar Grove"						
"MS"	2004	"MARION"	4	100	40	"091-304"	"304"	"City Hall"						
"MS"	2004	"MARION"	4	100	40	"091-401"	"401"	"Courthouse"						
"MS"	2004	"MARION"	3	100	40	"091-306"	"306"	"Darbun"						
"MS"	2004	"MARION"	4	100	40	"091-503"	"503"	"E Columbia"						
"MS"	2004	"MARION"	3	99	40	"091-301"	"301"	"Foxworth"						
"MS"	2004	"MARION"	3	100	40	"091-204"	"204"	"Goss"						
"MS"	2004	"MARION"	4	100	40	"091-504"	"504"	"Hub"						
"MS"	2004	"MARION"	4	100	40	"091-502"	"502"	"Jefferson School"						
"MS"	2004	"MARION"	3	99	40	"091-403"	"403"	"Kokomo"						
"MS"	2004	"MARION"	3	99	40	"091-302"	"302"	"Morgantown"						
"MS"	2004	"MARION"	4	100	41	"091-102"	"102"	"Morris"						
"MS"	2004	"MARION"	4	100	40	"091-101"	"101"	"National Guard"						
"MS"	2004	"MARION"	4	99	40	"091-505"	"505"	"Pine Burr"						
"MS"	2004	"MARION"	3	99	40	"091-404"	"404"	"Pittman"						
"MS"	2004	"MARION"	4	100	40	"091-201"	"201"	"Popetown"						
"MS"	2004	"MARION"	4	99	40	"091-405"	"405"	"Sandy Hook"						
"MS"	2004	"MARION"	4	100	40	"091-501"	"501"	"S Columbia"						
"MS"	2004	"MARION"	3	99	40	"091-303"	"303"	"Stovall"						
"MS"	2004	"MARION"	4	100	40	"091-104"	"104"	"Union"						
"MS"	2004	"MARION"	3	100	40	"091-305"	"305"	"White Bluff"						
"MS"	2004	"MARSHALL"	1	5	2	"093-1NHS"	"1NHS"	"Holly Sprs N 1"						
"MS"	2004	"MARSHALL"	1	13	2	"093-1RBK"	"1RBK"	"Red Hook 1"						
"MS"	2004	"MARSHALL"	1	5	2	"093-1WHS"	"1WHS"	"Holly Sprs W 1"						
"MS"	2004	"MARSHALL"	1	13	2	"093-2EGR"	"2EGR"	"Early Grove 2"						
"MS"	2004	"MARSHALL"	1	5	2	"093-2HUD"	"2HUD"	"Hudsonville 2"						
"MS"	2004	"MARSHALL"	1	13	2	"093-2MPL"	"2MPL"	"Mt Pleasant 2"						
"MS"	2004	"MARSHALL"	1	13	2	"093-2CAY"	"2CAY"	"Cayce N 2"						
"MS"	2004	"MARSHALL"	1	5	2	"093-2NHS"	"2NHS"	"Holly Sprs N 2"						
"MS"	2004	"MARSHALL"	1	5	2	"093-2SLA"	"2SLA"	"Slayden 2"						
"MS"	2004	"MARSHALL"	1	52	2	"093-3BAR"	"3BAR"	"Barton 3"						
"MS"	2004	"MARSHALL"	1	5	2	"093-3BYH"	"3BYH"	"Byhalia 3"						
"MS"	2004	"MARSHALL"	1	52	2	"093-3CAY"	"3CAY"	"Cayce 3"						
"MS"	2004	"MARSHALL"	1	5	2	"093-4CHU"	"4CHU"	"Chulahoma 4"						
"MS"	2004	"MARSHALL"	1	5	2	"093-4LAH"	"4LAH"	"Laws Hill 4"						
"MS"	2004	"MARSHALL"	1	5	2	"093-4MAR"	"4-Mar"	"Marianna 4"						
"MS"	2004	"MARSHALL"	1	5	2	"093-4VIC"	"4VIC"	"Victoria 4"						
"MS"	2004	"MARSHALL"	1	5	2	"093-4WHL"	"4WHL"	"Wall Hill 4"						
"MS"	2004	"MARSHALL"	1	5	2	"093-4WAR"	"4WAR"	"Warsaw 4"						
"MS"	2004	"MARSHALL"	1	5	2	"093-4WAT"	"4WAT"	"Watson 4"						
"MS"	2004	"MARSHALL"	1	13	2	"093-5BTH"	"5BTH"	"Bethlehem 5"						
"MS"	2004	"MARSHALL"	1	13	2	"093-5COR"	"5COR"	"Cornersville 5"						
"MS"	2004	"MARSHALL"	1	13	2	"093-5PTC"	"5PTC"	"Potts Camp 5"						
"MS"	2004	"MARSHALL"	1	5	2	"093-5SHS"	"5SHS"	"Holly Sprs S 5"						
"MS"	2004	"MARSHALL"	1	13	2	"093-5WFD"	"5WFD"	"Waterford 5"						
"MS"	2004	"MONROE"	1	20	7	"095-3F1"	"3F1"	"Aberdeen 3 301"						
"MS"	2004	"MONROE"	1	20	7	"095-1F1"	"1F1"	"Armory First 101"						
"MS"	2004	"MONROE"	1	20	7	"095-2F1"	"2F1"	"Armory Second 201"						
"MS"	2004	"MONROE"	1	20	7	"095-5F1"	"5F1"	"Armory 5 501"						
"MS"	2004	"MONROE"	1	20	7	"095-3F2"	"3F2"	"Athens 302"						
"MS"	2004	"MONROE"	1	20	7	"095-3F3"	"3F3"	"Bartahatchie 303"						
"MS"	2004	"MONROE"	1	20	7	"095-2F2"	"2F2"	"Becker 202"						
"MS"	2004	"MONROE"	1	21	7	"095-1F2"	"1F2"	"Bigbee 102"						
"MS"	2004	"MONROE"	1	21	7	"095-1F3"	"1F3"	"Boyds 103"						
"MS"	2004	"MONROE"	1	36	7	"095-5F2"	"5F2"	"Central Grove 502"						
"MS"	2004	"MONROE"	1	20	7	"095-4F3"	"4F3"	"Darracott 403"						
"MS"	2004	"MONROE"	1	36	7	"095-4F4"	"4F4"	"Gibson 404"						
"MS"	2004	"MONROE"	1	20	7	"095-2F3"	"2F3"	"Greenwood Sprs 203"						
"MS"	2004	"MONROE"	1	20	7	"095-3F4"	"3F4"	"Hamilton 304"						
"MS"	2004	"MONROE"	1	20	7	"095-1F4"	"1F4"	"Hatley 104"						
"MS"	2004	"MONROE"	1	20	7	"095-3F5"	"3F5"	"Lackey 305"						
"MS"	2004	"MONROE"	1	21	7	"095-5F3"	"5F3"	"Nettleton 503"						
"MS"	2004	"MONROE"	1	21	7	"095-4F1"	"4F1"	"Aberdeen N 401"						
"MS"	2004	"MONROE"	1	20	7	"095-1F5"	"1F5"	"Parham 105"						
"MS"	2004	"MONROE"	1	36	7	"095-4F5"	"4F5"	"Prairie 405"						
"MS"	2004	"MONROE"	1	21	7	"095-1F6"	"1F6"	"Smithville 106"						
"MS"	2004	"MONROE"	1	36	7	"095-4F2"	"4F2"	"Aberdeen S 402"						
"MS"	2004	"MONROE"	1	20	7	"095-2F4"	"2F4"	"Williams 204"						
"MS"	2004	"MONROE"	1	21	7	"095-5F4"	"5F4"	"Willis 504"						
"MS"	2004	"MONROE"	1	21	7	"095-5F5"	"5F5"	"Wren 505"						
"MS"	2004	"MONTGOMERY"	2	46	15	"097-ALV"	"ALV"	"Alva"						
"MS"	2004	"MONTGOMERY"	2	46	14	"097-DH1"	"DH1"	"Duck Hill 1"						
"MS"	2004	"MONTGOMERY"	2	46	14	"097-DH2"	"DH2"	"Duck Hill 2"						
"MS"	2004	"MONTGOMERY"	2	34	14	"097-EW1"	"EW1"	"Winona E 1"						
"MS"	2004	"MONTGOMERY"	2	34	14	"097-EW2"	"EW2"	"Winona E 2"						
"MS"	2004	"MONTGOMERY"	2	46	15	"097-KL1"	"KL1"	"Kilmichael 1"						
"MS"	2004	"MONTGOMERY"	2	46	15	"097-KL2"	"KL2"	"Kilmichael 2"						
"MS"	2004	"MONTGOMERY"	2	46	15	"097-LOD"	"LOD"	"Lodi"						
"MS"	2004	"MONTGOMERY"	2	46	15	"097-MTP"	"MTP"	"Mt Pisgah"						
"MS"	2004	"MONTGOMERY"	2	46	15	"097-NAT"	"NAT"	"Nations"						
"MS"	2004	"MONTGOMERY"	2	46	15	"097-NDH"	"NDH"	"N Duck Hill N"						
"MS"	2004	"MONTGOMERY"	2	46	15	"097-NKL"	"NKL"	"N Kilmichael N"						
"MS"	2004	"MONTGOMERY"	2	46	15	"097-NMPS"	"NMPS"	"N Mt Pisgah Sweethome"						
"MS"	2004	"MONTGOMERY"	2	46	14	"097-NW1"	"NW1"	"Winona N 1"						
"MS"	2004	"MONTGOMERY"	2	46	14	"097-NW2"	"NW2"	"Winona N 2"						
"MS"	2004	"MONTGOMERY"	2	46	14	"097-NW3"	"NW3"	"Winona N 3"						
"MS"	2004	"MONTGOMERY"	2	46	15	"097-PPC"	"PPC"	"Poplar"						
"MS"	2004	"MONTGOMERY"	2	34	14	"097-SW1"	"SW1"	"Winona S 1"						
"MS"	2004	"MONTGOMERY"	2	46	14	"097-SW2"	"SW2"	"Winona S 2"						
"MS"	2004	"MONTGOMERY"	2	34	14	"097-SW3"	"SW3"	"Winona S 3"						
"MS"	2004	"MONTGOMERY"	2	34	14	"097-SEW"	"SEW"	"SE Winona"						
"MS"	2004	"MONTGOMERY"	2	46	15	"097-STW"	"STW"	"Stewart"						
"MS"	2004	"MONTGOMERY"	2	46	14	"097-WW1"	"WW1"	"Winona W 1"						
"MS"	2004	"MONTGOMERY"	2	46	14	"097-WW2"	"WW2"	"Winona W 2"						
"MS"	2004	"NESHOBA"	3	44	18	"099-10"	"10"	"Arlington"						
"MS"	2004	"NESHOBA"	3	44	18	"099-20"	"20"	"Bogue Chitto"						
"MS"	2004	"NESHOBA"	3	44	18	"099-50"	"50"	"Burnside"						
"MS"	2004	"NESHOBA"	3	44	18	"099-21"	"21"	"Center"						
"MS"	2004	"NESHOBA"	3	44	18	"099-11"	"11"	"Philadelphia Central"						
"MS"	2004	"NESHOBA"	3	78	18	"099-31"	"31"	"County Line"						
"MS"	2004	"NESHOBA"	3	44	18	"099-40"	"40"	"Deemer"						
"MS"	2004	"NESHOBA"	3	78	18	"099-41"	"41"	"Dixon"						
"MS"	2004	"NESHOBA"	3	44	18	"099-51"	"51"	"Neshoba E"						
"MS"	2004	"NESHOBA"	3	78	18	"099-12"	"12"	"Fairview"						
"MS"	2004	"NESHOBA"	3	44	18	"099-23"	"23"	"Forestdale"						
"MS"	2004	"NESHOBA"	3	44	18	"099-13"	"13"	"Fork"						
"MS"	2004	"NESHOBA"	3	44	18	"099-52"	"52"	"Pusky"						
"MS"	2004	"NESHOBA"	3	78	18	"099-42"	"42"	"Hays"						
"MS"	2004	"NESHOBA"	3	44	18	"099-33"	"33"	"Herbert"						
"MS"	2004	"NESHOBA"	3	44	18	"099-43"	"43"	"Hope"						
"MS"	2004	"NESHOBA"	3	44	18	"099-34"	"34"	"House"						
"MS"	2004	"NESHOBA"	3	78	18	"099-44"	"44"	"McDonald"						
"MS"	2004	"NESHOBA"	3	78	18	"099-45"	"45"	"Neshoba"						
"MS"	2004	"NESHOBA"	3	44	18	"099-25"	"25"	"North Bend"						
"MS"	2004	"NESHOBA"	3	44	18	"099-26"	"26"	"Philadelphia NE"						
"MS"	2004	"NESHOBA"	3	44	18	"099-53"	"53"	"Philadelphia NW"						
"MS"	2004	"NESHOBA"	3	44	18	"099-14"	"14"	"Pearl River"						
"MS"	2004	"NESHOBA"	3	44	18	"099-35"	"35"	"Philadelphia SE"						
"MS"	2004	"NESHOBA"	3	44	18	"099-15"	"15"	"Tucker 1"						
"MS"	2004	"NESHOBA"	3	44	18	"099-37"	"37"	"Tucker 3"						
"MS"	2004	"NESHOBA"	3	44	18	"099-17"	"17"	"Zephyrhills"						
"MS"	2004	"NEWTON"	3	78	31	"101-CHAPEL"	"CHAPEL"	"Chapel Hill"						
"MS"	2004	"NEWTON"	3	84	31	"101-CHUNKY"	"CHUNKY"	"Chunky"						
"MS"	2004	"NEWTON"	3	78	31	"101-CONEHAT"	"CONEHAT"	"Conehatta"						
"MS"	2004	"NEWTON"	3	78	31	"101-DEC #1"	"DEC #1"	"Decatur 1"						
"MS"	2004	"NEWTON"	3	78	31	"101-DEC 1A"	"DEC 1A"	"Decatur 1a"						
"MS"	2004	"NEWTON"	3	78	31	"101-DUFFEE"	"DUFFEE"	"Duffee"						
"MS"	2004	"NEWTON"	3	78	31	"101-HAZEL"	"HAZEL"	"Hazel"						
"MS"	2004	"NEWTON"	3	78	31	"101-HICKORY"	"HICKORY"	"Hickory"						
"MS"	2004	"NEWTON"	3	87	31	"101-LAWRENC"	"LAWRENC"	"Lawrence"						
"MS"	2004	"NEWTON"	3	87	31	"101-LIBERTY"	"LIBERTY"	"Liberty"						
"MS"	2004	"NEWTON"	3	78	31	"101-LR"	"LR"	"Little Rock"						
"MS"	2004	"NEWTON"	3	78	31	"101-NEWT #1"	"NEWT #1"	"Newton 1"						
"MS"	2004	"NEWTON"	3	87	31	"101-NEWT 4"	"NEWT 4"	"Newton 4"						
"MS"	2004	"NEWTON"	3	87	31	"101-NEWT #5"	"NEWT #5"	"Newton 5"						
"MS"	2004	"NEWTON"	3	78	31	"101-PROSPEC"	"PROSPEC"	"Prospect"						
"MS"	2004	"NEWTON"	3	78	31	"101-SCANLAN"	"SCANLAN"	"Scanlan"						
"MS"	2004	"NEWTON"	3	78	31	"101-UNION 1"	"UNION 1"	"Union 1"						
"MS"	2004	"NEWTON"	3	78	31	"101-UNION 2"	"UNION 2"	"Union 2"						
"MS"	2004	"NEWTON"	3	78	31	"101-UNION 3"	"UNION 3"	"Union 3"						
"MS"	2004	"NOXUBEE"	3	38	16	"103-1"	"1"	"Brooksvlle"						
"MS"	2004	"NOXUBEE"	3	42	16	"103-3"	"3"	"Cliftonville"						
"MS"	2004	"NOXUBEE"	3	42	32	"103-4"	"4"	"Dist 3 Central"						
"MS"	2004	"NOXUBEE"	3	42	32	"103-5"	"5"	"Earl Nash Gym"						
"MS"	2004	"NOXUBEE"	3	42	32	"103-6"	"6"	"Mashulaville"						
"MS"	2004	"NOXUBEE"	3	42	16	"103-7"	"7"	"Prairie Point"						
"MS"	2004	"NOXUBEE"	3	42	32	"103-2"	"2"	"Savannah"						
"MS"	2004	"NOXUBEE"	3	42	32	"103-8"	"8"	"Shuqualak"						
"MS"	2004	"NOXUBEE"	3	43	32	"103-9"	"9"	"Summerville"						
"MS"	2004	"NOXUBEE"	3	38	32	"103-11"	"11"	"Vo-Tech"						
"MS"	2004	"NOXUBEE"	3											
"MS"	2004	"NOXUBEE"	3											
"MS"	2004	"NOXUBEE"	3											
"MS"	2004	"NOXUBEE"	3											
"MS"	2004	"OKTIBBEHA"	3	38	16	"105-BS"	"BS"	"Bell Schoolhouse"						
"MS"	2004	"OKTIBBEHA"	3	23	15	"105-CA"	"CA"	"Center Grove"						
"MS"	2004	"OKTIBBEHA"	3	38	16	"105-CE"	"CE"	"Starkville Central"						
"MS"	2004	"OKTIBBEHA"	3	35	15	"105-CB"	"CB"	"Craig Springs"						
"MS"	2004	"OKTIBBEHA"	3	37	15	"105-ES"	"ES"	"Starkville E"						
"MS"	2004	"OKTIBBEHA"	3	37	16	"105-GE"	"GE"	"Gillespie"						
"MS"	2004	"OKTIBBEHA"	3	38	16	"105-HE"	"HE"	"Hickory Grove"						
"MS"	2004	"OKTIBBEHA"	3	23	15	"105-MA"	"MA"	"Maben"						
"MS"	2004	"OKTIBBEHA"	3	35	15	"105-NL"	"NL"	"North Longview"						
"MS"	2004	"OKTIBBEHA"	3	38	16	"105-N2"	"N2"	"Starkville N 2"						
"MS"	2004	"OKTIBBEHA"	3	37	16	"105-N3"	"N3"	"Starkville N 3"						
"MS"	2004	"OKTIBBEHA"	3	37	15	"105-NE"	"NE"	"Starkville NE"						
"MS"	2004	"OKTIBBEHA"	3	38	16	"105-OK"	"OK"	"Octoc"						
"MS"	2004	"OKTIBBEHA"	3	38	16	"105-OS"	"OS"	"Osborn"						
"MS"	2004	"OKTIBBEHA"	3	35	15	"105-SD"	"SD"	"Seif Creek"						
"MS"	2004	"OKTIBBEHA"	3	38	16	"105-SM"	"SM"	"Sessums"						
"MS"	2004	"OKTIBBEHA"	3	23	15	"105-SA"	"SA"	"South Adaton"						
"MS"	2004	"OKTIBBEHA"	3	35	15	"105-SL"	"SL"	"South Longview"						
"MS"	2004	"OKTIBBEHA"	3	37	15	"105-SS"	"SS"	"Starkville S"						
"MS"	2004	"OKTIBBEHA"	3	35	15	"105-SB"	"SB"	"Sturgis"						
"MS"	2004	"OKTIBBEHA"	3	23	15	"105-WS"	"WS"	"Starkville W"						
"MS"	2004	"PANOLA"	1	10	10	"107-313"	"313"	"Batesville 3"						
"MS"	2004	"PANOLA"	1	10	10	"107-105"	"105"	"Cold Springs"						
"MS"	2004	"PANOLA"	1	10	10	"107-422"	"422"	"Cole's Point"						
"MS"	2004	"PANOLA"	1	11	10	"107-101"	"101"	"Como"						
"MS"	2004	"PANOLA"	1	11	10	"107-314"	"314"	"Courtland"						
"MS"	2004	"PANOLA"	1	9	10	"107-210"	"210"	"Crenshaw"						
"MS"	2004	"PANOLA"	1	11	10	"107-211"	"211"	"Curtis"						
"MS"	2004	"PANOLA"	1	10	10	"107-524"	"524"	"Batesville E"						
"MS"	2004	"PANOLA"	1	10	10	"107-418"	"418"	"Batesville E 4"						
"MS"	2004	"PANOLA"	1	10	10	"107-103"	"103"	"E Sardis"						
"MS"	2004	"PANOLA"	1	11	10	"107-527"	"527"	"Enon"						
"MS"	2004	"PANOLA"	1	10	10	"107-419"	"419"	"Eureka"						
"MS"	2004	"PANOLA"	1	9	10	"107-209"	"209"	"Longtown"						
"MS"	2004	"PANOLA"	1	11	10	"107-212"	"212"	"Macedonia"						
"MS"	2004	"PANOLA"	1	11	10	"107-525"	"525"	"Batesville N A"						
"MS"	2004	"PANOLA"	1	11	10	"107-526"	"526"	"Batesville N B"						
"MS"	2004	"PANOLA"	1	10	10	"107-420"	"420"	"North Springport"						
"MS"	2004	"PANOLA"	1	11	10	"107-208"	"208"	"Pleasant Grove"						
"MS"	2004	"PANOLA"	1	11	10	"107-102"	"102"	"Pleasant Mound"						
"MS"	2004	"PANOLA"	1	10	10	"107-315"	"315"	"Pope"						
"MS"	2004	"PANOLA"	1	11	10	"107-206"	"206"	"Sardis S"						
"MS"	2004	"PANOLA"	1	10	10	"107-421"	"421"	"South Springport"						
"MS"	2004	"PANOLA"	1	10	10	"107-316"	"316"	"Tocowa"						
"MS"	2004	"PANOLA"	1	11	10	"107-104"	"104"	"W Sardis"						
"MS"	2004	"PEARL RIVER"	4	106	47	"109-535"	"535"	"Anchor Lake 5"						
"MS"	2004	"PEARL RIVER"	4	106	40	"109-240"	"240"	"Buck Branch 2"						
"MS"	2004	"PEARL RIVER"	4	106	45	"109-260"	"260"	"Byrdline 2"						
"MS"	2004	"PEARL RIVER"	4	108	40	"109-520"	"520"	"Carriere 5"						
"MS"	2004	"PEARL RIVER"	4	106	47	"109-320"	"320"	"Caeser 3"						
"MS"	2004	"PEARL RIVER"	4	106	40	"109-130"	"130"	"Derby 1"						
"MS"	2004	"PEARL RIVER"	4	106	40	"109-250"	"250"	"Ford's Creek 2"						
"MS"	2004	"PEARL RIVER"	4	106	45	"109-390"	"390"	"Gumpond 3"						
"MS"	2004	"PEARL RIVER"	4	108	40	"109-280"	"280"	"Henleyfield 2"						
"MS"	2004	"PEARL RIVER"	4	106	45	"109-380"	"380"	"Hickory Grove 3"						
"MS"	2004	"PEARL RIVER"	4	108	40	"109-540"	"540"	"Hide-A-Way 5"						
"MS"	2004	"PEARL RIVER"	4	106	45	"109-395"	"395"	"Mcneill 3"						
"MS"	2004	"PEARL RIVER"	4	106	45	"109-510"	"510"	"Mcneill 5"						
"MS"	2004	"PEARL RIVER"	4	106	40	"109-210"	"210"	"Mill Creek 2"						
"MS"	2004	"PEARL RIVER"	4	108	40	"109-420"	"420"	"Nicholson 4"						
"MS"	2004	"PEARL RIVER"	4	106	45	"109-230"	"230"	"Oak Hill 2"						
"MS"	2004	"PEARL RIVER"	4	108	40	"109-310"	"310"	"Ozona 3"						
"MS"	2004	"PEARL RIVER"	4	108	40	"109-160"	"160"	"Picayune 1 Southside"						
