state	year	precinct	cd	g2008_REG_tv	g2008_USP_dv	g2008_USP_rv	g2008_USP_tv	g2008_USS_dv	g2008_USS_rv	g2008_USS_tv	g2008_USH_dv	g2008_USH_rv	g2008_USH_tv
"HI"	2008	"AB-92"	2	0	2687	992	3737				2625	791	3515
"HI"	2008	"AB-93"	2	0	172	72	245				191	38	233
"HI"	2008	"AB-94"	2	0	1062	323	1399				1043	235	1315
"HI"	2008	"AB-95"	2	0	2785	762	3586				2767	517	3365
"HI"	2008	"AB-96"	2	0	2274	773	3079				2174	645	2891
"HI"	2008	"AB-97"	2	0	894	377	1288				885	296	1221
"HI"	2008	"AB-98"	2	0	2710	1125	3884				2441	958	3545
"HI"	2008	"AB-99"	2	0	2482	758	3274				2265	653	3029
"HI"	2008	"Overseas 100"	1	0	372	76	459				313	61	389
"HI"	2008	"Overseas 101"	2	0	298	61	367				223	53	307
