state	year	county	precinct	g2004_USP_dv	g2004_USP_rv	g2004_USS_dv	g2004_USS_rv	g2004_USH_dv	g2004_USH_rv	g2004_STS_dv	g2004_STS_rv	g2004_STH_dv	g2004_STH_rv	ld	sd	cd	g2004_USP_tv	g2004_USS_tv	g2004_USH_tv	g2004_STS_tv	g2004_STH_tv
"IA"	2004	"Johnson"	"Absentee and Special Ballots HD 79"									385	146	79			0.0	0.0	0.0	0.0	532.0
"IA"	2004	"Johnson"	"Absentee and Special Ballots HD 89"									677	401	89			0.0	0.0	0.0	0.0	1078.0
"IA"	2004	"Johnson"	"Big Grove"	310	422	163	548	199	502							2	737.0	720.0	709.0	0.0	0.0
"IA"	2004	"Johnson"	"Cedar"	153	120	100	167	118	154							2	276.0	278.0	276.0	0.0	0.0
"IA"	2004	"Johnson"	"City Of Solon"	309	248	171	373	216	309							2	563.0	555.0	532.0	0.0	0.0
"IA"	2004	"Johnson"	"City Of Tiffin"	284	227	157	330	195	297			312	0	30		2	516.0	504.0	499.0	0.0	395.0
"IA"	2004	"Johnson"	"City Of University Heights"	149	133	94	173	100	161			183	0	77		2	284.0	276.0	269.0	0.0	222.0
"IA"	2004	"Johnson"	"Clear Creek"	47	63	22	78	30	70							2	111.0	103.0	102.0	0.0	0.0
"IA"	2004	"Johnson"	"Coralville 1"	505	203	327	337	347	320			502	0	30		2	719.0	699.0	688.0	0.0	605.0
"IA"	2004	"Johnson"	"Coralville 2"	469	458	263	621	281	587			590	0	30		2	939.0	909.0	887.0	0.0	701.0
"IA"	2004	"Johnson"	"Coralville 3"	212	135	129	208	142	188			209	0	30		2	354.0	348.0	338.0	0.0	276.0
"IA"	2004	"Johnson"	"Coralville 4"	487	255	283	399	324	361			481	0	30		2	751.0	724.0	711.0	0.0	602.0
"IA"	2004	"Johnson"	"Coralville 5"	445	343	236	508	280	463			487	0	30		2	795.0	777.0	764.0	0.0	619.0
"IA"	2004	"Johnson"	"Coralville 6"	482	550	268	722	286	707			630	0	30		2	1039.0	1010.0	1003.0	0.0	758.0
"IA"	2004	"Johnson"	"Fremont"	334	306	158	458	187	424			322	285	89		2	644.0	636.0	623.0	0.0	607.0
"IA"	2004	"Johnson"	"Graham"	120	86	51	147	60	137							2	210.0	207.0	201.0	0.0	0.0
"IA"	2004	"Johnson"	"Hardin"	138	106	69	164	83	149							2	246.0	239.0	234.0	0.0	0.0
"IA"	2004	"Johnson"	"Iowa City 1"	366	184	214	297	250	261			335	0	77		2	562.0	537.0	526.0	0.0	438.0
"IA"	2004	"Johnson"	"Iowa City 10"	407	159	266	235	270	246							2	576.0	540.0	537.0	0.0	0.0
"IA"	2004	"Johnson"	"Iowa City 11"	328	213	222	250	223	234			255	0	77		2	552.0	500.0	481.0	0.0	354.0
"IA"	2004	"Johnson"	"Iowa City 12"	608	334	363	522	406	477							2	952.0	932.0	915.0	0.0	0.0
"IA"	2004	"Johnson"	"Iowa City 13"	245	162	147	233	168	214			260	0	77		2	413.0	397.0	392.0	0.0	314.0
"IA"	2004	"Johnson"	"Iowa City 14"	564	313	343	474	374	438							2	888.0	852.0	836.0	0.0	0.0
"IA"	2004	"Johnson"	"Iowa City 15"	315	191	211	269	226	257							2	519.0	504.0	500.0	0.0	0.0
"IA"	2004	"Johnson"	"Iowa City 16"	368	415	201	547	228	530	4	2	4	2	79	40	2	787.0	764.0	761.0	6.0	6.0
"IA"	2004	"Johnson"	"Iowa City 17"	465	247	301	373	298	384							2	725.0	699.0	701.0	0.0	0.0
"IA"	2004	"Johnson"	"Iowa City 18"	488	145	342	233	377	224							2	645.0	629.0	619.0	0.0	0.0
"IA"	2004	"Johnson"	"Iowa City 19"	600	313	384	436	394	413			518	0	77		2	926.0	862.0	836.0	0.0	650.0
"IA"	2004	"Johnson"	"Iowa City 2"	262	227	155	302	173	285			296	0	77		2	497.0	475.0	467.0	0.0	357.0
"IA"	2004	"Johnson"	"Iowa City 20"	500	220	334	273	334	269			391	0	77		2	738.0	660.0	642.0	0.0	497.0
"IA"	2004	"Johnson"	"Iowa City 21"	544	186	370	282	381	276			472	0	77		2	744.0	711.0	687.0	0.0	587.0
"IA"	2004	"Johnson"	"Iowa City 22"	523	260	335	373	354	362							2	794.0	762.0	741.0	0.0	0.0
"IA"	2004	"Johnson"	"Iowa City 23"	303	156	196	240	194	246							2	466.0	453.0	451.0	0.0	0.0
"IA"	2004	"Johnson"	"Iowa City 24"	483	252	347	354	344	366							2	752.0	740.0	732.0	0.0	0.0
"IA"	2004	"Johnson"	"Iowa City 25"	438	337	266	491	284	461	13	4	14	3	79	40	2	782.0	769.0	755.0	17.0	17.0
"IA"	2004	"Johnson"	"Iowa City 3"	533	366	346	444	380	397			486	0	77		2	912.0	831.0	799.0	0.0	611.0
"IA"	2004	"Johnson"	"Iowa City 4"	483	222	328	334	326	352			473	0	77		2	717.0	695.0	692.0	0.0	569.0
"IA"	2004	"Johnson"	"Iowa City 5"	575	366	367	428	382	405			462	0	77		2	948.0	836.0	812.0	0.0	561.0
"IA"	2004	"Johnson"	"Iowa City 6"	365	288	224	393	240	389							2	663.0	649.0	643.0	0.0	0.0
"IA"	2004	"Johnson"	"Iowa City 7"	255	139	175	200	187	185			236	0	30		2	402.0	388.0	380.0	0.0	309.0
"IA"	2004	"Johnson"	"Iowa City 8"	460	413	260	558	292	532			511	0	30		2	884.0	849.0	845.0	0.0	650.0
"IA"	2004	"Johnson"	"Iowa City 9"	330	256	189	358	202	354			375	0	77		2	590.0	573.0	568.0	0.0	472.0
"IA"	2004	"Johnson"	"Jefferson East"	447	552	241	727	290	668							2	1012.0	991.0	978.0	0.0	0.0
"IA"	2004	"Johnson"	"Jefferson West"	349	410	174	571	213	528							2	764.0	753.0	746.0	0.0	0.0
"IA"	2004	"Johnson"	"Liberty With Hills"	267	172	159	261	184	229			248	157	89		2	441.0	435.0	423.0	0.0	405.0
"IA"	2004	"Johnson"	"Lincoln"	33	47	18	62	19	59	35	36	38	34	79	40	2	81.0	80.0	79.0	71.0	73.0
"IA"	2004	"Johnson"	"Madison"	89	108	42	149	49	137							2	198.0	195.0	191.0	0.0	0.0
"IA"	2004	"Johnson"	"Monroe"	126	122	73	170	86	153							2	248.0	245.0	242.0	0.0	0.0
"IA"	2004	"Johnson"	"Newport"	433	402	234	567	266	552							2	843.0	834.0	827.0	0.0	0.0
"IA"	2004	"Johnson"	"North Liberty 1"	738	679	387	951	475	863			800	0	30		2	1429.0	1388.0	1366.0	0.0	1037.0
"IA"	2004	"Johnson"	"North Liberty 2"	544	527	259	762	365	658			670	0	30		2	1078.0	1055.0	1044.0	0.0	857.0
"IA"	2004	"Johnson"	"Oxford"	304	264	179	367	214	329							2	582.0	566.0	558.0	0.0	0.0
"IA"	2004	"Johnson"	"Penn"	459	378	269	535	303	509			522	0	30		2	842.0	832.0	828.0	0.0	642.0
"IA"	2004	"Johnson"	"Pleasant Valley"	67	68	35	96	40	84			67	61	89		2	136.0	133.0	128.0	0.0	128.0
"IA"	2004	"Johnson"	"Scott"	312	267	162	393	189	365	277	257	308	239	79	40	2	586.0	575.0	567.0	537.0	549.0
"IA"	2004	"Johnson"	"Sharon"	96	159	46	193	58	182			75	163	89		2	258.0	247.0	244.0	0.0	239.0
"IA"	2004	"Johnson"	"Union"	139	126	82	180	101	157			133	115	89		2	269.0	266.0	263.0	0.0	249.0
"IA"	2004	"Johnson"	"Washington"	120	204	55	261	75	229			100	204	89		2	328.0	324.0	312.0	0.0	304.0
"IA"	2004	"Johnson"	"West Lucas"	239	148	152	213	178	186			231	136	89		2	399.0	388.0	382.0	0.0	367.0
"IA"	2004	"Johnson Total"		41939	22740	27571	33347	29787	31622	678	459	24467	1946				65492.0	63863.0	62846.0	1141.0	30671.0
"IA"	2004	"Jones"	"Absentee and Special Ballots"	1352	1085	799	1593	1093	1292	1199	1186	1354	1047	31	16	1	2456.0	2426.0	2417.0	2385.0	2403.0
"IA"	2004	"Jones"	"Anamosa 1 Cass"	394	388	193	572	317	457	385	381	404	372	31	16	1	789.0	781.0	785.0	766.0	776.0
"IA"	2004	"Jones"	"Anamosa 2 Fairview Jackson"	387	456	197	628	305	518	348	473	424	406	31	16	1	849.0	844.0	840.0	821.0	830.0
"IA"	2004	"Jones"	"Anamosa 3"	202	193	104	272	155	226	196	190	205	185	31	16	1	402.0	393.0	392.0	387.0	391.0
"IA"	2004	"Jones"	"Anamosa 4"	250	248	124	356	193	303	241	260	262	240	31	16	1	504.0	497.0	500.0	501.0	502.0
"IA"	2004	"Jones"	"Castle Grove Lovell"	299	338	118	504	216	409	274	351	385	252	31	16	1	641.0	634.0	632.0	625.0	637.0
"IA"	2004	"Jones"	"Center Junction Madison"	85	102	35	148	65	121	83	104	117	70	31	16	1	189.0	184.0	188.0	187.0	187.0
"IA"	2004	"Jones"	"Greenfield"	167	171	71	254	101	224	144	178	141	182	31	16	1	343.0	333.0	333.0	322.0	323.0
"IA"	2004	"Jones"	"Monticello 1"	197	164	98	260	140	211	177	181	257	109	31	16	1	366.0	363.0	360.0	358.0	366.0
"IA"	2004	"Jones"	"Monticello 2"	185	182	81	273	135	231	188	176	232	138	31	16	1	370.0	363.0	370.0	364.0	371.0
"IA"	2004	"Jones"	"Monticello 3"	171	163	70	254	129	196	172	154	201	135	31	16	1	339.0	332.0	329.0	326.0	336.0
"IA"	2004	"Jones"	"Monticello 4"	154	162	70	243	107	210	135	181	190	132	31	16	1	319.0	316.0	319.0	317.0	322.0
"IA"	2004	"Jones"	"Onslow Clay"	75	105	33	144	56	124	75	108	91	93	31	16	1	180.0	180.0	183.0	183.0	184.0
"IA"	2004	"Jones"	"Oxford"	175	149	80	234	117	195	160	153	158	156	31	16	1	327.0	319.0	316.0	313.0	314.0
"IA"	2004	"Jones"	"Richland Washington"	221	267	111	376	186	296	208	282	241	247	31	16	1	490.0	489.0	487.0	490.0	488.0
"IA"	2004	"Jones"	"Rome Hale"	337	242	159	414	222	344	329	248	353	220	31	16	1	585.0	585.0	580.0	577.0	573.0
"IA"	2004	"Jones"	"Wayne Scotch Grove"	199	270	77	383	138	319	189	270	276	188	31	16	1	472.0	470.0	466.0	460.0	464.0
"IA"	2004	"Jones"	"Wyoming"	204	149	84	265	133	213	175	174	202	147	31	16	1	357.0	354.0	350.0	349.0	349.0
"IA"	2004	"Jones Total"		5054	4834	2504	7173	3808	5889	4678	5050	5493	4319				9978.0	9863.0	9847.0	9731.0	9816.0
"IA"	2004	"Keokuk"	"Absentee and Special Ballots"	718	688	358	1031	847	535	773	601	486	898	76	38	3	1424.0	1406.0	1383.0	1378.0	1386.0
"IA"	2004	"Keokuk"	"Adams"	88	126	31	181	105	103	108	102	61	147	76	38	3	218.0	216.0	209.0	210.0	208.0
"IA"	2004	"Keokuk"	"Benton Steady Run"	199	279	94	368	264	205	204	256	160	302	76	38	3	481.0	475.0	470.0	461.0	463.0
"IA"	2004	"Keokuk"	"East Lafayette"	160	254	63	347	195	197	181	208	114	286	76	38	3	418.0	415.0	393.0	390.0	402.0
"IA"	2004	"Keokuk"	"East West Lancaster"	47	81	17	111	73	52	57	67	23	103	76	38	3	131.0	128.0	125.0	124.0	126.0
"IA"	2004	"Keokuk"	"English River Liberty"	165	214	77	299	187	171	172	193	109	258	76	38	3	388.0	382.0	359.0	366.0	367.0
"IA"	2004	"Keokuk"	"Jackson"	57	109	23	137	94	67	70	84	36	120	76	38	3	166.0	162.0	161.0	154.0	156.0
"IA"	2004	"Keokuk"	"Lafayette Clear Creek"	87	118	41	160	120	70	110	78	61	138	76	38	3	205.0	203.0	190.0	188.0	199.0
"IA"	2004	"Keokuk"	"Prairie"	56	109	24	141	80	85	80	83	46	116	76	38	3	167.0	166.0	165.0	163.0	162.0
"IA"	2004	"Keokuk"	"Richland"	125	219	54	285	154	180	136	198	76	247	76	38	3	347.0	343.0	334.0	334.0	323.0
"IA"	2004	"Keokuk"	"Sigourney 1"	61	108	19	145	84	78	80	82	39	125	76	38	3	171.0	168.0	162.0	162.0	164.0
"IA"	2004	"Keokuk"	"Sigourney 2"	48	109	14	138	82	69	66	84	37	114	76	38	3	158.0	155.0	151.0	150.0	151.0
"IA"	2004	"Keokuk"	"Sigourney 3"	57	95	12	138	82	64	75	70	37	110	76	38	3	154.0	150.0	146.0	145.0	147.0
"IA"	2004	"Keokuk"	"Sigourney 4"	69	136	24	180	100	102	106	92	49	150	76	38	3	206.0	206.0	202.0	198.0	199.0
"IA"	2004	"Keokuk"	"Sigourney Plank Van Buren"	130	184	48	268	177	134	149	163	80	231	76	38	3	321.0	321.0	313.0	313.0	313.0
"IA"	2004	"Keokuk"	"Warren"	77	108	35	146	107	64	103	75	55	117	76	38	3	186.0	183.0	172.0	178.0	172.0
"IA"	2004	"Keokuk"	"What Cheer Washington"	150	182	56	265	171	155	182	150	85	242	76	38	3	339.0	328.0	327.0	332.0	327.0
"IA"	2004	"Keokuk Total"		2294	3119	990	4340	2922	2331	2652	2586	1554	3704				5480.0	5407.0	5262.0	5246.0	5265.0
"IA"	2004	"Kossuth"	"Absentee and Special Ballots"	1193	1156	670	1632	888	1427	1272	1031		0		4	4	2363.0	2391.0	2315.0	2303.0	0.0
"IA"	2004	"Kossuth"	"Absentee and Special Ballots HD 7"									360	400	7			0.0	0.0	0.0	0.0	760.0
"IA"	2004	"Kossuth"	"Absentee and Special Ballots HD 8"									1235	0	8			0.0	0.0	0.0	0.0	1235.0
"IA"	2004	"Kossuth"	"Algona 1 Cresco"	348	387	161	550	230	478	434	289	594	0	8	4	4	740.0	720.0	708.0	723.0	594.0
"IA"	2004	"Kossuth"	"Algona 2"	282	324	115	484	189	405	380	224	526	0	8	4	4	607.0	604.0	594.0	604.0	526.0
"IA"	2004	"Kossuth"	"Algona 3"	187	275	72	386	127	325	261	202	393	0	8	4	4	465.0	460.0	452.0	463.0	393.0
"IA"	2004	"Kossuth"	"Algona 4 Cresco"	232	260	100	381	170	306	295	193	422	0	8	4	4	495.0	492.0	476.0	488.0	422.0
"IA"	2004	"Kossuth"	"Bancroft Ramsey"	237	173	76	343	113	301	235	184	197	206	7	4	4	416.0	420.0	414.0	419.0	403.0
"IA"	2004	"Kossuth"	"Buffalo German Wesley5"	192	315	77	424	131	371	231	270	19	292	7	4	4	508.0	508.0	502.0	501.0	311.0
"IA"	2004	"Kossuth"	"Burt"	150	158	76	227	106	198	185	121	161	141	7	4	4	311.0	305.0	304.0	306.0	302.0
"IA"	2004	"Kossuth"	"Cresco"	58	86	28	113	52	90	93	50	126	0	8	4	4	145.0	142.0	142.0	143.0	126.0
"IA"	2004	"Kossuth"	"Eagle Grant Harrison Swea"	181	321	81	420	118	375	236	262	188	306	7	4	4	511.0	510.0	493.0	498.0	494.0
"IA"	2004	"Kossuth"	"Fenton 1 Seneca"	81	139	35	180	51	164	118	96	89	110	7	4	4	222.0	218.0	215.0	214.0	199.0
"IA"	2004	"Kossuth"	"Fenton 2"	80	92	27	138	46	114	92	75	73	91	7	4	4	175.0	167.0	160.0	167.0	164.0
"IA"	2004	"Kossuth"	"Garfield Riverdale"	85	141	32	184	59	163	146	80	183	0	8	4	4	227.0	220.0	222.0	226.0	183.0
"IA"	2004	"Kossuth"	"Greenwood"	30	56	19	70	27	61	51	38	44	44	7	4	4	87.0	90.0	88.0	89.0	88.0
"IA"	2004	"Kossuth"	"Hebron Ledyard1 Lincoln"	102	188	57	232	85	202	123	165	102	182	7	4	4	296.0	294.0	287.0	288.0	284.0
"IA"	2004	"Kossuth"	"Irvington Prairie"	92	115	28	179	66	143	128	78	172	0	8	4	4	208.0	208.0	209.0	206.0	172.0
"IA"	2004	"Kossuth"	"Lotts Creek"	44	60	19	79	29	76	75	28	67	33	7	4	4	104.0	104.0	105.0	103.0	100.0
"IA"	2004	"Kossuth"	"Luverne Sherman"	121	144	39	230	82	185	153	118	209	0	8	4	4	268.0	270.0	267.0	271.0	209.0
"IA"	2004	"Kossuth"	"Plum Creek Union"	96	159	36	219	63	190	141	110	125	116	7	4	4	256.0	255.0	253.0	251.0	241.0
"IA"	2004	"Kossuth"	"Portland"	42	55	16	82	29	69	58	37	52	42	7	4	4	97.0	98.0	98.0	95.0	94.0
"IA"	2004	"Kossuth"	"Springfield Ledyard2"	75	78	47	108	66	88	86	67	73	78	7	4	4	159.0	155.0	154.0	153.0	151.0
"IA"	2004	"Kossuth"	"Wesley"	129	142	68	204	109	164	164	114	152	111	7	4	4	275.0	275.0	273.0	278.0	263.0
"IA"	2004	"Kossuth"	"Whittemore"	158	174	54	268	98	229	238	98	279	0	8	4	4	338.0	328.0	327.0	336.0	279.0
"IA"	2004	"Kossuth Total"		4195	4998	1933	7133	2934	6124	5195	3930	5841	2152				9273.0	9234.0	9058.0	9125.0	7993.0
"IA"	2004	"Lee"	"Absentee and Special Ballots"	4717	2282	3338	3416	3735	3012	4692	2318				46	2	7087.0	6979.0	6911.0	7012.0	0.0
"IA"	2004	"Lee"	"Absentee and Special Ballots HD 91"									0	909	91	46	2	0.0	0.0	0.0	0.0	927.0
"IA"	2004	"Lee"	"Absentee and Special Ballots HD 92"									3760	1842	92	46	2	0.0	0.0	0.0	0.0	5609.0
"IA"	2004	"Lee"	"Cedar Marion"	145	212	52	295	72	256	134	223	0	307	91	46	2	361.0	355.0	337.0	357.0	307.0
"IA"	2004	"Lee"	"Charleston Van Buren"	186	222	83	305	109	269	182	225	163	243	92	46	2	411.0	408.0	400.0	408.0	407.0
"IA"	2004	"Lee"	"Denmark"	164	167	101	215	117	199	179	153	0	235	91	46	2	334.0	325.0	320.0	332.0	238.0
"IA"	2004	"Lee"	"Des Moines"	136	121	90	152	109	136	140	116	107	149	92	46	2	259.0	253.0	252.0	256.0	256.0
"IA"	2004	"Lee"	"Fort Madison 1"	189	174	106	254	125	234	178	189	162	204	92	46	2	371.0	370.0	368.0	367.0	366.0
"IA"	2004	"Lee"	"Fort Madison 2"	289	244	180	336	199	312	286	255	257	277	92	46	2	541.0	540.0	529.0	541.0	535.0
"IA"	2004	"Lee"	"Fort Madison 3"	278	218	172	310	216	264	270	230	250	241	92	46	2	502.0	500.0	493.0	500.0	493.0
"IA"	2004	"Lee"	"Fort Madison 4a"	249	201	131	307	150	284	225	224	221	225	92	46	2	457.0	450.0	444.0	449.0	446.0
"IA"	2004	"Lee"	"Fort Madison 4b"	77	44	49	67	52	59	73	51	73	50	92	46	2	123.0	123.0	119.0	124.0	123.0
"IA"	2004	"Lee"	"Fort Madison 5/Madison Twp"	246	214	153	294	179	266	255	206	233	223	92	46	2	464.0	458.0	453.0	462.0	456.0
"IA"	2004	"Lee"	"Franklin Harrison"	39	117	15	139	22	131	41	115	0	140	91	46	2	157.0	156.0	153.0	156.0	140.0
"IA"	2004	"Lee"	"Franklin Pilot Grove"	245	267	133	363	144	352	229	283	0	408	91	46	2	516.0	511.0	504.0	512.0	411.0
"IA"	2004	"Lee"	"Green Bay"	94	147	63	174	64	162	107	136	0	180	91	46	2	243.0	239.0	230.0	243.0	180.0
"IA"	2004	"Lee"	"Jackson"	278	310	169	397	198	356	293	288	231	360	92	46	2	595.0	588.0	571.0	582.0	591.0
"IA"	2004	"Lee"	"Jefferson"	193	163	120	218	133	203	191	166	161	194	92	46	2	361.0	356.0	349.0	357.0	355.0
"IA"	2004	"Lee"	"Keokuk 1"	217	216	115	300	134	276	217	210	196	238	92	46	2	443.0	434.0	429.0	427.0	435.0
"IA"	2004	"Lee"	"Keokuk 2a"	71	53	42	73	49	69	71	51	59	64	92	46	2	125.0	124.0	123.0	122.0	123.0
"IA"	2004	"Lee"	"Keokuk 2b"	122	90	73	133	81	118	129	87	110	109	92	46	2	218.0	219.0	214.0	216.0	219.0
"IA"	2004	"Lee"	"Keokuk 3"	248	198	152	286	171	259	250	191	217	229	92	46	2	450.0	448.0	440.0	441.0	447.0
"IA"	2004	"Lee"	"Keokuk 4"	228	124	139	201	167	171	218	135	182	170	92	46	2	358.0	356.0	350.0	353.0	352.0
"IA"	2004	"Lee"	"Keokuk 5"	304	261	176	382	203	351	306	268	266	311	92	46	2	574.0	570.0	564.0	575.0	577.0
"IA"	2004	"Lee"	"Keokuk 6"	263	175	155	270	199	219	257	189	223	221	92	46	2	449.0	445.0	435.0	447.0	445.0
"IA"	2004	"Lee"	"Keokuk 7"	231	309	120	412	138	385	235	299	199	343	92	46	2	546.0	543.0	534.0	535.0	543.0
"IA"	2004	"Lee"	"Montrose"	325	313	203	413	230	369	340	312	252	399	92	46	2	654.0	652.0	649.0	652.0	652.0
"IA"	2004	"Lee"	"Pleasant Ridge West Point"	356	323	165	488	199	454	379	307	0	521	91	46	2	683.0	670.0	664.0	686.0	522.0
"IA"	2004	"Lee"	"Washington"	262	307	147	404	173	364	277	297	0	411	91	46	2	576.0	560.0	547.0	574.0	411.0
"IA"	2004	"Louisa"	"Concord Oakland"	139	140	86	187	90	179	197	0	70	213	87	44	2	281.0	282.0	277.0	200.0	283.0
"IA"	2004	"Louisa"	"Eliot"	113	139	64	194	81	173	171	0	84	176	87	44	2	254.0	259.0	255.0	171.0	260.0
"IA"	2004	"Louisa"	"Grandview North Port"	321	322	182	456	212	424	459	0	228	412	87	44	2	647.0	651.0	647.0	463.0	641.0
"IA"	2004	"Louisa"	"Morningsun Marshall"	240	297	126	404	153	382	379	0	151	391	87	44	2	541.0	537.0	541.0	384.0	542.0
"IA"	2004	"Louisa"	"Wapello City 1"	211	256	91	380	108	358	351	0	113	358	87	44	2	471.0	478.0	473.0	356.0	472.0
"IA"	2004	"Louisa"	"Wapello City 2"	118	130	53	193	64	185	200	0	67	184	87	44	2	256.0	254.0	254.0	200.0	251.0
"IA"	2004	"Louisa"	"Wapello Jefferson"	157	236	77	310	88	294	259	0	86	303	87	44	2	396.0	393.0	387.0	260.0	389.0
"IA"	2004	"Louisa"	"West Louisa"	225	374	86	506	118	471	384	0	111	492	87	44	2	606.0	607.0	599.0	386.0	604.0
"IA"	2004	"Louisa Total"		2297	2572	1259	3588	1449	3389	3460	0	1402	3489				4916.0	4941.0	4913.0	3490.0	4898.0
"IA"	2004	"Lucas"	"Absentee and Special Ballots"	643	734	387	972	742	625	485	874	469	890	72	36	3	1380.0	1370.0	1367.0	1359.0	1359.0
"IA"	2004	"Lucas"	"Chariton 1"	225	249	115	339	265	198	167	283	137	307	72	36	3	478.0	460.0	463.0	450.0	444.0
"IA"	2004	"Lucas"	"Chariton 2"	220	236	92	343	256	193	161	276	141	296	72	36	3	462.0	441.0	449.0	437.0	437.0
"IA"	2004	"Lucas"	"Chariton 3"	181	270	89	355	227	218	142	301	121	318	72	36	3	451.0	447.0	445.0	443.0	439.0
"IA"	2004	"Lucas"	"Derby"	88	110	40	156	122	76	70	114	69	118	72	36	3	200.0	197.0	199.0	184.0	187.0
"IA"	2004	"Lucas"	"Extension"	158	262	65	348	205	213	124	285	75	331	72	36	3	426.0	415.0	418.0	409.0	406.0
"IA"	2004	"Lucas"	"Lucas"	126	184	91	219	185	129	113	180	117	183	72	36	3	316.0	313.0	314.0	293.0	300.0
"IA"	2004	"Lucas"	"Russell"	189	299	98	376	251	227	150	315	147	321	72	36	3	491.0	480.0	478.0	465.0	468.0
"IA"	2004	"Lucas"	"Williamson"	157	199	75	273	201	156	109	222	105	228	72	36	3	367.0	357.0	357.0	331.0	333.0
"IA"	2004	"Lucas Total"		1987	2543	1052	3381	2454	2035	1521	2850	1381	2992				4571.0	4480.0	4490.0	4371.0	4373.0
"IA"	2004	"Lyon"	"Absentee and Special Ballots"	242	908	135	980	196	911	0	984	0	941	4	2	5	1159.0	1123.0	1107.0	987.0	944.0
"IA"	2004	"Lyon"	"Pct 1 George"	165	784	92	841	154	760	0	842	0	807	4	2	5	955.0	945.0	914.0	843.0	810.0
"IA"	2004	"Lyon"	"Pct 2 Doon"	58	579	28	605	54	566	0	576	0	561	4	2	5	637.0	635.0	620.0	576.0	562.0
"IA"	2004	"Lyon"	"Pct 3 Inwood"	100	372	65	395	92	364	0	405	0	388	4	2	5	478.0	466.0	456.0	406.0	388.0
"IA"	2004	"Lyon"	"Pct 4 Larchwood"	253	330	169	389	220	306	0	373	0	352	4	2	5	591.0	565.0	526.0	374.0	353.0
"IA"	2004	"Lyon"	"Pct 5 Lester"	58	360	32	381	49	351	0	364	0	344	4	2	5	420.0	414.0	400.0	365.0	344.0
"IA"	2004	"Lyon"	"Pct 6 Little Rock"	54	237	20	265	43	240	0	259	0	251	4	2	5	291.0	288.0	283.0	259.0	251.0
"IA"	2004	"Lyon"	"Pct 7 Rock Rapids"	182	459	106	528	152	470	0	540	0	488	4	2	5	652.0	642.0	622.0	541.0	489.0
"IA"	2004	"Lyon"	"Pct 8 Rock Rapids"	191	722	70	818	134	740	0	811	0	736	4	2	5	918.0	897.0	874.0	811.0	740.0
"IA"	2004	"Lyon Total"		1303	4751	717	5202	1094	4708	0	5154	0	4868				6101.0	5975.0	5802.0	5162.0	4881.0
"IA"	2004	"Madison"	"Absentee and Special Ballots"	1058	1201	621	1589	890	1326			775	1450	73		4	2280.0	2247.0	2218.0	0.0	2225.0
"IA"	2004	"Madison"	"Grand River Monroe Macksburg"	105	117	52	172	79	140			74	145	73		4	227.0	228.0	219.0	0.0	219.0
"IA"	2004	"Madison"	"Jackson Douglas"	111	189	57	237	97	197			85	212	73		4	308.0	301.0	294.0	0.0	297.0
"IA"	2004	"Madison"	"Jefferson Lee"	165	276	67	361	128	301			126	299	73		4	443.0	438.0	430.0	0.0	425.0
"IA"	2004	"Madison"	"Penn Madison Earlham"	344	591	161	761	249	666			197	723	73		4	941.0	933.0	915.0	0.0	920.0
"IA"	2004	"Madison"	"Scott South St Charles"	330	458	174	611	264	520			252	521	73		4	800.0	798.0	784.0	0.0	774.0
"IA"	2004	"Madison"	"Union Crawford"	238	217	143	303	198	252			191	263	73		4	460.0	461.0	451.0	0.0	454.0
"IA"	2004	"Madison"	"Walnut Ohio"	227	292	118	392	176	334			166	337	73		4	525.0	521.0	510.0	0.0	503.0
"IA"	2004	"Madison"	"Webster Lincoln"	106	188	64	229	89	194			76	218	73		4	298.0	298.0	283.0	0.0	294.0
"IA"	2004	"Madison"	"Winterset 1"	358	494	177	662	270	562			233	596	73		4	861.0	857.0	834.0	0.0	830.0
"IA"	2004	"Madison"	"Winterset 2"	338	515	144	690	264	575			213	630	73		4	861.0	853.0	839.0	0.0	843.0
"IA"	2004	"Madison Total"		3380	4538	1778	6007	2704	5067	0	0	2388	5394				8004.0	7935.0	7777.0	0.0	7784.0
"IA"	2004	"Mahaska"	"Absentee and Special Ballots (SD 36/HD 72)"	1657	2267	887	2967	2031	1852	331	668	364	647	36	72	3	3949.0	3897.0	3886.0	1001.0	1015.0
"IA"	2004	"Mahaska"	"Absentee and Special Ballots (SD 38/HD 75)"							1698	1104	1587	1215	38	75	3	0.0	0.0	0.0	2802.0	2804.0
"IA"	2004	"Mahaska"	"Adams"	21	103	10	111	48	74	34	87	31	90	38	75	3	124.0	122.0	122.0	121.0	121.0
"IA"	2004	"Mahaska"	"Black Oak Scott"	63	332	32	358	114	276	86	278	88	264	36	72	3	397.0	393.0	390.0	364.0	352.0
"IA"	2004	"Mahaska"	"Cedar"	136	252	72	312	196	187	161	214	159	222	38	75	3	395.0	387.0	383.0	375.0	381.0
"IA"	2004	"Mahaska"	"E W Des Moines Jefferson"	102	186	48	231	146	135	101	144	119	130	36	72	3	290.0	282.0	281.0	245.0	249.0
"IA"	2004	"Mahaska"	"Garfield"	114	249	42	312	150	202	110	216	119	198	36	72	3	366.0	359.0	352.0	326.0	317.0
"IA"	2004	"Mahaska"	"Harrison"	67	130	25	167	92	101	62	112	53	119	36	72	3	199.0	195.0	193.0	174.0	172.0
