state	year	town	ward	precinct	cd	g2008_USH_dv	g2008_USH_rv	g2008_USH_tv	g2008_USP_dv	g2008_USP_rv	g2008_USP_tv	g2008_USS_dv	g2008_USS_rv	g2008_USS_tv
"MA"	2008	"Scituate"		"3"	10	1302		1327	982	761	1775	961	729	1742
"MA"	2008	"Scituate"		"4"	10	1429		1446	980	915	1936	1005	840	1889
"MA"	2008	"Scituate"		"5"	10	1352		1365	953	785	1770	989	699	1728
"MA"	2008	"Scituate"		"6"	10	1328		1345	916	764	1718	963	664	1689
"MA"	2008	"Seekonk"		"1"	3	1421		1450	1027	800	1867	1158	557	1806
"MA"	2008	"Seekonk"		"2"	3	1448		1479	1045	839	1921	1198	605	1870
"MA"	2008	"Seekonk"		"3"	3	1389		1408	1034	734	1803	1185	491	1734
"MA"	2008	"Seekonk"		"4"	3	1289		1319	961	688	1697	1084	499	1647
"MA"	2008	"Sharon"		"1"	4	1430	377	1915	1337	622	1998	1421	451	1932
"MA"	2008	"Sharon"		"2"	4	1345	433	1886	1255	668	1962	1373	517	1916
"MA"	2008	"Sharon"		"3"	4	1427	426	1953	1369	610	2028	1442	501	1992
"MA"	2008	"Sharon"		"4"	4	1354	454	1902	1321	615	1989	1371	517	1933
"MA"	2008	"Sharon"		"5"	4	1318	506	1956	1340	664	2044	1375	554	1984
"MA"	2008	"Sheffield"		"1"	1	1421	397	1819	1378	452	1891	1383	374	1842
"MA"	2008	"Shelburne"		"1"	1	922	249	1171	916	246	1192	887	224	1164
"MA"	2008	"Sherborn"		"1"	4	1558	940	2596	1609	1029	2698	1561	1016	2639
"MA"	2008	"Shirley"		"1"	5	2291		2305	1609	1421	3125	1663	1290	3078
"MA"	2008	"Shrewsbury"		"1"	3	1546		1551	1085	898	2030	1124	818	1987
"MA"	2008	"Shrewsbury"		"2"	3	1401		1411	1077	678	1803	1124	587	1764
"MA"	2008	"Shrewsbury"		"3"	3	1196		1209	908	535	1496	963	455	1454
"MA"	2008	"Shrewsbury"		"4"	3	1611		1622	1149	844	2032	1236	714	1995
"MA"	2008	"Shrewsbury"		"5"	3	1445		1462	1119	734	1890	1114	684	1841
"MA"	2008	"Shrewsbury"		"6"	3	1432		1452	1139	709	1896	1184	615	1847
"MA"	2008	"Shrewsbury"		"7"	3	1623		1661	1159	1052	2252	1162	972	2183
"MA"	2008	"Shrewsbury"		"8"	3	1715		1731	1245	1047	2334	1324	915	2274
"MA"	2008	"Shrewsbury"		"9"	3	1514		1526	1119	799	1949	1141	723	1906
"MA"	2008	"Shutesbury"		"1"	1	1075	123	1198	1038	154	1220	1019	133	1204
"MA"	2008	"Somerset"		"1"	3	1666		1666	1326	805	2174	1470	571	2126
"MA"	2008	"Somerset"		"2"	3	1671		1671	1316	792	2150	1455	563	2092
"MA"	2008	"Somerset"		"3"	3	1591		1591	1333	646	2020	1409	490	1965
"MA"	2008	"Somerset"		"4"	3	1496		1496	1202	639	1870	1311	427	1810
"MA"	2008	"Somerset"		"5"	3	1521		1521	1191	655	1874	1322	437	1830
"MA"	2008	"Somerville"	"1"	"1"	8	844		851	744	213	983	771	153	950
"MA"	2008	"Somerville"	"1"	"2"	8	998		1014	883	269	1182	907	198	1143
"MA"	2008	"Somerville"	"1"	"3"	8	793		807	684	213	917	713	144	883
"MA"	2008	"Somerville"	"2"	"1"	8	1268		1282	1248	163	1444	1221	134	1410
"MA"	2008	"Somerville"	"2"	"2"	8	1535		1563	1503	196	1748	1462	170	1703
"MA"	2008	"Somerville"	"2"	"3"	8	1586		1611	1553	250	1858	1518	213	1809
"MA"	2008	"Somerville"	"3"	"1"	8	1402		1415	1335	217	1594	1292	188	1544
"MA"	2008	"Somerville"	"3"	"2"	8	1434		1449	1324	268	1632	1304	228	1589
"MA"	2008	"Somerville"	"3"	"3"	8	1560		1585	1521	243	1816	1486	226	1769
"MA"	2008	"Somerville"	"4"	"1"	8	917		932	796	260	1078	824	177	1036
"MA"	2008	"Somerville"	"4"	"2"	8	989		1007	924	201	1157	886	156	1103
"MA"	2008	"Somerville"	"4"	"3"	8	1140		1162	1016	274	1324	1020	209	1281
"MA"	2008	"Somerville"	"5"	"1"	8	1520		1540	1360	314	1727	1384	235	1672
"MA"	2008	"Somerville"	"5"	"2"	8	1420		1441	1314	272	1641	1301	245	1605
"MA"	2008	"Somerville"	"5"	"3"	8	1776		1796	1674	292	2016	1648	247	1967
"MA"	2008	"Somerville"	"6"	"1"	8	1856		1880	1822	260	2138	1771	249	2098
"MA"	2008	"Somerville"	"6"	"2"	8	1765		1795	1742	258	2052	1708	233	2007
"MA"	2008	"Somerville"	"6"	"3"	8	1020		1036	978	170	1181	961	149	1142
"MA"	2008	"Somerville"	"7"	"1"	8	1750		1780	1645	318	2024	1630	267	1973
"MA"	2008	"Somerville"	"7"	"2"	8	1406		1421	1355	252	1641	1319	218	1587
"MA"	2008	"Somerville"	"7"	"3"	8	1399		1411	1244	312	1609	1234	269	1568
"MA"	2008	"Southampton"		"1"	1	2141	1188	3330	1911	1416	3410	1919	1245	3337
"MA"	2008	"Southborough"		"1"	3	1439		1450	1169	822	2039	1186	767	2007
"MA"	2008	"Southborough"		"2"	3	1256		1276	983	794	1823	987	760	1789
"MA"	2008	"Southborough"		"3"	3	1303		1327	1049	763	1846	1054	700	1803
"MA"	2008	"Southbridge"		"1"	2	993		1015	821	434	1298	858	315	1229
"MA"	2008	"Southbridge"		"2"	2	920		940	792	362	1197	831	266	1142
"MA"	2008	"Southbridge"		"3"	2	1146		1166	947	565	1557	1022	394	1475
"MA"	2008	"Southbridge"		"4"	2	1413		1427	1131	711	1889	1176	589	1824
"MA"	2008	"Southbridge"		"5"	2	831		851	775	274	1068	756	202	1003
"MA"	2008	"Southwick"		"1"	1	980	791	1771	806	970	1824	837	864	1787
"MA"	2008	"Southwick"		"2"	1	785	450	1238	637	588	1270	691	473	1250
"MA"	2008	"Southwick"		"3"	1	992	728	1722	824	909	1773	905	749	1729
"MA"	2008	"Spencer"		"1"	2	1101		1112	724	676	1450	813	525	1413
"MA"	2008	"Spencer"		"2"	2	872		897	597	586	1217	671	457	1181
"MA"	2008	"Spencer"		"3"	2	1113		1127	718	734	1485	811	575	1445
"MA"	2008	"Spencer"		"4"	2	1114		1134	760	701	1495	843	566	1462
"MA"	2008	"Springfield"	"1"	"A"	2	560		564	643	35	681	566	29	612
"MA"	2008	"Springfield"	"1"	"B"	2	472		479	494	39	542	462	31	516
"MA"	2008	"Springfield"	"1"	"C"	2	349		357	399	39	445	354	25	399
"MA"	2008	"Springfield"	"1"	"D"	2	637		651	670	97	782	611	64	716
"MA"	2008	"Springfield"	"1"	"E"	2	365		366	392	40	440	355	26	398
"MA"	2008	"Springfield"	"1"	"F"	2	504		511	563	68	650	498	46	563
"MA"	2008	"Springfield"	"1"	"G"	2	561		577	590	69	671	532	64	634
"MA"	2008	"Springfield"	"1"	"H"	2	472		480	499	60	567	451	35	513
"MA"	2008	"Springfield"	"2"	"A"	2	654		667	613	137	763	599	80	726
"MA"	2008	"Springfield"	"2"	"B"	2	851		867	756	232	1007	741	189	964
"MA"	2008	"Springfield"	"2"	"C"	2	729		738	649	166	831	652	104	789
"MA"	2008	"Springfield"	"2"	"D"	2	814		823	693	235	946	716	150	914
"MA"	2008	"Springfield"	"2"	"E"	2	864		879	748	261	1029	745	192	995
"MA"	2008	"Springfield"	"2"	"F"	2	718		734	649	186	853	619	126	800
"MA"	2008	"Springfield"	"2"	"G"	2	917		928	721	338	1078	738	225	1044
"MA"	2008	"Springfield"	"2"	"H"	2	764		776	670	233	926	679	158	895
"MA"	2008	"Springfield"	"3"	"A"	2	443		447	477	70	553	423	52	503
"MA"	2008	"Springfield"	"3"	"B"	2	400		407	402	56	462	373	34	428
"MA"	2008	"Springfield"	"3"	"C"	2	313		314	319	55	381	291	42	350
"MA"	2008	"Springfield"	"3"	"D"	2	415		418	448	37	488	415	30	459
"MA"	2008	"Springfield"	"3"	"E"	2	446		456	476	57	537	433	34	496
"MA"	2008	"Springfield"	"3"	"F"	2	459		474	430	126	565	408	94	529
"MA"	2008	"Springfield"	"3"	"G"	2	387		388	396	69	472	375	43	432
"MA"	2008	"Springfield"	"3"	"H"	2	481		487	491	89	594	448	71	545
"MA"	2008	"Springfield"	"4"	"A"	2	639		652	676	63	747	628	59	715
"MA"	2008	"Springfield"	"4"	"B"	2	681		688	766	33	804	695	29	750
"MA"	2008	"Springfield"	"4"	"C"	2	579		582	627	30	661	578	25	624
"MA"	2008	"Springfield"	"4"	"D"	2	577		579	618	21	646	591	13	616
"MA"	2008	"Springfield"	"4"	"E"	2	565		570	595	28	632	554	21	594
"MA"	2008	"Springfield"	"4"	"F"	2	272		273	290	17	308	272	16	293
"MA"	2008	"Springfield"	"4"	"G"	2	730		733	766	43	817	724	20	772
"MA"	2008	"Springfield"	"4"	"H"	2	648		652	725	19	750	671	20	713
"MA"	2008	"Springfield"	"5"	"A"	2	653		657	673	59	738	647	41	707
"MA"	2008	"Springfield"	"5"	"B"	2	805		820	762	142	921	745	111	890
"MA"	2008	"Springfield"	"5"	"C"	2	711		720	630	205	858	639	126	811
"MA"	2008	"Springfield"	"5"	"D"	2	765		785	606	339	967	609	279	938
"MA"	2008	"Springfield"	"5"	"E"	2	1066		1077	991	223	1234	984	158	1194
"MA"	2008	"Springfield"	"5"	"F"	2	926		935	810	238	1071	814	183	1041
"MA"	2008	"Springfield"	"5"	"G"	2	904		923	700	404	1118	708	311	1097
"MA"	2008	"Springfield"	"5"	"H"	2	953		975	746	413	1188	758	307	1137
"MA"	2008	"Springfield"	"6"	"A"	2	446		463	422	122	554	402	90	525
"MA"	2008	"Springfield"	"6"	"B"	2	814		828	734	275	1029	716	211	976
"MA"	2008	"Springfield"	"6"	"C"	2	733		751	658	260	949	647	177	878
"MA"	2008	"Springfield"	"6"	"D"	2	871		885	708	369	1096	728	270	1061
"MA"	2008	"Springfield"	"6"	"E"	2	546		562	522	155	690	491	124	647
"MA"	2008	"Springfield"	"6"	"F"	2	626		635	568	165	746	574	115	718
"MA"	2008	"Springfield"	"6"	"G"	2	758		777	652	214	895	657	154	872
"MA"	2008	"Springfield"	"6"	"H"	2	754		775	592	342	964	632	245	928
"MA"	2008	"Springfield"	"7"	"A"	2	833		850	692	363	1085	691	285	1038
"MA"	2008	"Springfield"	"7"	"B"	2	1064		1083	846	460	1327	860	365	1287
"MA"	2008	"Springfield"	"7"	"C"	2	960		978	748	449	1221	769	357	1185
"MA"	2008	"Springfield"	"7"	"D"	2	875		892	687	379	1091	711	285	1046
"MA"	2008	"Springfield"	"7"	"E"	2	701		712	643	176	832	617	133	799
"MA"	2008	"Springfield"	"7"	"F"	2	929		953	717	416	1158	732	332	1124
"MA"	2008	"Springfield"	"7"	"G"	2	933		964	719	470	1213	725	379	1168
"MA"	2008	"Springfield"	"7"	"H"	2	520		522	425	186	618	419	140	596
"MA"	2008	"Springfield"	"8"	"A"	2	698		714	582	243	845	607	176	821
"MA"	2008	"Springfield"	"8"	"B"	2	743		755	684	188	886	662	130	854
"MA"	2008	"Springfield"	"8"	"C"	2	788		802	765	146	926	712	123	889
"MA"	2008	"Springfield"	"8"	"D"	2	515		526	499	116	630	477	84	596
"MA"	2008	"Springfield"	"8"	"E"	2	482		494	442	133	589	446	84	559
"MA"	2008	"Springfield"	"8"	"F"	2	752		765	630	236	884	656	151	863
"MA"	2008	"Springfield"	"8"	"G"	2	885		898	751	282	1054	760	189	1017
"MA"	2008	"Springfield"	"8"	"H"	2	651		665	661	115	783	619	89	728
"MA"	2008	"Sterling"		"1"	1	1067	969	2045	1024	1125	2208	1062	1018	2154
"MA"	2008	"Sterling"		"2"	1	1180	1110	2293	1135	1298	2491	1199	1158	2442
"MA"	2008	"Stockbridge"		"1"	1	987	206	1197	998	214	1246	989	203	1226
"MA"	2008	"Stoneham"		"1"	7	1162	373	1537	967	616	1618	1031	497	1575
"MA"	2008	"Stoneham"		"2"	7	1205	412	1619	981	709	1726	1080	540	1671
"MA"	2008	"Stoneham"		"3"	7	1305	517	1827	1038	860	1947	1162	677	1882
"MA"	2008	"Stoneham"		"4"	7	1069	486	1556	881	723	1637	961	606	1597
"MA"	2008	"Stoneham"		"5"	7	1149	526	1678	905	840	1775	1044	634	1733
"MA"	2008	"Stoneham"		"6"	7	1129	523	1654	897	828	1757	1016	648	1706
"MA"	2008	"Stoneham"		"7"	7	1124	396	1523	956	655	1640	1006	532	1582
"MA"	2008	"Stoughton"		"1"	9	1416		1434	1067	693	1803	1162	553	1754
"MA"	2008	"Stoughton"		"2"	9	1313		1344	990	660	1701	1069	543	1654
"MA"	2008	"Stoughton"		"3"	9	1335		1351	963	722	1713	1100	534	1666
"MA"	2008	"Stoughton"		"4"	9	1614		1639	1180	978	2215	1335	768	2143
"MA"	2008	"Stoughton"		"5"	9	1155		1175	849	599	1479	927	454	1422
"MA"	2008	"Stoughton"		"6"	9	1469		1486	1167	677	1892	1269	545	1852
"MA"	2008	"Stoughton"		"7"	9	1331		1348	1034	594	1676	1124	476	1638
"MA"	2008	"Stoughton"		"8"	9	831		842	665	373	1065	733	257	1024
"MA"	2008	"Stow"		"1"	5	2889		2928	2319	1592	4004	2322	1472	3925
"MA"	2008	"Sturbridge"		"1"	2	1847		1877	1342	1017	2427	1373	893	2375
"MA"	2008	"Sturbridge"		"2"	2	2040		2070	1396	1305	2770	1418	1191	2697
"MA"	2008	"Sudbury"		"1"	5	1544		1601	1321	854	2194	1324	786	2147
"MA"	2008	"Sudbury"		"2"	5	1453		1489	1264	656	1950	1257	613	1910
"MA"	2008	"Sudbury"		"3"	5	1423		1453	1249	761	2045	1249	718	1994
"MA"	2008	"Sudbury"		"4"	5	1532		1563	1364	644	2041	1346	621	2015
"MA"	2008	"Sudbury"		"5"	5	1492		1533	1304	698	2025	1285	667	1993
"MA"	2008	"Sunderland"		"1"	1	1505	315	1823	1433	383	1873	1400	348	1831
"MA"	2008	"Sutton"		"1"	2	1205		1231	824	952	1826	853	886	1789
"MA"	2008	"Sutton"		"2"	2	1190		1211	740	948	1739	828	815	1710
"MA"	2008	"Sutton"		"3"	2	1140		1172	798	836	1686	862	711	1637
"MA"	2008	"Swampscott"		"1"	6	1115	333	1449	946	534	1517	1032	427	1489
"MA"	2008	"Swampscott"		"2"	6	832	248	1080	702	395	1126	749	316	1097
"MA"	2008	"Swampscott"		"3"	6	928	305	1234	815	409	1267	868	345	1247
"MA"	2008	"Swampscott"		"4"	6	1014	301	1315	890	458	1375	909	393	1338
"MA"	2008	"Swampscott"		"5"	6	958	323	1282	813	490	1340	860	418	1309
"MA"	2008	"Swampscott"		"6"	6	1083	384	1467	937	558	1507	965	486	1481
"MA"	2008	"Swansea"		"1"	3	1366		1390	981	795	1820	1153	540	1761
"MA"	2008	"Swansea"		"2"	3	1272		1286	1002	616	1659	1099	460	1618
"MA"	2008	"Swansea"		"3"	3	1206		1225	898	604	1539	1058	387	1506
"MA"	2008	"Swansea"		"4"	3	1292		1307	979	693	1715	1116	493	1672
"MA"	2008	"Swansea"		"5"	3	1342		1367	1027	700	1768	1162	487	1717
"MA"	2008	"Taunton"	"1"	"A"	4	798	247	1136	755	445	1234	842	298	1175
"MA"	2008	"Taunton"	"1"	"B"	4	971	438	1539	904	690	1635	1023	510	1578
"MA"	2008	"Taunton"	"2"	"A"	4	558	128	733	535	216	773	573	142	745
"MA"	2008	"Taunton"	"2"	"B"	4	730	168	986	704	319	1061	767	203	1020
"MA"	2008	"Taunton"	"3"	"A"	4	856	245	1194	818	421	1268	873	304	1220
"MA"	2008	"Taunton"	"3"	"B"	4	1085	422	1654	1052	662	1761	1162	495	1703
"MA"	2008	"Taunton"	"4"	"A"	4	890	396	1401	795	637	1481	939	456	1439
"MA"	2008	"Taunton"	"4"	"B"	4	1011	436	1569	948	660	1653	1069	480	1612
"MA"	2008	"Taunton"	"5"	"A"	4	830	232	1140	784	413	1225	871	269	1183
"MA"	2008	"Taunton"	"5"	"B"	4	713	193	981	654	355	1038	718	234	997
"MA"	2008	"Taunton"	"6"	"A"	4	751	216	1056	735	359	1121	776	255	1078
"MA"	2008	"Taunton"	"6"	"B"	4	895	293	1297	862	463	1364	928	351	1324
"MA"	2008	"Taunton"	"7"	"A"	4	1019	383	1535	929	670	1634	1051	479	1587
"MA"	2008	"Taunton"	"7"	"B"	4	1084	573	1788	966	883	1905	1125	626	1819
"MA"	2008	"Taunton"	"8"	"A"	4	995	435	1548	857	751	1638	1024	525	1595
"MA"	2008	"Taunton"	"8"	"B"	4	1080	458	1654	945	733	1744	1066	573	1685
"MA"	2008	"Templeton"		"A"	1	1336	659	1995	1055	943	2070	1135	831	2039
"MA"	2008	"Templeton"		"B"	1	1114	466	1580	854	758	1656	954	598	1620
"MA"	2008	"Tewksbury"		"1"	5	1549		1597	993	1050	2090	1109	858	2041
"MA"	2008	"Tewksbury"		"1A"	5	1425		1455	917	880	1842	1024	704	1801
"MA"	2008	"Tewksbury"		"2"	5	1444		1474	893	902	1835	1065	680	1800
"MA"	2008	"Tewksbury"		"2A"	5	1392		1430	901	888	1834	1019	706	1779
"MA"	2008	"Tewksbury"		"3"	5	1641		1681	1087	1106	2240	1157	937	2168
"MA"	2008	"Tewksbury"		"3A"	5	1485		1526	946	1072	2055	1083	853	1995
"MA"	2008	"Tewksbury"		"4"	5	1381		1414	877	861	1779	1015	646	1726
"MA"	2008	"Tewksbury"		"4A"	5	1525		1560	1014	924	1984	1175	714	1947
"MA"	2008	"Tisbury"		"1"	10	1973		1991	1830	541	2420	1749	537	2370
"MA"	2008	"Tolland"		"1"	1	129	131	260	128	138	276	140	113	266
"MA"	2008	"Topsfield"		"1"	6	2059	1556	3619	1824	1837	3743	1858	1709	3655
"MA"	2008	"Townsend"		"1"	1	839	690	1532	713	877	1636	759	789	1605
"MA"	2008	"Townsend"		"2"	1	947	690	1643	839	865	1759	888	793	1733
"MA"	2008	"Townsend"		"3"	1	886	657	1545	774	830	1645	791	765	1617
"MA"	2008	"Truro"		"1"	10	1228		1231	1056	353	1441	1033	332	1410
"MA"	2008	"Tyngsborough"		"1"	5	1128		1136	718	759	1505	800	608	1465
"MA"	2008	"Tyngsborough"		"2"	5	1051		1076	691	697	1423	733	602	1379
"MA"	2008	"Tyngsborough"		"3"	5	1059		1087	707	714	1444	765	600	1412
"MA"	2008	"Tyngsborough"		"4"	5	1285		1328	839	915	1778	911	773	1730
"MA"	2008	"Tyringham"		"1"	1	192	68	260	194	79	275	194	66	266
"MA"	2008	"Upton"		"1"	2	2747		2773	2077	1927	4119	2176	1717	4034
"MA"	2008	"Uxbridge"		"1"	2	1144		1168	799	883	1733	859	784	1694
"MA"	2008	"Uxbridge"		"2"	2	1305		1329	981	854	1883	1048	732	1843
"MA"	2008	"Uxbridge"		"3"	2	1196		1222	859	948	1851	926	803	1797
"MA"	2008	"Uxbridge"		"4"	2	1179		1215	837	847	1730	909	732	1688
"MA"	2008	"W. Boylston"		"1"	3	1445		1467	987	869	1897	1048	760	1860
"MA"	2008	"W. Boylston"		"2"	3	1554		1580	1032	1022	2100	1108	886	2057
"MA"	2008	"W. Bridgewater"		"1"	9	1419		1440	832	1121	1998	962	891	1926
"MA"	2008	"W. Bridgewater"		"2"	9	1435		1455	869	1042	1969	1017	828	1900
"MA"	2008	"W. Brookfield"		"1"	1	1285	623	1910	1010	936	2017	1116	751	1976
"MA"	2008	"W. Newbury"		"1"	6	1482	1149	2634	1508	1202	2764	1509	1108	2697
"MA"	2008	"W. Springfield"		"1"	1	483	197	680	477	203	723	510	151	702
"MA"	2008	"W. Springfield"		"2"	1	586	273	860	575	272	882	596	204	862
"MA"	2008	"W. Springfield"		"3"	1	856	535	1391	821	579	1431	882	445	1388
"MA"	2008	"W. Springfield"		"4"	1	1007	587	1594	944	640	1636	1021	475	1585
"MA"	2008	"W. Springfield"		"5"	1	1121	932	2053	1117	925	2090	1179	759	2037
"MA"	2008	"W. Springfield"		"6"	1	990	827	1818	976	855	1876	1069	690	1826
"MA"	2008	"W. Springfield"		"7"	1	1083	1054	2137	1043	1122	2209	1112	943	2145
"MA"	2008	"W. Springfield"		"8"	1	829	505	1334	798	532	1368	878	394	1329
"MA"	2008	"W. Stockbridge"		"1"	1	720	141	861	720	152	895	709	123	878
"MA"	2008	"W. Tisbury"		"1"	10	1565		1572	1531	299	1866	1437	336	1824
"MA"	2008	"Wakefield"		"1"	6	1399	619	2018	1117	1013	2178	1225	824	2101
"MA"	2008	"Wakefield"		"2"	6	1099	405	1506	941	653	1628	1001	531	1584
"MA"	2008	"Wakefield"		"3"	6	1303	509	1815	1040	851	1934	1142	695	1880
"MA"	2008	"Wakefield"		"4"	6	1434	649	2083	1237	939	2225	1336	783	2173
"MA"	2008	"Wakefield"		"5"	6	1312	586	1900	1133	867	2058	1197	736	1997
"MA"	2008	"Wakefield"		"6"	6	1375	577	1952	1158	852	2052	1244	704	2009
"MA"	2008	"Wakefield"		"7"	6	1349	615	1966	1117	943	2101	1246	754	2045
"MA"	2008	"Wales"		"1"	2	781		794	537	446	1015	549	368	990
"MA"	2008	"Walpole"		"1"	9	1341		1355	908	803	1748	990	657	1708
"MA"	2008	"Walpole"		"2"	9	1322		1335	873	830	1734	956	674	1682
"MA"	2008	"Walpole"		"3"	9	1312		1335	822	836	1691	948	662	1644
"MA"	2008	"Walpole"		"4"	9	1566		1584	1030	944	2007	1159	737	1946
"MA"	2008	"Walpole"		"5"	9	903		914	560	638	1215	665	484	1177
"MA"	2008	"Walpole"		"6"	9	1292		1314	856	802	1699	949	647	1642
"MA"	2008	"Walpole"		"7"	9	1340		1351	849	922	1810	925	781	1755
"MA"	2008	"Walpole"		"8"	9	1205		1226	702	937	1681	856	738	1640
"MA"	2008	"Waltham"	"1"	"1"	7	1077	475	1557	977	674	1690	1038	543	1631
"MA"	2008	"Waltham"	"1"	"2"	7	1151	477	1629	1044	695	1778	1124	546	1712
"MA"	2008	"Waltham"	"2"	"1"	7	1134	419	1555	1011	611	1660	1076	487	1612
"MA"	2008	"Waltham"	"2"	"2"	7	1052	339	1392	1005	460	1504	1047	366	1449
"MA"	2008	"Waltham"	"3"	"1"	7	1088	493	1581	931	798	1764	1031	635	1696
"MA"	2008	"Waltham"	"3"	"2"	7	1121	420	1544	988	637	1657	1056	511	1603
"MA"	2008	"Waltham"	"4"	"1"	7	1135	459	1594	969	713	1733	1062	570	1672
"MA"	2008	"Waltham"	"4"	"2"	7	422	119	543	403	173	584	409	144	569
"MA"	2008	"Waltham"	"5"	"1"	7	1020	364	1388	888	574	1498	985	442	1483
"MA"	2008	"Waltham"	"5"	"2"	7	772	207	980	767	292	1081	767	217	1024
"MA"	2008	"Waltham"	"6"	"1"	7	888	267	1155	822	399	1261	871	290	1211
"MA"	2008	"Waltham"	"6"	"2"	7	989	328	1320	931	449	1428	964	352	1366
"MA"	2008	"Waltham"	"7"	"1"	7	1330	386	1716	1181	634	1855	1272	476	1801
"MA"	2008	"Waltham"	"7"	"2"	7	413	106	520	415	137	562	407	120	549
"MA"	2008	"Waltham"	"8"	"1"	7	804	204	1010	779	273	1101	787	226	1058
"MA"	2008	"Waltham"	"8"	"2"	7	978	339	1322	950	442	1431	952	368	1384
"MA"	2008	"Waltham"	"9"	"1"	7	570	149	720	564	193	786	582	148	752
"MA"	2008	"Waltham"	"9"	"2"	7	663	166	831	651	229	911	666	187	887
"MA"	2008	"Ware"		"A"	1	1015	256	1271	811	465	1316	902	317	1285
"MA"	2008	"Ware"		"B"	1	1020	375	1395	750	618	1427	859	471	1407
"MA"	2008	"Ware"		"C"	1	1266	440	1706	991	738	1779	1092	559	1739
"MA"	2008	"Wareham"		"1"	4	1183	472	1789	1083	719	1854	1148	600	1805
"MA"	2008	"Wareham"		"2"	4	1193	463	1804	1081	729	1852	1156	605	1819
"MA"	2008	"Wareham"		"3"	4	1100	538	1735	1050	722	1810	1030	679	1764
"MA"	2008	"Wareham"		"4"	4	1205	447	1756	1095	693	1832	1128	600	1784
"MA"	2008	"Wareham"		"5"	4	1184	594	1914	1055	886	1981	1169	733	1954
"MA"	2008	"Wareham"		"6"	4	940	397	1471	835	649	1523	927	512	1499
"MA"	2008	"Warren"		"A"	2	1314		1314	845	798	1695	922	660	1671
"MA"	2008	"Warren"		"B"	2	499		499	339	264	621	362	216	614
"MA"	2008	"Warwick"		"1"	1	342	97	439	328	110	449	325	98	446
"MA"	2008	"Washington"		"1"	1	261	77	351	258	82	349	260	66	344
"MA"	2008	"Watertown"		"1"	7	809	252	1061	800	327	1151	813	264	1117
"MA"	2008	"Watertown"		"10"	7	1040	335	1376	970	490	1484	1017	397	1450
"MA"	2008	"Watertown"		"11"	7	888	263	1152	816	397	1234	831	335	1202
"MA"	2008	"Watertown"		"12"	7	949	245	1197	901	360	1296	924	298	1269
"MA"	2008	"Watertown"		"2"	7	943	218	1162	944	287	1262	943	235	1226
"MA"	2008	"Watertown"		"3"	7	1080	233	1316	1078	301	1406	1096	246	1382
"MA"	2008	"Watertown"		"4"	7	992	223	1217	975	311	1317	979	259	1278
"MA"	2008	"Watertown"		"5"	7	1204	267	1472	1205	320	1559	1170	303	1521
"MA"	2008	"Watertown"		"6"	7	1018	259	1278	1006	323	1373	1019	278	1338
"MA"	2008	"Watertown"		"7"	7	1187	347	1537	1148	455	1632	1179	379	1594
"MA"	2008	"Watertown"		"8"	7	1087	312	1400	1043	441	1522	1047	376	1472
"MA"	2008	"Watertown"		"9"	7	632	180	813	634	237	888	638	194	861
"MA"	2008	"Wayland"		"1"	5	1462		1481	1361	587	1978	1323	558	1922
"MA"	2008	"Wayland"		"2"	7	1395	514	1909	1399	612	2050	1398	554	2006
"MA"	2008	"Wayland"		"3"	5	1433		1440	1290	560	1885	1292	517	1853
"MA"	2008	"Wayland"		"4"	5	1573		1598	1438	717	2207	1383	733	2152
"MA"	2008	"Webster"		"1"	2	869		880	600	441	1080	702	310	1055
"MA"	2008	"Webster"		"2"	2	681		697	506	331	861	580	219	842
"MA"	2008	"Webster"		"3"	2	995		1014	679	565	1277	774	421	1261
"MA"	2008	"Webster"		"4"	2	1362		1385	896	990	1944	1037	781	1892
"MA"	2008	"Webster"		"5"	2	1090		1121	780	648	1477	899	477	1428
"MA"	2008	"Wellesley"		"A"	4	1462	618	2192	1540	724	2295	1498	696	2242
"MA"	2008	"Wellesley"		"B"	4	1530	638	2270	1539	796	2379	1521	732	2306
"MA"	2008	"Wellesley"		"C"	4	1146	1015	2241	1240	1057	2345	1168	1066	2291
"MA"	2008	"Wellesley"		"D"	4	1381	525	1990	1467	595	2084	1432	550	2026
"MA"	2008	"Wellesley"		"E"	4	1369	666	2154	1408	823	2265	1366	775	2197
"MA"	2008	"Wellesley"		"F"	4	1086	571	1746	1174	619	1817	1083	643	1763
"MA"	2008	"Wellesley"		"G"	4	846	225	1124	902	271	1202	856	284	1168
"MA"	2008	"Wellfleet"		"1"	10	1791		1794	1550	597	2195	1495	591	2144
"MA"	2008	"Wendell"		"1"	1	475	64	540	474	69	567	448	58	547
"MA"	2008	"Wenham"		"1"	6	1322	931	2253	1182	1108	2334	1199	1040	2290
"MA"	2008	"Westborough"		"1"	3	1055		1070	831	487	1352	816	469	1329
"MA"	2008	"Westborough"		"2"	3	1188		1215	944	595	1571	940	550	1528
"MA"	2008	"Westborough"		"3"	3	1308		1322	1057	597	1689	1025	564	1647
"MA"	2008	"Westborough"		"4"	3	1648		1662	1252	881	2174	1231	851	2127
"MA"	2008	"Westborough"		"5"	3	1655		1688	1224	936	2213	1235	905	2175
"MA"	2008	"Westfield"	"1"	"A"	1	1066	635	1701	917	785	1746	951	663	1702
"MA"	2008	"Westfield"	"1"	"B"	1	943	513	1457	790	655	1488	850	533	1461
