state	year	county	precinct	cd	g2004_USP_dv	g2004_USP_rv	g2004_USP_tv	g2004_USS_dv	g2004_USS_rv	g2004_USS_tv	g2004_USH_dv	g2004_USH_rv	g2004_USH_tv
"AR"	2004	"Clay County"	"11 Pollard"	1	109	112	224	133	88	221	156	60	216
"AR"	2004	"Clay County"	"12 Brown & Carpenter"	1	57	51	108	71	36	107	85	22	107
"AR"	2004	"Clay County"	"13 Cache & Wilson"	1	70	52	125	90	35	125	97	23	120
"AR"	2004	"Clay County"	"14 Clark"	1	67	16	85	67	14	81	74	11	85
"AR"	2004	"Clay County"	"15 Nelson"	1	42	27	69	50	18	68	56	12	68
"AR"	2004	"Clay County"	"16 Cleveland & N Kilgore"	1	207	193	403	254	147	401	294	108	402
"AR"	2004	"Clay County"	"17 Gleghorn & S Kilgore"	1	129	129	260	176	88	264	204	159	363
"AR"	2004	"Clay County"	"Early & Absentee"	1	1178	893	2088	1495	598	2093	1568	511	2079
"AR"	2004	"Clay County"	"Overseas Absentees"	1	0	5	5	4	0	4	4	0	4
"AR"	2004	"Cleburne County"	"002 North Cadron"	1	112	177	291	127	164	291	168	114	282
"AR"	2004	"Cleburne County"	"004 South Cadron"	1	123	205	328	160	169	329	193	131	324
"AR"	2004	"Cleburne County"	"006 California"	1	58	100	160	63	99	162	90	70	160
"AR"	2004	"Cleburne County"	"007 Center Post"	1	58	127	186	73	113	186	83	102	185
"AR"	2004	"Cleburne County"	"008 Clayton"	1	150	191	344	189	159	348	220	126	346
"AR"	2004	"Cleburne County"	"009 Francis"	1	120	155	275	124	151	275	153	113	266
"AR"	2004	"Cleburne County"	"010 Grassey"	1	145	255	407	177	230	407	222	183	405
"AR"	2004	"Cleburne County"	"012 Greers Ferry Giles"	1	184	178	368	210	157	367	235	129	364
"AR"	2004	"Cleburne County"	"013 Giles"	1	83	162	247	119	129	248	131	113	244
"AR"	2004	"Cleburne County"	"014 Healing Springs"	1	131	229	363	156	209	365	196	166	362
"AR"	2004	"Cleburne County"	"015 Heber Springs Ward 1"	1	183	231	418	247	173	420	262	152	414
"AR"	2004	"Cleburne County"	"016 Heber Springs Ward 2"	1	159	255	425	222	205	427	241	178	419
"AR"	2004	"Cleburne County"	"017 Heber Springs Ward 3"	1	151	211	364	188	176	364	212	146	358
"AR"	2004	"Cleburne County"	"018 Heber Springs Ward 4"	1	121	190	315	161	156	317	187	126	313
"AR"	2004	"Cleburne County"	"019 Heber Outside"	1	248	507	769	375	392	767	406	352	758
"AR"	2004	"Cleburne County"	"020 Mcjester"	1	44	86	132	60	71	131	66	61	127
"AR"	2004	"Cleburne County"	"022 Mountain"	1	78	130	214	104	105	209	122	88	210
"AR"	2004	"Cleburne County"	"023 East Peter Creek"	1	96	169	271	118	155	273	169	104	273
"AR"	2004	"Cleburne County"	"024 West Peter Creek"	1	133	234	369	177	192	369	210	151	361
"AR"	2004	"Cleburne County"	"025 Pickens"	1	57	79	139	72	65	137	80	58	138
"AR"	2004	"Cleburne County"	"026 Pine"	1	45	51	96	54	42	96	62	33	95
"AR"	2004	"Cleburne County"	"027 Piney"	1	166	203	377	202	175	377	222	151	373
"AR"	2004	"Cleburne County"	"028 Poff"	1	12	24	36	17	18	35	22	13	35
"AR"	2004	"Cleburne County"	"029 Saline"	1	120	154	276	141	135	276	151	117	268
"AR"	2004	"Cleburne County"	"031 Sugar Camp"	1	72	86	161	84	76	160	90	66	156
"AR"	2004	"Cleburne County"	"032 Sugar Loaf"	1	78	126	207	97	110	207	114	88	202
"AR"	2004	"Cleburne County"	"033 Valley"	1	43	82	125	63	62	125	57	66	123
"AR"	2004	"Cleburne County"	"034 Wilburn"	1	77	54	133	85	48	133	101	30	131
"AR"	2004	"Cleburne County"	"035 Morgan"	1	90	167	259	121	138	259	108	148	256
"AR"	2004	"Cleburne County"	"Absentee"	1	184	232	421	225	195	420	233	186	419
"AR"	2004	"Cleburne County"	"Early"	1	1196	2057	3285	1644	1628	3272	1615	1616	3231
"AR"	2004	"Cleburne County"	"Federal"	1	0	0	0	0	0	0	0	0	0
"AR"	2004	"Cleveland County"	"Absentee"	4	30	50	81	40	33	73			
"AR"	2004	"Cleveland County"	"Bowman 03"	4	79	77	158	98	66	164			
"AR"	2004	"Cleveland County"	"Early"	4	300	379	684	401	281	682			
"AR"	2004	"Cleveland County"	"Harper 04"	4	72	126	202	101	104	206			
"AR"	2004	"Cleveland County"	"Hudgin 05"	4	45	73	119	53	68	121			
"AR"	2004	"Cleveland County"	"Hurricane 06"	4	48	112	164	82	89	171			
"AR"	2004	"Cleveland County"	"Kingsland Inside 02a"	4	80	56	137	86	49	135			
"AR"	2004	"Cleveland County"	"Kingsland Out 02b"	4	69	167	241	83	161	244			
"AR"	2004	"Cleveland County"	"Lee 07"	4	76	96	173	82	92	174			
"AR"	2004	"Cleveland County"	"Miller 08"	4	96	133	233	136	98	234			
"AR"	2004	"Cleveland County"	"Niven 09"	4	58	57	117	68	44	112			
"AR"	2004	"Cleveland County"	"Redland 10"	4	88	126	215	96	122	218			
"AR"	2004	"Cleveland County"	"Rison Inside A-k 01a"	4	53	44	97	66	36	102			
"AR"	2004	"Cleveland County"	"Rison Inside L-z 01b"	4	64	44	109	79	33	112			
"AR"	2004	"Cleveland County"	"Rison Outside 01c"	4	29	45	75	39	35	74			
"AR"	2004	"Cleveland County"	"Rowell 11"	4	40	70	112	53	58	111			
"AR"	2004	"Cleveland County"	"Saline 12"	4	3	24	27	7	20	27			
"AR"	2004	"Cleveland County"	"Smith 14"	4	63	65	129	74	54	128			
"AR"	2004	"Cleveland County"	"Whiteoak 15"	4	38	71	110	38	68	106			
"AR"	2004	"Cleveland County"	"Whiteville 16"	4	119	194	313	151	164	315			
"AR"	2004	"Columbia County"	"Absentee"	4	141	190	332	163	116	279			
"AR"	2004	"Columbia County"	"Early"	4	1229	2287	3531	1839	1586	3425			
"AR"	2004	"Columbia County"	"Emerson City"	4	61	61	122	69	44	113			
"AR"	2004	"Columbia County"	"Emerson Township"	4	173	280	458	230	197	427			
"AR"	2004	"Columbia County"	"Magnolia East"	4	100	212	319	118	175	293			
"AR"	2004	"Columbia County"	"Magnolia North"	4	104	440	545	188	339	527			
"AR"	2004	"Columbia County"	"Magnolia Northwest"	4	89	275	366	140	205	345			
"AR"	2004	"Columbia County"	"Magnolia South"	4	228	141	376	235	115	350			
"AR"	2004	"Columbia County"	"Magnolia Southwest"	4	95	134	230	124	102	226			
"AR"	2004	"Columbia County"	"Magnolia Ward 1"	4	275	132	411	277	101	378			
"AR"	2004	"Columbia County"	"Magnolia Ward 2"	4	425	81	508	377	77	454			
"AR"	2004	"Columbia County"	"Magnolia Ward 3"	4	177	399	580	288	281	569			
"AR"	2004	"Columbia County"	"Magnolia Ward 4"	4	169	341	517	250	255	505			
"AR"	2004	"Columbia County"	"Mcneil City"	4	119	50	171	113	38	151			
"AR"	2004	"Columbia County"	"Mcneil Township"	4	147	138	288	163	98	261			
"AR"	2004	"Columbia County"	"Taylor City"	4	68	156	225	104	117	221			
"AR"	2004	"Columbia County"	"Taylor Township"	4	142	179	325	169	137	306			
"AR"	2004	"Columbia County"	"Waldo City"	4	247	122	372	247	85	332			
"AR"	2004	"Columbia County"	"Waldo Township"	4	119	111	233	144	74	218			
"AR"	2004	"Conway County"	"Absentees"	2	262	137	400	299	89	388	299	93	392
"AR"	2004	"Conway County"	"Austin/lick Mt"	2	163	173	338	179	153	332	190	146	336
"AR"	2004	"Conway County"	"Bentley City"	2	85	121	208	107	98	205	113	97	210
"AR"	2004	"Conway County"	"Bentley Rural"	2	66	95	164	74	92	166	77	86	163
"AR"	2004	"Conway County"	"Bird"	2	96	119	219	128	87	215	117	100	217
"AR"	2004	"Conway County"	"Catholic Point"	2	92	40	135	101	32	133	98	37	135
"AR"	2004	"Conway County"	"Cedar Falls"	2	56	58	116	70	44	114	66	46	112
"AR"	2004	"Conway County"	"Early Voting"	2	1253	1221	2499	1596	888	2484	1543	944	2487
"AR"	2004	"Conway County"	"Gregory"	2	55	81	137	61	68	129	64	59	123
"AR"	2004	"Conway County"	"Griffin"	2	98	88	189	112	70	182	113	73	186
"AR"	2004	"Conway County"	"Howard City"	2	132	110	247	158	92	250	155	92	247
"AR"	2004	"Conway County"	"Howard Rural"	2	76	83	160	87	72	159	95	67	162
"AR"	2004	"Conway County"	"Martin/higgins"	2	25	41	67	33	36	69	35	34	69
"AR"	2004	"Conway County"	"Menifee City"	2	104	6	110	100	8	108	104	5	109
"AR"	2004	"Conway County"	"Menifee Rural"	2	22	24	46	23	22	45	22	24	46
"AR"	2004	"Conway County"	"Nichols"	2	96	110	211	124	89	213	121	91	212
"AR"	2004	"Conway County"	"Old Hickory"	2	33	18	51	35	16	51	39	13	52
"AR"	2004	"Conway County"	"Overseas"	2	0	0	0	0	0	0	0	0	0
"AR"	2004	"Conway County"	"Petit Jean/white Eagle"	2	19	30	49	24	26	50	21	30	51
"AR"	2004	"Conway County"	"St. Vincent/mcclaren"	2	112	145	263	147	119	266	160	106	266
"AR"	2004	"Conway County"	"Steele"	2	43	109	152	74	77	151	63	83	146
"AR"	2004	"Conway County"	"Union"	2	130	117	248	153	84	237	145	101	246
"AR"	2004	"Conway County"	"Ward 1"	2	136	126	267	156	104	260	160	101	261
"AR"	2004	"Conway County"	"Ward 2"	2	100	101	204	124	78	202	132	74	206
"AR"	2004	"Conway County"	"Ward 3"	2	188	128	322	215	102	317	219	98	317
"AR"	2004	"Conway County"	"Ward 4"	2	137	173	314	173	135	308	187	118	305
"AR"	2004	"Conway County"	"Washington East"	2	115	201	317	147	168	315	167	147	314
"AR"	2004	"Conway County"	"Washington West"	2	76	77	155	97	59	156	99	59	158
"AR"	2004	"Conway County"	"Welbourne East"	2	123	182	309	164	143	307	175	130	305
"AR"	2004	"Conway County"	"Welbourne West"	2	89	95	187	113	73	186	97	85	182
"AR"	2004	"Craighead County"	"10-big Creek"	1	928	1268	2222	1142	1071	2216	1320	884	2204
"AR"	2004	"Craighead County"	"11-black Oak"	1	88	65	159	111	44	157	126	33	159
"AR"	2004	"Craighead County"	"12-caraway"	1	408	270	685	472	222	694	554	140	694
"AR"	2004	"Craighead County"	"13-brookland"	1	535	728	1280	616	660	1276	763	499	1262
"AR"	2004	"Craighead County"	"14-buffalo"	1	382	274	663	456	211	667	518	140	658
"AR"	2004	"Craighead County"	"15-gilkerson"	1	108	162	273	142	131	273	169	106	275
"AR"	2004	"Craighead County"	"16-greenfield"	1	186	237	428	225	198	424	264	154	418
"AR"	2004	"Craighead County"	"17-herndon"	1	179	225	410	216	187	404	247	154	401
"AR"	2004	"Craighead County"	"18-lake City"	1	376	334	720	447	267	714	521	181	702
"AR"	2004	"Craighead County"	"19-lester"	1	74	87	163	98	68	166	109	52	161
"AR"	2004	"Craighead County"	"20-maumelle"	1	618	529	1155	728	438	1168	805	349	1154
"AR"	2004	"Craighead County"	"21-powell"	1	281	477	767	340	427	768	421	336	757
"AR"	2004	"Craighead County"	"22-promised Land"	1	60	17	79	64	16	80	65	13	78
"AR"	2004	"Craighead County"	"23-texas/little Texas"	1	115	79	201	145	65	210	168	39	207
"AR"	2004	"Craighead County"	"Precinct #1"	1	1029	996	2053	1286	750	2041	1354	677	2031
"AR"	2004	"Craighead County"	"Precinct #2"	1	793	446	1251	897	346	1246	965	271	1236
"AR"	2004	"Craighead County"	"Precinct #3"	1	1077	931	2028	1248	757	2009	1342	648	1990
"AR"	2004	"Craighead County"	"Precinct #4"	1	1391	1676	3100	1861	1230	3092	2062	1001	3063
"AR"	2004	"Craighead County"	"Precinct #5"	1	1216	1212	2443	1557	868	2428	1645	762	2407
"AR"	2004	"Craighead County"	"Precinct #6"	1	783	633	1432	901	522	1427	1037	383	1420
"AR"	2004	"Craighead County"	"Precinct #7"	1	1126	2221	3381	1704	1659	3365	1881	1457	3338
"AR"	2004	"Craighead County"	"Precinct #8"	1	1030	1651	2704	1357	1323	2683	1552	1105	2657
"AR"	2004	"Craighead County"	"Precinct #9"	1	882	1300	2204	1154	1036	2191	1314	864	2178
"AR"	2004	"Crawford County"	"001 Alma 1"	3	199	250	457	238	223	461	219	230	463
"AR"	2004	"Crawford County"	"002 Alma 2"	3	65	90	156	69	87	156	69	83	155
"AR"	2004	"Crawford County"	"003 Alma 3"	3	243	473	721	317	410	727	259	438	718
"AR"	2004	"Crawford County"	"004 Bidville"	3	3	26	29	5	24	29	6	23	29
"AR"	2004	"Crawford County"	"005 Cedar Creek"	3	54	93	150	66	81	147	62	83	148
"AR"	2004	"Crawford County"	"006 Cedarville"	3	155	387	550	188	365	553	194	324	547
"AR"	2004	"Crawford County"	"007 Chester"	3	63	103	169	75	93	168	69	87	166
"AR"	2004	"Crawford County"	"008 Cove City"	3	29	45	75	27	49	76	27	45	75
"AR"	2004	"Crawford County"	"009 Dean Springs"	3	165	424	598	232	374	606	198	376	602
"AR"	2004	"Crawford County"	"010 Dora"	3	49	148	200	68	133	201	61	135	204
"AR"	2004	"Crawford County"	"011 Dyer"	3	173	284	461	235	235	470	194	255	462
"AR"	2004	"Crawford County"	"012 Jasper"	3	192	413	612	243	373	616	209	379	611
"AR"	2004	"Crawford County"	"013 Kibler"	3	126	391	524	181	351	532	144	362	526
"AR"	2004	"Crawford County"	"014 Lancaster"	3	108	205	319	129	193	322	114	191	319
"AR"	2004	"Crawford County"	"015 Lee Creek"	3	45	180	229	54	172	226	52	173	229
"AR"	2004	"Crawford County"	"016 Locke"	3	18	58	79	18	63	81	24	49	80
"AR"	2004	"Crawford County"	"017 Mulberry 1"	3	83	112	196	110	87	197	82	109	193
"AR"	2004	"Crawford County"	"019 Mulberry 3"	3	177	232	410	213	202	415	194	207	413
"AR"	2004	"Crawford County"	"020 Mountainburg"	3	216	389	610	262	347	609	267	348	636
"AR"	2004	"Crawford County"	"021 Oliver Springs"	3	87	271	365	113	258	371	119	230	369
"AR"	2004	"Crawford County"	"022 Porter"	3	48	54	103	53	49	102	59	41	103
"AR"	2004	"Crawford County"	"023 Rudy"	3	116	257	385	161	229	390	150	226	390
"AR"	2004	"Crawford County"	"024 Uniontown"	3	99	148	252	100	154	254	100	138	251
"AR"	2004	"Crawford County"	"025 Upper"	3	9	27	37	11	26	37	11	25	37
"AR"	2004	"Crawford County"	"026 Vb 1-1"	3	120	239	365	181	183	364	127	230	366
"AR"	2004	"Crawford County"	"027 Vb 1-2"	3	151	329	483	177	302	479	152	315	477
"AR"	2004	"Crawford County"	"028 Vb 2-1"	3	68	98	168	80	90	170	63	97	168
"AR"	2004	"Crawford County"	"029 Vb 2-2"	3	277	493	780	332	455	787	289	481	786
"AR"	2004	"Crawford County"	"030 Vb 3-1"	3	132	263	398	178	227	405	140	249	402
"AR"	2004	"Crawford County"	"031 Vb 3-2"	3	130	238	377	169	206	375	145	219	373
"AR"	2004	"Crawford County"	"032 Vb 3-3"	3	109	191	301	142	162	304	117	178	299
"AR"	2004	"Crawford County"	"033 Vb 3-4"	3	123	231	358	167	193	360	126	228	360
"AR"	2004	"Crawford County"	"034 Vb 3-6"	3	157	286	446	201	249	450	165	274	446
"AR"	2004	"Crawford County"	"035 Vb 3-5"	3	216	354	579	261	318	579	239	318	578
"AR"	2004	"Crawford County"	"036 Vine Prairie"	3	72	128	202	96	108	204	84	111	203
"AR"	2004	"Crawford County"	"037 Whitley"	3	68	198	269	89	184	273	95	167	271
"AR"	2004	"Crawford County"	"038 Winfrey"	3	4	16	20	6	15	21	7	14	21
"AR"	2004	"Crawford County"	"039 Vb 1-3"	3	230	572	813	294	517	811	259	515	809
"AR"	2004	"Crawford County"	"040 Alma 4"	3	137	296	435	186	250	436	155	268	435
"AR"	2004	"Crawford County"	"041 Eagle Crest"	3	36	78	114	46	68	114	39	76	115
"AR"	2004	"Crawford County"	"042 Figure Five"	3	50	108	162	75	85	160	62	94	162
"AR"	2004	"Crawford County"	"043 Vb 4-1"	3	120	306	432	174	261	435	156	272	434
"AR"	2004	"Crawford County"	"Absentee"	3	219	359	585	296	275	571	218	341	571
"AR"	2004	"Crawford County"	"Early"	3	1823	3548	5427	2509	2932	5444	1852	3442	5424
"AR"	2004	"Crittenden County"	"(1) Absentee Vote"	1	656	283	941	826	195	1021	836	181	1017
"AR"	2004	"Crittenden County"	"(10 )ward 5-1 (wonder Jr. High School)"	1	262	7	270	312	14	326	301	15	316
"AR"	2004	"Crittenden County"	"(11) Ward 5-2 (wonder Boys Club)"	1	438	24	464	463	47	510	475	35	510
"AR"	2004	"Crittenden County"	"(12) Jasper 1 & 2 (marion Fire Station # 1)"	1	331	435	770	451	360	811	464	339	803
"AR"	2004	"Crittenden County"	"(13) Jasper 3 & Mound City & Jasper Country Box (county Office Building)"	1	268	355	629	373	306	679	421	257	678
"AR"	2004	"Crittenden County"	"(14) Lucas  (bonds Marine)"	1	38	115	153	93	77	170	98	70	168
"AR"	2004	"Crittenden County"	"(15) Lucas Est (horseshoe Lake)   (horseshoe Fire Station"	1	41	60	103	80	39	120	85	33	118
"AR"	2004	"Crittenden County"	"(16) Bob Ward 1 ( Edmondson City Hall)"	1	154	48	202	185	41	227	198	27	225
"AR"	2004	"Crittenden County"	"(17) Bob Ward 2 (anthonyville Baptist Church)"	1	69	4	74	82	7	89	79	5	84
"AR"	2004	"Crittenden County"	"(18) S Tyronza Jennette ( Jennette City Hall)"	1	41	1	42	50	3	53	46	1	47
"AR"	2004	"Crittenden County"	"(19) Earle Ward 1, 2 & 4 & N & S Tyronza (earle City Hall)"	1	433	145	581	514	126	640	522	115	637
"AR"	2004	"Crittenden County"	"(2) Early Vote"	1	2712	3983	6731	3952	3120	7076	4081	2880	6961
"AR"	2004	"Crittenden County"	"(20) Earle Ward 3 ( Earle Housing Authority)"	1	82	18	103	117	30	147	124	22	146
"AR"	2004	"Crittenden County"	"(21) East & West Black Oak ( Heafer Comm. Center)"	1	31	52	84	41	46	87	43	41	84
"AR"	2004	"Crittenden County"	"(22) Jackson 1 (crawfordsville Water Dept)"	1	149	101	252	179	91	270	194	73	267
"AR"	2004	"Crittenden County"	"(23) Jackson 2 (mt. Pisgah Baptist Church)"	1	23	16	39	67	9	76	73	4	77
"AR"	2004	"Crittenden County"	"(24) North Fogleman ( Gilmore City Hall)"	1	72	20	94	81	23	104	88	19	107
"AR"	2004	"Crittenden County"	"(25) South Fogleman (wr Golden Comm. Center)"	1	197	37	236	226	46	272	244	28	272
"AR"	2004	"Crittenden County"	"(26) Wappanocca-jericho & Wapp. Clarkedale (jericho City Hall)"	1	75	61	136	95	55	150	103	47	150
"AR"	2004	"Crittenden County"	"(27) Sunset (sunset City Hall)"	1	64	2	67	81	12	93	84	6	90
"AR"	2004	"Crittenden County"	"(3) Ward 1-1 & 1-2 (richland School)"	1	150	335	487	211	296	507	247	247	494
"AR"	2004	"Crittenden County"	"(4) Ward 1-3 & 1-4 & Proctor & Mcb (mid-south Comm. College"	1	357	246	609	449	214	663	479	177	656
"AR"	2004	"Crittenden County"	"(5) Ward 2-1 & 2-2 (eugene Woods Civic Center)"	1	375	73	450	435	80	515	459	60	519
"AR"	2004	"Crittenden County"	"(6) Ward 2-3 (neighborhood Center)"	1	314	2	317	354	25	379	352	22	374
"AR"	2004	"Crittenden County"	"(7) Ward 3-1 & 3-3 (west Memphis High School)"	1	153	302	459	256	214	470	278	185	463
"AR"	2004	"Crittenden County"	"(8) Ward 3-2 ( National Gurad Armory)"	1	113	144	259	153	119	273	159	113	272
"AR"	2004	"Crittenden County"	"(9) Ward 4-1 & 4-2 (weaver Elementar"	1	679	61	748	814	105	920	840	84	924
"AR"	2004	"Cross County"	"Absentee"	1	93	101	195	119	74	193	128	60	188
"AR"	2004	"Cross County"	"C10 & C22 Cherry Valley City & Mitchell"	1	166	166	333	216	120	336	258	76	334
"AR"	2004	"Cross County"	"C20 & C21 Hickory Ridge City & Township"	1	92	169	272	149	119	268	180	88	268
"AR"	2004	"Cross County"	"C23 Searcy"	1	150	244	404	225	181	406	261	144	405
"AR"	2004	"Cross County"	"Co1 Bay Village/birdeye"	1	58	79	138	79	69	148	89	50	139
"AR"	2004	"Cross County"	"Early"	1	795	1252	2068	1120	938	2058	1290	745	2035
"AR"	2004	"Cross County"	"P1, P2 & P4 Parkin Ward 1, 2, Tyronza & Twist"	1	280	145	434	328	102	430	355	77	432
"AR"	2004	"Cross County"	"P3 Parkin Ward 3"	1	111	17	130	108	18	126	116	12	128
"AR"	2004	"Cross County"	"W03  Wynne Ward 3"	1	178	80	259	195	62	257	216	42	258
"AR"	2004	"Cross County"	"W04 Wynne Ward 4"	1	356	25	382	36	27	63	368	17	385
"AR"	2004	"Cross County"	"W05 Wynne Ward 5"	1	160	348	513	251	262	513	331	175	506
"AR"	2004	"Cross County"	"W06 & W12 Wynne Township & Smith"	1	240	453	698	325	365	690	416	265	681
"AR"	2004	"Cross County"	"W07 Bedford"	1	57	101	160	90	70	160	102	54	156
"AR"	2004	"Cross County"	"W10 Ellis"	1	55	132	187	83	102	185	132	53	185
"AR"	2004	"Cross County"	"W11 Fair Oaks"	1	18	43	61	28	35	63	35	25	60
"AR"	2004	"Cross County"	"Wo1 Wynne Ward 1"	1	157	207	367	206	162	368	247	118	365
"AR"	2004	"Cross County"	"Wo2 Wynne Ward 2"	1	125	224	350	177	175	352	220	133	353
"AR"	2004	"Cross County"	"Wo8 Brushy Lake"	1	44	78	123	70	57	127	88	39	127
"AR"	2004	"Dallas County"	"Absentee"	4	87	54	142	103	38	141			
"AR"	2004	"Dallas County"	"Beech Grove Baptist Church"	4	54	137	191	94	99	193			
"AR"	2004	"Dallas County"	"Carthage City Hall"	4	140	15	156	152	13	165			
"AR"	2004	"Dallas County"	"Dallark Community Center"	4	62	29	91	75	25	100			
"AR"	2004	"Dallas County"	"Early"	4	402	477	887	561	337	898			
"AR"	2004	"Dallas County"	"First United Methodist Church"	4	108	148	257	150	107	257			
"AR"	2004	"Dallas County"	"Fordyce Alternative School"	4	143	51	194	168	28	196			
"AR"	2004	"Dallas County"	"Fordyce City Hall"	4	141	60	202	163	49	212			
"AR"	2004	"Dallas County"	"Holly Springs Community Center"	4	16	118	134	48	93	141			
"AR"	2004	"Dallas County"	"Judge's Office"	4	34	58	93	52	44	96			
"AR"	2004	"Dallas County"	"Manning Community Center"	4	24	18	43	31	14	45			
"AR"	2004	"Dallas County"	"Pine Grove Community Center"	4	46	78	124	66	69	135			
"AR"	2004	"Dallas County"	"Princeton Community Center"	4	55	25	81	66	20	86			
"AR"	2004	"Dallas County"	"Prosperty Church"	4	36	58	95	51	45	96			
"AR"	2004	"Dallas County"	"Round Hill Community Center"	4	6	21	27	11	17	28			
"AR"	2004	"Dallas County"	"Sparkman City Hall"	4	139	123	262	152	114	266			
"AR"	2004	"Dallas County"	"Treasurer's Office"	4	63	27	90	69	24	93			
"AR"	2004	"Dallas County"	"Tulip Community Center"	4	64	22	86	73	18	91			
"AR"	2004	"Dallas County"	"Zion Baptist Church"	4	51	181	233	80	153	233			
"AR"	2004	"Desha County"	"01 Bowie Ward 1 (mcgehee) Box 1"	4	81	123	206	124	76	200			
"AR"	2004	"Desha County"	"01 Bowie Ward 1 (mcgehee) Box 2"	4	109	118	230	145	72	217			
"AR"	2004	"Desha County"	"02 Bowie Ward 2 (mcgehee) Box 1"	4	118	87	210	125	68	193			
"AR"	2004	"Desha County"	"02 Bowie Ward 2 (mcgehee) Box 2"	4	112	33	146	94	55	149			
"AR"	2004	"Desha County"	"03 Bowie Ward 3 (mcgehee) Box 1"	4	112	33	146	104	30	134			
"AR"	2004	"Desha County"	"03 Bowie Ward 3 (mcgehee) Box 2"	4	114	33	148	108	20	128			
"AR"	2004	"Desha County"	"04 Bowie Rural"	4	23	31	55	27	24	51			
"AR"	2004	"Desha County"	"05 Clayton Mcarthur"	4	65	40	107	66	30	96			
"AR"	2004	"Desha County"	"06/07 Clayton Reed/tillar"	4	92	12	109	71	15	86			
"AR"	2004	"Desha County"	"08 Franklin (arkansas City)"	4	94	67	166	101	35	136			
"AR"	2004	"Desha County"	"09 Halley"	4	32	50	82	44	29	73			
"AR"	2004	"Desha County"	"10 Jefferson"	4	27	45	74	51	17	68			
"AR"	2004	"Desha County"	"11 Mississippi (snow Lake)"	4	20	9	29	19	11	30			
"AR"	2004	"Desha County"	"12 Mitchellville"	4	163	14	180	155	10	165			
"AR"	2004	"Desha County"	"13 Randolph Ward 1 (dumas) Box 1"	4	130	30	165	123	20	143			
"AR"	2004	"Desha County"	"13 Randolph Ward 1 (dumas) Box 2"	4	99	33	136	88	23	111			
"AR"	2004	"Desha County"	"14 Randolph Ward 2 (dumas) Box 1"	4	141	17	159	126	11	137			
