state	year	county	precinct	g2010_USS_rv	g2010_USS_tv	g2010_USH_dv	g2010_USH_rv	g2010_USH_tv	g2010_GOV_dv	g2010_GOV_rv	g2010_GOV_tv	g2010_SOS_dv	g2010_SOS_rv	g2010_SOS_tv	g2010_ATG_dv	g2010_ATG_rv	g2010_ATG_tv
"SD"	2010	"Douglas"	"1"	309	309	65	269	334	42	302	344	42	285	327	40	288	328
"SD"	2010	"Douglas"	"2"	279	279	104	212	316	90	242	332	71	234	305	58	260	318
"SD"	2010	"Douglas"	"3"	240	240	91	193	284	79	224	303	62	208	270	56	233	289
"SD"	2010	"Douglas"	"4"	271	271	147	179	326	116	233	349	87	234	321	95	238	333
"SD"	2010	"Douglas"	"5"	261	261	82	230	312	69	254	323	60	234	294	53	260	313
"SD"	2010	"Edmunds"	"1"	292	292	183	194	377	132	273	405	139	228	367	126	266	392
"SD"	2010	"Edmunds"	"2"	274	274	202	177	379	158	243	401	179	191	370	141	249	390
"SD"	2010	"Edmunds"	"3"	128	128	77	90	167	62	114	176	55	102	157	45	122	167
"SD"	2010	"Edmunds"	"4"	53	53	35	37	72	31	43	74	34	31	65	31	38	69
"SD"	2010	"Edmunds"	"5"	142	142	115	89	204	92	128	220	98	99	197	88	121	209
"SD"	2010	"Edmunds"	"6"	129	129	80	71	151	63	99	162	65	79	144	52	101	153
"SD"	2010	"Edmunds"	"7"	257	257	142	180	322	112	231	343	99	211	310	92	231	323
"SD"	2010	"Fall River"	"Ardmor(04)"														
"SD"	2010	"Fall River"	"Argentine"	81	81	19	75	94	26	70	96	12	70	82	16	77	93
"SD"	2010	"Fall River"	"Beaver"	71	71	17	72	89	29	63	92	16	63	79	14	76	90
"SD"	2010	"Fall River"	"Cascade"	105	105	38	90	128	42	93	135	34	85	119	32	102	134
"SD"	2010	"Fall River"	"Cottonwood"	47	47	12	42	54	16	38	54	9	33	42	4	46	50
"SD"	2010	"Fall River"	"Edgemont 1"	89	89	35	65	100	34	77	111	26	67	93	30	78	108
"SD"	2010	"Fall River"	"Edgemont 2"	86	86	47	62	109	52	66	118	36	52	88	41	70	111
"SD"	2010	"Fall River"	"Edgemont 3"	86	86	39	62	101	43	73	116	26	62	88	31	76	107
"SD"	2010	"Fall River"	"Hot Springs 1"	176	176	91	130	221	79	156	235	75	121	196	79	143	222
"SD"	2010	"Fall River"	"Hot Springs 2A"	231	231	116	179	295	123	191	314	99	176	275	103	199	302
"SD"	2010	"Fall River"	"Hot Springs 2B"	130	130	83	96	179	84	108	192	70	95	165	76	115	191
"SD"	2010	"Fall River"	"Hot Springs 3"	305	305	185	202	387	150	265	415	147	231	378	150	257	407
"SD"	2010	"Fall River"	"Hot Springs 4"	202	202	125	136	261	105	177	282	104	137	241	105	165	270
"SD"	2010	"Fall River"	"Jackson"	555	555	203	457	660	203	493	696	157	419	576	161	511	672
"SD"	2010	"Fall River"	"Limestone"	79	79	16	78	94	19	71	90	7	73	80	4	84	88
"SD"	2010	"Fall River"	"Oelrichs"	42	42	22	25	47	19	37	56	18	32	50	21	33	54
"SD"	2010	"Fall River"	"Smithwick"	51	51	8	53	61	18	47	65	12	43	55	9	53	62
"SD"	2010	"Faulk"	"1"	123	123	75	96	171	59	120	179	61	97	158	56	114	170
"SD"	2010	"Faulk"	"2"	66	66	28	48	76	20	57	77	17	51	68	12	58	70
"SD"	2010	"Faulk"	"3"	100	100	50	83	133	42	94	136	43	83	126	38	94	132
"SD"	2010	"Faulk"	"4"	71	71	40	49	89	38	56	94	37	47	84	24	64	88
"SD"	2010	"Faulk"	"5"	73	73	37	47	84	35	61	96	31	50	81	25	66	91
"SD"	2010	"Faulk"	"6"	181	181	101	119	220	82	156	238	77	122	199	55	175	230
"SD"	2010	"Faulk"	"7"	184	184	135	111	246	118	149	267	94	134	228	70	177	247
"SD"	2010	"Faulk"	"8(04)"														
"SD"	2010	"Faulk"	"9(04)"														
"SD"	2010	"Faulk"	"10(04)"														
"SD"	2010	"Faulk"	"11(04)"														
"SD"	2010	"Grant"	"Adams-Albee-Revillo-Vernon"	166	166	137	94	231	125	125	250	125	101	226	113	116	229
"SD"	2010	"Grant"	"Alban"	182	182	118	121	239	104	148	252	104	124	228	90	152	242
"SD"	2010	"Grant"	"Big Stone City & Twp"	287	287	170	186	356	131	251	382	146	197	343	131	226	357
"SD"	2010	"Grant"	"Blooming Val-Farm-Lura"	77	77	47	54	101	42	64	106	42	53	95	38	64	102
"SD"	2010	"Grant"	"Georgia-Madison-LaBolt"	115	115	68	70	138	57	91	148	65	75	140	57	87	144
"SD"	2010	"Grant"	"Grant Center"	138	138	82	83	165	70	109	179	73	85	158	54	116	170
"SD"	2010	"Grant"	"Mazeppa-Osceola-Marvin"	78	78	67	46	113	59	65	124	56	51	107	53	66	119
"SD"	2010	"Grant"	"Melrose"	168	168	80	110	190	60	145	205	63	119	182	58	135	193
"SD"	2010	"Grant"	"Milbank 11"	71	71	52	34	86	42	51	93	45	35	80	42	46	88
"SD"	2010	"Grant"	"Milbank 12"	228	228	166	137	303	137	192	329	156	143	299	144	166	310
"SD"	2010	"Grant"	"Milbank 21"	132	132	68	92	160	54	121	175	68	91	159	65	105	170
"SD"	2010	"Grant"	"Milbank 22"	326	326	239	190	429	181	264	445	175	220	395	174	244	418
"SD"	2010	"Grant"	"Milbank 31"	56	56	41	39	80	31	52	83	33	42	75	33	46	79
"SD"	2010	"Grant"	"Milbank 32"	73	73	56	43	99	51	55	106	49	47	96	50	51	101
"SD"	2010	"Grant"	"Milbank 33"	220	220	102	162	264	95	184	279	84	170	254	71	196	267
"SD"	2010	"Grant"	"Stockholm Town & Twp"	63	63	39	41	80	32	53	85	35	32	67	32	46	78
"SD"	2010	"Grant"	"Troy-Strandburg"	48	48	24	24	48	26	29	55	20	27	47	24	26	50
"SD"	2010	"Grant"	"Twin Brooks-Kilborn"	110	110	82	71	153	73	88	161	73	69	142	64	86	150
"SD"	2010	"Grant"	"Vemon(06)"														
"SD"	2010	"Gregory"	"1"	710	710	367	506	873	324	614	938	343	489	832	304	590	894
"SD"	2010	"Gregory"	"2"	575	575	308	408	716	285	471	756	276	399	675	208	530	738
"SD"	2010	"Gregory"	"3"	264	264	110	215	325	128	222	350	99	208	307	92	237	329
"SD"	2010	"Haakon"	"Community Room(06)"														
"SD"	2010	"Haakon"	"Deadman"	176	176	47	145	192	61	139	200	33	142	175	30	166	196
"SD"	2010	"Haakon"	"Deep Creek Church(06)"														
"SD"	2010	"Haakon"	"Kirley"	47	47	13	41	54	11	45	56	5	46	51	10	44	54
"SD"	2010	"Haakon"	"Lake Waggoner"	221	221	68	170	238	62	193	255	44	184	228	33	214	247
"SD"	2010	"Haakon"	"Midland"	183	183	47	148	195	46	165	211	37	142	179	35	172	207
"SD"	2010	"Haakon"	"Milesville"	97	97	20	83	103	18	88	106	13	73	86	14	89	103
"SD"	2010	"Haakon"	"South Fork"	166	166	59	131	190	48	153	201	38	144	182	34	160	194
"SD"	2010	"Hamlin"	"Bryant"	191	191	109	148	257	109	164	273	97	139	236	92	163	255
"SD"	2010	"Hamlin"	"Castlewood"	428	428	233	307	540	243	346	589	225	302	527	179	381	560
"SD"	2010	"Hamlin"	"Estelline"	341	341	281	190	471	243	269	512	230	209	439	201	278	479
"SD"	2010	"Hamlin"	"Hayti"	334	334	101	273	374	103	308	411	87	276	363	64	330	394
"SD"	2010	"Hamlin"	"Hazel"	122	122	23	108	131	28	108	136	27	97	124	23	109	132
"SD"	2010	"Hamlin"	"Norden"	445	445	170	351	521	163	409	572	143	376	519	126	425	551
"SD"	2010	"Hamlin"	"Oxford"	108	108	46	86	132	53	88	141	42	87	129	39	99	138
"SD"	2010	"Hand"	"1 (Including: 3)"	179	179	71	129	200	82	134	216	70	123	193	54	158	212
"SD"	2010	"Hand"	"1(08)"														
"SD"	2010	"Hand"	"2"	62	62	35	51	86	33	53	86	38	37	75	24	60	84
"SD"	2010	"Hand"	"3(08)"														
"SD"	2010	"Hand"	"4"	50	50	19	28	47	17	35	52	10	36	46	5	45	50
"SD"	2010	"Hand"	"5 (Including: 8)"	153	153	59	115	174	65	122	187	50	120	170	29	157	186
"SD"	2010	"Hand"	"5(06)"														
"SD"	2010	"Hand"	"6"	129	129	91	70	161	99	79	178	71	86	157	56	114	170
"SD"	2010	"Hand"	"7"	86	86	63	57	120	72	57	129	56	62	118	23	103	126
"SD"	2010	"Hand"	"8(06)"														
"SD"	2010	"Hand"	"9 (Including: 10)"	118	118	20	103	123	28	106	134	23	103	126	17	115	132
"SD"	2010	"Hand"	"9(06)"														
"SD"	2010	"Hand"	"10(06)"														
"SD"	2010	"Hand"	"11"	284	284	213	166	379	219	189	408	164	213	377	98	297	395
"SD"	2010	"Hand"	"12"	332	332	233	187	420	257	192	449	179	226	405	120	319	439
"SD"	2010	"Hanson"	"1 - Emery Fire Hall"	512	512	172	451	623	169	470	639	167	392	559	150	461	611
"SD"	2010	"Hanson"	"2 - Alex City Hall"	270	270	175	169	344	168	200	368	156	176	332	116	225	341
"SD"	2010	"Hanson"	"3 - Fulton Community Hall"	197	197	127	143	270	106	175	281	99	160	259	88	178	266
"SD"	2010	"Hanson"	"4 - Fulton Community Hall"	229	229	69	189	258	56	220	276	61	187	248	47	227	274
"SD"	2010	"Hanson"	"5 - Hanson County Courthouse"	115	115	51	96	147	57	105	162	43	100	143	33	123	156
"SD"	2010	"Hanson"	"5 - Extension Bldg(08)"														
"SD"	2010	"Hanson"	"BANSON-PLANO-ROSEDALE-WORTHEN(06)"														
"SD"	2010	"Hanson"	"BEULAH-WAYNE(06)"														
"SD"	2010	"Hanson"	"EDGERTON-SPRINGLAKE-FARMER(06)"														
"SD"	2010	"Hanson"	"JASPER-FULTON-FAIRVIEW(06)"														
"SD"	2010	"Hanson"	"TAYLOR-PLEASANT(06)"														
"SD"	2010	"Harding"	"Buffalo"	99	99	27	79	106	37	83	120	24	78	102	19	95	114
"SD"	2010	"Harding"	"Camp Crook"	86	86	29	72	101	43	73	116	24	69	93	24	81	105
"SD"	2010	"Harding"	"Fillmore"	39	39	9	34	43	15	29	44	5	34	39	4	39	43
"SD"	2010	"Harding"	"Govert(08)"														
"SD"	2010	"Harding"	"Hilton"	99	99	24	78	102	39	72	111	25	73	98	22	84	106
"SD"	2010	"Harding"	"Ladner"	38	38	1	36	37	3	35	38	1	31	32	1	35	36
"SD"	2010	"Harding"	"Ludlow (Including: Vessey)"	56	56	18	49	67	28	45	73	15	47	62	12	55	67
"SD"	2010	"Harding"	"Poplar Grove"	57	57	10	45	55	16	41	57	6	49	55	0	58	58
"SD"	2010	"Harding"	"Reva (Including: Govert)"	109	109	9	97	106	25	87	112	2	91	93	3	104	107
"SD"	2010	"Harding"	"Vessey(08)"														
"SD"	2010	"Hughes"	"5-Blunt City Hall"	203	203	66	160	226	55	186	241	58	159	217	32	203	235
"SD"	2010	"Hughes"	"7-Harrold Fire Hall"	103	103	33	86	119	24	102	126	28	81	109	20	100	120
"SD"	2010	"Hughes"	"9-Hyde"	37	37	31	26	57	31	34	65	28	30	58	24	42	66
"SD"	2010	"Hughes"	"11-Rural New Life Assembly Chu"	872	872	410	622	1032	243	840	1083	274	681	955	148	910	1058
"SD"	2010	"Hughes"	"21-Pierre City Auditorium"	341	341	224	223	447	170	318	488	183	239	422	134	329	463
"SD"	2010	"Hughes"	"22-Pierre(04)"														
"SD"	2010	"Hughes"	"23-Pierre PILC Rec Center"	367	367	268	243	511	197	337	534	202	283	485	115	402	517
"SD"	2010	"Hughes"	"24-Pierre Buchanan School"	474	474	268	289	557	197	428	625	198	361	559	124	490	614
"SD"	2010	"Hughes"	"25-Pierre(04)"														
"SD"	2010	"Hughes"	"26-Pierre Riggs Theater"	413	413	274	247	521	153	404	557	182	322	504	91	463	554
"SD"	2010	"Hughes"	"27-Pierre(04)"														
"SD"	2010	"Hughes"	"28-Pierre Courthouse"	442	442	282	269	551	161	435	596	196	349	545	102	478	580
"SD"	2010	"Hughes"	"29-Pierre Senior Citizen's Cen"	250	250	172	143	315	96	232	328	115	177	292	75	249	324
"SD"	2010	"Hughes"	"30-Pierre Faith Lutheran Churc"	443	443	318	258	576	169	432	601	191	355	546	105	487	592
"SD"	2010	"Hughes"	"31-Pierre Poplar Ave Fire Stat"	628	628	351	405	756	194	593	787	234	489	723	105	666	771
"SD"	2010	"Hughes"	"32-Pierre 7th Day Adv Church"	416	416	229	257	486	122	386	508	156	310	466	63	437	500
"SD"	2010	"Hughes"	"33-Pierre Resurrection Church"	376	376	214	262	476	125	373	498	158	298	456	76	415	491
"SD"	2010	"Hughes"	"34-Pierre No. 4 Fire Station"	528	528	292	359	651	150	526	676	192	437	629	85	582	667
"SD"	2010	"Hutchinson"	"1"	530	530	248	405	653	249	441	690	185	430	615	165	490	655
"SD"	2010	"Hutchinson"	"2"	547	547	272	382	654	242	454	696	201	419	620	162	489	651
"SD"	2010	"Hutchinson"	"3"	101	101	29	98	127	34	99	133	23	87	110	25	100	125
"SD"	2010	"Hutchinson"	"4"	298	298	153	240	393	141	268	409	132	220	352	109	286	395
"SD"	2010	"Hutchinson"	"5"	500	500	270	336	606	236	407	643	228	357	585	163	455	618
"SD"	2010	"Hutchinson"	"6"	370	370	144	266	410	140	294	434	111	284	395	95	334	429
"SD"	2010	"Hutchinson"	"7"	140	140	60	95	155	38	128	166	42	109	151	28	131	159
"SD"	2010	"Hutchinson"	"8(04)"														
"SD"	2010	"Hutchinson"	"9(04)"														
"SD"	2010	"Hutchinson"	"10(04)"														
"SD"	2010	"Hyde"	"1"	142	142	72	99	171	50	125	175	57	102	159	35	138	173
"SD"	2010	"Hyde"	"2"	135	135	68	99	167	61	114	175	55	98	153	42	126	168
"SD"	2010	"Hyde"	"3"	76	76	29	65	94	22	79	101	26	64	90	18	83	101
"SD"	2010	"Hyde"	"4"	176	176	74	130	204	70	142	212	62	128	190	34	171	205
"SD"	2010	"Hyde"	"5"	29	29	34	19	53	31	23	54	28	20	48	25	27	52
"SD"	2010	"Jackson"	"1 Cottonwood"	31	31	5	26	31	4	29	33	3	29	32	4	29	33
"SD"	2010	"Jackson"	"2 Interior"	74	74	30	57	87	31	60	91	22	55	77	23	68	91
"SD"	2010	"Jackson"	"3 Kadoka"	213	213	75	171	246	74	191	265	53	180	233	52	204	256
"SD"	2010	"Jackson"	"4 Kadoka"	131	131	51	91	142	42	107	149	34	97	131	29	115	144
"SD"	2010	"Jackson"	"5 Belvidere"	63	63	15	47	62	15	59	74	11	49	60	9	62	71
"SD"	2010	"Jackson"	"6 Long Valley"	84	84	38	67	105	34	71	105	25	69	94	26	76	102
"SD"	2010	"Jackson"	"7 Wanblee"	99	99	137	39	176	114	63	177	118	40	158	123	54	177
"SD"	2010	"Jackson"	"8 Green Valley"	39	39	18	36	54	21	34	55	19	31	50	16	38	54
"SD"	2010	"Jerauld"	"1"	381	381	327	217	544	284	303	587	243	254	497	178	384	562
"SD"	2010	"Jerauld"	"2"	110	110	76	75	151	68	89	157	67	74	141	36	116	152
"SD"	2010	"Jerauld"	"3"	102	102	68	60	128	59	87	146	63	61	124	33	110	143
"SD"	2010	"Jerauld"	"4"	78	78	50	56	106	48	68	116	39	56	95	30	82	112
"SD"	2010	"Jerauld"	"5"	88	88	60	53	113	57	64	121	59	50	109	47	71	118
"SD"	2010	"Jones"	"1 Okaton area"	173	173	44	145	189	37	158	195	27	145	172	25	171	196
"SD"	2010	"Jones"	"3 Wards II, III & Buffalo"	186	186	75	118	193	62	137	199	63	123	186	47	151	198
"SD"	2010	"Jones"	"5 Draper area"	148	148	61	114	175	53	132	185	48	119	167	42	141	183
"SD"	2010	"Jones"	"2 S.Creek, Capa & Bovine(04)"														
"SD"	2010	"Jones"	"4 Union, Highland & Van Metre(04)"														
"SD"	2010	"Kingsbury"	"Arlington Precinct"	362	362	295	211	506	241	298	539	253	237	490	196	317	513
"SD"	2010	"Kingsbury"	"Badger Precinct"	190	190	125	111	236	125	151	276	120	132	252	104	167	271
"SD"	2010	"Kingsbury"	"DeSmet Precinct"	586	586	416	366	782	339	493	832	317	447	764	247	564	811
"SD"	2010	"Kingsbury"	"Iroquois Precinct"	136	136	104	80	184	91	110	201	86	97	183	64	133	197
"SD"	2010	"Kingsbury"	"Lake Preston Precinct"	273	273	186	164	350	144	239	383	159	181	340	109	250	359
"SD"	2010	"Kingsbury"	"Oldham Precinct"	160	160	103	112	215	96	135	231	96	107	203	74	147	221
"SD"	2010	"Lake"	"Chester (Including: Franklin)"	295	295	233	196	429	161	278	439	181	200	381	147	265	412
"SD"	2010	"Lake"	"Concord (Including: Badus, Ramona Village, Wayne)"	169	169	109	103	212	108	132	240	108	97	205	101	127	228
"SD"	2010	"Lake"	"Farmington (Including: Clarno, Leroy, Orland)"	269	269	152	173	325	99	243	342	118	179	297	85	236	321
"SD"	2010	"Lake"	"Farmington (Including: Leroy)(04)"														
"SD"	2010	"Lake"	"Clarno Orland(04)"														
"SD"	2010	"Lake"	"Herman (Including: Winfred)"	269	269	193	172	365	160	232	392	165	186	351	125	237	362
"SD"	2010	"Lake"	"Lakeview"	308	308	188	212	400	142	278	420	149	228	377	116	280	396
"SD"	2010	"Lake"	"Nunda (Including: Nunda Village, Summit)"	112	112	68	79	147	57	96	153	62	69	131	41	102	143
"SD"	2010	"Lake"	"Ward 1 Precinct 1 (Including: Ward 1 Precinct 2, Ward 1 Precinct 3, Ward 1 Precinct 4)"	1050	1050	606	761	1367	480	929	1409	467	790	1257	390	901	1291
"SD"	2010	"Lake"	"Ward 2 Precinct 1 (Including: Ward 2 Precinct 2, Ward 2 Precinct 3)"	505	505	409	284	693	299	437	736	335	321	656	288	410	698
"SD"	2010	"Lake"	"Ward 3 Precinct 1 (Including: Ward 3 Precinct 2, Ward 3 Precinct 3)"	426	426	308	254	562	259	358	617	282	247	529	245	320	565
"SD"	2010	"Lake"	"Ward 1 Precinct 1(06)"														
"SD"	2010	"Lake"	"Ward 1 Precinct 2(06)"														
"SD"	2010	"Lake"	"Ward 1 Precinct 3(06)"														
"SD"	2010	"Lake"	"Ward 1 Precinct 4(06)"														
"SD"	2010	"Lake"	"Ward 2 Precinct 1(06)"														
"SD"	2010	"Lake"	"Ward 2 Precinct 2(06)"														
"SD"	2010	"Lake"	"Ward 2 Precinct 3(06)"														
"SD"	2010	"Lake"	"Ward 3 Precinct 1(06)"														
"SD"	2010	"Lake"	"Ward 3 Precinct 2(06)"														
"SD"	2010	"Lake"	"Ward 3 Precinct 3(06)"														
"SD"	2010	"Lake"	"Wentworth (Including: Rutland, Wentworth Village)"	297	297	192	180	372	160	242	402	156	202	358	127	255	382
"SD"	2010	"Lawrence"	"Absentee Precinct"	2335	2335	1250	1751	3001	1134	2034	3168	922	1824	2746	943	2140	3083
"SD"	2010	"Lawrence"	"Boxelder(06)"														
"SD"	2010	"Lawrence"	"Deadwood"	244	244	213	153	366	196	209	405	179	170	349	186	208	394
"SD"	2010	"Lawrence"	"Lead"	624	624	422	373	795	379	530	909	325	438	763	348	523	871
"SD"	2010	"Lawrence"	"Nemo"	154	154	86	107	193	78	135	213	75	111	186	69	137	206
"SD"	2010	"Lawrence"	"Rural 1"	423	423	215	317	532	198	380	578	177	300	477	163	398	561
"SD"	2010	"Lawrence"	"Spearfish Ward 1"	493	493	302	330	632	280	391	671	241	336	577	230	399	629
"SD"	2010	"Lawrence"	"Spearfish Ward 2"	694	694	383	514	897	345	594	939	280	514	794	273	621	894
"SD"	2010	"Lawrence"	"Spearfish Ward 3"	820	820	439	586	1025	415	674	1089	325	611	936	317	710	1027
"SD"	2010	"Lawrence"	"St Onge"	249	249	89	198	287	92	217	309	73	195	268	67	236	303
"SD"	2010	"Lawrence"	"Valley 1"	476	476	194	356	550	184	398	582	138	350	488	142	412	554
"SD"	2010	"Lawrence"	"Valley 2"	533	533	237	408	645	216	469	685	187	413	600	171	485	656
"SD"	2010	"Lawrence"	"Whitewood"	446	446	189	338	527	209	366	575	152	337	489	134	424	558
"SD"	2010	"Lincoln"	"Beresford/Pleasant/Brooklyn"	283	283	172	188	360	163	218	381	160	190	350	126	236	362
"SD"	2010	"Lincoln"	"Canton 1,2,3"	554	554	375	341	716	303	456	759	289	404	693	259	471	730
"SD"	2010	"Lincoln"	"Canton 4 & 5"	340	340	266	186	452	192	278	470	187	235	422	149	299	448
"SD"	2010	"Lincoln"	"Dayton Township"	249	249	122	192	314	107	222	329	99	198	297	78	241	319
"SD"	2010	"Lincoln"	"Delapre Township"	607	607	313	444	757	257	542	799	243	472	715	197	562	759
"SD"	2010	"Lincoln"	"Delaware Township"	73	73	33	44	77	26	67	93	26	58	84	24	64	88
"SD"	2010	"Lincoln"	"Fairview Inc/Fairview Township"	90	90	41	71	112	40	82	122	36	79	115	32	80	112
"SD"	2010	"Lincoln"	"Grant Township"	143	143	91	96	187	74	122	196	79	110	189	51	133	184
"SD"	2010	"Lincoln"	"Harrisburg"	964	964	568	592	1160	417	802	1219	406	696	1102	340	798	1138
"SD"	2010	"Lincoln"	"Highland/Canton Township"	278	278	168	188	356	129	245	374	135	214	349	111	248	359
"SD"	2010	"Lincoln"	"Hudson/Eden Township"	108	108	88	68	156	78	91	169	80	78	158	68	94	162
"SD"	2010	"Lincoln"	"LaValley Township"	169	169	81	136	217	73	158	231	76	140	216	64	160	224
"SD"	2010	"Lincoln"	"Lennox City"	601	601	420	346	766	307	513	820	347	395	742	265	512	777
"SD"	2010	"Lincoln"	"Lincoln Township"	80	80	49	55	104	43	66	109	37	67	104	35	70	105
"SD"	2010	"Lincoln"	"Norway Township"	76	76	58	48	106	48	64	112	60	50	110	42	67	109
"SD"	2010	"Lincoln"	"Perry Township"	245	245	132	178	310	113	221	334	128	178	306	102	218	320
"SD"	2010	"Lincoln"	"Sioux Falls 1-11"	1205	1205	569	905	1474	441	1074	1515	403	997	1400	299	1133	1432
"SD"	2010	"Lincoln"	"Sioux Falls 1-12"	922	922	533	603	1136	409	784	1193	390	696	1086	302	814	1116
"SD"	2010	"Lincoln"	"Sioux Falls 1-13"	395	395	252	255	507	201	332	533	189	284	473	156	335	491
"SD"	2010	"Lincoln"	"Sioux Falls 1-14"	417	417	244	266	510	163	370	533	186	278	464	122	361	483
"SD"	2010	"Lincoln"	"Sioux Falls 1-16"	376	376	276	230	506	217	306	523	191	275	466	164	323	487
"SD"	2010	"Lincoln"	"Sioux Falls 2-10"	1069	1069	485	820	1305	369	972	1341	339	886	1225	256	1009	1265
"SD"	2010	"Lincoln"	"Sioux Falls 2-11"	831	831	397	641	1038	320	745	1065	304	709	1013	213	817	1030
"SD"	2010	"Lincoln"	"Sioux Falls 2-12"	449	449	253	339	592	211	397	608	196	362	558	161	414	575
"SD"	2010	"Lincoln"	"Sioux Falls 2-13"	629	629	417	436	853	311	565	876	300	502	802	215	608	823
"SD"	2010	"Lincoln"	"Sioux Falls 2-15"	498	498	248	375	623	207	429	636	169	408	577	115	478	593
"SD"	2010	"Lincoln"	"Sioux Falls 1(04)"														
"SD"	2010	"Lincoln"	"Sioux Falls 1A(04)"														
"SD"	2010	"Lincoln"	"Sioux Falls 2(04)"														
"SD"	2010	"Lincoln"	"Sioux Falls 3(04)"														
"SD"	2010	"Lincoln"	"Sioux Falls 4(04)"														
"SD"	2010	"Lincoln"	"Springdale Township"	764	764	352	581	933	309	671	980	278	622	900	215	723	938
"SD"	2010	"Lincoln"	"Tea City"	874	874	504	567	1071	393	737	1130	399	622	1021	310	756	1066
"SD"	2010	"Lincoln"	"Worthing/Lynn Township"	353	353	192	249	441	166	302	468	167	248	415	152	294	446
"SD"	2010	"Lyman"	"1 IONA"	41	41	19	24	43	26	32	58	23	30	53	13	47	60
"SD"	2010	"Lyman"	"4 OACOMA"	226	226	142	151	293	125	194	319	151	143	294	87	227	314
"SD"	2010	"Lyman"	"6 RELIANCE"	105	105	61	70	131	56	87	143	57	67	124	42	97	139
"SD"	2010	"Lyman"	"7 LOWER BRULE"	66	66	135	16	151	125	30	155	126	22	148	123	32	155
"SD"	2010	"Lyman"	"9 KENNEBEC"	198	198	73	156	229	61	179	240	74	146	220	47	188	235
"SD"	2010	"Lyman"	"12 PRESHO"	274	274	139	187	326	114	232	346	105	210	315	72	263	335
"SD"	2010	"Lyman"	"13 VIVIAN"	102	102	35	73	108	35	86	121	27	74	101	21	97	118
"SD"	2010	"Marshall"	"Britton Twps"	116	116	145	55	200	114	92	206	109	74	183	88	102	190
"SD"	2010	"Marshall"	"Community Bldg"	96	96	113	43	156	89	76	165	90	65	155	74	78	152
"SD"	2010	"Marshall"	"Community Bldg 3 & Miller"	166	166	165	87	252	124	131	255	132	107	239	109	136	245
"SD"	2010	"Marshall"	"Eden Area"	114	114	76	75	151	60	104	164	76	67	143	71	84	155
"SD"	2010	"Marshall"	"Fun After Fifty"	164	164	128	94	222	105	126	231	107	112	219	94	131	225
"SD"	2010	"Marshall"	"Lake City Area"	162	162	121	106	227	104	135	239	116	97	213	96	134	230
"SD"	2010	"Marshall"	"Langford Area"	155	155	175	80	255	138	127	265	139	98	237	117	131	248
"SD"	2010	"Marshall"	"Pl Valley, White, Victor"	88	88	92	42	134	61	75	136	67	56	123	59	66	125
"SD"	2010	"Marshall"	"Veblen Area"	125	125	92	78	170	79	99	178	88	75	163	85	85	170
"SD"	2010	"McCook"	"Bridgewater Area-Rural"	341	341	133	268	401	126	296	422	106	257	363	98	307	405
"SD"	2010	"McCook"	"Canistota Area-Rural"	372	372	197	273	470	191	314	505	180	272	452	124	362	486
"SD"	2010	"McCook"	"Montrose Area-Rural"	332	332	266	217	483	241	283	524	243	224	467	219	276	495
"SD"	2010	"McCook"	"Salem Area-Rural"	203	203	137	134	271	120	177	297	129	145	274	93	192	285
"SD"	2010	"McCook"	"Salem City"	417	417	307	266	573	244	366	610	241	297	538	188	388	576
"SD"	2010	"McCook"	"Spencer Area-Rural"	94	94	86	58	144	65	81	146	73	65	138	53	88	141
"SD"	2010	"McPherson"	"101"	45	45	16	34	50	13	41	54	11	38	49	9	43	52
"SD"	2010	"McPherson"	"central"	177	177	69	131	200	46	168	214	50	148	198	38	169	207
"SD"	2010	"McPherson"	"northeast leola"	201	201	87	147	234	56	184	240	63	163	226	52	185	237
"SD"	2010	"McPherson"	"northwest"	210	210	90	150	240	66	183	249	65	164	229	45	197	242
"SD"	2010	"McPherson"	"southeast leola"	170	170	95	104	199	60	151	211	71	127	198	62	149	211
"SD"	2010	"McPherson"	"southwest"	187	187	90	126	216	53	174	227	60	144	204	40	176	216
"SD"	2010	"Meade"	"Alkali 6A"	94	94	40	68	108	47	71	118	28	73	101	25	87	112
