state	year	county	precinct	cd	ld	g2002_STH_dv	g2002_STH_rv	g2002_STH_tv	ld2	g2002_STH_dv2	g2002_STH_rv2	g2002_STH_tv2	ld3	g2002_STH_dv3	g2002_STH_rv3	g2002_STH_tv3	ld4	g2002_STH_dv4	g2002_STH_rv4	g2002_STH_tv4	ld5	g2002_STH_dv5	g2002_STH_rv5	g2002_STH_tv5	ld6	g2002_STH_dv6	g2002_STH_rv6	g2002_STH_tv6	ld7	g2002_STH_dv7	g2002_STH_rv7	g2002_STH_tv7	ld8	g2002_STH_dv8	g2002_STH_rv8	g2002_STH_tv8	ld9	g2002_STH_dv9	g2002_STH_rv9	g2002_STH_tv9	ld10	g2002_STH_dv10	g2002_STH_rv10	g2002_STH_tv10	ld11	g2002_STH_dv11	g2002_STH_rv11	g2002_STH_tv11	ld12	g2002_STH_dv12	g2002_STH_rv12	g2002_STH_tv12	ld13	g2002_STH_dv13	g2002_STH_rv13	g2002_STH_tv13	g2002_STS_dv	g2002_STS_rv	sd	g2002_STS_tv	g2002_STS_dv2	g2002_STS_rv2	sd2	g2002_STS_tv2	g2002_STS_dv3	g2002_STS_rv3	sd3	g2002_STS_tv3	g2002_STS_dv4	g2002_STS_rv4	sd4	g2002_STS_tv4	g2002_STS_dv5	g2002_STS_rv5	sd5	g2002_STS_tv5	g2002_STS_dv6	g2002_STS_rv6	sd6	g2002_STS_tv6	g2002_STS_dv7	g2002_STS_rv7	sd7	g2002_STS_tv7	g2002_STS_dv8	g2002_STS_rv8	sd8	g2002_STS_tv8	g2002_STS_dv9	g2002_STS_rv9	sd9	g2002_STS_tv9	g2002_STS_dv10	g2002_STS_rv10	sd10	g2002_STS_tv10	g2002_STS_dv11	g2002_STS_rv11	sd11	g2002_STS_tv11	g2002_STS_dv12	g2002_STS_rv12	sd12	g2002_STS_tv12	g2002_STS_dv13	g2002_STS_rv13	sd13	g2002_STS_tv13
"IA"	2002	"Sioux"	"Rock Sioux"	5	4	0	297	297																																																	0	294	2	294																																																
"IA"	2002	"Sioux"	"Rock Valley"	5	4	0	871	871																																																	0	861	2	861																																																
"IA"	2002	"Sioux"	"Sheridan"	5	4	0	308	308																																																	0	298	2	298																																																
"IA"	2002	"Sioux"	"Sherman"	5	3	0	193	193																																																	0	195	2	195																																																
"IA"	2002	"Sioux"	"Sioux Center 1, West Branch N 1/2"	5	4	0	1160	1160																																																	0	1147	2	1147																																																
"IA"	2002	"Sioux"	"Sioux Center 2"	5	4	0	619	619																																																	0	615	2	615																																																
"IA"	2002	"Sioux"	"Welcome"	5	4	0	235	235																																																	0	236	2	236																																																
"IA"	2002	"Sioux"	"West Branch S 1/2"	5	4	0	90	90																																																	0	89	2	89																																																
"IA"	2002	"Story"	"Absentee and Special Ballots"	4	46	2213	1227	3440	10	1375	1129	2505	45	1550	577	2180																																									3683	1817	23	5657	1386	1103	5	2490			23	0																																								
"IA"	2002	"Story"	"Ames 1 1"	4	45	290	323	635																																																	281	333	23	644																																																
"IA"	2002	"Story"	"Ames 1 2"	4	45	213	145	383																																																	186	178	23	388																																																
"IA"	2002	"Story"	"Ames 1 3"	4	45	303	203	533																																																	280	214	23	530																																																
"IA"	2002	"Story"	"Ames 1 4"	4	46	384	240	626																																																	386	218	23	632																																																
"IA"	2002	"Story"	"Ames 1 5"	4	46	390	401	792																																																	385	386	23	788																																																
"IA"	2002	"Story"	"Ames 2 1"	4	46	478	418	897																																																	500	377	23	901																																																
"IA"	2002	"Story"	"Ames 2 2"	4	45	229	114	360																																																	215	131	23	362																																																
"IA"	2002	"Story"	"Ames 2 3"	4	46	346	325	672																																																	350	300	23	668																																																
"IA"	2002	"Story"	"Ames 2 4"	4	46	541	661	1202																																																	581	607	23	1197																																																
"IA"	2002	"Story"	"Ames 2 5"	4	46	302	457	759																																																	301	431	23	760																																																
"IA"	2002	"Story"	"Ames 3 1"	4	45	254	266	532																																																	222	296	23	531																																																
"IA"	2002	"Story"	"Ames 3 2"	4	45	109	79	200																																																	101	87	23	202																																																
"IA"	2002	"Story"	"Ames 3 3"	4	45	97	59	163																																																	88	67	23	163																																																
"IA"	2002	"Story"	"Ames 3 4"	4	45	189	159	362																																																	172	170	23	364																																																
"IA"	2002	"Story"	"Ames 3 5/Washington 2"	4	45	401	243	652																																																	376	262	23	647																																																
"IA"	2002	"Story"	"Ames 4 1"	4	46	341	342	683																																																	349	319	23	685																																																
"IA"	2002	"Story"	"Ames 4 2"	4	46	395	356	753																																																	403	313	23	749																																																
"IA"	2002	"Story"	"Ames 4 3"	4	45	170	55	251																																																	150	73	23	252																																																
"IA"	2002	"Story"	"Ames 4 4"	4	45	109	100	214																																																	105	104	23	217																																																
"IA"	2002	"Story"	"Ames 4 5"	4	45	63	38	114																																																	63	43	23	116																																																
"IA"	2002	"Story"	"Collins/Collins"	4	10	127	134	261																																																	99	153	5	252																																																
"IA"	2002	"Story"	"Franklin/Gilbert"	4	46	469	530	999																																																	412	557	23	989																																																
"IA"	2002	"Story"	"Grant Township"	4	10	62	99	161																																																	71	86	5	157																																																
"IA"	2002	"Story"	"Howard/Roland"	4	10	265	348	616																																																	303	318	5	623																																																
"IA"	2002	"Story"	"Indian Creek/Maxwell"	4	10	203	243	447																																																	202	243	5	445																																																
"IA"	2002	"Story"	"Kelley"	4	10	56	53	109																																																	46	54	5	100																																																
"IA"	2002	"Story"	"Lincoln/Zearing"	4	10	100	146	246																																																	89	154	5	243																																																
"IA"	2002	"Story"	"Milford Township"	4	10	66	114	180																																																	79	103	5	182																																																
"IA"	2002	"Story"	"Nevada 1"	4	10	106	232	338																																																	132	190	5	322																																																
"IA"	2002	"Story"	"Nevada 2"	4	10	147	241	388																																																	160	220	5	381																																																
"IA"	2002	"Story"	"Nevada 3"	4	10	153	244	398																																																	179	211	5	391																																																
"IA"	2002	"Story"	"Nevada 4"	4	10	157	278	435																																																	173	246	5	419																																																
"IA"	2002	"Story"	"Nevada Township"	4	10	72	163	235																																																	104	126	5	230																																																
"IA"	2002	"Story"	"New Albany/Colo"	4	10	146	213	359																																																	141	212	5	353																																																
"IA"	2002	"Story"	"Palestine 1/Huxley"	4	10	458	420	878																																																	346	504	5	852																																																
"IA"	2002	"Story"	"Palestine 2/Slater"	4	10	310	317	627																																																	243	360	5	605																																																
"IA"	2002	"Story"	"Richland Township"	4	10	44	94	138																																																	59	77	5	136																																																
"IA"	2002	"Story"	"Sherman Township"	4	10	20	69	89																																																	33	57	5	90																																																
"IA"	2002	"Story"	"Story City 1"	4	10	183	317	500																																																	212	305	5	517																																																
"IA"	2002	"Story"	"Story City 2 Lafayette"	4	10	254	351	605																																																	293	319	5	612																																																
"IA"	2002	"Story"	"Union/Cambridge"	4	10	171	223	394																																																	164	212	5	377																																																
"IA"	2002	"Story"	"Warren/McCallsburg"	4	10	83	125	208																																																	99	102	5	201																																																
"IA"	2002	"Story"	"Washington 1 Township"	4	45	120	109	232																																																	93	133	23	231																																																
"IA"	2002	"Tama"	"Absentee and Special Ballots"	3	40	0	607	607	76	24	29	53																																													345	494	20	839			38	0																																												
"IA"	2002	"Tama"	"Carlton"	3	40	0	220	220																																																	143	163	20	306																																																
"IA"	2002	"Tama"	"Carroll Oneida"	3	40	0	195	195																																																	108	142	20	250																																																
"IA"	2002	"Tama"	"Clark Geneseo"	3	40	0	549	549																																																	234	431	20	665																																																
"IA"	2002	"Tama"	"Columbia"	3	76	59	38	97																																																	0	0	38	0																																																
"IA"	2002	"Tama"	"Grant"	3	40	0	76	76																																																	26	65	20	91																																																
"IA"	2002	"Tama"	"Highland Indian Village"	3	40	0	199	199																																																	106	158	20	264																																																
"IA"	2002	"Tama"	"Indian Settlement"	3	40	0	34	34																																																	72	24	20	96																																																
"IA"	2002	"Tama"	"Lincoln"	3	40	0	123	123																																																	35	117	20	152																																																
"IA"	2002	"Tama"	"Perry E Crystal Buckingham"	3	40	0	573	573																																																	232	484	20	716																																																
"IA"	2002	"Tama"	"Richland Salt Creek"	3	76	102	89	191																																																	0	0	38	0																																																
"IA"	2002	"Tama"	"Spring Creek West Crystal"	3	40	0	410	410																																																	135	380	20	515																																																
"IA"	2002	"Tama"	"Tama Otter Creek Part Toledo"	3	40	0	583	583																																																	403	416	20	819																																																
"IA"	2002	"Tama"	"Toledo 1 Toledo Howard"	3	40	0	323	323																																																	198	271	20	469																																																
"IA"	2002	"Tama"	"Toledo 2"	3	40	0	122	122																																																	75	95	20	170																																																
"IA"	2002	"Tama"	"Toledo 3"	3	40	0	166	166																																																	95	130	20	225																																																
"IA"	2002	"Tama"	"York"	3	40	0	104	104																																																	83	74	20	157																																																
"IA"	2002	"Taylor"	"Absentee and Special Ballots"	5	96	0	406	408																																																	0	0	48	0																																																
"IA"	2002	"Taylor"	"Bedford Pct 1"	5	96	0	148	149																																																	0	0	48	0																																																
"IA"	2002	"Taylor"	"Bedford Pct 2"	5	96	0	121	122																																																	0	0	48	0																																																
"IA"	2002	"Taylor"	"Bedford Pct 3"	5	96	0	336	340																																																	0	0	48	0																																																
"IA"	2002	"Taylor"	"Blockton Jefferson Gay Athelstan"	5	96	0	109	109																																																	0	0	48	0																																																
"IA"	2002	"Taylor"	"Grant Clearfield"	5	96	0	139	139																																																	0	0	48	0																																																
"IA"	2002	"Taylor"	"N Dallas Nodaway Holt"	5	96	0	104	104																																																	0	0	48	0																																																
"IA"	2002	"Taylor"	"New Market N Polk Mason S Dallas"	5	96	0	158	158																																																	0	0	48	0																																																
"IA"	2002	"Taylor"	"Platte N Mshl Grove Lenox Shpsbg"	5	96	0	436	438																																																	0	0	48	0																																																
"IA"	2002	"Taylor"	"Wash S Marshall Gravity Conway"	5	96	0	143	143																																																	0	0	48	0																																																
"IA"	2002	"Union"	"Absentee and Special Ballots"	5	95	778	446	1225	96	0	67	67																																													0	0	48	0			48	0																																												
"IA"	2002	"Union"	"Afton"	5	95	246	181	427																																																	0	0	48	0																																																
"IA"	2002	"Union"	"Arispe"	5	96	0	125	126																																																	0	0	48	0																																																
"IA"	2002	"Union"	"Creston Pct 1"	5	95	201	132	334																																																	0	0	48	0																																																
"IA"	2002	"Union"	"Creston Pct 2"	5	95	359	310	669																																																	0	0	48	0																																																
"IA"	2002	"Union"	"Creston Pct 3"	5	95	225	122	348																																																	0	0	48	0																																																
"IA"	2002	"Union"	"Creston Pct 4"	5	95	195	176	371																																																	0	0	48	0																																																
"IA"	2002	"Union"	"Creston Pct 5"	5	95	304	237	541																																																	0	0	48	0																																																
"IA"	2002	"Union"	"Kent"	5	96	0	57	57																																																	0	0	48	0																																																
"IA"	2002	"Union"	"Lorimor"	5	95	101	103	204																																																	0	0	48	0																																																
"IA"	2002	"Van Buren"	"Absentee and Special Ballots"	2	90	231	179	410																																																	166	243	45	409																																																
"IA"	2002	"Van Buren"	"Birmingham Pct"	2	90	177	153	331																																																	104	227	45	331																																																
"IA"	2002	"Van Buren"	"Bonaparte Pct"	2	90	228	159	389																																																	169	215	45	385																																																
"IA"	2002	"Van Buren"	"Cantril Pct"	2	90	76	58	134																																																	46	86	45	132																																																
"IA"	2002	"Van Buren"	"Douds Pct"	2	90	151	131	282																																																	93	187	45	280																																																
"IA"	2002	"Van Buren"	"Farmington Pct"	2	90	206	140	348																																																	145	193	45	340																																																
"IA"	2002	"Van Buren"	"Keosauqua Pct"	2	90	284	234	520																																																	197	215	45	414																																																
"IA"	2002	"Van Buren"	"Milton Pct"	2	90	100	74	174																																																	77	95	45	172																																																
"IA"	2002	"Van Buren"	"Mt Sterling Pct"	2	90	43	30	73																																																	27	44	45	71																																																
"IA"	2002	"Van Buren"	"Stockport Pct"	2	90	96	54	151																																																	55	94	45	149																																																
"IA"	2002	"Wapello"	"Absentee and Special Ballots"	2	93	2960	0	3002	90	335	191	526																																													2213	1271	47	3489	302	229	45	532																																												
"IA"	2002	"Wapello"	"Adams Twp & Blakesburg City"	2	93	165	0	165																																																	116	85	47	202																																																
"IA"	2002	"Wapello"	"Agency Twp & Agency City"	2	90	204	178	382																																																	183	207	45	390																																																
"IA"	2002	"Wapello"	"Cass Twp & Chillicothe City"	2	93	69	0	69																																																	41	52	47	93																																																
"IA"	2002	"Wapello"	"Center Twp"	2	93	338	0	342																																																	228	201	47	430																																																
"IA"	2002	"Wapello"	"Columbia Twp & Eddyville City"	2	90	115	120	235																																																	109	126	45	235																																																
"IA"	2002	"Wapello"	"Competine Twp"	2	90	46	45	91																																																	37	59	45	96																																																
"IA"	2002	"Wapello"	"Dahlonega Twp"	2	90	85	77	162																																																	66	98	45	164																																																
"IA"	2002	"Wapello"	"Green Twp"	2	93	178	0	181																																																	109	133	47	242																																																
"IA"	2002	"Wapello"	"Highland Twp"	2	90	46	55	101																																																	37	65	45	102																																																
"IA"	2002	"Wapello"	"Keokuk Twp"	2	90	139	94	233																																																	127	110	45	237																																																
"IA"	2002	"Wapello"	"Ottumwa 1"	2	93	473	0	478																																																	318	264	47	582																																																
"IA"	2002	"Wapello"	"Ottumwa 10"	2	93	511	0	515																																																	375	244	47	619																																																
"IA"	2002	"Wapello"	"Ottumwa 2"	2	93	620	0	629																																																	366	477	47	843																																																
"IA"	2002	"Wapello"	"Ottumwa 3"	2	93	704	0	715																																																	375	530	47	905																																																
"IA"	2002	"Wapello"	"Ottumwa 4"	2	93	309	0	316																																																	221	177	47	398																																																
"IA"	2002	"Wapello"	"Ottumwa 5"	2	93	302	0	310																																																	215	179	47	396																																																
"IA"	2002	"Wapello"	"Ottumwa 6"	2	93	405	0	409																																																	271	236	47	507																																																
"IA"	2002	"Wapello"	"Ottumwa 7"	2	93	338	0	342																																																	246	168	47	416																																																
"IA"	2002	"Wapello"	"Ottumwa 8"	2	93	464	0	472																																																	313	259	47	573																																																
"IA"	2002	"Wapello"	"Ottumwa 9"	2	93	550	0	559																																																	362	364	47	726																																																
"IA"	2002	"Wapello"	"Pleasant Twp"	2	90	57	41	98																																																	31	73	45	104																																																
"IA"	2002	"Wapello"	"Polk Twp"	2	93	158	0	158																																																	93	117	47	210																																																
"IA"	2002	"Wapello"	"Richland Twp & Kirkville City"	2	90	95	95	190																																																	82	107	45	189																																																
"IA"	2002	"Wapello"	"Washington Twp & Eldon City"	2	90	181	166	347																																																	139	218	45	357																																																
"IA"	2002	"Warren"	"Absentee and Special Ballots"	4	73	522	379	901	74	303	0	326																																													2467	1673	37	4229			37	0																																												
"IA"	2002	"Warren"	"Allen 1"	4	74	414	0	415																																																	419	224	37	646																																																
"IA"	2002	"Warren"	"Allen 2"	4	74	319	0	319																																																	324	149	37	480																																																
"IA"	2002	"Warren"	"Belmont"	4	73	148	172	320																																																	134	200	37	349																																																
"IA"	2002	"Warren"	"Greenfield 1"	4	74	340	0	341																																																	295	211	37	524																																																
"IA"	2002	"Warren"	"Greenfield 2"	4	74	220	0	220																																																	190	180	37	379																																																
"IA"	2002	"Warren"	"Indianola 1"	4	74	524	0	533																																																	342	449	37	798																																																
"IA"	2002	"Warren"	"Indianola 2"	4	74	581	0	591																																																	342	550	37	900																																																
"IA"	2002	"Warren"	"Indianola 3"	4	74	514	0	517																																																	322	478	37	815																																																
"IA"	2002	"Warren"	"Indianola 4"	4	74	451	0	455																																																	303	362	37	678																																																
"IA"	2002	"Warren"	"Jackson"	4	73	130	121	251																																																	138	113	37	257																																																
"IA"	2002	"Warren"	"Jefferson"	4	73	234	249	483																																																	244	248	37	500																																																
"IA"	2002	"Warren"	"Liberty"	4	73	67	78	145																																																	67	83	37	158																																																
"IA"	2002	"Warren"	"Lincoln"	4	74	398	0	401																																																	278	340	37	629																																																
"IA"	2002	"Warren"	"Linn"	4	73	212	267	479																																																	212	269	37	495																																																
"IA"	2002	"Warren"	"Norwalk 1"	4	74	347	0	349																																																	232	288	37	540																																																
"IA"	2002	"Warren"	"Norwalk 2"	4	74	436	0	438																																																	308	380	37	707																																																
"IA"	2002	"Warren"	"Norwalk 3"	4	74	408	0	409																																																	315	354	37	678																																																
"IA"	2002	"Warren"	"Otter"	4	73	92	108	200																																																	88	119	37	212																																																
"IA"	2002	"Warren"	"Palmyra"	4	73	90	99	189																																																	112	82	37	198																																																
"IA"	2002	"Warren"	"Richland"	4	73	151	102	253																																																	185	81	37	271																																																
"IA"	2002	"Warren"	"Squaw"	4	73	73	85	158																																																	69	85	37	163																																																
"IA"	2002	"Warren"	"Union"	4	73	55	66	121																																																	68	58	37	131																																																
"IA"	2002	"Warren"	"Virginia"	4	73	138	150	288																																																	139	150	37	300																																																
"IA"	2002	"Warren"	"White Breast"	4	73	122	98	220																																																	123	104	37	231																																																
"IA"	2002	"Warren"	"White Oak"	4	73	98	148	246																																																	100	159	37	264																																																
"IA"	2002	"Washington"	"Absentee and Special Ballots"	2	89	672	804	1477																																																	869	617	45	1486																																																
"IA"	2002	"Washington"	"Ainsworth"	2	89	109	208	317																																																	176	141	45	317																																																
"IA"	2002	"Washington"	"Brighton"	2	89	93	204	297																																																	123	169	45	292																																																
"IA"	2002	"Washington"	"Crawford"	2	89	62	158	220																																																	81	143	45	224																																																
"IA"	2002	"Washington"	"English River"	2	89	55	172	227																																																	64	161	45	225																																																
"IA"	2002	"Washington"	"Iowa"	2	89	265	278	543																																																	350	205	45	555																																																
"IA"	2002	"Washington"	"Kalona"	2	89	174	408	582																																																	248	328	45	576																																																
"IA"	2002	"Washington"	"Lime Creek"	2	89	178	349	527																																																	220	300	45	520																																																
"IA"	2002	"Washington"	"Washington"	2	89	106	357	463																																																	188	273	45	461																																																
"IA"	2002	"Washington"	"Washington Ward 1"	2	89	168	307	475																																																	251	230	45	481																																																
"IA"	2002	"Washington"	"Washington Ward 2"	2	89	129	256	385																																																	208	180	45	388																																																
"IA"	2002	"Washington"	"Washington Ward 3"	2	89	170	377	547																																																	280	266	45	546																																																
"IA"	2002	"Washington"	"Washington Ward 4"	2	89	165	353	518																																																	280	236	45	516																																																
"IA"	2002	"Washington"	"West Chester"	2	89	92	360	452																																																	191	262	45	453																																																
"IA"	2002	"Wayne"	"Absentee and Special Ballots"	2	94	167	203	370																																																	187	181	47	368																																																
"IA"	2002	"Wayne"	"Allerton Warren"	2	94	80	87	167																																																	90	71	47	161																																																
"IA"	2002	"Wayne"	"Benton Corydon"	2	94	54	79	133																																																	55	74	47	129																																																
"IA"	2002	"Wayne"	"Clinton Clio Jefferson"	2	94	46	67	113																																																	48	62	47	110																																																
"IA"	2002	"Wayne"	"Corydon"	2	94	197	232	429																																																	199	228	47	427																																																
"IA"	2002	"Wayne"	"Grand River Lineville"	2	94	52	37	89																																																	52	37	47	89																																																
"IA"	2002	"Wayne"	"Howard Jackson"	2	94	35	63	98																																																	38	56	47	94																																																
"IA"	2002	"Wayne"	"Monroe Seymour Walnut"	2	94	67	185	252																																																	119	126	47	245																																																
"IA"	2002	"Wayne"	"Richman Clay Humeston"	2	94	100	123	223																																																	103	119	47	222																																																
"IA"	2002	"Wayne"	"So Fork Promise City Wright"	2	94	49	110	159																																																	55	103	47	158																																																
"IA"	2002	"Wayne"	"Union Millerton Washington"	2	94	57	73	130																																																	54	71	47	125																																																
"IA"	2002	"Webster"	"Absentee and Special Ballots"	4	49	1879	901	2780	50	162	179	341	9	79	39	118	8	65	40	105																																					2164	940	25	3105	81	37	5	118			25	0			4	0																																				
"IA"	2002	"Webster"	"Badger"	4	49	215	198	413																																																	207	201	25	408																																																
"IA"	2002	"Webster"	"Burnside"	4	50	35	80	115																																																	52	64	25	116																																																
"IA"	2002	"Webster"	"Clay Roland"	4	50	54	258	312																																																	163	143	25	306																																																
"IA"	2002	"Webster"	"Colfax Duncombe"	4	49	137	85	222																																																	143	78	25	222																																																
"IA"	2002	"Webster"	"Dayton"	4	50	135	230	365																																																	199	166	25	365																																																
"IA"	2002	"Webster"	"Deer Creek Jackson"	4	8	0	0	0																																																	149	122	4	271																																																
"IA"	2002	"Webster"	"Douglas"	4	49	109	114	223																																																	104	116	25	220																																																
"IA"	2002	"Webster"	"Elkhorn"	4	50	75	154	229																																																	124	110	25	234																																																
"IA"	2002	"Webster"	"Fort Dodge 1"	4	49	369	348	717																																																	359	353	25	712																																																
"IA"	2002	"Webster"	"Fort Dodge 10"	4	49	339	264	605																																																	334	262	25	596																																																
"IA"	2002	"Webster"	"Fort Dodge 11"	4	49	466	320	786																																																	460	306	25	766																																																
"IA"	2002	"Webster"	"Fort Dodge 12"	4	49	286	235	522																																																	285	234	25	519																																																
"IA"	2002	"Webster"	"Fort Dodge 2"	4	49	352	276	628																																																	362	259	25	621																																																
"IA"	2002	"Webster"	"Fort Dodge 3"	4	49	266	189	455																																																	246	207	25	453																																																
"IA"	2002	"Webster"	"Fort Dodge 4"	4	49	145	72	217																																																	153	62	25	215																																																
"IA"	2002	"Webster"	"Fort Dodge 5"	4	49	272	190	462																																																	277	176	25	453																																																
"IA"	2002	"Webster"	"Fort Dodge 6"	4	49	114	59	173																																																	106	66	25	172																																																
"IA"	2002	"Webster"	"Fort Dodge 7"	4	49	193	105	299																																																	199	93	25	293																																																
"IA"	2002	"Webster"	"Fort Dodge 8"	4	49	193	122	315																																																	211	105	25	316																																																
"IA"	2002	"Webster"	"Fort Dodge 9"	4	49	272	139	411																																																	265	139	25	404																																																
"IA"	2002	"Webster"	"Fulton"	4	50	41	121	162																																																	90	71	25	161																																																
"IA"	2002	"Webster"	"Gowrie"	4	50	48	372	420																																																	207	201	25	408																																																
"IA"	2002	"Webster"	"Hardin"	4	9	13	31	44																																																	16	26	5	42																																																
"IA"	2002	"Webster"	"Johnson"	4	8	0	0	0																																																	130	35	4	165																																																
"IA"	2002	"Webster"	"Lost Grove"	4	50	49	139	188																																																	110	82	25	192																																																
"IA"	2002	"Webster"	"Newark"	4	49	71	56	127																																																	65	60	25	125																																																
"IA"	2002	"Webster"	"North Cooper"	4	49	50	39	90																																																	51	38	25	90																																																
"IA"	2002	"Webster"	"North East Douglas"	4	49	52	54	106																																																	60	47	25	107																																																
"IA"	2002	"Webster"	"Otho"	4	50	129	105	234																																																	164	72	25	236																																																
"IA"	2002	"Webster"	"Pleasant Valley"	4	9	51	78	129																																																	55	75	5	130																																																
"IA"	2002	"Webster"	"South Cooper"	4	49	27	19	46																																																	27	18	25	45																																																
"IA"	2002	"Webster"	"Sumner Webster Yell"	4	9	117	104	221																																																	131	94	5	225																																																
"IA"	2002	"Webster"	"Washington"	4	9	37	65	102																																																	48	57	5	105																																																
"IA"	2002	"Winnebago"	"Absentee and Special Ballots"	4	11	0	395	399																																																	0	0	6	0																																																
"IA"	2002	"Winnebago"	"Buffalo"	4	11	0	355	358																																																	0	0	6	0																																																
"IA"	2002	"Winnebago"	"Center"	4	11	0	671	676																																																	0	0	6	0																																																
"IA"	2002	"Winnebago"	"Eden"	4	11	0	33	35																																																	0	0	6	0																																																
"IA"	2002	"Winnebago"	"Forest City 1"	4	11	0	206	207																																																	0	0	6	0																																																
"IA"	2002	"Winnebago"	"Forest City 2"	4	11	0	269	274																																																	0	0	6	0																																																
"IA"	2002	"Winnebago"	"Forest City 3"	4	11	0	225	230																																																	0	0	6	0																																																
"IA"	2002	"Winnebago"	"Forest City 4"	4	11	0	194	195																																																	0	0	6	0																																																
"IA"	2002	"Winnebago"	"Forest Leland"	4	11	0	155	158																																																	0	0	6	0																																																
"IA"	2002	"Winnebago"	"Grant"	4	11	0	57	57																																																	0	0	6	0																																																
"IA"	2002	"Winnebago"	"King"	4	11	0	173	174																																																	0	0	6	0																																																
"IA"	2002	"Winnebago"	"Lincoln"	4	11	0	112	112																																																	0	0	6	0																																																
"IA"	2002	"Winnebago"	"Linden"	4	11	0	46	46																																																	0	0	6	0																																																
"IA"	2002	"Winnebago"	"Mt Valley"	4	11	0	209	214																																																	0	0	6	0																																																
"IA"	2002	"Winnebago"	"Newton"	4	11	0	79	81																																																	0	0	6	0																																																
"IA"	2002	"Winnebago"	"Norway"	4	11	0	85	85																																																	0	0	6	0																																																
"IA"	2002	"Winnebago"	"Scarville Logan"	4	11	0	87	87																																																	0	0	6	0																																																
"IA"	2002	"Winneshiek"	"Absentee and Special Ballots"	4	16	0	1054	1054	15	189	0	189																																													726	862	8	1588			8	0																																												
"IA"	2002	"Winneshiek"	"Bloomfield"	4	16	0	186	186																																																	65	149	8	214																																																
"IA"	2002	"Winneshiek"	"Bluffton"	4	16	0	109	109																																																	68	73	8	141																																																
"IA"	2002	"Winneshiek"	"Burr Oak"	4	16	0	90	90																																																	41	65	8	106																																																
"IA"	2002	"Winneshiek"	"Calmar 1"	4	15	296	0	296																																																	155	257	8	412																																																
"IA"	2002	"Winneshiek"	"Calmar 2"	4	15	135	0	135																																																	77	94	8	171																																																
"IA"	2002	"Winneshiek"	"Canoe"	4	16	0	95	95																																																	70	55	8	125																																																
"IA"	2002	"Winneshiek"	"Decorah City 1"	4	16	0	292	292																																																	219	157	8	376																																																
"IA"	2002	"Winneshiek"	"Decorah City 2"	4	16	0	311	311																																																	231	188	8	419																																																
"IA"	2002	"Winneshiek"	"Decorah City 3 A"	4	16	0	80	80																																																	47	52	8	99																																																
"IA"	2002	"Winneshiek"	"Decorah City 3 B"	4	16	0	331	331																																																	175	206	8	381																																																
"IA"	2002	"Winneshiek"	"Decorah City 3 Twp"	4	16	0	292	292																																																	144	188	8	332																																																
"IA"	2002	"Winneshiek"	"Decorah City 4"	4	16	0	215	215																																																	171	107	8	278																																																
"IA"	2002	"Winneshiek"	"Decorah City 5"	4	16	0	323	323																																																	161	219	8	380																																																
"IA"	2002	"Winneshiek"	"Frankville"	4	16	0	135	135																																																	63	95	8	158																																																
"IA"	2002	"Winneshiek"	"Fremont"	4	15	66	0	66																																																	50	36	8	86																																																
"IA"	2002	"Winneshiek"	"Glenwood"	4	16	0	167	167																																																	78	112	8	190																																																
"IA"	2002	"Winneshiek"	"Hesper"	4	16	0	118	118																																																	48	89	8	137																																																
"IA"	2002	"Winneshiek"	"Highland"	4	16	0	75	75																																																	40	55	8	95																																																
"IA"	2002	"Winneshiek"	"Jackson"	4	15	91	0	91																																																	36	82	8	118																																																
"IA"	2002	"Winneshiek"	"Lincoln"	4	15	126	0	126																																																	68	121	8	189																																																
"IA"	2002	"Winneshiek"	"Madison"	4	15	80	0	80																																																	48	95	8	143																																																
"IA"	2002	"Winneshiek"	"Military"	4	15	287	0	287																																																	103	338	8	441																																																
"IA"	2002	"Winneshiek"	"Orleans"	4	15	64	0	64																																																	30	60	8	90																																																
"IA"	2002	"Winneshiek"	"Pleasant"	4	16	0	122	122																																																	66	80	8	146																																																
"IA"	2002	"Winneshiek"	"Springfield"	4	16	0	124	124																																																	47	97	8	144																																																
"IA"	2002	"Winneshiek"	"Sumner"	4	15	66	0	66																																																	35	54	8	89																																																
"IA"	2002	"Winneshiek"	"Washington"	4	15	224	0	224																																																	118	195	8	313																																																
"IA"	2002	"Woodbury"	"Absentee and Special Ballots"	5	1	1273	571	1844	2	952	384	1336	54	0	1073	1108	53	0	254	337	55	0	169	169																																	2313	894	1	3209	1217	940	27	2157	113	120	28	245			27	0			1	0																																
"IA"	2002	"Woodbury"	"Arlington Moville Wolfcreek"	5	53	0	359	572																																																	351	315	27	667																																																
"IA"	2002	"Woodbury"	"Banner Concord"	5	53	0	390	556																																																	292	378	27	670																																																
"IA"	2002	"Woodbury"	"Floyd"	5	53	0	142	228																																																	127	133	27	260																																																
"IA"	2002	"Woodbury"	"Grange Liberty Lakeport"	5	55	0	288	289																																																	199	198	28	412																																																
"IA"	2002	"Woodbury"	"Grant West Fork"	5	55	0	129	129																																																	53	96	28	157																																																
"IA"	2002	"Woodbury"	"Kedron Miller"	5	55	0	224	225																																																	139	161	28	312																																																
"IA"	2002	"Woodbury"	"Liston Morgan"	5	55	0	161	162																																																	142	60	28	215																																																
