state	year	county	precinct	cd	g2004_USP_dv	g2004_USP_rv	g2004_USP_tv	g2004_GOV_dv	g2004_GOV_rv	g2004_GOV_tv	g2004_USS_dv	g2004_USS_rv	g2004_USS_tv	g2004_USH_dv	g2004_USH_rv	g2004_USH_tv	g2004_BALL_rtv	g2004_BALL_atv	g2004_BALL_tv
"NH"	2004	"Merrimack"	"Hooksett"	1	2656	3784	6463	2774	3626	6402	1533	4789	6323	1820	4424	6245	6223	414	6637
"NH"	2004	"Merrimack"	"Hopkinton"	2	2245	1527	3791	2688	1091	3784	1362	2362	3725	1669	1977	3721	3352	471	3823
"NH"	2004	"Merrimack"	"Loudon"	2	1203	1521	2740	1476	1238	2715	716	1979	2696	843	1721	2639	2638	142	2780
"NH"	2004	"Merrimack"	"New London"	2	632	630	1269	626	633	1260	367	878	1246	1013	1756	2846	2445	524	2969
"NH"	2004	"Merrimack"	"Newbury"	2	1442	1478	2936	1535	1327	2866	883	1955	2847	433	777	1247	1098	189	1287
"NH"	2004	"Merrimack"	"Northfield"	2	1101	1170	2284	1189	1062	2253	665	1572	2238	726	1382	2194	2194	118	2312
"NH"	2004	"Merrimack"	"Pembroke"	2	1752	1824	3601	2047	1509	3562	1038	2475	3516	1239	2165	3491	3549	223	3772
"NH"	2004	"Merrimack"	"Pittsfield"	2	863	1043	1923	963	942	1905	545	1334	1880	581	1204	1845	1845	126	1971
"NH"	2004	"Merrimack"	"Salisbury"	2	353	396	755	424	330	754	224	507	731	264	455	736	713	45	758
"NH"	2004	"Merrimack"	"Sutton"	2	634	510	1154	658	490	1148	446	683	1132	457	628	1127	1068	93	1161
"NH"	2004	"Merrimack"	"Warner"	2	903	742	1657	1001	667	1669	625	1019	1644	692	870	1616	1534	157	1691
"NH"	2004	"Merrimack"	"Webster"	2	502	521	1028	600	421	1021	310	707	1017	351	629	1005	968	64	1032
"NH"	2004	"Merrimack"	"Wilmot"	2	456	278	743	464	330	797	298	491	790	337	432	789	725	83	808
"NH"	2004	"Rockingham"	"Atkinson"	2	1836	2457	4316	1713	2535	4251	1144	3012	4157			0	3965	374	4339
"NH"	2004	"Rockingham"	"Auburn"	1	1105	1832	2953	1134	1788	2927	620	2253	2874	765	2075	2846	2807	164	2971
"NH"	2004	"Rockingham"	"Brentwood"	1	913	1114	2045	934	1075	2013	621	1372	1995	664	1305	1970	1836	233	2069
"NH"	2004	"Rockingham"	"Candia"	1	977	1502	2495	998	1475	2476	585	1847	2432	671	1724	2401	2375	129	2504
"NH"	2004	"Rockingham"	"Chester"	1	940	1614	2572	926	1611	2539	619	1885	2507	645	1839	2485	2554	140	2694
"NH"	2004	"Rockingham"	"Danville"	1	929	1261	2211	910	1275	2186	643	1483	2127	642	1465	2108	2114	103	2217
"NH"	2004	"Rockingham"	"Deerfield"	1	1030	1359	2411	1078	1293	2374	699	1638	2341	714	1592	2306	2279	190	2469
"NH"	2004	"Rockingham"	"Derry"	1	6760	8038	14877	6774	7903	14677	4661	9675	14340	5026	9147	14173	14011	940	14951
"NH"	2004	"Rockingham"	"East Kingston"	1	497	686	1192	513	656	1169	357	805	1163	329	811	1140	1118	79	1197
"NH"	2004	"Rockingham"	"Epping"	1	1551	1555	3131	1516	1576	3092	946	2101	3048	1063	1932	2995	2903	246	3149
"NH"	2004	"Rockingham"	"Exeter"	1	4659	3544	8242	4714	3396	8115	3075	4870	7950	3449	4408	7860	7213	1091	8304
"NH"	2004	"Rockingham"	"Fremont"	1	863	1154	2033	848	1161	2011	542	1429	1973	568	1366	1935	1921	128	2049
"NH"	2004	"Rockingham"	"Greenland"	1	1087	985	2083	1172	888	2063	575	1457	2037	777	1229	2006	2114	170	2284
"NH"	2004	"Rockingham"	"Hampstead"	1	2046	2856	4937	2003	2844	4849	1271	3477	4748	1411	3280	4693	4495	470	4965
"NH"	2004	"Rockingham"	"Hampton"	1	4729	4645	9435	5021	4279	9308	3031	6086	9122	3605	5449	9059	8168	1323	9491
"NH"	2004	"Rockingham"	"Hampton Falls"	1	513	853	1376	566	781	1348	312	1012	1328	364	967	1332	1232	152	1384
"NH"	2004	"Rockingham"	"Kensington"	1	573	662	1243	630	633	1263	428	798	1226	445	766	1212	1183	93	1276
"NH"	2004	"Rockingham"	"Kingston"	1	1430	1806	3259	1439	1774	3213	946	2182	3130	979	2117	3098	3020	263	3283
"NH"	2004	"Rockingham"	"Londonderry"	1	5222	6888	12177	5119	6911	12054	3324	8450	11799	3630	8008	11658	11248	980	12228
"NH"	2004	"Rockingham"	"New Castle"	1	383	403	788	447	336	790	220	550	773	270	498	768	648	145	793
"NH"	2004	"Rockingham"	"Newfields"	1	474	489	966	494	468	962	291	647	941	346	583	929	921	61	982
"NH"	2004	"Rockingham"	"Newington"	1	250	303	557	289	252	542	138	395	533	176	362	538	491	68	559
"NH"	2004	"Rockingham"	"Newmarket"	1	2939	1830	4813	2890	1830	4724	1913	2697	4613	2224	2339	4569	4465	366	4831
"NH"	2004	"Rockingham"	"Newton"	1	1103	1160	2293	1106	1147	2255	801	1373	2174	833	1326	2159	2161	141	2302
"NH"	2004	"Rockingham"	"North Hampton"	1	1367	1537	2913	1502	1361	2869	779	2040	2823	1007	1806	2817	2527	397	2924
"NH"	2004	"Rockingham"	"Northwood"	1	1058	1107	2181	1091	1066	2159	698	1433	2132	763	1329	2097	1993	204	2197
"NH"	2004	"Rockingham"	"Nottingham"	1	1085	1272	2374	1160	1186	2350	670	1629	2302	775	1509	2285	2293	199	2492
"NH"	2004	"Rockingham"	"Plaistow"	1	1804	2331	4149	1729	2326	4057	1213	2763	3978	1279	2629	3912	3881	283	4164
"NH"	2004	"Rockingham"	"Portsmouth Ward 1"	1	1419	673	2111	1406	666	2076	937	1095	2038	1149	876	2026	1946	183	2129
"NH"	2004	"Rockingham"	"Portsmouth Ward 2"	1	2177	726	2923	2169	721	2898	1483	1318	2809	1818	986	2816	2599	353	2952
"NH"	2004	"Rockingham"	"Portsmouth Ward 3"	1	932	590	1532	966	537	1508	561	908	1471	745	717	1466	1371	179	1550
"NH"	2004	"Rockingham"	"Portsmouth Ward 4"	1	1928	1323	3264	1995	1205	3203	1182	1943	3129	1562	1562	3129	2923	355	3278
"NH"	2004	"Rockingham"	"Portsmouth Ward 5"	1	1980	873	2868	2018	792	2812	1354	1391	2754	1621	1107	2732	2433	463	2896
"NH"	2004	"Rockingham"	"Raymond"	1	2127	2630	4791	2087	2635	4728	1372	3272	4657	1470	3111	4585	4556	271	4827
"NH"	2004	"Rockingham"	"Rye"	1	1900	1796	3725	1970	1717	3694	1074	2587	3662	623	813	1436	3051	749	3800
"NH"	2004	"Rockingham"	"Salem"	2	6472	7797	14360	6177	7905	14086	4337	9393	13734	4467	8507	13541	13564	971	14535
"NH"	2004	"Rockingham"	"Sandown"	1	1158	1655	2829	1154	1635	2790	796	1941	2738	838	1855	2694	2661	205	2866
"NH"	2004	"Rockingham"	"Seabrook"	1	2023	2223	4274	2059	2137	4200	1419	2670	4092	1513	2522	4036	3943	452	4395
"NH"	2004	"Rockingham"	"South Hampton"	1	276	268	551	279	258	537	203	320	523	218	299	517	495	56	551
"NH"	2004	"Rockingham"	"Stratham"	1	2093	2068	4175	2188	1917	4105	1141	2891	4034	1437	2583	4020	3903	443	4346
"NH"	2004	"Rockingham"	"Windham"	2	2829	4204	7069	2701	4223	6927	1758	4999	6761	1853	4591	6675	6633	466	7099
"NH"	2004	"Strafford"	"Barrington"	1	2216	2086	4334	2262	2018	4287	1405	2800	4213	741	1498	2242	4122	236	4358
"NH"	2004	"Strafford"	"Dover Ward 1"	1	1613	739	2369	1493	816	2311	1124	1173	2302	1303	984	2292	2217	168	2385
"NH"	2004	"Strafford"	"Dover Ward 2"	1	1563	802	2382	1504	814	2318	1093	1202	2317	1276	1009	2285	2182	201	2383
"NH"	2004	"Strafford"	"Dover Ward 3"	1	1605	1419	3040	1557	1409	2966	1013	1941	2954	1206	1721	2927	2686	343	3029
"NH"	2004	"Strafford"	"Dover Ward 4"	1	1620	1142	2781	1607	1140	2747	1057	1636	2693	1292	1388	2680	2614	238	2852
"NH"	2004	"Strafford"	"Dover Ward 5"	1	1449	919	2377	1394	930	2324	938	1363	2301	1108	1164	2272	2114	180	2294
"NH"	2004	"Strafford"	"Dover Ward 6"	1	1375	1185	2577	1371	1223	2594	908	1686	2594	1051	1444	2495	2517	209	2726
"NH"	2004	"Strafford"	"Durham"	1	4272	1772	6095	3999	1735	5754	2876	2783	5674	3364	2249	5623	5615	524	6139
"NH"	2004	"Strafford"	"Farmington"	1	1379	1452	2850	1269	1562	2831	850	1936	2786	972	1796	2768	2707	163	2870
"NH"	2004	"Strafford"	"Lee"	1	1481	930	2430	1527	860	2390	968	1395	2368	1162	1176	2340	2240	215	2455
"NH"	2004	"Strafford"	"Madbury"	1	590	435	1034	593	425	1018	400	609	1009	467	530	997	936	101	1037
"NH"	2004	"Strafford"	"Middleton"	1	380	399	789	355	428	783	224	535	762	250	511	764	758	38	796
"NH"	2004	"Strafford"	"Milton"	1	1021	1036	2073	963	1089	2052	641	1379	2020	705	1299	2004	1956	132	2088
"NH"	2004	"Strafford"	"New Durham"	1	657	729	1399	591	790	1382	398	971	1371	407	960	1367	1282	124	1406
"NH"	2004	"Strafford"	"Rochester Ward 1"	1	1215	1308	2541	1175	1349	2526	747	1725	2478	1495	2136	3635	2458	193	2651
"NH"	2004	"Strafford"	"Rochester Ward 2"	1	1069	1139	2219	1062	1136	2200	603	1565	2169	882	1555	2439	2134	196	2330
"NH"	2004	"Strafford"	"Rochester Ward 3"	1	1102	1204	2321	1120	1191	2313	641	1618	2261	701	1461	2163	2256	175	2431
"NH"	2004	"Strafford"	"Rochester Ward 4"	1	1182	1049	2248	1095	1137	2235	711	1478	2193	760	1482	2244	2100	167	2267
"NH"	2004	"Strafford"	"Rochester Ward 5"	1	1123	1070	2205	1034	1149	2184	630	1512	2142	845	1322	2203	2122	191	2313
"NH"	2004	"Strafford"	"Rochester Ward 6"	1	981	888	1892	983	882	1869	659	1181	1843	765	1365	2131	1788	117	1905
"NH"	2004	"Strafford"	"Rollinsford"	1	827	646	1480	782	689	1472	533	917	1450	743	1077	1823	1397	121	1518
"NH"	2004	"Strafford"	"Somersworth Ward 1"	1	724	581	1320	705	587	1294	434	848	1284	537	737	1274	1220	109	1329
"NH"	2004	"Strafford"	"Somersworth Ward 2"	1	560	438	1004	552	450	1002	346	634	982	417	550	968	934	84	1018
"NH"	2004	"Strafford"	"Somersworth Ward 3"	1	586	472	1060	599	454	1053	384	646	1033	477	554	1033	1022	61	1083
"NH"	2004	"Strafford"	"Somersworth Ward 4"	1	727	517	1253	699	541	1242	448	766	1216	548	663	1214	1195	70	1265
"NH"	2004	"Strafford"	"Somersworth Ward 5"	1	504	347	856	482	364	847	331	499	830	371	457	828	848	57	905
"NH"	2004	"Strafford"	"Strafford¾¾"	1	1121	1121	2258	1139	1093	2235	675	1523	2199	788	1384	2173	2103	171	2274
"NH"	2004	"Sullivan"	"Acworth"	2	297	221	521	311	206	518	254	259	513	219	263	509	477	50	527
"NH"	2004	"Sullivan"	"Charlestown"	2	1295	1007	2314	1285	1015	2302	922	1362	2285	897	1276	2253	2195	136	2331
"NH"	2004	"Sullivan"	"Claremont Ward 1"	2	1025	716	1755	1035	698	1735	708	1014	1724	691	929	1674	1659	115	1774
"NH"	2004	"Sullivan"	"Claremont Ward 2"	2	1241	983	2244	1288	918	2207	747	1422	2171	874	1231	2170	2066	179	2245
"NH"	2004	"Sullivan"	"Claremont Ward 3"	2	987	876	1879	997	860	1859	647	1174	1822	667	1079	1807	1761	136	1897
"NH"	2004	"Sullivan"	"Cornish"	2	608	431	1042	599	431	1030	450	563	1014	451	543	1020	958	93	1051
"NH"	2004	"Sullivan"	"Croydon"	2	157	248	407	163	241	404	117	285	402	108	268	391	370	38	408
"NH"	2004	"Sullivan"	"Goshen"	2	192	225	423	194	223	417	137	271	408	138	253	409	385	43	428
"NH"	2004	"Sullivan"	"Grantham"	2	993	780	1783	935	827	1763	705	1033	1741	762	940	1742	1616	213	1829
"NH"	2004	"Sullivan"	"Langdon"	2	195	153	350	188	157	345	138	203	341	111	215	339	350	1	351
"NH"	2004	"Sullivan"	"Lempster"	2	226	284	515	237	254	493	197	316	513	165	303	481	476	41	517
"NH"	2004	"Sullivan"	"Newport"	2	1425	1458	2903	1438	1443	2884	939	1905	2847	929	1771	2812	2643	243	2886
"NH"	2004	"Sullivan"	"Plainfield"	2	893	508	1406	871	525	1400	672	699	1374	692	641	1371	1265	154	1419
"NH"	2004	"Sullivan"	"Springfield"	2	324	411	742	317	373	691	219	466	685	224	429	677	665	78	743
"NH"	2004	"Sullivan"	"Sunapee"	2	972	1108	2093	968	1088	2061	614	1420	2037	642	1329	2024	1770	333	2103
"NH"	2004	"Sullivan"	"Unity"	2	335	404	745	345	386	731	276	453	729	233	456	721	685	62	747
"NH"	2004	"Sullivan"	"Washington"	2	269	329	605	265	339	604	204	396	600	179	378	587	541	71	612
