state	year	county	precinct_code	precinct	g2010_GOV_rv	g2010_GOV_dv	g2010_GOV_tv	cd	g2010_USH_rv	g2010_USH_dv	g2010_USH_tv	cd2	g2010_USH_dv2	g2010_USH_rv2	g2010_USH_tv2	sd	g2010_STS_dv	g2010_STS_tv	g2010_STS_rv	sd2	g2010_STS_dv2	g2010_STS_rv2	g2010_STS_tv2	sd3	g2010_STS_dv3	g2010_STS_rv3	g2010_STS_tv3	ld	g2010_STH_rv	g2010_STH_tv	g2010_STH_dv	ld2	g2010_STH_dv2	g2010_STH_rv2	g2010_STH_tv2	ld3	g2010_STH_dv3	g2010_STH_rv3	g2010_STH_tv3	ld4	g2010_STH_dv4	g2010_STH_rv4	g2010_STH_tv4	ld5	g2010_STH_dv5	g2010_STH_rv5	g2010_STH_tv5	ld6	g2010_STH_dv6	g2010_STH_rv6	g2010_STH_tv6	ld7	g2010_STH_dv7	g2010_STH_rv7	g2010_STH_tv7	ld8	g2010_STH_dv8	g2010_STH_rv8	g2010_STH_tv8	ld9	g2010_STH_dv9	g2010_STH_rv9	g2010_STH_tv9	ld10	g2010_STH_dv10	g2010_STH_rv10	g2010_STH_tv10
"TN"	2010	"CROCKETT"	3	"03"	212	137	351	8	280	69	353																	82	165	316	151																																				
"TN"	2010	"CROCKETT"	4	"04"	284	104	391	8	339	52	393																	82	217	353	136																																				
"TN"	2010	"CROCKETT"	5	"05"	107	192	305	8	141	155	297																	82	80	264	184																																				
"TN"	2010	"CROCKETT"	6	"06"	226	96	329	8	266	57	331																	82	188	301	113																																				
"TN"	2010	"CROCKETT"	7	"07"	179	131	317	8	230	79	317																	82	158	300	142																																				
"TN"	2010	"CROCKETT"	8	"08"	365	123	492	8	399	91	494																	82	254	465	211																																				
"TN"	2010	"CROCKETT"	9	"09"	257	98	358	8	282	67	353																	82	213	329	116																																				
"TN"	2010	"CROCKETT"	10	"10"	113	108	222	8	130	86	217																	82	91	203	112																																				
"TN"	2010	"CROCKETT"	11	"11"	272	88	365	8	315	46	365																	82	244	343	99																																				
"TN"	2010	"CROCKETT"	12	"12"	292	165	461	8	327	125	455																	82	269	426	157																																				
"TN"	2010	"CUMBERLAND"	1	"1 Cornerstone"	1412	383	1839	4	1027	657	1777					15	737	1743	864									25	1235	1776	509																																				
"TN"	2010	"CUMBERLAND"	2	"2 Community Complex"	984	237	1251	4	735	402	1211					15	465	1170	588									25	873	1213	307																																				
"TN"	2010	"CUMBERLAND"	3	"3 Homestead"	692	198	903	4	509	317	876					15	378	875	404									25	601	874	260																																				
"TN"	2010	"CUMBERLAND"	4	"3 Dorton"	238	65	310	4	181	106	304					15	120	291	134									25	196	296	90																																				
"TN"	2010	"CUMBERLAND"	5	"3 Linary"	390	90	489	4	289	148	463					15	169	467	247									25	322	479	151																																				
"TN"	2010	"CUMBERLAND"	6	"3 Big Lick"	421	123	555	4	330	174	528					15	200	532	274									25	354	527	161																																				
"TN"	2010	"CUMBERLAND"	7	"4 Tabor"	513	131	657	4	395	192	631					15	221	622	350									25	467	629	149																																				
"TN"	2010	"CUMBERLAND"	8	"4 Bakers"	468	134	623	4	357	191	585					15	238	586	292									25	430	596	156																																				
"TN"	2010	"CUMBERLAND"	9	"4 Oak Hill"	678	154	851	4	511	266	819					15	297	817	428									25	613	830	196																																				
"TN"	2010	"CUMBERLAND"	10	"5 Lantana"	438	134	582	4	344	199	570					15	233	553	269									25	396	564	161																																				
"TN"	2010	"CUMBERLAND"	11	"5 Vandever"	433	88	533	4	353	134	514					15	153	508	309									25	389	517	114																																				
"TN"	2010	"CUMBERLAND"	12	"5 Tansi"	1139	263	1434	4	913	388	1389					15	418	1377	817									25	1022	1391	349																																				
"TN"	2010	"CUMBERLAND"	13	"6 Crab Orchard"	230	88	325	4	176	129	316					15	147	309	141									25	214	318	100																																				
"TN"	2010	"CUMBERLAND"	14	"6 Chestnut Hill"	249	74	331	4	191	113	323					15	124	318	156									25	220	321	96																																				
"TN"	2010	"CUMBERLAND"	15	"6 Ozone-Pineview"	328	142	485	4	257	185	464					15	197	465	238									25	275	462	173																																				
"TN"	2010	"CUMBERLAND"	16	"6 Grassy Cove"	210	41	259	4	158	76	251					15	82	246	139									25	173	246	70																																				
"TN"	2010	"CUMBERLAND"	17	"7 Rinnie"	234	34	272	4	193	61	263					15	79	254	135									25	212	257	42																																				
"TN"	2010	"CUMBERLAND"	18	"7 Woody"	577	185	777	4	462	240	745					15	322	744	354									25	494	745	236																																				
"TN"	2010	"CUMBERLAND"	19	"7 Mayland"	515	162	694	4	407	205	659					15	292	679	324									25	421	668	230																																				
"TN"	2010	"CUMBERLAND"	20	"8 Pleasant Hill"	411	291	712	4	275	371	672					15	399	682	243									25	340	671	320																																				
"TN"	2010	"CUMBERLAND"	21	"8 Pomona"	815	229	1059	4	670	316	1031					15	371	1034	560									25	739	1024	262																																				
"TN"	2010	"CUMBERLAND"	22	"8 Midway"	142	41	193	4	109	54	178					15	59	170	98									25	140	189	44																																				
"TN"	2010	"CUMBERLAND"	23	"9 Fairfield Glade"	4033	774	4876	4	3184	1191	4693					15	1225	4694	3020									25	3445	4627	1073																																				
"TN"	2010	"DAVIDSON"	1	"01-1 Joelton"	891	429	1352	5	724	563	1318																	50	465	1276	781																																				
"TN"	2010	"DAVIDSON"	2	"01-2 Greenville"	212	133	357	5	168	164	343					19	178	178										50	112	342	226																																				
"TN"	2010	"DAVIDSON"	3	"01-3 Temple"	160	484	658	5	125	515	652					19	507	507										50	114	593	473																																				
"TN"	2010	"DAVIDSON"	4	"01-4 Scottsboro"	139	76	222	5	114	105	222					21	102	206	104									50	94	205	108																																				
"TN"	2010	"DAVIDSON"	5	"01-5 Bordeaux"	22	538	574	5	8	550	571					19	492	492										55	12	475	463																																				
"TN"	2010	"DAVIDSON"	6	"01-6 Cathederal"	104	2182	2331	5	49	2207	2293					19	1986	1986										54		2112	2112																																				
"TN"	2010	"DAVIDSON"	7	"02-1 Haynes"	68	1474	1574	5	19	1507	1551					19	1352	1352										54		1402	1402																																				
"TN"	2010	"DAVIDSON"	8	"02-2 Whites Creek"	44	801	863	5	21	820	852					19	743	743										54		734	734	52	26		26																																
"TN"	2010	"DAVIDSON"	9	"02-3 Olivet"	49	413	472	5	38	425	470					19	384	384										54		377	377	52	6		6																																
"TN"	2010	"DAVIDSON"	10	"02-4 Olivet"	5	6	12	5	5	7	12																	52		8	8																																				
"TN"	2010	"DAVIDSON"	11	"02-5 Looby"	97	583	709	5	81	598	693					19	525	525										54		557	557																																				
"TN"	2010	"DAVIDSON"	12	"02-6 Northwest"	74	434	525	5	41	469	524					19	417	417										54		439	439																																				
"TN"	2010	"DAVIDSON"	13	"03-1 Union Hill"	344	128	492	5	324	157	493																	50	271	459	176																																				
