state	year	county	precinct	precinct_name	g2010_REG_tv	g2010_BALL_tv	g2010_USS_rv	g2010_USS_dv	g2010_USS_tv	cd	g2010_USH_dv	g2010_USH_rv	g2010_USH_tv	g2010_GOV_dv	g2010_GOV_rv	g2010_GOV_tv	g2010_TRE_rv	g2010_TRE_dv	g2010_TRE_tv	sd	g2010_STS_dv	g2010_STS_rv	g2010_STS_tv	sd2	g2010_STS_dv2	g2010_STS_rv2	g2010_STS_tv2	ld	g2010_STH_dv	g2010_STH_rv	g2010_STH_tv	ld2	g2010_STH_dv2	g2010_STH_rv2	g2010_STH_tv2
"OR"	2010	"DESCHUTES"	"33"		2330	1790	863	842	1705	2	441	1279	1720	653	1066	1719	1130	504	1634																
"OR"	2010	"DESCHUTES"	"34"		2454	1591	712	777	1489	2	461	1055	1516	618	884	1502	904	520	1424																
"OR"	2010	"DESCHUTES"	"35"		2118	1747	925	781	1706	2	429	1254	1683	624	1098	1722	1125	524	1649																
"OR"	2010	"DESCHUTES"	"36"		3451	2350	1298	941	2239	2	504	1756	2260	677	1569	2246	1551	588	2139																
"OR"	2010	"DESCHUTES"	"37"		1077	860	443	394	837	2	239	594	833	304	533	837	546	261	807																
"OR"	2010	"DESCHUTES"	"38"		2703	1955	963	891	1854	2	538	1330	1868	711	1162	1873	1141	619	1760																
"OR"	2010	"DESCHUTES"	"39"		2017	1467	765	621	1386	2	352	1057	1409	404	982	1386	893	413	1306																
"OR"	2010	"DESCHUTES"	"40"		980	703	350	305	655	2	146	532	678	197	452	649	406	200	606																
"OR"	2010	"DESCHUTES"	"41"		1704	1262	629	575	1204	2	356	867	1223	460	752	1212	758	390	1148																
"OR"	2010	"DESCHUTES"	"42"		2632	1761	851	804	1655	2	470	1203	1673	605	1048	1653	1083	519	1602																
"OR"	2010	"DESCHUTES"	"43"		1552	1252	676	539	1215	2	303	901	1204	429	786	1215	821	346	1167																
"OR"	2010	"DESCHUTES"	"44"		2291	1647	800	773	1573	2	447	1132	1579	600	989	1589	1027	480	1507																
"OR"	2010	"DESCHUTES"	"45"		1464	1173	559	579	1138	2	334	800	1134	477	667	1144	673	394	1067																
"OR"	2010	"DESCHUTES"	"46"		2014	1388	625	696	1321	2	443	892	1335	567	767	1334	785	500	1285																
"OR"	2010	"DESCHUTES"	"47"		2174	1743	748	946	1694	2	515	1148	1663	745	965	1710	1028	602	1630																
"OR"	2010	"DESCHUTES"	"48"		1343	1023	576	403	979	2	188	789	977	270	707	977	696	237	933																
"OR"	2010	"DESCHUTES"	"49"		749	587	268	292	560	2	178	385	563	254	310	564	340	201	541																
"OR"	2010	"DESCHUTES"	"50"		1189	906	465	392	857	2	229	655	884	261	595	856	542	275	817																
"OR"	2010	"DESCHUTES"	"51"		284	254	119	131	250	2	67	181	248	96	155	251	147	97	244																
"OR"	2010	"DESCHUTES"	"52"		683	474	236	210	446	2	122	340	462	136	307	443	290	146	436																
"OR"	2010	"DOUGLAS"	"1"	"GARDINER"			119	100	219	4	113	115	228	81	144	225	117	87	204																
"OR"	2010	"DOUGLAS"	"2"	"SMITH RIVER"			20	14	34	4	15	22	37	15	23	38	19	16	35																
"OR"	2010	"DOUGLAS"	"3"	"PIONEER"			203	302	505	4	293	228	521	239	264	503	215	244	459																
"OR"	2010	"DOUGLAS"	"4"	"HIGHLAND"			203	276	479	4	272	233	505	227	259	486	211	232	443																
"OR"	2010	"DOUGLAS"	"5"	"FOREST HILLS"			281	304	585	4	330	279	609	252	335	587	273	254	527																
"OR"	2010	"DOUGLAS"	"6"	"DEANS CREEK"			120	78	198	4	75	128	203	64	130	194	117	69	186																
"OR"	2010	"DOUGLAS"	"7"	"WINCHESTER BAY"			106	121	227	4	130	110	240	102	121	223	103	108	211																
"OR"	2010	"DOUGLAS"	"8"	"LOON LAKE"			23	18	41	4	25	20	45	24	22	46	21	18	39																
"OR"	2010	"DOUGLAS"	"9"	"EAST ELKTON"			341	240	581	4	244	348	592	203	372	575	329	198	527																
"OR"	2010	"DOUGLAS"	"10"	"ELKTON CITY"			35	42	77	4	41	41	82	39	41	80	39	38	77																
"OR"	2010	"DOUGLAS"	"11"	"DRAIN CITY"			215	128	343	4	138	211	349	97	248	345	219	99	318																
"OR"	2010	"DOUGLAS"	"12"	"NORTH DRAIN COUNTY"			343	231	574	4	232	379	611	191	390	581	326	187	513																
"OR"	2010	"DOUGLAS"	"13"	"YONCALLA COUNTY"			477	263	740	4	273	502	775	224	540	764	459	218	677																
"OR"	2010	"DOUGLAS"	"14"	"YONCALLA CITY"			205	163	368	4	162	223	385	126	251	377	205	132	337																
"OR"	2010	"DOUGLAS"	"15"	"OAKLAND CITY"			192	163	355	4	179	207	386	140	240	380	196	137	333																
"OR"	2010	"DOUGLAS"	"16"	"NORTH CALAPOOIA"			509	317	826	4	328	528	856	261	579	840	479	263	742																
"OR"	2010	"DOUGLAS"	"17"	"SUTHERLIN EAST"			1084	834	1918	4	849	1134	1983	677	1254	1931	1071	668	1739																
"OR"	2010	"DOUGLAS"	"18"	"SUTHERLIN WEST"			644	417	1061	4	427	664	1091	335	733	1068	644	334	978																
"OR"	2010	"DOUGLAS"	"19"	"FAIR OAKS"			468	328	796	4	348	473	821	246	550	796	450	254	704																
"OR"	2010	"DOUGLAS"	"20"	"MELROSE SOUTH"			419	242	661	4	230	437	667	203	466	669	410	195	605																
"OR"	2010	"DOUGLAS"	"21"	"WILBUR"			391	202	593	4	194	401	595	154	446	600	384	156	540																
"OR"	2010	"DOUGLAS"	"22"	"COLES VALLEY"			296	174	470	4	186	298	484	155	320	475	268	155	423																
"OR"	2010	"DOUGLAS"	"23"	"GARDEN VALLEY"			471	273	744	4	284	471	755	230	521	751	449	226	675																
"OR"	2010	"DOUGLAS"	"24"	"LITTLE RIVER"			720	467	1187	4	486	747	1233	410	816	1226	710	402	1112																
"OR"	2010	"DOUGLAS"	"25"	"GLIDE"			426	368	794	4	370	442	812	328	473	801	392	323	715																
"OR"	2010	"DOUGLAS"	"26"	"CLARKS BRANCH"			21	2	23	4	3	22	25	1	21	22	20	2	22																
"OR"	2010	"DOUGLAS"	"27"	"DIXONVILLE"			338	134	472	4	144	338	482	101	376	477	308	121	429																
"OR"	2010	"DOUGLAS"	"28"	"MILL EAST"			114	55	169	4	49	121	170	42	131	173	105	34	139																
"OR"	2010	"DOUGLAS"	"29"	"WINCHESTER"			730	489	1219	4	506	726	1232	382	842	1224	728	409	1137																
"OR"	2010	"DOUGLAS"	"30"	"NEWTON CREEK"			307	310	617	4	309	320	629	249	371	620	312	226	538																
"OR"	2010	"DOUGLAS"	"31"	"MEADOWDALE"			166	133	299	4	136	169	305	108	184	292	159	101	260																
"OR"	2010	"DOUGLAS"	"32"	"RIDDLE COUNTY WEST"			50	41	91	4	41	57	98	33	60	93	50	35	85																
"OR"	2010	"DOUGLAS"	"33"	"SWEETBRIER"			177	129	306	4	130	187	317	116	192	308	171	103	274																
"OR"	2010	"DOUGLAS"	"34"	"CHARTER OAKS"			237	113	350	4	114	241	355	83	271	354	243	83	326																
"OR"	2010	"DOUGLAS"	"35"	"RIVERSDALE"			564	253	817	4	231	589	820	188	633	821	553	178	731																
"OR"	2010	"DOUGLAS"	"36"	"HUCREST"			700	475	1175	4	497	693	1190	411	763	1174	679	378	1057																
"OR"	2010	"DOUGLAS"	"37"	"KEASEY"			610	481	1091	4	477	616	1093	405	686	1091	586	391	977																
"OR"	2010	"DOUGLAS"	"38"	"EDENBOWER"			473	414	887	4	436	480	916	348	545	893	439	359	798																
"OR"	2010	"DOUGLAS"	"39"	"DEER CREEK"			190	235	425	4	252	198	450	210	236	446	180	214	394																
"OR"	2010	"DOUGLAS"	"40"	"BENSON"			254	241	495	4	243	259	502	203	289	492	253	198	451																
"OR"	2010	"DOUGLAS"	"41"	"HAWTHORNE"			285	328	613	4	347	273	620	289	329	618	299	274	573																
"OR"	2010	"DOUGLAS"	"42"	"HERMANN"			210	230	440	4	250	211	461	195	245	440	207	197	404																
"OR"	2010	"DOUGLAS"	"43"	"LANE"			184	239	423	4	245	200	445	217	215	432	191	193	384																
"OR"	2010	"DOUGLAS"	"44"	"LAURELWOOD"			125	160	285	4	168	120	288	142	145	287	130	133	263																
"OR"	2010	"DOUGLAS"	"45"	"FAIRHAVEN"			96	140	236	4	128	113	241	119	116	235	93	114	207																
"OR"	2010	"DOUGLAS"	"46"	"BROWN"			416	370	786	4	368	424	792	287	501	788	410	329	739																
"OR"	2010	"DOUGLAS"	"47"	"ORCHARD"			264	224	488	4	245	253	498	214	285	499	252	194	446																
"OR"	2010	"DOUGLAS"	"48"	"WEST PARK"			141	99	240	4	89	152	241	75	166	241	139	78	217																
"OR"	2010	"DOUGLAS"	"49"	"PARROTT"			421	281	702	4	277	434	711	215	479	694	395	237	632																
"OR"	2010	"DOUGLAS"	"50"	"HAPPY VALLEY"			1194	769	1963	4	803	1217	2020	611	1378	1989	1152	663	1815																
"OR"	2010	"DOUGLAS"	"51"	"GREEN"			286	171	457	4	174	287	461	144	311	455	260	147	407																
"OR"	2010	"DOUGLAS"	"52"	"CIVIL BEND"			180	84	264	4	90	178	268	71	195	266	174	77	251																
"OR"	2010	"DOUGLAS"	"53"	"WINSTON NO. 1"			442	347	789	4	358	457	815	286	508	794	436	297	733																
"OR"	2010	"DOUGLAS"	"54"	"WINSTON NO. 2"			514	375	889	4	392	522	914	311	582	893	485	340	825																
"OR"	2010	"DOUGLAS"	"55"	"DILLARD"			302	224	526	4	234	317	551	193	332	525	279	206	485																
"OR"	2010	"DOUGLAS"	"56"	"MELROSE"			829	468	1297	4	480	838	1318	391	924	1315	774	389	1163																
"OR"	2010	"DOUGLAS"	"57"	"LOOKINGGLASS"			456	204	660	4	212	468	680	174	501	675	442	188	630																
"OR"	2010	"DOUGLAS"	"58"	"OLALLA"			409	299	708	4	308	438	746	237	464	701	384	258	642																
"OR"	2010	"DOUGLAS"	"59"	"CAMAS VALLEY"			228	92	320	4	96	238	334	77	246	323	212	86	298																
"OR"	2010	"DOUGLAS"	"60"	"MYRTLE CREEK NO. 1"			242	196	438	4	187	264	451	147	295	442	244	154	398																
"OR"	2010	"DOUGLAS"	"61"	"MYRTLE CREEK NO. 2"			370	239	609	4	248	389	637	174	436	610	375	186	561																
"OR"	2010	"DOUGLAS"	"62"	"MYRTLE CREEK COUNTY"			582	257	839	4	286	589	875	213	648	861	555	227	782																
"OR"	2010	"DOUGLAS"	"63"	"TRI CITY"			707	554	1261	4	541	746	1287	437	811	1248	700	459	1159																
"OR"	2010	"DOUGLAS"	"64"	"RIDDLE CITY"			181	101	282	4	98	192	290	71	208	279	170	88	258																
"OR"	2010	"DOUGLAS"	"65"	"RIDDLE COUNTY EAST"			260	137	397	4	148	264	412	114	283	397	232	124	356																
"OR"	2010	"DOUGLAS"	"66"	"CANYONVILLE CITY"			352	232	584	4	216	381	597	181	395	576	353	199	552																
"OR"	2010	"DOUGLAS"	"67"	"CANYONVILLE COUNTY"			192	132	324	4	139	196	335	109	213	322	167	127	294																
"OR"	2010	"DOUGLAS"	"68"	"DAYS CREEK"			192	138	330	4	133	208	341	105	229	334	186	114	300																
"OR"	2010	"DOUGLAS"	"69"	"TILLER"			145	57	202	4	67	147	214	60	149	209	124	69	193																
"OR"	2010	"DOUGLAS"	"70"	"GLENDALE/AZALEA"			484	283	767	4	273	526	799	230	544	774	460	255	715																
"OR"	2010	"DOUGLAS"	"71"	"GLENDALE CITY"			132	84	216	4	85	142	227	73	148	221	118	80	198																
"OR"	2010	"DOUGLAS"	"72"	"GLENDALE COUNTY"			18	11	29	4	9	20	29	7	19	26	15	7	22																
"OR"	2010	"GRANT"		"JOHN DAY VALLEY"		2312	1563	688	2251	2	325	1948	2273	515	1731	2246	1502	533	2035																
"OR"	2010	"GRANT"		"UNION"		545	357	169	526	2	86	456	542	114	413	527	350	130	480																
"OR"	2010	"GRANT"		"NORTH FORK"		172	100	64	164	2	28	141	169	44	119	163	90	55	145																
"OR"	2010	"GRANT"		"SOUTHFORK"		184	127	48	175	2	29	154	183	32	146	178	118	37	155																
"OR"	2010	"GRANT"		"LONG CREEK VALLEY"		217	142	72	214	2	35	185	220	44	167	211	146	59	205																
"OR"	2010	"HARNEY"	"21"	"BURNS"			506	551	1057	2	269	827	1096	364	696	1060	564	382	946																
"OR"	2010	"HARNEY"	"25"	"HINES"			364	311	675	2	116	582	698	194	493	687	409	214	623																
"OR"	2010	"HARNEY"	"26"	"RURAL HARNEY"			1088	402	1490	2	154	1373	1527	242	1247	1489	1098	255	1353																
"OR"	2010	"JACKSON"	"2"	"ASHLAND"	3440	2656	314	2233	2547	2	1766	749	2515	2152	419	2571	342	1959	2301																
"OR"	2010	"JACKSON"	"4"	"ASHLAND"	3330	2418	290	2006	2296	2	1609	673	2282	1962	383	2345	342	1738	2080																
"OR"	2010	"JACKSON"	"7"	"ASHLAND"	3098	2167	230	1798	2028	2	1479	544	2023	1769	305	2074	268	1577	1845																
"OR"	2010	"JACKSON"	"10"	"SOU"	405	118	10	78	88	2	73	28	101	85	19	104	10	65	75																
"OR"	2010	"JACKSON"	"13"	"ASHLAND"	3398	2467	422	1883	2305	2	1438	883	2321	1817	565	2382	481	1643	2124																
"OR"	2010	"JACKSON"	"18"	"ASHLAND RUR"	3142	2323	645	1576	2221	2	1168	1055	2223	1421	819	2240	690	1322	2012																
"OR"	2010	"JACKSON"	"21"	"PINEHURST"	213	157	64	80	144	2	74	80	154	86	64	150	61	76	137																
"OR"	2010	"JACKSON"	"22"	"BUTTE FALLS"	718	479	280	174	454	2	90	374	464	119	321	440	282	123	405																
"OR"	2010	"JACKSON"	"23"	"PROSPECT"	592	400	189	183	372	2	84	295	379	122	249	371	203	134	337																
"OR"	2010	"JACKSON"	"24"	"SHADY COVE RUR"	1721	1163	659	438	1097	2	229	888	1117	305	775	1080	703	307	1010																
"OR"	2010	"JACKSON"	"26"	"SHADY COVE"	1680	1150	614	467	1081	2	233	876	1109	320	763	1083	653	318	971																
"OR"	2010	"JACKSON"	"27"	"EAGLE POINT"	4434	2836	1672	1015	2687	2	489	2266	2755	697	1998	2695	1773	733	2506																
"OR"	2010	"JACKSON"	"30"	"LAKE CREEK"	192	130	59	62	121	2	37	89	126	46	77	123	61	47	108																
"OR"	2010	"JACKSON"	"31"	"WHITE CITY RUR"	1043	726	439	252	691	2	148	550	698	178	509	687	456	186	642																
"OR"	2010	"JACKSON"	"34"	"EAGLE POINT RUR"	2152	1526	922	555	1477	2	268	1228	1496	365	1088	1453	938	414	1352																
"OR"	2010	"JACKSON"	"35"	"V A DOM"	46	24	6	15	21	2	13	11	24	14	8	22	5	13	18																
"OR"	2010	"JACKSON"	"36"	"WHITE CITY"	2802	1357	703	557	1260	2	281	1031	1312	371	882	1253	759	399	1158																
"OR"	2010	"JACKSON"	"38"	"MEDFORD E RUR"	1113	771	458	286	744	2	132	612	744	196	542	738	477	197	674																
"OR"	2010	"JACKSON"	"40"	"MEDFORD"	3334	2227	1179	938	2117	2	431	1715	2146	668	1465	2133	1240	716	1956																
"OR"	2010	"JACKSON"	"42"	"MEDFORD"	2951	2036	1075	866	1941	2	405	1566	1971	635	1315	1950	1132	666	1798																
"OR"	2010	"JACKSON"	"44"	"MEDFORD"	3351	2240	1013	1105	2118	2	563	1579	2142	847	1289	2136	1127	853	1980																
"OR"	2010	"JACKSON"	"46"	"MEDFORD"	2565	1949	1108	802	1910	2	411	1491	1902	603	1308	1911	1126	635	1761																
"OR"	2010	"JACKSON"	"47"	"MEDFORD"	2042	1602	843	714	1557	2	303	1235	1538	531	1024	1555	862	565	1427																
"OR"	2010	"JACKSON"	"48"	"MEDFORD"	3395	2471	972	1387	2359	2	733	1633	2366	1143	1224	2367	1055	1102	2157																
"OR"	2010	"JACKSON"	"50"	"MEDFORD"	2693	1956	901	962	1863	2	481	1404	1885	772	1122	1894	968	770	1738																
"OR"	2010	"JACKSON"	"52"	"MEDFORD"	879	781	337	427	764	2	206	559	765	346	424	770	373	355	728																
"OR"	2010	"JACKSON"	"54"	"MEDFORD"	3820	2499	1204	1167	2371	2	625	1783	2408	860	1501	2361	1271	910	2181																
"OR"	2010	"JACKSON"	"56"	"MEDFORD"	2960	1794	721	945	1666	2	536	1190	1726	719	952	1671	787	734	1521																
"OR"	2010	"JACKSON"	"58"	"MEDFORD"	2239	1262	437	716	1153	2	475	734	1209	580	565	1145	456	599	1055																
"OR"	2010	"JACKSON"	"60"	"MEDFORD"	3332	1800	779	880	1659	2	547	1182	1729	715	963	1678	817	737	1554																
"OR"	2010	"JACKSON"	"62"	"MEDFORD"	2535	1375	598	686	1284	2	359	977	1336	493	778	1271	689	541	1230																
"OR"	2010	"JACKSON"	"64"	"MEDFORD"	2421	1500	684	739	1423	2	360	1090	1450	530	896	1426	745	552	1297																
"OR"	2010	"JACKSON"	"70"	"MEDFORD W RUR"	1767	1225	583	582	1165	2	275	909	1184	431	729	1160	634	435	1069																
"OR"	2010	"JACKSON"	"73"	"JACKSONVILLE RUR"	2800	2180	1187	905	2092	2	446	1647	2093	679	1416	2095	1269	646	1915																
"OR"	2010	"JACKSON"	"75"	"JACKSONVILLE"	2081	1636	753	798	1551	2	460	1093	1553	655	912	1567	792	621	1413																
"OR"	2010	"JACKSON"	"77"	"RUCH"	2834	2126	1022	980	2002	2	657	1384	2041	843	1156	1999	1029	789	1818																
"OR"	2010	"JACKSON"	"80"	"TALENT RUR"	1275	944	311	577	888	2	389	512	901	507	384	891	340	470	810																
"OR"	2010	"JACKSON"	"82"	"TALENT"	3214	2081	641	1316	1957	2	920	1058	1978	1192	784	1976	678	1100	1778																
"OR"	2010	"JACKSON"	"84"	"PHOENIX"	2618	1827	710	1024	1734	2	610	1157	1767	852	892	1744	802	838	1640																
"OR"	2010	"JACKSON"	"87"	"PHOENIX RUR"	3062	2122	942	1075	2017	2	609	1443	2052	839	1177	2016	1019	838	1857																
"OR"	2010	"JACKSON"	"90"	"CENTRAL POINT"	2436	1600	840	664	1504	2	315	1235	1550	478	1026	1504	904	476	1380																
"OR"	2010	"JACKSON"	"92"	"CENTRAL POINT"	2876	1954	1097	772	1869	2	311	1579	1890	519	1347	1866	1166	549	1715																
"OR"	2010	"JACKSON"	"94"	"CENTRAL POINT"	2529	1497	765	650	1415	2	316	1132	1448	460	958	1418	791	504	1295																
"OR"	2010	"JACKSON"	"96"	"CENTRAL POINT"	1331	854	530	278	808	2	135	698	833	189	636	825	569	194	763																
"OR"	2010	"JACKSON"	"99"	"CENTRAL POINT RUR"	3091	2059	1172	773	1945	2	356	1649	2005	519	1429	1948	1262	567	1829																
"OR"	2010	"JACKSON"	"102"	"GOLD HILL RUR"	2272	1598	856	656	1512	2	349	1207	1556	505	1004	1509	916	494	1410																
"OR"	2010	"JACKSON"	"105"	"GOLD HILL"	665	424	190	206	396	2	106	301	407	162	230	392	203	161	364																
"OR"	2010	"JACKSON"	"106"	"SAMS VALLEY"	2324	1626	916	613	1529	2	324	1263	1587	430	1106	1536	1000	439	1439																
"OR"	2010	"JACKSON"	"109"	"WIMER"	1449	1076	590	410	1000	2	255	774	1029	330	663	993	624	301	925																
"OR"	2010	"JACKSON"	"111"	"ROGUE RIVER RUR"	3162	2287	1261	896	2157	2	546	1679	2225	735	1427	2162	1301	681	1982																
