state	year	town	county	town_name	cd	g2000_USP_rv	g2000_USP_dv	g2000_USP_tv	g2000_USS_dv	g2000_USS_rv	g2000_USS_tv	g2000_USH_dv	g2000_USH_rv	g2000_USH_tv	ward	precinct
"ME"	2000	385	"WAL"	"BROOKS"	2	250	190	486	127	331	458	343	133	476	1	1
"ME"	2000	386	"WAL"	"BURNHAM"	2	254	259	561	171	354	525	407	133	540	1	1
"ME"	2000	387	"WAL"	"FRANKFORT"	2	252	216	505	169	318	487	365	137	502	1	1
"ME"	2000	388	"WAL"	"FREEDOM"	2	144	169	350	126	201	327	259	80	339	1	1
"ME"	2000	389	"WAL"	"ISLESBORO"	2	114	181	346	106	219	325	260	80	340	1	1
"ME"	2000	390	"WAL"	"JACKSON"	2	127	101	255	86	171	257	187	71	258	1	1
"ME"	2000	391	"WAL"	"KNOX"	2	208	133	377	98	259	357	267	98	365	1	1
"ME"	2000	392	"WAL"	"LIBERTY"	2	227	243	504	175	303	478	334	150	484	1	1
"ME"	2000	393	"WAL"	"LINCOLNVILLE"	2	529	573	1238	360	817	1177	891	303	1194	1	1
"ME"	2000	394	"WAL"	"MONROE"	2	109	232	393	192	292	484	370	119	489	1	1
"ME"	2000	395	"WAL"	"MONTVILLE"	2	186	245	510	206	277	483	374	111	485	1	1
"ME"	2000	396	"WAL"	"MORRILL"	2	238	141	411	94	291	385	254	146	400	1	1
"ME"	2000	397	"WAL"	"NORTHPORT"	2	397	345	831	226	587	813	592	220	812	1	1
"ME"	2000	398	"WAL"	"PALERMO"	2	342	287	683	171	476	647	429	224	653	1	1
"ME"	2000	399	"WAL"	"PROSPECT"	2	152	141	329	93	223	316	229	98	327	1	1
"ME"	2000	400	"WAL"	"SEARSMONT"	2	314	267	645	209	403	612	428	190	618	1	1
"ME"	2000	401	"WAL"	"SEARSPORT"	2	637	577	1331	391	905	1296	948	367	1315	1	1
"ME"	2000	402	"WAL"	"STOCKTON SPRINGS"	2	414	405	889	280	576	856	614	271	885	1	1
"ME"	2000	403	"WAL"	"SWANVILLE"	2	294	283	650	190	424	614	476	158	634	1	1
"ME"	2000	404	"WAL"	"THORNDIKE"	2	176	146	366	115	236	351	248	109	357	1	1
"ME"	2000	405	"WAL"	"TROY"	2	240	195	487	130	329	459	358	108	466	1	1
"ME"	2000	406	"WAL"	"UNITY"	2	408	412	1011	307	636	943	699	252	951	1	1
"ME"	2000	407	"WAL"	"WALDO"	2	176	125	350	105	229	334	258	80	338	1	1
"ME"	2000	408	"WAL"	"WINTERPORT"	2	918	832	1882	515	1292	1807	1345	532	1877	1	1
"ME"	2000	409	"WAS"	"ADDISON"	2	335	212	588	137	436	573	387	192	579	1	1
"ME"	2000	410	"WAS"	"ALEXANDER"	2	135	89	241	58	184	242	157	82	239	1	1
"ME"	2000	411	"WAS"	"BAILEYVILLE"	2	363	381	773	252	500	752	613	152	765	1	1
"ME"	2000	412	"WAS"	"BARING"	2	50	49	108	41	63	104	77	27	104	1	1
"ME"	2000	413	"WAS"	"BEALS"	2	132	127	264	79	175	254	197	59	256	1	1
"ME"	2000	414	"WAS"	"BEDDINGTON"	2	9	11	20	8	11	19	15	5	20	1	1
"ME"	2000	452	"WAS"	"BROOKTON TWP."	2	69	24	95	13	75	88	50	47	97	1	1
"ME"	2000	518	"WAS"	"CALAIS"	2	337	255	621	159	449	608	477	147	624	1	1
"ME"	2000	518	"WAS"	"CALAIS"	2	483	390	907	212	652	864	684	198	882	2	1
"ME"	2000	518	"WAS"	"CALAIS"	2	55	45	111	29	76	105	73	32	105	3	1
"ME"	2000	415	"WAS"	"CENTERVILLE"	2	13	8	21	3	17	20	17	4	21	1	1
"ME"	2000	416	"WAS"	"CHARLOTTE"	2	110	49	168	26	141	167	115	54	169	1	1
"ME"	2000	417	"WAS"	"CHERRYFIELD"	2	335	232	624	148	450	598	431	193	624	1	1
"ME"	2000	418	"WAS"	"CODYVILLE PLT."	2	5	4	9	3	5	8	7	1	8	1	1
"ME"	2000	419	"WAS"	"COLUMBIA"	2	108	60	195	51	134	185	115	71	186	1	1
"ME"	2000	420	"WAS"	"COLUMBIA FALLS"	2	169	99	282	72	215	287	197	87	284	1	1
"ME"	2000	421	"WAS"	"COOPER"	2	38	48	96	27	66	93	69	28	97	1	1
"ME"	2000	422	"WAS"	"CRAWFORD"	2	28	10	44	10	31	41	27	14	41	1	1
"ME"	2000	423	"WAS"	"CUTLER"	2	133	66	218	39	169	208	144	72	216	1	1
"ME"	2000	424	"WAS"	"DANFORTH"	2	186	94	295	55	230	285	206	91	297	1	1
"ME"	2000	425	"WAS"	"DEBLOIS"	2	13	5	19	6	12	18	13	7	20	1	1
"ME"	2000	426	"WAS"	"DENNYSVILLE"	2	63	63	136	38	97	135	104	30	134	1	1
"ME"	2000	427	"WAS"	"EAST MACHIAS"	2	376	207	629	120	488	608	404	217	621	1	1
"ME"	2000	428	"WAS"	"EASTPORT"	2	319	448	862	216	644	860	730	123	853	1	1
"ME"	2000	453	"WAS"	"EDMUNDS TWP."	2	85	65	157	41	112	153	109	44	153	1	1
"ME"	2000	429	"WAS"	"GRAND LAKE STREAM PLT."	2	59	32	96	22	74	96	73	23	96	1	1
"ME"	2000	430	"WAS"	"HARRINGTON"	2	235	167	438	125	308	433	326	110	436	1	1
"ME"	2000	431	"WAS"	"INDIAN TOWNSHIP"	2	24	173	203	109	91	200	189	14	203	1	1
"ME"	2000	432	"WAS"	"JONESBORO"	2	167	108	305	67	218	285	207	88	295	1	1
"ME"	2000	433	"WAS"	"JONESPORT"	2	291	273	606	174	407	581	430	173	603	1	1
"ME"	2000	434	"WAS"	"LUBEC"	2	323	429	816	267	540	807	640	174	814	1	1
"ME"	2000	435	"WAS"	"MACHIAS"	2	474	429	968	260	698	958	725	234	959	1	1
"ME"	2000	436	"WAS"	"MACHIASPORT"	2	246	203	473	116	337	453	348	125	473	1	1
"ME"	2000	437	"WAS"	"MARSHFIELD"	2	158	94	264	43	172	215	184	79	263	1	1
"ME"	2000	438	"WAS"	"MEDDYBEMPS"	2	48	26	78	18	57	75	53	23	76	1	1
"ME"	2000	439	"WAS"	"MILBRIDGE"	2	342	256	640	151	473	624	489	159	648	1	1
"ME"	2000	450	"WAS"	"NO. 21 TWP."	2	30	17	48	12	33	45	32	14	46	1	1
"ME"	2000	451	"WAS"	"NO. 27 TWP."	2	16	6	24	4	20	24	14	10	24	1	1
"ME"	2000	440	"WAS"	"NORTHFIELD"	2	38	33	72	19	48	67	47	24	71	1	1
"ME"	2000	441	"WAS"	"PEMBROKE"	2	212	203	450	125	309	434	332	104	436	1	1
"ME"	2000	442	"WAS"	"PERRY"	2	178	169	375	69	290	359	262	94	356	1	1
"ME"	2000	443	"WAS"	"PLEASANT POINT VOTING DISTRICT"	2	16	199	225	115	103	218	215	11	226	1	1
"ME"	2000	444	"WAS"	"PRINCETON"	2	253	160	423	117	289	406	303	111	414	1	1
"ME"	2000	445	"WAS"	"ROBBINSTON"	2	127	103	244	50	177	227	157	78	235	1	1
"ME"	2000	446	"WAS"	"ROQUE BLUFFS"	2	79	66	158	44	105	149	110	42	152	1	1
"ME"	2000	447	"WAS"	"STEUBEN"	2	280	195	528	133	369	502	353	158	511	1	1
"ME"	2000	448	"WAS"	"TALMADGE"	2	27	8	38	9	26	35	16	21	37	1	1
"ME"	2000	449	"WAS"	"TOPSFIELD"	2	65	34	111	24	79	103	70	41	111	1	1
"ME"	2000	527	"WAS"	"TWP. 14 (COOPER)"	2	9	5	14	1	11	12	7	7	14	1	1
"ME"	2000	455	"WAS"	"UN. TWP. OF TRESCOTT"	2	18	28	51	24	27	51	31	18	49	1	1
"ME"	2000	456	"WAS"	"VANCEBORO"	2	41	63	108	32	74	106	85	20	105	1	1
"ME"	2000	457	"WAS"	"WAITE"	2	32	22	57	20	35	55	41	17	58	1	1
"ME"	2000	458	"WAS"	"WESLEY"	2	38	26	68	20	46	66	43	24	67	1	1
"ME"	2000	459	"WAS"	"WHITING"	2	123	83	227	68	144	212	139	85	224	1	1
"ME"	2000	460	"WAS"	"WHITNEYVILLE"	2	60	50	117	29	81	110	78	37	115	1	1
"ME"	2000	461	"YOR"	"ACTON"	1	535	500	1104	297	781	1078	540	472	1064	1	1
"ME"	2000	462	"YOR"	"ALFRED"	1	725	644	1469	413	1009	1422	800	559	1425	1	1
"ME"	2000	463	"YOR"	"ARUNDEL"	1	821	865	1784	523	1234	1757	1044	599	1751	1	1
"ME"	2000	464	"YOR"	"BERWICK"	1	1387	1264	2774	954	1664	2618	1343	1147	2630	1	1
"ME"	2000	519	"YOR"	"BIDDEFORD"	1	602	708	1393	451	911	1362	776	417	1367	1	1
"ME"	2000	519	"YOR"	"BIDDEFORD"	1	293	618	961	379	571	950	654	164	954	2	1
"ME"	2000	519	"YOR"	"BIDDEFORD"	1	675	1006	1782	656	1105	1761	1111	420	1760	3	1
"ME"	2000	519	"YOR"	"BIDDEFORD"	1	287	805	1155	533	612	1145	822	178	1147	4	1
"ME"	2000	519	"YOR"	"BIDDEFORD"	1	296	627	998	394	586	980	647	200	978	5	1
"ME"	2000	519	"YOR"	"BIDDEFORD"	1	523	876	1494	533	956	1489	975	349	1484	6	1
"ME"	2000	519	"YOR"	"BIDDEFORD"	1	450	743	1262	450	810	1260	832	257	1320	7	1
"ME"	2000	465	"YOR"	"BUXTON"	1	1833	1780	3847	931	2801	3732	2090	1546	3768	1	1
"ME"	2000	466	"YOR"	"CORNISH"	1	314	336	708	186	504	690	403	243	678	1	1
"ME"	2000	467	"YOR"	"DAYTON"	1	503	386	957	216	718	934	497	356	931	1	1
"ME"	2000	468	"YOR"	"ELIOT"	1	1592	1662	3423	1523	1785	3308	1701	1424	3232	1	1
"ME"	2000	469	"YOR"	"HOLLIS"	1	1006	940	2084	568	1440	2008	1138	823	2038	1	1
"ME"	2000	470	"YOR"	"KENNEBUNK"	1	3258	2749	6405	1665	4519	6184	3461	2533	6234	1	1
"ME"	2000	471	"YOR"	"KENNEBUNKPORT"	1	1291	935	2364	564	1719	2283	1172	1052	2311	1	1
"ME"	2000	472	"YOR"	"KITTERY"	1	1787	2591	4678	2472	2058	4530	2602	1625	4393	1	1
"ME"	2000	473	"YOR"	"LEBANON"	1	1121	916	2163	601	1474	2075	1019	933	2086	1	1
"ME"	2000	474	"YOR"	"LIMERICK"	1	529	522	1134	312	791	1103	606	448	1111	1	1
"ME"	2000	475	"YOR"	"LIMINGTON"	1	706	648	1441	356	1034	1390	740	586	1391	1	1
"ME"	2000	476	"YOR"	"LYMAN"	1	940	897	1955	562	1350	1912	1040	747	1924	1	1
"ME"	2000	477	"YOR"	"NEWFIELD"	1	348	254	637	153	456	609	303	291	616	1	1
"ME"	2000	478	"YOR"	"NORTH BERWICK"	1	1093	906	2134	636	1442	2078	1002	943	2051	1	1
"ME"	2000	479	"YOR"	"OGUNQUIT"	1	413	507	975	405	519	924	531	349	915	1	1
"ME"	2000	480	"YOR"	"OLD ORCHARD BEACH"	1	1855	2708	4890	1560	3152	4712	3019	1488	4792	1	1
"ME"	2000	520	"YOR"	"PARSONSFIELD"	1	195	146	376	90	281	371	195	162	368	1	1
"ME"	2000	520	"YOR"	"PARSONSFIELD"	1	191	201	437	109	309	418	218	180	415	2	1
"ME"	2000	521	"YOR"	"SACO"	1	622	785	1475	431	995	1426	886	457	1433	1	1
"ME"	2000	521	"YOR"	"SACO"	1	664	732	1465	386	1038	1424	871	512	1447	2	1
"ME"	2000	521	"YOR"	"SACO"	1	410	668	1145	374	723	1097	732	307	1123	3	1
"ME"	2000	521	"YOR"	"SACO"	1	617	727	1409	430	948	1378	856	480	1393	4	1
"ME"	2000	521	"YOR"	"SACO"	1	431	668	1169	369	776	1145	782	290	1165	5	1
"ME"	2000	521	"YOR"	"SACO"	1	323	607	1000	328	654	982	691	213	980	6	1
"ME"	2000	521	"YOR"	"SACO"	1	335	596	990	364	596	960	649	247	966	7	1
"ME"	2000	522	"YOR"	"SANFORD"	1	655	730	1476	444	992	1436	811	537	1421	1	1
"ME"	2000	522	"YOR"	"SANFORD"	1	433	652	1157	388	737	1125	716	335	1112	2	1
"ME"	2000	522	"YOR"	"SANFORD"	1	549	673	1287	386	868	1254	774	423	1242	3	1
"ME"	2000	522	"YOR"	"SANFORD"	1	643	746	1470	394	1037	1431	855	510	1429	4	1
"ME"	2000	522	"YOR"	"SANFORD"	1	698	661	1463	425	989	1414	745	577	1406	5	1
"ME"	2000	522	"YOR"	"SANFORD"	1	439	576	1080	351	694	1045	645	341	1047	6	1
"ME"	2000	522	"YOR"	"SANFORD"	1	454	615	1120	355	723	1078	708	322	1080	7	1
"ME"	2000	481	"YOR"	"SHAPLEIGH"	1	578	566	1236	323	866	1189	652	473	1186	1	1
"ME"	2000	482	"YOR"	"SOUTH BERWICK"	1	1552	1532	3254	1512	1676	3188	1597	1412	3137	1	1
"ME"	2000	483	"YOR"	"WATERBORO"	1	1330	1259	2737	705	1970	2675	1478	1073	2685	1	1
"ME"	2000	484	"YOR"	"WELLS"	1	2540	2377	5207	1384	3648	5032	2794	2016	5036	1	1
"ME"	2000	485	"YOR"	"YORK"	1	3462	3708	7626	3099	4304	7403	3856	3196	7252	1	1
